Site,Plot,Collar,Distance_m,Tag,No_tag_species,No_tag_DBH,Species_code,DBH_cm,State,Date,Notes,BA_sqm
SERC,HSLE,70,12,NA,NYSY,7.5,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,14.6,NA,LIST,27.8,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,14.4,NA,NYSY,19.5,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,10.3,NA,NYSY,20.8,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,12.6,NA,QU??,17.1,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,13.3,NA,LIST,7,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,10.1,NA,NYSY,3.7,NA,NA,NA,NA,NA,NA
SERC,HSLE,70,12.2,NA,LIST,1.7,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,13,713,NA,NA,NYSY,20.9,Alive,4/13/2018,NA,0.034306977175363934
SERC,HSLE,69,11.4,705,NA,NA,NA,44.3,Alive,4/13/2018,NA,0.1541336041685858
SERC,HSLE,69,11.2,706,NA,NA,NA,39.8,Alive,4/13/2018,NA,0.12441021067480937
SERC,HSLE,69,13.8,NA,LIST,17.6,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,11.2,NA,LIST,27.7,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,14.5,NA,LIST,34.4,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,11.5,NA,LIST,19.5,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,11.3,NA,NYSY,20.9,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,11.6,NA,NYSY,14.3,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,11.1,NA,NYSY,10.4,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,12.5,NA,NYSY,11.1,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,13.4,NA,LIST,17.4,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,12.8,NA,NYSY,4.8,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,14.2,NA,QU??,17.1,NA,NA,NA,NA,NA,NA
SERC,HSLE,69,10.6,722,NA,NA,NA,11.8,Alive,4/13/2018,NA,0.010935884027146072
SERC,HSLE,69,10.8,723,NA,NA,NA,17,Alive,4/13/2018,NA,0.02269800692218626
SERC,HSLE,69,12.7,724,NA,NA,QU??,91.4,Alive,4/13/2018,NA,0.6561184841095747
SERC,HSLE,69,13.2,725,NA,NA,QU??,59,Alive,4/13/2018,NA,0.2733971006786517
SERC,HSME,81,13.8,NA,QUMO,60.7,NA,NA,NA,NA,NA,NA
SERC,HSME,81,14.2,701,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,81,11.2,805,NA,NA,NA,9.2,Alive,4/13/2018,NA,0.006647610054996002
SERC,HSME,81,13.8,702,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,81,11,818,NA,NA,NA,10.2,Alive,4/13/2018,NA,0.00817128249198705
SERC,HSME,81,12.3,819,NA,NA,FAGR,14.7,Alive,4/13/2018,NA,0.016971668912855457
SERC,HSME,81,14.1,730,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,81,12.4,842,NA,NA,NA,7.2,Dead,4/13/2018,NA,0.004071504079052372
SERC,HSME,81,13.7,822,NA,NA,NA,27.9,Alive,4/13/2018,NA,0.06113617843702075
SERC,HSME,81,11.4,838,NA,NA,NA,9.1,Alive,4/13/2018,NA,0.00650388219109427
SERC,HSME,81,14.6,836,NA,NA,NA,43.4,Alive,4/13/2018,NA,0.14793445646488976
SERC,HSME,82,12.8,805,NA,NA,NA,9.2,Alive,4/13/2018,NA,0.006647610054996002
SERC,HSME,82,15,818,NA,NA,NA,10.2,Alive,4/13/2018,NA,0.00817128249198705
SERC,HSME,82,11.7,817,NA,NA,LITU,66.1,Alive,4/13/2018,NA,0.34315695094977644
SERC,HSME,82,10.6,850,NA,NA,LITU,67.8,Alive,4/13/2018,NA,0.36103496934319257
SERC,HSME,82,11.5,857,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,82,14.3,843,NA,NA,LITU,46.3,Alive,4/13/2018,NA,0.16836501888934757
SERC,HSME,82,11.3,839,NA,NA,LITU,34.5,Alive,4/13/2018,NA,0.09348201639838126
SERC,HSME,82,14.7,841,NA,NA,CACA,8.7,Alive,4/13/2018,NA,0.0059446786987552855
SERC,HSME,82,10.1,939,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,82,14.5,NA,NA,31.9,NA,NA,NA,NA,NA,NA
SERC,HSME,82,11,NA,FAGR,7.9,NA,NA,NA,NA,NA,NA
SERC,HSME,82,12.5,NA,QUAL,27.2,NA,NA,NA,NA,NA,NA
SERC,HSME,82,12.5,NA,QUMO,60.7,NA,NA,NA,NA,NA,NA
SERC,HSME,82,14.6,701,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,83,10.7,804,NA,NA,NA,20.3,Alive,4/13/2018,NA,0.03236547291544545
SERC,HSME,83,14.3,805,NA,NA,NA,9.2,Alive,4/13/2018,NA,0.006647610054996002
SERC,HSME,83,14.1,818,NA,NA,NA,10.2,Alive,4/13/2018,NA,0.00817128249198705
SERC,HSME,83,14.6,842,NA,NA,NA,7.2,Dead,4/13/2018,NA,0.004071504079052372
SERC,HSME,83,12.9,838,NA,NA,NA,9.1,Alive,4/13/2018,NA,0.00650388219109427
SERC,HSME,83,11.8,837,NA,NA,LITU,50.1,Alive,4/13/2018,NA,0.1971357244109229
SERC,HSME,83,14.4,833,NA,NA,NA,33.4,Alive,4/13/2018,NA,0.08761587751596572
SERC,HSME,83,10.4,843,NA,NA,LITU,46.3,Alive,4/13/2018,NA,0.16836501888934757
SERC,HSME,83,10.7,841,NA,NA,CACA,8.7,Alive,4/13/2018,NA,0.0059446786987552855
SERC,HSME,83,10.8,840,NA,NA,CACA,15.1,Alive,4/13/2018,NA,0.017907863523625216
SERC,HSME,83,11.6,848,NA,NA,NA,25.3,Alive,4/13/2018,NA,0.05027255104090726
SERC,HSME,83,13.9,943,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,83,12.5,942,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,83,10.1,939,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,83,11.6,938,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,83,12.2,NA,QUAL,27.2,NA,NA,NA,NA,NA,NA
SERC,HSME,83,13.4,NA,FAGR,7.9,NA,NA,NA,NA,NA,NA
SERC,HSME,83,12.6,NA,QURU,52.8,NA,NA,NA,NA,NA,NA
SERC,HSME,84,10.2,730,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,10.5,820,NA,NA,NA,35.3,Alive,4/13/2018,NA,0.09786767974279262
SERC,HSME,84,12.3,727,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,14.1,728,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,15,729,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,11.1,823,NA,NA,NA,35.7,Alive,4/13/2018,NA,0.10009821052684141
SERC,HSME,84,10.2,824,NA,NA,FAGR,14.8,Alive,4/13/2018,NA,0.017203361371057713
SERC,HSME,84,11.8,825,NA,NA,FAGR,30.8,Alive,4/13/2018,NA,0.07450601137253554
SERC,HSME,84,14.5,853,NA,NA,NA,54.9,Alive,4/13/2018,NA,0.23671979184615424
SERC,HSME,84,14.7,852,NA,NA,NA,34.4,Alive,4/13/2018,NA,0.09294087706380043
SERC,HSME,84,10.4,844,NA,NA,ACRU,12.8,Alive,4/13/2018,NA,0.012867963509103792
SERC,HSME,84,10.6,846,NA,NA,NA,21.1,Alive,4/13/2018,NA,0.0349667116326178
SERC,HSME,84,11.3,845,NA,NA,NA,4.5,Alive,4/13/2018,NA,0.0015904312808798326
SERC,HSME,84,13.9,847,NA,NA,FAGR,16.4,Alive,4/13/2018,NA,0.021124069002737764
SERC,HSME,84,14.3,943,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,14.7,942,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSME,84,10.6,812,NA,NA,LITU,64.2,Alive,4/13/2018,NA,0.3237128486185459
SERC,HSME,84,11.5,810,NA,NA,NA,35.8,Alive,4/13/2018,NA,0.10065977021367056
SERC,HSME,84,12.2,809,NA,NA,FAGR,23.3,Alive,4/13/2018,NA,0.04263848089268407
SERC,HSME,84,15,801,NA,NA,QU??,25,Alive,4/13/2018,NA,0.04908738521234052
SERC,HSME,84,10.4,808,NA,NA,NA,24.9,Alive,4/13/2018,NA,0.04869547152880519
SERC,HSME,84,12.9,803,NA,NA,NA,21.7,Alive,4/13/2018,NA,0.03698361411622244
SERC,HSME,84,12.5,811,NA,NA,NA,4.6,Dead,4/13/2018,Check this,0.0016619025137490004
SERC,HSME,84,14.3,804,NA,NA,NA,20.3,Alive,4/13/2018,NA,0.03236547291544545
SERC,HSHE,88,10.5,812,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,13,813,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,14.3,814,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,11.8,810,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,14.8,938,NA,NA,NA,54.2,Alive,4/13/2018,NA,0.230721706072288
SERC,HSHE,88,13.6,NA,QURU,31.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,11.4,934,NA,NA,FAGR,12.3,Alive,4/13/2018,NA,0.011882288814039998
SERC,HSHE,88,11.6,935,NA,NA,NA,25.4,Alive,4/13/2018,NA,0.05067074790974978
SERC,HSHE,88,11.4,901,NA,NA,FAGR,59.7,Alive,4/13/2018,NA,0.2799229740183211
SERC,HSHE,88,12.4,NA,FAGR,6.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,10.2,NA,FAGR,9,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,14.9,NA,ACRU,23.6,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,13.5,NA,LIST,14.2,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,14.2,NA,LITU,49.1,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,11.7,906,NA,NA,LITU,54,Alive,4/13/2018,NA,0.22902210444669593
SERC,HSHE,88,13.5,NA,LITU,57.8,NA,NA,NA,NA,NA,NA
SERC,HSHE,88,13.4,907,NA,NA,ACRU,13.6,Alive,4/13/2018,NA,0.014526724430199206
SERC,HSHE,88,11.5,926,NA,NA,LITU,35.3,Alive,4/13/2018,NA,0.09786767974279262
SERC,HSHE,88,10.1,924,NA,NA,FAGR,10.1,Alive,4/13/2018,NA,0.008011846664817369
SERC,HSHE,88,10.2,925,NA,NA,FAGR,23.5,Alive,4/13/2018,NA,0.04337361357362408
SERC,HSHE,88,12.8,923,NA,NA,FAGR,9.1,Alive,4/13/2018,NA,0.00650388219109427
SERC,HSHE,86,15,848,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,11.3,923,NA,NA,FAGR,9.1,Alive,4/13/2018,NA,0.00650388219109427
SERC,HSHE,86,14.4,922,NA,NA,QURU,54.5,Alive,4/13/2018,NA,0.23328288948312711
SERC,HSHE,86,10.5,907,NA,NA,ACRU,13.6,Alive,4/13/2018,NA,0.014526724430199206
SERC,HSHE,86,13.5,NA,ACRU,13.4,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,11,NA,LIST,14.2,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,11.6,NA,LITU,49.1,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,14.3,NA,QUAL,7.3,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,12.8,NA,ACRU,23.6,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,11.5,NA,FAGR,6.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,12.7,901,NA,NA,FAGR,59.7,Alive,4/13/2018,NA,0.2799229740183211
SERC,HSHE,86,10.9,937,NA,NA,FAGR,2.3,Alive,4/13/2018,NA,4.154756284372501e-4
SERC,HSHE,86,11,936,NA,NA,FAGR,5.9,Alive,4/13/2018,NA,0.002733971006786518
SERC,HSHE,86,13.8,934,NA,NA,FAGR,12.3,Alive,4/13/2018,NA,0.011882288814039998
SERC,HSHE,86,13.9,935,NA,NA,NA,25.4,Alive,4/13/2018,NA,0.05067074790974978
SERC,HSHE,86,12,939,NA,NA,FAGR,6.7,Alive,4/13/2018,NA,0.003525652355491146
SERC,HSHE,86,12.7,940,NA,NA,QU??,24.8,Alive,4/13/2018,NA,0.048305128641596654
SERC,HSHE,86,14.6,810,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,86,12.7,812,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,11.2,908,NA,NA,CO??,13.8,Alive,4/13/2018,NA,0.014957122623741007
SERC,HSHE,85,12.5,NA,QU??,5.6,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,10.5,NA,LIST,14.2,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,11.1,NA,LITU,49.1,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,14.3,NA,QUAL,7.3,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,13.8,NA,ACRU,23.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,14.8,NA,FAGR,4.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,13.9,NA,FAGR,8.6,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,11.1,NA,ACRU,19.2,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,10.1,904,NA,NA,FAGR,7.3,Alive,4/13/2018,NA,0.004185386812745002
SERC,HSHE,85,14.6,902,NA,NA,FAGR,25.4,Alive,4/13/2018,NA,0.05067074790974978
SERC,HSHE,85,14.5,933,NA,NA,FAGR,2.5,Alive,4/13/2018,NA,4.908738521234052e-4
SERC,HSHE,85,13.3,932,NA,NA,LITU,56.9,Alive,4/13/2018,NA,0.2542812947797212
SERC,HSHE,85,14.6,812,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,14,848,NA,NA,NA,NA,NA,NA,NA,NA
SERC,HSHE,85,12.9,946,NA,NA,FAGR,16.4,Alive,4/13/2018,NA,0.021124069002737764
SERC,HSHE,85,13,915,NA,NA,FAGR,52,Alive,4/13/2018,NA,0.21237166338267005
SERC,HSHE,85,13.1,914,NA,NA,NA,43.5,Alive,4/13/2018,NA,0.14861696746888214
SERC,HSHE,85,14.2,913,NA,NA,FAGR,16.1,Alive,4/13/2018,NA,0.02035830579342526
SERC,HSHE,87,10.9,908,NA,NA,CO??,13.8,Alive,4/13/2018,NA,0.014957122623741007
SERC,HSHE,87,12.3,NA,FAGR,8.6,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,14.1,NA,ACRU,31.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,11.8,NA,FAGR,7.4,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,14.5,NA,ACRU,36.5,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,10.9,NA,CO??,3,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,14.5,NA,FAGR,8.4,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,13.9,NA,LITU,65.1,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,11.2,NA,FAGR,8.5,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,10.2,NA,FAGR,4.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,13.6,NA,FAGR,8.5,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,11.2,NA,FAGR,6.7,NA,NA,NA,NA,NA,NA
SERC,HSHE,87,12.6,902,NA,NA,FAGR,25.4,Alive,4/13/2018,NA,0.05067074790974978
SERC,HSHE,87,11.8,932,NA,NA,LITU,56.9,Alive,4/13/2018,NA,0.2542812947797212
SERC,HSHE,87,11.6,942,NA,NA,ACRU,17.3,Alive,4/13/2018,NA,0.023506181632322234
SERC,HSHE,87,11.8,943,NA,NA,NA,42,Alive,4/13/2018,NA,0.13854423602330987
SERC,HSHE,87,10.1,944,NA,NA,NA,12.8,Alive,4/13/2018,NA,0.012867963509103792
SERC,HSHE,87,11.3,923,NA,NA,FAGR,9.1,Alive,4/13/2018,NA,0.00650388219109427
SERC,HSHE,87,13.5,922,NA,NA,QURU,54.5,Alive,4/13/2018,NA,0.23328288948312711
SERC,HSHE,87,13.9,921,NA,NA,ACRU,12.4,Alive,4/13/2018,NA,0.012076282160399163
SERC,HSHE,87,13.5,920,NA,NA,NA,6,Alive,4/13/2018,NA,0.0028274333882308137
SERC,HSHE,87,12.4,919,NA,NA,CA??,9.1,Dead,4/13/2018,NA,0.00650388219109427
SERC,HSHE,87,12.6,918,NA,NA,CA??,47.1,Alive,4/13/2018,NA,0.17423351396625336
