Site,Plot,Collar,Distance_m,Tag,No_tag_species,No_tag_DBH,Date,Notes
SERC,LSME,117,12.6,FG010068,NYSY,18.8,2/6/2019,
SERC,LSME,117,4.3,FG010193,FAGR,48.1,2/6/2019,
SERC,LSME,117,4.1,FG010190,FAGR,5.3,2/6/2019,
SERC,LSME,117,4.1,FG011167,FAGR,2.4,2/6/2019,
SERC,LSME,120,6.5,FG010193,FAGR,48.1,2/6/2019,
SERC,LSME,120,6.4,FG010190,FAGR,5.3,2/6/2019,
SERC,LSME,120,6.4,FG010167,FAGR,2.4,2/6/2019,
SERC,LSME,120,12,FG011292,FAGR,30,2/6/2019,
SERC,LSME,117,9.8,FG011192,FAGR,30,2/6/2019,
SERC,LSME,120,10.7,FG010064,NYSY,13.3,2/6/2019,
SERC,LSME,120,12.9,FG010064,NYSY,13,2/6/2019,
SERC,LSME,120,14,FG010170,ILOP,8.2,2/6/2019,
SERC,LSME,117,11.8,FG010170,ILOP,8.2,2/6/2019,
SERC,LSME,117,11,,NYSY,8.8,2/6/2019,
SERC,LSME,120,13.1,,NYSY,8.8,2/6/2019,
SERC,LSME,120,13,FG010172,ACRU,40.8,2/6/2019,
SERC,LSME,117,11.4,FG010172,ACRU,40.8,2/6/2019,
SERC,LSME,117,4.8,FG010180,QU??,61.5,2/6/2019,
SERC,LSME,117,2.7,FG010089,,,2/6/2019,
SERC,LSME,117,1.2,FG010188,,,2/6/2019,
SERC,LSME,117,1.2,FG010187,,,2/6/2019,
SERC,LSME,120,2.6,FG010187,,,2/6/2019,
SERC,LSME,120,3,FG010188,,,2/6/2019,
SERC,LSME,120,4.6,FG010189,,,2/6/2019,
SERC,LSME,120,6.5,FG010180,QU??,61.5,2/6/2019,
SERC,LSME,120,14.3,FG010174,CACA,10,2/6/2019,
SERC,LSME,117,12.5,FG010174,CACA,10,2/6/2019,
SERC,LSME,117,6.6,FG010179,,,2/6/2019,
SERC,LSME,117,5.9,FG010183,,,2/6/2019,
SERC,LSME,117,13.1,,FAGR,37.4,2/6/2019,
SERC,LSME,117,14.2,,LITU,87.7,2/6/2019,
SERC,LSME,117,10.7,,LITU,42.5,2/6/2019,
SERC,LSME,117,10.3,,FAGR,4.7,2/6/2019,
SERC,LSME,120,10.6,,FAGR,4.7,2/6/2019,
SERC,LSME,120,11,,LITU,42.5,2/6/2019,
SERC,LSME,120,14.6,,LITU,87.7,2/6/2019,
SERC,LSME,120,13.6,,FAGR,37.4,2/6/2019,
SERC,LSME,120,7.3,FG010179,,,2/6/2019,
SERC,LSME,120,5.9,FG010183,,,2/6/2019,
SERC,LSME,120,4.6,FG010184,,,2/6/2019,
SERC,LSME,120,3.7,FG010185,,,2/6/2019,
SERC,LSME,117,5.1,FG010184,,,2/6/2019,
SERC,LSME,117,4.1,FG010185,,,2/6/2019,
SERC,LSME,117,11.8,,CACA,5,2/6/2019,
SERC,LSME,120,11.2,,CACA,5,2/6/2019,
SERC,LSLE,78,7.6,FG010118,NYSY,15,2/6/2019,
SERC,LSLE,78,9.7,,,3.4,2/6/2019,check species
SERC,LSLE,78,10.3,,NYSY,16.1,2/6/2019,
SERC,LSLE,78,13.6,,NYSY,21.7,2/6/2019,
SERC,LSLE,78,5.8,,FAGR,6.8,2/6/2019,
SERC,LSLE,78,4.6,,QUAL,5.3,2/6/2019,
SERC,LSLE,78,2.7,,QU??,31.2,2/6/2019,
SERC,LSLE,78,2,FG011151,FAGR,1.7,2/6/2019,
SERC,LSLE,78,8.4,,,4,2/6/2019,check species
SERC,LSLE,78,3.6,126,,,2/6/2019,
SERC,LSLE,78,6.4,127,,,2/6/2019,
SERC,LSLE,78,12.1,130,,,2/6/2019,
SERC,LSLE,78,13.7,139,,,2/6/2019,
SERC,LSLE,78,9,128,,,2/6/2019,
SERC,LSLE,78,10.1,129,,,2/6/2019,
SERC,LSLE,78,14,135,,,2/6/2019,
SERC,LSLE,78,12.4,134,,,2/6/2019,
SERC,LSLE,78,14.8,,CACA,2.6,2/6/2019,
SERC,LSLE,78,13.7,133,,,2/6/2019,
SERC,LSLE,78,9.4,123,,,2/6/2019,
SERC,LSLE,78,8.7,124,,,2/6/2019,
SERC,LSLE,78,7.4,125,,,2/6/2019,
SERC,LSLE,78,14.9,,FAGR,11.3,2/6/2019,
SERC,LSLE,78,9.7,122,,,2/6/2019,
SERC,LSLE,78,7.1,117,,,2/6/2019,
SERC,LSLE,78,12.2,120,,,2/6/2019,
SERC,LSLE,78,6,116,,,2/6/2019,
SERC,LSLE,78,5.2,FG011152,FAGR,1.6,2/6/2019,
SERC,LSLE,78,3.9,115,,,2/6/2019,
SERC,LSLE,78,9.2,118,,,2/6/2019,
SERC,LSLE,78,9.7,119,,,2/6/2019,
SERC,LSLE,78,4.9,114,,,2/6/2019,
SERC,LSLE,78,6.3,113,,,2/6/2019,
SERC,LSLE,78,11.9,107,,,2/6/2019,
SERC,LSLE,78,13.8,105,,,2/6/2019,
SERC,LSLE,78,14.1,106,,,2/6/2019,
SERC,LSLE,78,14.8,104,,,2/6/2019,
SERC,LSLE,78,2.7,112,,,2/6/2019,
SERC,LSLE,78,8.9,109,,,2/6/2019,
SERC,LSLE,78,12.1,108,,,2/6/2019,
SERC,LSLE,78,13.5,,NYSY,4.7,2/6/2019,
SERC,LSLE,78,13.9,,NYSY,14.3,2/6/2019,
SERC,LSLE,78,3.1,111,,,2/6/2019,
SERC,LSLE,78,5.6,110,,,2/6/2019,
SERC,LSLE,78,8.4,,,80,2/6/2019,check species
SERC,LSLE,78,9.4,FG010136,NYSY,9,2/6/2019,
SERC,LSLE,78,10.4,,NYSY,21.2,2/6/2019,
SERC,LSLE,78,4.2,FG010125,NYSY,9.6,2/6/2019,duplicate tag
SERC,LSLE,78,5.3,FG010124,QU??,17,2/6/2019,
SERC,LSLE,78,7.1,FG010125,NYSY,13.4,2/6/2019,duplicate tag
SERC,LSLE,78,8,FG010119,QU??,12.1,2/6/2019,
SERC,LSLE,78,11.4,,NYSY,13.9,2/6/2019,
SERC,LSLE,78,13,,NYSY,6.2,2/6/2019,
SERC,LSHE,123,10.2,FG010278,,,2/1/2019,
SERC,LSHE,123,13.3,FG010276,,,2/1/2019,
SERC,LSHE,123,2.7,,,4,2/1/2019,"check species, no tag"
SERC,LSHE,123,12.4,FG010275,,,2/1/2019,
SERC,LSHE,123,12.7,FG010273,,,2/1/2019,
SERC,LSHE,123,12.5,FG010278,,,2/1/2019,
SERC,LSHE,123,6.5,FG010099,,,2/1/2019,
SERC,LSHE,123,9.7,FG010673,,,2/1/2019,
SERC,LSHE,123,5,FG010098,,,2/1/2019,
SERC,LSHE,123,14.1,FG010089,,,2/1/2019,
SERC,LSHE,123,14.6,FG010088,,,2/1/2019,
SERC,LSHE,123,6,FG010097,,,2/1/2019,
SERC,LSHE,123,10.3,FG010093,,,2/1/2019,
SERC,LSHE,123,10.5,FG010094,,,2/1/2019,
SERC,LSHE,123,7.9,FG010198,,,2/1/2019,duplicate tag
SERC,LSHE,123,1,FG010402,,,2/1/2019,
SERC,LSHE,123,8,FG010198,,,2/1/2019,duplicate tag
SERC,LSHE,123,11.5,FG010197,,,2/1/2019,
SERC,LSHE,123,14.5,FG010196,,,2/1/2019,
SERC,LSHE,123,3.1,FG010508,,,2/1/2019,
SERC,LSHE,123,11,FG010197,,,2/1/2019,
SERC,LSHE,123,14.4,FG010196,,,2/1/2019,
SERC,LSHE,123,14.3,FG010501,,,2/1/2019,
SERC,LSHE,123,12.8,FG010502,,,2/1/2019,
SERC,LSHE,123,11.8,FG010505,,,2/1/2019,
SERC,LSHE,123,12.2,FG010504,,,2/1/2019,
SERC,LSHE,123,13.2,FG010503,,,2/1/2019,
SERC,LSHE,123,12.2,FG011165,,,2/1/2019,
SERC,LSHE,123,10.7,FG010506,,,2/1/2019,
SERC,LSHE,123,10.7,FG011169,,,2/1/2019,
SERC,LSHE,123,6.5,FG010507,,,2/1/2019,
SERC,LSHE,123,11.2,FG010200,,,2/1/2019,
SERC,LSHE,123,10.7,FG010510,,,2/1/2019,
SERC,LSHE,123,14,FG0302,,,2/1/2019,
SERC,LSHE,123,8.3,FG010513,,,2/1/2019,
SERC,LSHE,123,11.8,FG010511,,,2/1/2019,
SERC,LSHE,123,14.5,FG0303,,,2/1/2019,
SERC,LSHE,123,9,FG010175,,,2/1/2019,
SERC,LSHE,123,12.6,FG020002,,,2/1/2019,
SERC,LSHE,123,12.7,FG020003,,,2/1/2019,
SERC,LSHE,123,3.9,FG010515,,,2/1/2019,
SERC,LSHE,123,10.6,,QU??,71.5,2/1/2019,
SERC,LSHE,123,2.8,FG010403,,,2/1/2019,
SERC,LSHE,123,8.4,FG020101,,,2/1/2019,
SERC,LSHE,123,10.9,FG020104,,,2/1/2019,
SERC,LSHE,123,8.9,FG020102,,,2/1/2019,
SERC,LSHE,123,13.9,FG020106,,,2/1/2019,
SERC,LSHE,123,6.2,FG010404,,,2/1/2019,
SERC,LSHE,123,6.7,FG010406,,,2/1/2019,
SERC,LSHE,123,9.8,FG020103,,,2/1/2019,
SERC,LSHE,123,11.4,FG010286,,,2/1/2019,
SERC,LSHE,123,13.2,FG010287,,,2/1/2019,
SERC,LSHE,123,14,FG010285,,,2/1/2019,
SERC,LSHE,123,13.3,FG010283,,,2/1/2019,
SERC,LSHE,123,7.4,FG010674,,,2/1/2019,
SERC,LSHE,123,11.7,FG011336,,,2/1/2019,
SERC,LSHE,123,7.9,FG010401,,,2/1/2019,
SERC,LSHE,122,1,FG010515,,,2/1/2019,
SERC,LSHE,122,7.4,FG010513,,,2/1/2019,
SERC,LSHE,122,10.5,FG010511,,,2/1/2019,
SERC,LSHE,122,12.6,303,,,2/1/2019,
SERC,LSHE,122,10.4,FG020002,,,2/1/2019,
SERC,LSHE,122,9.7,FG020003,,,2/1/2019,
SERC,LSHE,122,8.4,FG020005,,,2/1/2019,
SERC,LSHE,122,12.6,FG020009,,,2/1/2019,
SERC,LSHE,122,6.8,,QU??,71.5,2/1/2019,
SERC,LSHE,122,9.8,FG020012,,,2/1/2019,check tag
SERC,LSHE,122,4.8,FG020101,,,2/1/2019,
SERC,LSHE,122,14.8,FG020107,,,2/1/2019,
SERC,LSHE,122,7.7,FG020104,,,2/1/2019,
SERC,LSHE,122,6.4,FG020102,,,2/1/2019,
SERC,LSHE,122,10.9,FG020106,,,2/1/2019,
SERC,LSHE,122,4.3,FG010404,,,2/1/2019,
SERC,LSHE,122,5.3,FG010406,,,2/1/2019,
SERC,LSHE,122,7.9,FG020103,,,2/1/2019,
SERC,LSHE,122,14.4,FG020310,,,2/1/2019,
SERC,LSHE,122,13.1,FG020301,,,2/1/2019,
SERC,LSHE,122,1.1,FG010403,,,2/1/2019,
SERC,LSHE,122,10.9,FG010286,,,2/1/2019,
SERC,LSHE,122,12.5,FG010287,,,2/1/2019,
SERC,LSHE,122,13.8,FG010285,,,2/1/2019,
SERC,LSHE,122,13.7,FG010283,,,2/1/2019,
SERC,LSHE,122,12.6,FG010282,,,2/1/2019,check tag
SERC,LSHE,122,8.3,FG010674,,,2/1/2019,
SERC,LSHE,122,9.2,FG010401,,,2/1/2019,
SERC,LSHE,122,12.1,FG010278,,,2/1/2019,
SERC,LSHE,122,14.6,FG010275,,,2/1/2019,
SERC,LSHE,122,9.9,FG010099,,,2/1/2019,
SERC,LSHE,122,13.4,FG010673,,,2/1/2019,
SERC,LSHE,122,8.6,FG010098,,,2/1/2019,
SERC,LSHE,122,4.7,FG010402,,,2/1/2019,
SERC,LSHE,122,9.9,FG010097,,,2/1/2019,
SERC,LSHE,122,14.2,FG010093,,,2/1/2019,
SERC,LSHE,122,14.3,FG010094,,,2/1/2019,
SERC,LSHE,122,14.7,FG010095,,,2/1/2019,
SERC,LSHE,122,14.7,FG010096,,,2/1/2019,
SERC,LSHE,122,11.7,FG010198,,,2/1/2019,
SERC,LSHE,122,14.9,FG010197,,,2/1/2019,
SERC,LSHE,122,6.3,FG010508,,,2/1/2019,
SERC,LSHE,122,8.6,FG010507,,,2/1/2019,
SERC,LSHE,122,12.6,FG010200,,,2/1/2019,
SERC,LSHE,122,11.1,FG010510,,,2/1/2019,
SERC,LSHE,122,14.3,302,,,2/1/2019,
SERC,LSLE,77,1.6,109,,,4/17/2019,
SERC,LSLE,77,6.4,110,,,4/17/2019,
SERC,LSLE,77,6.8,,,60,4/17/2019,dead
SERC,LSLE,77,10.7,,NYSY,17,4/17/2019,
SERC,LSLE,77,11.3,,NYSY,13.6,4/17/2019,
SERC,LSLE,77,14.4,,QU??,12.3,4/17/2019,
SERC,LSLE,77,12.1,,NYSY,9.6,4/17/2019,
SERC,LSLE,77,8.7,111,,,4/17/2019,
SERC,LSLE,77,9.3,112,,,4/17/2019,
SERC,LSLE,77,3.8,113,,,4/17/2019,
SERC,LSLE,77,5.1,114,,,4/17/2019,
SERC,LSLE,77,6.1,115,,,4/17/2019,
SERC,LSLE,77,5.3,116,,,4/17/2019,
SERC,LSLE,77,11.3,126,,,4/17/2019,
SERC,LSLE,77,12.5,,LIST,31,4/17/2019,
SERC,LSLE,77,12.8,127,,,4/17/2019,
SERC,LSLE,77,3.3,118,,,4/17/2019,
SERC,LSLE,77,3.8,119,,,4/17/2019,
SERC,LSLE,77,5.8,117,,,4/17/2019,
SERC,LSLE,77,9.6,125,,,4/17/2019,
SERC,LSLE,77,13.3,128,,,4/17/2019,
SERC,LSLE,77,10.9,124,,,4/17/2019,
SERC,LSLE,77,10.3,123,,,4/17/2019,
SERC,LSLE,77,14,129,,,4/17/2019,
SERC,LSLE,77,13.7,134,,,4/17/2019,
SERC,LSLE,77,14.1,133,,,4/17/2019,
SERC,LSLE,77,8.1,121,,,4/17/2019,
SERC,LSLE,77,9.9,132,,,4/17/2019,
SERC,LSLE,77,13.1,,FAGR,11.3,4/17/2019,
SERC,LSLE,77,3.8,107,,,4/17/2019,
SERC,LSLE,77,6.3,120,,,4/17/2019,
SERC,LSLE,77,8.1,131,,,4/17/2019,
SERC,LSLE,77,9.2,,QUAL,11.1,4/17/2019,
SERC,LSLE,77,6.2,104,,,4/17/2019,
SERC,LSLE,77,4.9,105,,,4/17/2019,
SERC,LSLE,77,4.8,106,,,4/17/2019,
SERC,LSLE,77,7.7,103,,,4/17/2019,
SERC,LSLE,77,7.9,102,,,4/17/2019,
SERC,LSLE,77,9.4,,CACA,5.5,4/17/2019,
SERC,LSLE,77,11,,CACA,10,4/17/2019,
SERC,LSLE,77,7.9,101,,,4/17/2019,
SERC,LSLE,77,10,,QUAL,40,4/17/2019,Check with Jess; 010172
SERC,LSLE,77,8.1,,LIST,5.1,4/17/2019,
SERC,LSLE,77,10.5,,LIST,8.8,4/17/2019,
SERC,LSLE,77,10.4,,ILOP,8.2,4/17/2019,
SERC,LSLE,77,8.9,,LIST,4.4,4/17/2019,
SERC,LSLE,77,10.1,,LIST,13.4,4/17/2019,
SERC,LSLE,77,1.6,108,,,4/17/2019,Check; 010064
SERC,LSLE,77,12.5,,FAGR,29.2,4/17/2019,
SERC,LSLE,77,4,,LIST,5.2,4/17/2019,
SERC,LSLE,77,3.6,,NYSY,4.7,4/17/2019,
SERC,LSLE,77,6,,FAGR,20,4/17/2019,
SERC,LSLE,77,6.4,,NYSY,13.8,4/17/2019,
SERC,LSLE,77,8,,LIST,4.5,4/17/2019,
SERC,LSLE,77,10.4,,LIST,4.4,4/17/2019,
SERC,LSLE,77,8.9,,NYSY,27.7,4/17/2019,
SERC,LSLE,77,10.5,,LIST,4,4/17/2019,
SERC,LSLE,77,12.2,,NYSY,4.4,4/17/2019,
SERC,LSLE,77,14.1,,CACA,10.5,4/17/2019,
SERC,LSLE,77,4.8,,NYSY,9.3,4/17/2019,
SERC,LSLE,77,11.2,,NYSY,30,4/17/2019,
SERC,LSLE,77,9.6,,NYSY,4,4/17/2019,
SERC,LSLE,77,4.5,,NYSY,9.1,4/17/2019,
SERC,LSLE,77,8.3,,LIST,20.9,4/17/2019,
SERC,LSLE,80,4.4,109,,,4/17/2019,
SERC,LSLE,80,9.4,110,,,4/17/2019,
SERC,LSLE,80,9.6,,,60,4/17/2019,dead
SERC,LSLE,80,13.7,,NYSY,17,4/17/2019,
SERC,LSLE,80,14.2,,NYSY,13.6,4/17/2019,
SERC,LSLE,80,14.9,,NYSY,9.6,4/17/2019,
SERC,LSLE,80,11.4,111,,,4/17/2019,
SERC,LSLE,80,7,112,,,4/17/2019,
SERC,LSLE,80,5.7,113,,,4/17/2019,
SERC,LSLE,80,7.3,114,,,4/17/2019,
SERC,LSLE,80,8.4,115,,,4/17/2019,
SERC,LSLE,80,6.9,116,,,4/17/2019,
SERC,LSLE,80,12.7,126,,,4/17/2019,
SERC,LSLE,80,14.4,,LIST,31,4/17/2019,
SERC,LSLE,80,13.8,127,,,4/17/2019,
SERC,LSLE,80,3.4,118,,,4/17/2019,
SERC,LSLE,80,3.5,119,,,4/17/2019,
SERC,LSLE,80,6.5,117,,,4/17/2019,
SERC,LSLE,80,10.2,125,,,4/17/2019,
SERC,LSLE,80,13.7,128,,,4/17/2019,
SERC,LSLE,80,11,124,,,4/17/2019,
SERC,LSLE,80,10.8,123,,,4/17/2019,
SERC,LSLE,80,14.4,129,,,4/17/2019,
SERC,LSLE,80,13.7,134,,,4/17/2019,
SERC,LSLE,80,13.5,133,,,4/17/2019,
SERC,LSLE,80,7.2,121,,,4/17/2019,
SERC,LSLE,80,8.6,132,,,4/17/2019,
SERC,LSLE,80,11.7,,FAGR,11.3,4/17/2019,
SERC,LSLE,80,14.4,,QUAL,40.9,4/17/2019,
SERC,LSLE,80,1.7,107,,,4/17/2019,
SERC,LSLE,80,4.8,120,,,4/17/2019,
SERC,LSLE,80,6.5,131,,,4/17/2019,
SERC,LSLE,80,13,,QUAL,26.9,4/17/2019,
SERC,LSLE,80,6.8,,QUAL,11.1,4/17/2019,
SERC,LSLE,80,3.9,104,,,4/17/2019,
SERC,LSLE,80,2.3,105,,,4/17/2019,
SERC,LSLE,80,2,106,,,4/17/2019,
SERC,LSLE,80,4.9,103,,,4/17/2019,
SERC,LSLE,80,5.4,102,,,4/17/2019,
SERC,LSLE,80,6.6,,CACA,5.5,4/17/2019,
SERC,LSLE,80,13.3,,FAGR,38.1,4/17/2019,
SERC,LSLE,80,14.4,,LITU,87.9,4/17/2019,
SERC,LSLE,80,8.4,,CACA,10,4/17/2019,
SERC,LSLE,80,5.4,101,,,4/17/2019,
SERC,LSLE,80,7.3,,QUAL,40,4/17/2019,Check with Jess; 010172
SERC,LSLE,80,14.2,,QU??,52.9,4/17/2019,
SERC,LSLE,80,14.9,,FAGR,34.9,4/17/2019,
SERC,LSLE,80,5.2,,LIST,5.1,4/17/2019,
SERC,LSLE,80,8.2,,LIST,8.8,4/17/2019,
SERC,LSLE,80,8.2,,ILOP,8.2,4/17/2019,
SERC,LSLE,80,6.8,,LIST,4.4,4/17/2019,
SERC,LSLE,80,12.2,,LIST,13.4,4/17/2019,
SERC,LSLE,80,2.2,108,,,4/17/2019,Check; 010064
SERC,LSLE,80,12.7,,FAGR,29.2,4/17/2019,
SERC,LSLE,80,3,,LIST,15.2,4/17/2019,
SERC,LSLE,80,2.6,,NYSY,4.7,4/17/2019,
SERC,LSLE,80,5.9,,FAGR,20,4/17/2019,
SERC,LSLE,80,5.6,,NYSY,13.8,4/17/2019,
SERC,LSLE,80,7,,LIST,4.5,4/17/2019,
SERC,LSLE,80,9.1,,LIST,4.4,4/17/2019,
SERC,LSLE,80,8.4,,NYSY,27.7,4/17/2019,
SERC,LSLE,80,10.7,,LIST,4,4/17/2019,
SERC,LSLE,80,12.7,,NYSY,4.4,4/17/2019,
SERC,LSLE,80,14.4,,CACA,10.5,4/17/2019,
SERC,LSLE,80,6.3,,NYSY,9.3,4/17/2019,
SERC,LSLE,80,13.2,,NYSY,30,4/17/2019,
SERC,LSLE,80,11.3,,NYSY,4,4/17/2019,
SERC,LSLE,80,7.5,,NYSY,9.1,4/17/2019,
SERC,LSLE,80,11,,LIST,20.9,4/17/2019,
SERC,LSHE,124,7.9,,QURU,71.6,4/17/2019,
SERC,LSHE,124,7.5,FG020101,,,4/17/2019,
SERC,LSHE,124,10.6,FG020104,,,4/17/2019,
SERC,LSHE,124,13.7,FG020106,,,4/17/2019,
SERC,LSHE,124,9.7,FG020102,,,4/17/2019,
SERC,LSHE,124,2.6,FG010515,,,4/17/2019,
SERC,LSHE,124,4.2,FG010403,,,4/17/2019,
SERC,LSHE,124,7.9,FG010404,,,4/17/2019,
SERC,LSHE,124,8.7,FG010406,,,4/17/2019,
SERC,LSHE,124,14.3,FG010286,,,4/17/2019,
SERC,LSHE,124,11.7,FG010674,,,4/17/2019,
SERC,LSHE,124,12.4,FG010401,,,4/17/2019,
SERC,LSHE,124,15,FG010278,,,4/17/2019,
SERC,LSHE,124,5.5,FG010402,,,4/17/2019,
SERC,LSHE,124,9.7,FG010098,,,4/17/2019,
SERC,LSHE,124,11.4,FG010099,,,4/17/2019,
SERC,LSHE,124,14.7,FG010673,,,4/17/2019,
SERC,LSHE,124,5.6,FG010508,,,4/17/2019,
SERC,LSHE,124,11.3,FG010198,,,4/17/2019,
SERC,LSHE,124,14.3,FG010093,,,4/17/2019,
SERC,LSHE,124,10.1,FG010200,,,4/17/2019,
SERC,LSHE,124,13.7,FG010503,,,4/17/2019,
SERC,LSHE,124,7.8,FG010510,,,4/17/2019,
SERC,LSHE,124,3.7,FG010513,,,4/17/2019,
SERC,LSHE,124,11,302,,,4/17/2019,
SERC,LSHE,124,14.6,301,,,4/17/2019,
SERC,LSHE,124,6.9,FG010511,,,4/17/2019,
SERC,LSHE,124,13.6,306,,,4/17/2019,
SERC,LSHE,124,9.4,303,,,4/17/2019,
SERC,LSHE,124,12.4,304,,,4/17/2019,
SERC,LSHE,124,14,305,,,4/17/2019,
SERC,LSHE,124,13.7,313,,,4/17/2019,
SERC,LSHE,124,7.7,FG020003,,,4/17/2019,"Last digit scratched off, made estimate"
SERC,LSHE,124,11.2,FG020009,,,4/17/2019,
SERC,LSHE,124,7.3,FG020005,,,4/17/2019,
SERC,LSHE,124,7.4,FG020004,,,4/17/2019,
SERC,LSHE,124,11.6,FG020012,,,4/17/2019,
SERC,LSHE,121,4.3,FG010200,,,9/20/2019,
SERC,LSHE,121,12.4,,FAGR,39.2,9/20/2019,
SERC,LSHE,121,13.6,,FAGR,1.5,9/20/2019,
SERC,LSHE,121,9.1,301,,,9/20/2019,
SERC,LSHE,121,2.4,FG010510,,,9/20/2019,
SERC,LSHE,121,5.7,302,,,9/20/2019,
SERC,LSHE,121,12.6,,FAGR,2.5,9/20/2019,
SERC,LSHE,121,10.8,306,,,9/20/2019,
SERC,LSHE,121,1.6,FG010512,,,9/20/2019,
SERC,LSHE,121,5.7,FG010511,,,9/20/2019,
SERC,LSHE,121,8.5,303,,,9/20/2019,
SERC,LSHE,121,3.1,FG010513,,,9/20/2019,
SERC,LSHE,121,9.7,FG020003,,,9/20/2019,
SERC,LSHE,121,14,FG020009,,,9/20/2019,
SERC,LSHE,121,10.9,FG020005,,,9/20/2019,
SERC,LSHE,121,12.7,FG021522,,,9/20/2019,
SERC,LSHE,121,7.6,FG010515,,,9/20/2019,
SERC,LSHE,121,12.8,FG020101,,,9/20/2019,
SERC,LSHE,121,15,FG020102,,,9/20/2019,
SERC,LSHE,121,8.9,FG010403,,,9/20/2019,
SERC,LSHE,121,12.9,FG010404,,,9/20/2019,
SERC,LSHE,121,13.7,FG010406,,,9/20/2019,
SERC,LSHE,121,6,FG010508,,,9/20/2019,
SERC,LSHE,121,11,FG010098,,,9/20/2019,
SERC,LSHE,121,13.4,FG010099,,,9/20/2019,
SERC,LSHE,121,10.5,FG010097,,,9/20/2019,
SERC,LSHE,121,4.5,FG010507,,,9/20/2019,
SERC,LSHE,121,10.2,FG010198,,,9/20/2019,
SERC,LSHE,121,13.5,FG010093,,,9/20/2019,
SERC,LSHE,121,11.4,FG010197,,,9/20/2019,
SERC,LSHE,121,14.1,FG010196,,,9/20/2019,
SERC,LSHE,121,6,FG010506,,,9/20/2019,
SERC,LSHE,121,7.9,FG010505,,,9/20/2019,
SERC,LSHE,121,9.8,FG010502,,,9/20/2019,
SERC,LSHE,121,11.3,FG010501,,,9/20/2019,
SERC,LSHE,121,8.6,FG010503,,,9/20/2019,
SERC,LSHE,121,14.1,201,,,9/20/2019,
SERC,LSHE,121,14.4,202,,,9/20/2019,
SERC,LSME,119,1.5,FG010183,,,9/20/2019,
SERC,LSME,119,6.2,,4.7,FAGR,9/20/2019,
SERC,LSME,119,6.6,,43.3,LITU,9/20/2019,
SERC,LSME,119,12.5,,14.4,QURU,9/20/2019,
SERC,LSME,119,11.6,,16.8,FAGR,9/20/2019,
SERC,LSME,119,14.9,,57.2,FAGR,9/20/2019,
SERC,LSME,119,14.8,,5.8,CACA,9/20/2019,
SERC,LSME,119,0.5,FG010184,,,9/20/2019,
SERC,LSME,119,11.3,,4.3,FAGR,9/20/2019,
SERC,LSME,119,7.3,,5.1,CACA,9/20/2019,
SERC,LSME,119,12.2,,64.5,LITU,9/20/2019,
SERC,LSME,119,13.2,,3.1,CACA,9/20/2019,
SERC,LSME,119,10.3,,4.4,FAGR,9/20/2019,
SERC,LSME,119,14.9,,98,LITU,9/20/2019,
SERC,LSME,119,12.5,,3.5,CACA,9/20/2019,
SERC,LSME,119,12.5,,2.8,CACA,9/20/2019,
SERC,LSME,119,10,,2.8,CACA,9/20/2019,
SERC,LSME,119,12.4,,2.6,ILOP,9/20/2019,
SERC,LSME,119,10.8,202,,,9/20/2019,
SERC,LSME,119,8.6,201,,,9/20/2019,
SERC,LSME,119,13.4,203,,,9/20/2019,
SERC,LSME,119,0.5,FG010185,,,9/20/2019,
SERC,LSME,119,11.5,FG010503,,,9/20/2019,
SERC,LSME,119,12.2,FG010504,,,9/20/2019,
SERC,LSME,119,12.2,FG010505,,,9/20/2019,
SERC,LSME,119,14.1,FG010506,,,9/20/2019,
SERC,LSME,119,8.7,FG010501,,,9/20/2019,
SERC,LSME,119,10.3,FG010502,,,9/20/2019,
SERC,LSME,119,10.8,FG010197,,,9/20/2019,
SERC,LSME,119,14.5,FG010198,,,9/20/2019,
SERC,LSME,119,8,FG010196,,,9/20/2019,
SERC,LSME,119,13.7,FG010093,,,9/20/2019,
SERC,LSME,119,7.1,FG010195,,,9/20/2019,
SERC,LSME,119,14.9,FG010088,,,9/20/2019,
SERC,LSME,119,12.7,FG010087,,,9/20/2019,
SERC,LSME,119,13.1,FG010084,,,9/20/2019,
SERC,LSME,119,9.9,FG010083,,,9/20/2019,
SERC,LSME,119,7.6,FG010082,,,9/20/2019,
SERC,LSME,119,2.9,FG010187,,,9/20/2019,
SERC,LSME,119,3,FG010188,,,9/20/2019,
SERC,LSME,119,9.5,FG010081,,,9/20/2019,
SERC,LSME,119,11.7,FG010080,,,9/20/2019,
SERC,LSME,119,11.9,FG011300,,,9/20/2019,
SERC,LSME,119,14.4,FG010076,,,9/20/2019,
SERC,LSME,119,12,FG010075,,,9/20/2019,
SERC,LSME,119,9.5,FG010074,,,9/20/2019,
SERC,LSME,119,7.6,FG010193,,,9/20/2019,
SERC,LSME,119,3.3,FG010189,,,9/20/2019,
SERC,LSME,119,12.4,FG010066,,,9/20/2019,
SERC,LSME,119,12.3,FG010064,,,9/20/2019,
SERC,LSME,119,12.7,FG010170,,,9/20/2019,
SERC,LSME,119,11.5,FG010177,,,9/20/2019,
SERC,LSME,119,14.3,,LIST,4.4,9/20/2019,
SERC,LSME,119,11.8,,LIST,9.1,9/20/2019,
SERC,LSME,119,14.3,,LIST,5.5,9/20/2019,
SERC,LSME,119,14.9,FG010164,,,9/20/2019,
SERC,LSME,119,14.4,FG010161,,,9/20/2019,
