Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	V1_IV	V2_IV	
* 1	2020-06-03 10:21:28	1		12.9316	1	-2.6417			
* 2	2020-06-03 10:22:54	2		18.7082	1	-3.71112			
* 3	2020-06-03 10:24:38	1		11.7386	3	-3.4868			
* 4	2020-06-03 10:26:04	2		14.3511	3	-4.05283			
* 5	2020-06-03 10:27:38	1		7.2771	2	-1.96623			
* 6	2020-06-03 10:29:04	2		9.06485	2	-2.29356			
* 7	2020-06-03 10:30:41	1		9.83503	4	-2.50341			
* 8	2020-06-03 10:32:08	2		11.7297	4	-2.83049			
* 9	2020-06-03 10:33:59	1		8.05942	6	-1.70426			
* 10	2020-06-03 10:35:25	2		12.0388	6	-2.09933			
* 11	2020-06-03 10:37:14	1		11.6138	7	-3.38226			
* 12	2020-06-03 10:38:40	2		15.6694	7	-4.35361			
* 13	2020-06-03 10:40:23	1		6.95787	8	-2.87012			
* 14	2020-06-03 10:41:49	2		9.97152	8	-3.75871			
* 15	2020-06-03 10:43:27	1		0	5	0			
* 16	2020-06-03 10:44:53	2		37.3558	5	-7.05993			
* 17	2020-06-03 10:46:37	1		7.5421	11	-1.07502			
* 18	2020-06-03 10:48:03	2		8.18129	11	-1.16905			
* 19	2020-06-03 10:49:43	1		18.4114	9	-1.75365			
* 20	2020-06-03 10:51:09	2		26.4013	9	-2.32905			
* 21	2020-06-03 10:52:55	1		6.9288	12	-0.788658			
* 22	2020-06-03 10:54:20	2		13.5413	12	-1.52022			
* 23	2020-06-03 10:56:11	1		16.9657	10	-1.69638			
* 24	2020-06-03 10:57:37	2		18.55	10	-1.67193			
* 25	2020-06-03 10:59:45	1		16.0865	13	-3.18251			
* 26	2020-06-03 11:01:10	2		22.5778	13	-4.62809			
* 27	2020-06-03 11:02:55	1		12.0001	14	-1.90268			
* 28	2020-06-03 11:04:20	2		19.4708	14	-3.06047			
* 29	2020-06-03 11:05:59	1		13.3474	15	-2.78865			
* 30	2020-06-03 11:07:25	2		20.3868	15	-3.66969			
* 31	2020-06-03 11:10:47	1		9.68526	20	-1.66987			
* 32	2020-06-03 11:12:13	2		12.4362	20	-2.20354			
* 33	2020-06-03 11:13:46	1		8.4061	19	-1.18916			
* 34	2020-06-03 11:15:12	2		9.18267	19	-1.302			
* 35	2020-06-03 11:17:02	1		10.667	17	-1.63953			
* 36	2020-06-03 11:18:28	2		17.1289	17	-2.63842			
* 37	2020-06-03 11:20:02	1		14.8184	18	-3.01062			
* 38	2020-06-03 11:21:28	2		0	18	0			
* 39	2020-06-03 11:23:25	1		13.9159	21	-2.46946			
* 40	2020-06-03 11:24:51	2		18.243	21	-2.65227			
* 41	2020-06-03 11:26:28	1		13.8453	24	-1.91555			
* 42	2020-06-03 11:27:55	2		18.1796	24	-2.33786			
* 43	2020-06-03 11:29:35	1		19.6153	23	-2.60887			
* 44	2020-06-03 11:31:01	2		23.0414	23	-3.00895			
* 45	2020-06-03 11:33:02	1		19.4175	22	-1.73627			
* 46	2020-06-03 11:34:27	2		22.2453	22	-2.02823			
* 47	2020-06-03 11:36:27	1		72.2034	28	-3.64227			
* 48	2020-06-03 11:37:53	2		81.1344	28	-4.05646			
* 49	2020-06-03 11:39:32	1		4.99187	26	-0.471162			
* 50	2020-06-03 11:40:58	2		5.94399	26	-0.240065			
* 51	2020-06-03 11:45:32	1		29.5139	25	-2.53641			
* 52	2020-06-03 11:46:58	2		32.8455	25	-2.8175			
* 53	2020-06-03 11:48:38	1		23.5292	27	-0.964971			
* 54	2020-06-03 11:50:04	2		24.3415	27	-1.0764			
* 55	2020-06-03 11:51:49	1		10.6724	30	-1.08851			
* 56	2020-06-03 11:53:15	2		0	30	0			
* 57	2020-06-03 11:54:53	1		12.1714	29	-0.891596			
* 58	2020-06-03 11:56:20	2		13.1454	29	-1.09164			
* 59	2020-06-03 11:57:55	1		4.50077	31	-0.539205			
* 60	2020-06-03 11:59:22	2		5.48623	31	-0.722646			
* 61	2020-06-03 12:00:57	1		0	32	0			
* 62	2020-06-03 12:02:23	2		8.88813	32	-1.17162			
* 63	2020-06-03 12:04:31	1		12.8078	36	-1.69663			
* 64	2020-06-03 12:05:57	2		16.8155	36	-2.12813			
* 65	2020-06-03 12:07:34	1		0	34	0			
* 66	2020-06-03 12:09:00	2		16.1202	34	-1.42505			
* 67	2020-06-03 12:10:47	1		15.7228	35	-1.20115			
* 68	2020-06-03 12:12:13	2		16.2361	35	-1.25055			
* 69	2020-06-03 12:13:52	1		21.1136	33	-0.950735			
* 70	2020-06-03 12:15:18	2		0	33	0			
* 71	2020-06-03 12:17:08	1		22.05	40	-3.24024			
* 72	2020-06-03 12:18:34	2		21.9623	40	-2.84435			
* 73	2020-06-03 12:20:29	1		19.0102	38	-2.88234			
* 74	2020-06-03 12:21:55	2		0	38	0			
* 75	2020-06-03 12:23:57	1		76.0385	39	-7.36738			
* 76	2020-06-03 12:25:23	2		79.3456	39	-7.91958			
* 77	2020-06-03 12:27:16	1		16.0218	37	-1.18944			
* 78	2020-06-03 12:28:42	2		14.9007	37	-1.15432			
* 79	2020-06-03 12:30:31	1		15.2139	41	-2.10922			
* 80	2020-06-03 12:31:57	2		0	41	0			
* 81	2020-06-03 12:33:37	1		23.9691	42	-3.45459			
* 82	2020-06-03 12:35:03	2		0	42	0			
* 83	2020-06-03 12:39:44	1		16.764	44	-2.67862			
* 84	2020-06-03 12:41:10	2		0	44	0			
* 85	2020-06-03 12:43:17	1		9.14499	45	-0.794094			
* 86	2020-06-03 12:44:43	2		11.0847	45	-1.07359			
* 87	2020-06-03 12:46:18	1		15.0888	46	-3.31369			
* 88	2020-06-03 12:47:45	2		20.064	46	-4.22744			
* 89	2020-06-03 12:49:20	1		15.3633	47	-2.83325			
* 90	2020-06-03 12:50:46	2		24.0825	47	-4.16505			
* 91	2020-06-03 12:52:22	1		9.07798	48	-1.77655			
* 92	2020-06-03 12:53:48	2		11.9469	48	-2.35863			
