Date,Collar,T5
1/23/2019,72,-0.2
1/23/2019,71,-0.1
1/23/2019,69,2.0
1/23/2019,70,4.9
1/23/2019,84,0.1
1/23/2019,81,-0.4
1/23/2019,83,-0.3
1/23/2019,82,0.1
1/23/2019,88,0.8
1/23/2019,86,0.0
1/23/2019,85,1.1
1/23/2019,87,0.0
