[Header]	
System	TOC-L 9mL	
S/W Version	1.00	
User	mkb	
Date/Time	7/14/2022 2:45:56 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:08:52 PM	1	2	TN	0.5449	0.1573	0.09119	0.02927	NPOC:0.02966mg/L TN:0.02927mg/L	0.01410	48.18	0	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:13:05 PM	1	3	TN	0.1089	0.1573	0.02153	0.02927	NPOC:0.02966mg/L TN:0.02927mg/L	0.01410	48.18	0	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:17:18 PM	1	4	TN	0.1039	0.1573	0.02073	0.02927	NPOC:0.02966mg/L TN:0.02927mg/L	0.01410	48.18	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal	1.00		6/29/2022 4:28:41 PM	1	1	NPOC	0.7896	0.6863	0.1163	0.09394	NPOC:0.09394mg/L TN:0.07748mg/L	0.01947	20.73	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal	1.00		6/29/2022 4:32:54 PM	1	2	NPOC	0.9257	0.6863	0.1458	0.09394	NPOC:0.09394mg/L TN:0.07748mg/L	0.01947	20.73	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal	1.00		6/29/2022 4:37:57 PM	1	3	NPOC	0.6263	0.6863	0.08095	0.09394	NPOC:0.09394mg/L TN:0.07748mg/L	0.01947	20.73	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal	1.00		6/29/2022 4:42:10 PM	1	4	NPOC	0.6429	0.6863	0.08454	0.09394	NPOC:0.09394mg/L TN:0.07748mg/L	0.01947	20.73	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:28:41 PM	1	1	TN	1.042	0.4591	0.1706	0.07748	NPOC:0.09394mg/L TN:0.07748mg/L	0.00527	6.80	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:32:54 PM	1	2	TN	0.4965	0.4591	0.08346	0.07748	NPOC:0.09394mg/L TN:0.07748mg/L	0.00527	6.80	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:37:57 PM	1	3	TN	0.4467	0.4591	0.07550	0.07748	NPOC:0.09394mg/L TN:0.07748mg/L	0.00527	6.80	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:42:10 PM	1	4	TN	0.08510	0.4591	0.01772	0.07748	NPOC:0.09394mg/L TN:0.07748mg/L	0.00527	6.80	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.2022_06_27_17_58_30.cal	1.00		6/29/2022 4:49:15 PM	1	5	TN	0.4341	0.4591	0.07349	0.07748	NPOC:0.09394mg/L TN:0.07748mg/L	0.00527	6.80	0	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:00:22 PM	1	1	NPOC	0.05970	0.1534	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:02:30 PM	1	2	NPOC	0.2001	0.1534	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:04:38 PM	1	3	NPOC	0.2005	0.1534	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:17:15 PM	2	1	NPOC	1.772	1.724	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:20:11 PM	2	2	NPOC	2.041	1.724	0.2500	 	 	0.000	0.00	2	1	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:23:09 PM	2	3	NPOC	1.686	1.724	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:26:01 PM	2	4	NPOC	1.713	1.724	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:38:33 PM	3	1	NPOC	2.663	2.761	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:41:40 PM	3	2	NPOC	2.802	2.761	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:44:40 PM	3	3	NPOC	2.818	2.761	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:56:00 PM	4	1	NPOC	0.3951	0.1929	1.000	 	 	0.000	0.00	4	1	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 5:58:09 PM	4	2	NPOC	0.2394	0.1929	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:00:17 PM	4	3	NPOC	0.1465	0.1929	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:02:25 PM	4	4	NPOC	0.1927	0.1929	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:15:55 PM	5	1	NPOC	9.543	8.338	2.000	 	 	0.000	0.00	5	1	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:19:14 PM	5	2	NPOC	8.486	8.338	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:22:30 PM	5	3	NPOC	8.281	8.338	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:25:44 PM	5	4	NPOC	8.248	8.338	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:39:35 PM	6	1	NPOC	22.21	21.86	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:43:22 PM	6	2	NPOC	21.50	21.86	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:47:08 PM	6	3	NPOC	21.04	21.86	5.000	 	 	0.000	0.00	6	1	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 6:51:07 PM	6	4	NPOC	21.86	21.86	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:02:14 PM	7	1	NPOC	0.1821	0.2189	10.00	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:04:22 PM	7	2	NPOC	0.1975	0.2189	10.00	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:06:31 PM	7	3	NPOC	0.2770	0.2189	10.00	 	 	0.000	0.00	7	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:21:16 PM	8	1	NPOC	111.5	110.8	25.00	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:26:04 PM	8	2	NPOC	110.9	110.8	25.00	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:30:39 PM	8	3	NPOC	109.9	110.8	25.00	 	 	0.000	0.00	8	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:41:43 PM	9	1	NPOC	0.07420	0.2186	50.00	 	 	0.000	0.00	9	1	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:43:51 PM	9	2	NPOC	0.1658	0.2186	50.00	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:45:58 PM	9	3	NPOC	0.2883	0.2186	50.00	 	 	0.000	0.00	9	0	50	
Standard	NPOC	STD_0-50ppmNPOC	Untitled	C:\TOC-L\CalCurves\20220629_NPOC_0-50ppm.2022_06_29_16_49_15.cal		1.00		6/29/2022 7:48:06 PM	9	4	NPOC	0.2018	0.2186	50.00	 	 	0.000	0.00	9	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 7:54:32 PM	1	1	TN	0.1763	0.1330	0.000	 	 	0.000	0.00	10	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 7:56:48 PM	1	2	TN	0.1097	0.1330	0.000	 	 	0.000	0.00	10	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:01:12 PM	1	3	TN	0.4698	0.1330	0.000	 	 	0.000	0.00	10	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:03:16 PM	1	4	TN	0.1130	0.1330	0.000	 	 	0.000	0.00	10	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:13:37 PM	2	1	TN	1.038	0.9728	0.1000	 	 	0.000	0.00	11	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:17:04 PM	2	2	TN	2.149	0.9728	0.1000	 	 	0.000	0.00	11	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:20:18 PM	2	3	TN	1.159	0.9728	0.1000	 	 	0.000	0.00	11	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:23:21 PM	2	4	TN	0.7213	0.9728	0.1000	 	 	0.000	0.00	11	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:25:25 PM	2	5	TN	0.1010	0.9728	0.1000	 	 	0.000	0.00	11	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:37:34 PM	3	1	TN	3.709	1.651	0.2500	 	 	0.000	0.00	12	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:41:08 PM	3	2	TN	1.949	1.651	0.2500	 	 	0.000	0.00	12	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:44:24 PM	3	3	TN	1.476	1.651	0.2500	 	 	0.000	0.00	12	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:47:43 PM	3	4	TN	1.527	1.651	0.2500	 	 	0.000	0.00	12	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:49:47 PM	3	5	TN	0.2820	1.651	0.2500	 	 	0.000	0.00	12	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:56:11 PM	4	1	TN	0.1983	0.3861	1.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 8:59:19 PM	4	2	TN	0.8990	0.3861	1.000	 	 	0.000	0.00	13	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:01:59 PM	4	3	TN	0.3492	0.3861	1.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:05:28 PM	4	4	TN	0.6109	0.3861	1.000	 	 	0.000	0.00	13	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:09:21 PM	4	5	TN	8.004	0.3861	1.000	 	 	0.000	0.00	13	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:20:33 PM	5	1	TN	8.350	9.867	1.500	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:25:20 PM	5	2	TN	10.81	9.867	1.500	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:29:04 PM	5	3	TN	10.44	9.867	1.500	 	 	0.000	0.00	14	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:31:08 PM	5	4	TN	0.4098	9.867	1.500	 	 	0.000	0.00	14	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:34:30 PM	5	5	TN	0.3158	9.867	1.500	 	 	0.000	0.00	14	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:46:45 PM	6	1	TN	13.92	13.06	2.000	 	 	0.000	0.00	15	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:50:37 PM	6	2	TN	12.74	13.06	2.000	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:54:24 PM	6	3	TN	12.68	13.06	2.000	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 9:58:08 PM	6	4	TN	10.88	13.06	2.000	 	 	0.000	0.00	15	1	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 10:02:34 PM	6	5	TN	13.75	13.06	2.000	 	 	0.000	0.00	15	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 10:08:58 PM	7	1	TN	0.3336	0.2152	3.000	 	 	0.000	0.00	16	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 10:11:38 PM	7	2	TN	0.2513	0.2152	3.000	 	 	0.000	0.00	16	0	50	
Standard	TN	STD_0-3ppmTN	Untitled	C:\TOC-L\CalCurves\20220629_TN_0-3ppm.2022_06_29_19_48_06.cal		1.00		6/29/2022 10:15:36 PM	7	3	TN	20.32	0.2152	3.000	 	 	0.000	0.00	16	1	50	
