[Header]	
System	TOC-L 9mL	
S/W Version	1.00	
User	mkb	
Date/Time	7/14/2022 2:51:53 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 12:42:33 PM	1	1	TN	1.478	0.9692	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 12:46:46 PM	1	2	TN	1.136	0.9692	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 12:50:59 PM	1	3	TN	0.8847	0.9692	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 12:55:12 PM	1	4	TN	0.02390	0.9692	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 12:59:34 PM	1	5	TN	0.8869	0.9692	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:08:02 PM	1	1	NPOC	1.076	1.253	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:12:50 PM	1	2	NPOC	1.327	1.253	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:17:03 PM	1	3	NPOC	1.261	1.253	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:21:25 PM	1	4	NPOC	0.8745	1.253	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:25:47 PM	1	5	NPOC	1.172	1.253	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:08:02 PM	1	1	TN	0.6092	0.6798	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:12:50 PM	1	2	TN	0.9877	0.6798	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:17:03 PM	1	3	TN	0.7482	0.6798	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:21:25 PM	1	4	TN	0.000	0.6798	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:25:47 PM	1	5	TN	0.6819	0.6798	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:34:15 PM	1	1	NPOC	1.173	1.151	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:38:28 PM	1	2	NPOC	1.278	1.151	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:42:41 PM	1	3	NPOC	0.5578	1.151	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:46:54 PM	1	4	NPOC	0.3273	1.151	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:51:24 PM	1	5	NPOC	1.002	1.151	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:34:15 PM	1	1	TN	0.4225	0.2544	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:38:28 PM	1	2	TN	0.8346	0.2544	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:42:41 PM	1	3	TN	0.2336	0.2544	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:46:54 PM	1	4	TN	0.1071	0.2544	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank4	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:51:24 PM	1	5	TN	0.9444	0.2544	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 1:59:52 PM	1	1	NPOC	0.7555	0.6682	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:04:31 PM	1	2	NPOC	0.9439	0.6682	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:08:44 PM	1	3	NPOC	0.6059	0.6682	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:12:58 PM	1	4	NPOC	0.6433	0.6682	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 1:59:52 PM	1	1	TN	0.7807	0.3389	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:04:31 PM	1	2	TN	0.3811	0.3389	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:08:44 PM	1	3	TN	0.3958	0.3389	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:12:58 PM	1	4	TN	0.2399	0.3389	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:21:28 PM	1	1	NPOC	0.7077	0.6187	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:25:42 PM	1	2	NPOC	1.128	0.6187	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:29:56 PM	1	3	NPOC	0.5391	0.6187	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.cal	1.00		6/27/2022 2:34:10 PM	1	4	NPOC	0.6094	0.6187	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:21:28 PM	1	1	TN	0.2857	0.1902	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:25:42 PM	1	2	TN	0.4843	0.1902	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	1	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:29:56 PM	1	3	TN	0.1054	0.1902	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Unknown	NPOC/TN	CondBlank6	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220627_TN_0-3ppmb.cal	1.00		6/27/2022 2:34:10 PM	1	4	TN	0.1794	0.1902	0.000	0.000	NPOC:0.000mg/L TN:0.000mg/L	0.000	0.00	0	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 2:44:25 PM	1	1	NPOC	0.6946	0.6544	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 2:47:45 PM	1	2	NPOC	1.301	0.6544	0.000	 	 	0.000	0.00	1	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 2:51:02 PM	1	3	NPOC	0.4134	0.6544	0.000	 	 	0.000	0.00	1	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 2:54:38 PM	1	4	NPOC	0.5900	0.6544	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 2:57:55 PM	1	5	NPOC	0.6786	0.6544	0.000	 	 	0.000	0.00	1	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:08:44 PM	2	1	NPOC	1.762	1.742	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:12:03 PM	2	2	NPOC	2.269	1.742	0.2500	 	 	0.000	0.00	2	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:15:20 PM	2	3	NPOC	2.096	1.742	0.2500	 	 	0.000	0.00	2	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:18:59 PM	2	4	NPOC	1.843	1.742	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:22:17 PM	2	5	NPOC	1.621	1.742	0.2500	 	 	0.000	0.00	2	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:33:07 PM	3	1	NPOC	2.983	2.924	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:36:24 PM	3	2	NPOC	3.206	2.924	0.5000	 	 	0.000	0.00	3	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:39:41 PM	3	3	NPOC	2.916	2.924	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:42:58 PM	3	4	NPOC	2.359	2.924	0.5000	 	 	0.000	0.00	3	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:46:15 PM	3	5	NPOC	2.872	2.924	0.5000	 	 	0.000	0.00	3	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:56:29 PM	4	1	NPOC	5.236	5.182	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 3:59:48 PM	4	2	NPOC	5.089	5.182	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:03:05 PM	4	3	NPOC	5.222	5.182	1.000	 	 	0.000	0.00	4	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:14:02 PM	5	1	NPOC	9.714	9.109	2.000	 	 	0.000	0.00	5	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:17:20 PM	5	2	NPOC	9.391	9.109	2.000	 	 	0.000	0.00	5	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:20:37 PM	5	3	NPOC	9.279	9.109	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:23:56 PM	5	4	NPOC	8.970	9.109	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:27:15 PM	5	5	NPOC	9.077	9.109	2.000	 	 	0.000	0.00	5	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:38:32 PM	6	1	NPOC	23.13	22.71	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:42:13 PM	6	2	NPOC	22.34	22.71	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:45:51 PM	6	3	NPOC	22.65	22.71	5.000	 	 	0.000	0.00	6	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:56:08 PM	7	1	NPOC	0.06710	44.85	10.00	 	 	0.000	0.00	7	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 4:59:25 PM	7	2	NPOC	0.2718	44.85	10.00	 	 	0.000	0.00	7	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 5:02:42 PM	7	3	NPOC	0.3338	44.85	10.00	 	 	0.000	0.00	7	1	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 5:06:55 PM	7	4	NPOC	45.78	44.85	10.00	 	 	0.000	0.00	7	0	50	
Standard	NPOC	0-50PPMC	Untitled	C:\TOC-L\CalCurves\20220627_NPOC_0-50ppm.2022_06_27_14_34_10.cal		1.00		6/27/2022 5:10:51 PM	7	5	NPOC	43.92	44.85	10.00	 	 	0.000	0.00	7	0	50	
