"TOA5","PNNL_31","CR1000X","9649","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-18 00:00:00",36341,"NAN",13.14,-141.8,0.432,-175.4,0.543,0.467,0.423,5.696,52.51,-111.6,0.432,-167.9,0.543,0.467,0.424,5.044,52.59
"2021-05-18 00:15:00",36342,"NAN",13.15,-149.9,0.432,-178.2,0.545,0.465,0.424,5.167,52.22,-144.4,0.433,-182.2,0.546,0.465,0.424,5.397,52.16
"2021-05-18 00:30:00",36343,"NAN",13.16,-152.6,0.432,-178.7,0.546,0.466,0.424,5.716,52.21,-154.3,0.433,-187.7,0.548,0.464,0.424,5.053,52.19
"2021-05-18 00:45:00",36344,"NAN",13.14,-151.1,0.433,-175.9,0.546,0.467,0.424,5.429,51.97,-149.4,0.433,-181.1,0.546,0.466,0.425,5.513,51.85
"2021-05-18 01:00:00",36345,"NAN",13.15,-152.6,0.433,-175.3,0.547,0.466,0.424,5.717,51.83,-151.3,0.432,-183.7,0.547,0.465,0.424,5.95,51.93
"2021-05-18 01:15:00",36346,"NAN",13.14,-154.3,0.433,-171.8,0.548,0.467,0.424,5.414,51.62,-145.5,0.432,-170.7,0.549,0.467,0.422,5.132,51.17
"2021-05-18 01:30:00",36347,"NAN",13.16,-149.2,0.433,-165.8,0.548,0.468,0.424,5.488,51.41,-145.9,0.433,-168.2,0.55,0.467,0.424,6.003,51.54
"2021-05-18 01:45:00",36348,"NAN",13.15,-149.9,0.433,-163.6,0.549,0.468,0.424,5.608,51.45,-136.5,0.433,-164.2,0.548,0.47,0.423,5.752,51.06
"2021-05-18 02:00:00",36349,"NAN",13.15,-148.5,0.433,-161.5,0.549,0.469,0.424,5.428,51.26,-146.5,0.433,-161.8,0.55,0.469,0.426,5.348,51.06
"2021-05-18 02:15:00",36350,"NAN",13.16,-143.4,0.433,-153.1,0.55,0.469,0.425,5.065,51.06,-141.1,0.432,-155.1,0.549,0.47,0.425,4.537,51.17
"2021-05-18 02:30:00",36351,"NAN",13.14,-142.2,0.432,-153.1,0.551,0.469,0.425,5.288,51.17,-133.3,0.432,-150.5,0.552,0.469,0.426,5.12,51.02
"2021-05-18 02:45:00",36352,"NAN",13.16,-143.9,0.433,-152.6,0.551,0.471,0.425,5.044,50.77,-147.3,0.433,-161,0.551,0.471,0.426,5.125,51.08
"2021-05-18 03:00:00",36353,"NAN",13.14,-135.3,0.432,-144.7,0.551,0.471,0.426,5.11,50.7,-139.5,0.433,-155.9,0.552,0.47,0.426,5.154,50.59
"2021-05-18 03:15:00",36354,"NAN",13.16,-142.2,0.433,-148.2,0.551,0.472,0.426,5.155,50.77,-133.2,0.433,-146,0.552,0.474,0.425,4.935,50.8
"2021-05-18 03:30:00",36355,"NAN",13.15,-138.1,0.434,-146.1,0.552,0.471,0.426,5.3,50.5,-116,0.436,-139.4,0.553,0.47,0.426,5.006,50.32
"2021-05-18 03:45:00",36356,"NAN",13.16,-144.4,0.433,-148.2,0.553,0.471,0.426,5.679,50.56,-142.7,0.434,-155,0.553,0.47,0.427,5.338,50.58
"2021-05-18 04:00:00",36357,"NAN",13.16,-138,0.434,-144.8,0.552,0.471,0.426,5.28,50.13,-131.4,0.434,-147.7,0.553,0.472,0.425,5.417,49.59
"2021-05-18 04:15:00",36358,"NAN",13.14,-140,0.434,-143.8,0.552,0.471,0.426,5.047,50.04,-138.8,0.435,-146.4,0.552,0.472,0.426,4.792,50.16
"2021-05-18 04:30:00",36359,"NAN",13.16,-136.1,0.434,-138.7,0.553,0.47,0.425,5.25,50.16,-124.1,0.434,-130.4,0.552,0.468,0.426,4.606,50.26
"2021-05-18 04:45:00",36360,"NAN",13.14,-133.3,0.435,-138.9,0.552,0.47,0.426,5.226,50.51,-129.1,0.435,-146.7,0.552,0.471,0.426,4.976,50.31
"2021-05-18 05:00:00",36361,"NAN",13.16,-139.3,0.434,-142.5,0.553,0.47,0.426,5.178,50.2,-128.3,0.433,-145.6,0.552,0.469,0.426,5.482,50.59
"2021-05-18 05:15:00",36362,"NAN",13.14,-130.2,0.434,-136.5,0.554,0.468,0.426,5.088,50,-130.7,0.434,-140.8,0.554,0.468,0.426,4.629,49.47
"2021-05-18 05:30:00",36363,"NAN",13.16,-141.5,0.434,-144.3,0.554,0.467,0.427,5.121,49.5,-139.7,0.433,-148.5,0.554,0.465,0.427,5.556,49.14
"2021-05-18 05:45:00",36364,"NAN",13.16,-141.6,0.433,-144.4,0.554,0.465,0.426,5.292,48.48,-138.5,0.433,-145.6,0.554,0.465,0.424,5.609,48
"2021-05-18 06:00:00",36365,"NAN",13.15,-148.2,0.434,-148.4,0.555,0.465,0.425,5.453,47.9,-152.5,0.434,-158.4,0.554,0.464,0.425,5.675,47.85
"2021-05-18 06:15:00",36366,"NAN",13.16,-152.9,0.434,-153.6,0.555,0.464,0.426,5.38,47.7,-158.9,0.434,-167.6,0.555,0.464,0.426,5.575,47.84
"2021-05-18 06:30:00",36367,"NAN",13.15,-171.4,0.436,-169,0.554,0.463,0.428,5.583,47.52,-184.9,0.435,-183.5,0.555,0.463,0.428,5.847,46.95
"2021-05-18 06:45:00",36368,"NAN",13.16,-186.7,0.435,-182.3,0.554,0.463,0.428,5.549,46.81,-191.7,0.434,-195,0.554,0.462,0.427,6.016,46.99
"2021-05-18 07:00:00",36369,"NAN",13.14,-203.4,0.431,-200.5,0.552,0.462,0.429,5.304,46.89,-218.7,0.428,-215.7,0.552,0.461,0.429,5.262,46.79
"2021-05-18 07:15:00",36370,"NAN",13.15,-219.2,0.421,-218.2,0.55,0.461,0.429,5.523,47.07,-235.8,0.413,-239.2,0.549,0.461,0.429,6.082,47.35
"2021-05-18 07:30:00",36371,"NAN",13.15,-243.4,0.405,-245.8,0.546,0.457,0.428,5.993,47.52,-251.4,0.396,-264.7,0.544,0.454,0.427,5.961,47.75
"2021-05-18 07:45:00",36372,"NAN",13.15,-261.8,0.388,-271.1,0.541,0.449,0.425,5.99,47.8,-269,0.382,-287.4,0.538,0.444,0.423,6.102,48.18
"2021-05-18 08:00:00",36373,"NAN",13.15,-278.8,0.375,-296.7,0.53,0.43,0.415,5.971,48.28,-286.9,0.368,-316.3,0.518,0.413,0.407,6.173,48.37
"2021-05-18 08:15:00",36374,"NAN",13.14,-285.9,0.36,-323.8,0.496,0.388,0.394,5.884,48.55,-279,0.356,-341.4,0.476,0.371,0.383,6.07,48.03
"2021-05-18 08:30:00",36375,"NAN",13.15,-243.6,0.353,-302,0.454,0.355,0.373,5.96,47.82,-221.7,0.351,-292.5,0.437,0.343,0.366,5.735,47.1
"2021-05-18 08:45:00",36376,"NAN",13.14,-241.2,0.349,-297.6,0.428,0.337,0.361,6.955,46.82,-225.8,0.349,-301,0.421,0.332,0.359,7.103,47.14
"2021-05-18 09:00:00",36377,"NAN",13.15,-198.2,0.348,-248.8,0.413,0.326,0.355,6.718,47.42,-192,0.348,-244.2,0.408,0.32,0.352,6.621,47.41
"2021-05-18 09:15:00",36378,"NAN",13.14,-160.2,0.345,-172.1,0.404,0.315,0.35,6.927,45.34,-144.4,0.345,-157.5,0.402,0.313,0.348,7.912,43
