"TOA5","PNNL_21","CR1000X","9648","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-18 00:00:00",36340,"NAN",13.66,0.732,0.569,0.56,0.568,0.65,0.493,1.711,10.92,0.732,0.568,0.56,0.568,0.649,0.491,1.701,10.99
"2021-05-18 00:15:00",36341,"NAN",13.67,0.731,0.57,0.56,0.568,0.648,0.491,1.657,10.97,0.73,0.57,0.56,0.568,0.649,0.494,1.62,11.13
"2021-05-18 00:30:00",36342,"NAN",13.66,0.73,0.57,0.56,0.568,0.649,0.491,1.686,11.01,0.729,0.57,0.56,0.569,0.65,0.494,1.715,11.04
"2021-05-18 00:45:00",36343,"NAN",13.67,0.73,0.57,0.56,0.568,0.649,0.492,1.686,11.02,0.729,0.57,0.559,0.566,0.648,0.494,1.622,10.91
"2021-05-18 01:00:00",36344,"NAN",13.66,0.729,0.57,0.559,0.568,0.648,0.492,1.722,11.09,0.729,0.57,0.559,0.567,0.649,0.491,1.615,11.08
"2021-05-18 01:15:00",36345,"NAN",13.66,0.729,0.57,0.559,0.568,0.649,0.493,1.735,11.14,0.729,0.57,0.558,0.567,0.65,0.494,1.682,11.13
"2021-05-18 01:30:00",36346,"NAN",13.66,0.728,0.57,0.559,0.568,0.65,0.493,1.704,11.12,0.728,0.57,0.559,0.569,0.65,0.495,1.711,11.19
"2021-05-18 01:45:00",36347,"NAN",13.67,0.727,0.571,0.559,0.569,0.651,0.496,1.752,11.18,0.728,0.572,0.559,0.569,0.65,0.497,1.623,11.17
"2021-05-18 02:00:00",36348,"NAN",13.66,0.727,0.571,0.558,0.568,0.651,0.495,1.681,11.18,0.727,0.571,0.559,0.569,0.652,0.493,1.655,11.2
"2021-05-18 02:15:00",36349,"NAN",13.66,0.727,0.571,0.558,0.568,0.65,0.493,1.682,11.14,0.727,0.571,0.557,0.569,0.65,0.494,1.641,11.06
"2021-05-18 02:30:00",36350,"NAN",13.67,0.727,0.571,0.557,0.568,0.65,0.494,1.757,11.23,0.726,0.571,0.557,0.569,0.65,0.495,1.758,11.27
"2021-05-18 02:45:00",36351,"NAN",13.66,0.727,0.571,0.557,0.569,0.65,0.495,1.782,11.26,0.726,0.571,0.557,0.569,0.649,0.494,1.767,11.14
"2021-05-18 03:00:00",36352,"NAN",13.66,0.727,0.571,0.557,0.569,0.649,0.494,1.688,11.23,0.727,0.572,0.558,0.569,0.65,0.498,1.742,11.5
"2021-05-18 03:15:00",36353,"NAN",13.66,0.726,0.571,0.556,0.569,0.651,0.499,1.726,11.28,0.725,0.571,0.556,0.57,0.651,0.5,1.75,11.18
"2021-05-18 03:30:00",36354,"NAN",13.67,0.726,0.571,0.556,0.569,0.651,0.497,1.73,11.26,0.725,0.572,0.555,0.569,0.65,0.497,1.741,11.21
"2021-05-18 03:45:00",36355,"NAN",13.67,0.726,0.571,0.556,0.569,0.651,0.496,1.751,11.31,0.727,0.572,0.555,0.57,0.651,0.499,1.612,11.29
"2021-05-18 04:00:00",36356,"NAN",13.66,0.725,0.572,0.555,0.57,0.652,0.498,1.786,11.37,0.723,0.572,0.556,0.57,0.652,0.499,1.698,11.31
"2021-05-18 04:15:00",36357,"NAN",13.67,0.725,0.572,0.555,0.569,0.653,0.5,1.789,11.36,0.724,0.571,0.555,0.571,0.653,0.499,1.773,11.4
"2021-05-18 04:30:00",36358,"NAN",13.66,0.724,0.572,0.555,0.57,0.653,0.499,1.721,11.26,0.724,0.572,0.555,0.569,0.654,0.5,1.647,11.26
"2021-05-18 04:45:00",36359,"NAN",13.67,0.723,0.572,0.555,0.57,0.653,0.5,1.716,11.28,0.725,0.573,0.555,0.57,0.653,0.5,1.677,11.23
"2021-05-18 05:00:00",36360,"NAN",13.66,0.724,0.572,0.554,0.569,0.652,0.499,1.802,11.39,0.726,0.573,0.553,0.57,0.652,0.497,1.791,11.41
"2021-05-18 05:15:00",36361,"NAN",13.67,0.723,0.572,0.554,0.57,0.652,0.499,1.814,11.48,0.724,0.572,0.554,0.57,0.652,0.499,1.851,11.42
"2021-05-18 05:30:00",36362,"NAN",13.67,0.724,0.572,0.553,0.569,0.651,0.497,1.827,11.43,0.724,0.572,0.552,0.57,0.649,0.498,1.881,11.56
"2021-05-18 05:45:00",36363,"NAN",13.66,0.724,0.572,0.553,0.569,0.649,0.5,1.84,11.49,0.724,0.571,0.551,0.568,0.649,0.5,1.755,11.4
"2021-05-18 06:00:00",36364,"NAN",13.67,0.726,0.572,0.552,0.569,0.649,0.499,1.848,11.39,0.728,0.572,0.554,0.57,0.65,0.496,1.974,11.43
"2021-05-18 06:15:00",36365,"NAN",13.66,0.729,0.572,0.552,0.569,0.649,0.498,1.827,11.42,0.73,0.572,0.553,0.568,0.65,0.499,1.83,11.46
"2021-05-18 06:30:00",36366,"NAN",13.67,0.73,0.572,0.551,0.57,0.651,0.5,1.83,11.39,0.731,0.571,0.551,0.57,0.649,0.5,1.819,11.37
"2021-05-18 06:45:00",36367,"NAN",13.66,0.728,0.572,0.549,0.569,0.651,0.499,1.762,11.39,0.725,0.573,0.546,0.568,0.651,0.497,1.743,11.38
"2021-05-18 07:00:00",36368,"NAN",13.67,0.721,0.571,0.543,0.569,0.651,0.496,1.763,11.29,0.717,0.57,0.537,0.569,0.65,0.493,1.666,11.38
"2021-05-18 07:15:00",36369,"NAN",13.66,0.711,0.567,0.531,0.569,0.649,0.49,1.776,11.35,0.706,0.563,0.523,0.568,0.649,0.484,1.755,11.35
"2021-05-18 07:30:00",36370,"NAN",13.66,0.697,0.56,0.515,0.57,0.648,0.476,1.772,11.28,0.69,0.555,0.506,0.57,0.646,0.466,1.715,11.21
"2021-05-18 07:45:00",36371,"NAN",13.67,0.683,0.548,0.497,0.568,0.643,0.455,1.72,11.23,0.677,0.542,0.491,0.569,0.642,0.444,1.66,11.25
"2021-05-18 08:00:00",36372,"NAN",13.66,0.668,0.533,0.482,0.565,0.639,0.433,1.704,11.21,0.66,0.524,0.474,0.562,0.636,0.42,1.641,11.23
"2021-05-18 08:15:00",36373,"NAN",13.66,0.649,0.511,0.464,0.562,0.628,0.402,1.636,11.04,0.643,0.501,0.457,0.564,0.622,0.387,1.546,10.92
"2021-05-18 08:30:00",36374,"NAN",13.66,0.639,0.492,0.452,0.562,0.616,0.38,1.63,10.84,0.634,0.485,0.449,0.559,0.608,0.373,1.58,10.61
"2021-05-18 08:45:00",36375,"NAN",13.66,0.632,0.48,0.447,0.556,0.599,0.369,1.581,10.56,0.631,0.477,0.446,0.55,0.592,0.367,1.539,10.47
"2021-05-18 09:00:00",36376,"NAN",13.66,0.628,0.474,0.444,0.545,0.586,0.364,1.652,10.38,0.626,0.472,0.443,0.545,0.577,0.36,1.626,10.29
"2021-05-18 09:15:00",36377,"NAN",13.66,0.623,0.47,0.441,0.541,0.567,0.356,1.604,10.2,0.621,0.468,0.441,0.536,0.558,0.355,1.641,10.26
"2021-05-18 09:30:00",36378,"NAN",13.66,0.622,0.468,0.441,0.535,0.548,0.35,1.516,10.05,0.622,0.468,0.441,0.528,0.538,0.35,1.462,10.16
