"TOA5","PNNL_23","CR1000X","9645","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-18 00:00:00",37386,"NAN",13.4,0.497,18.97,0.487,0.483,0.511,0.464,4.985,12.86,0.497,18.84,0.487,0.48,0.511,0.464,4.942,12.84
"2021-05-18 00:15:00",37387,"NAN",13.46,0.498,18.21,0.488,0.48,0.511,0.464,4.996,13.03,0.498,17.94,0.487,0.481,0.512,0.465,4.883,13.05
"2021-05-18 00:30:00",37388,"NAN",13.39,0.497,17.4,0.487,0.48,0.511,0.464,4.874,13.04,0.497,17.87,0.487,0.483,0.513,0.466,4.917,12.79
"2021-05-18 00:45:00",37389,"NAN",13.46,0.497,16.93,0.487,0.481,0.512,0.464,4.797,12.86,0.498,16.65,0.488,0.48,0.513,0.464,4.7,12.64
"2021-05-18 01:00:00",37390,"NAN",13.4,0.498,16.03,0.487,0.48,0.512,0.466,4.732,12.87,0.498,15.54,0.487,0.48,0.512,0.467,4.819,12.95
"2021-05-18 01:15:00",37391,"NAN",13.47,0.496,14.17,0.487,0.48,0.512,0.465,4.617,12.89,0.496,13.54,0.487,0.481,0.512,0.463,4.462,12.83
"2021-05-18 01:30:00",37392,"NAN",13.39,0.497,13.4,0.488,0.48,0.512,0.464,4.53,12.84,0.497,12.8,0.488,0.48,0.512,0.465,4.415,12.69
"2021-05-18 01:45:00",37393,"NAN",13.47,0.497,13.07,0.488,0.482,0.512,0.465,4.521,12.88,0.497,13.27,0.488,0.483,0.511,0.464,4.519,13.08
"2021-05-18 02:00:00",37394,"NAN",13.43,0.496,12.01,0.488,0.483,0.512,0.465,4.335,12.86,0.494,11.3,0.488,0.48,0.511,0.464,4.263,12.61
"2021-05-18 02:15:00",37395,"NAN",13.42,0.496,10.21,0.488,0.481,0.513,0.466,4.245,12.65,0.497,9.88,0.489,0.482,0.514,0.468,4.327,12.7
"2021-05-18 02:30:00",37396,"NAN",13.46,0.496,8.93,0.488,0.481,0.513,0.468,4.134,12.58,0.496,8.83,0.488,0.481,0.513,0.468,4.102,12.66
"2021-05-18 02:45:00",37397,"NAN",13.4,0.496,7.921,0.488,0.481,0.513,0.468,4.045,12.44,0.495,7.284,0.489,0.482,0.513,0.467,4.044,12.51
"2021-05-18 03:00:00",37398,"NAN",13.46,0.495,6.161,0.488,0.48,0.512,0.467,3.925,12.51,0.495,5.442,0.488,0.48,0.513,0.468,4.014,12.48
"2021-05-18 03:15:00",37399,"NAN",13.39,0.495,6.12,0.489,0.483,0.513,0.467,3.902,12.41,0.494,6.276,0.489,0.484,0.512,0.467,4.017,12.47
"2021-05-18 03:30:00",37400,"NAN",13.46,0.496,5.859,0.489,0.483,0.514,0.468,3.858,12.39,0.496,6.48,0.489,0.483,0.513,0.469,3.766,12.47
"2021-05-18 03:45:00",37401,"NAN",13.39,0.495,5.238,0.489,0.482,0.514,0.468,3.808,12.37,0.495,4.326,0.489,0.483,0.515,0.469,3.634,12.19
"2021-05-18 04:00:00",37402,"NAN",13.47,0.494,4.646,0.489,0.483,0.514,0.468,3.803,12.36,0.494,4.923,0.49,0.483,0.516,0.469,3.842,12.44
"2021-05-18 04:15:00",37403,"NAN",13.38,0.495,5.531,0.489,0.484,0.514,0.469,3.786,12.41,0.495,5.122,0.491,0.484,0.513,0.467,3.669,12.57
"2021-05-18 04:30:00",37404,"NAN",13.47,0.494,4.697,0.489,0.484,0.513,0.468,3.728,12.34,0.496,5.845,0.489,0.485,0.512,0.47,3.755,12.36
"2021-05-18 04:45:00",37405,"NAN",13.4,0.494,5.552,0.489,0.485,0.513,0.468,3.799,12.44,0.494,5.544,0.49,0.484,0.514,0.469,3.718,12.24
"2021-05-18 05:00:00",37406,"NAN",13.46,0.495,5.383,0.49,0.484,0.513,0.469,3.765,12.27,0.493,4.853,0.49,0.483,0.513,0.468,3.634,12.1
"2021-05-18 05:15:00",37407,"NAN",13.46,0.495,4.611,0.49,0.482,0.513,0.469,3.671,12.31,0.495,4.99,0.489,0.483,0.512,0.47,3.678,12.34
"2021-05-18 05:30:00",37408,"NAN",13.4,0.495,5.24,0.489,0.482,0.512,0.47,3.762,12.47,0.496,5.883,0.488,0.48,0.513,0.47,3.852,12.45
"2021-05-18 05:45:00",37409,"NAN",13.46,0.496,6.432,0.488,0.479,0.513,0.471,3.902,12.37,0.495,6.755,0.488,0.48,0.512,0.471,3.804,12.38
"2021-05-18 06:00:00",37410,"NAN",13.4,0.497,7.758,0.488,0.481,0.512,0.471,3.83,12.39,0.496,9.33,0.488,0.481,0.512,0.471,3.862,12.36
"2021-05-18 06:15:00",37411,"NAN",13.46,0.497,9.88,0.488,0.48,0.512,0.471,4.066,12.46,0.497,11.31,0.488,0.481,0.512,0.471,4.074,12.33
"2021-05-18 06:30:00",37412,"NAN",13.4,0.497,13.2,0.489,0.482,0.512,0.472,4.305,12.68,0.498,14.16,0.489,0.482,0.512,0.47,4.281,12.74
"2021-05-18 06:45:00",37413,"NAN",13.47,0.498,15.59,0.489,0.482,0.511,0.471,4.576,12.71,0.498,16.28,0.489,0.482,0.511,0.471,4.581,12.58
"2021-05-18 07:00:00",37414,"NAN",13.4,0.498,18.2,0.489,0.481,0.508,0.47,4.79,12.78,0.497,21.05,0.488,0.48,0.507,0.47,5.01,12.94
"2021-05-18 07:15:00",37415,"NAN",13.47,0.497,23.96,0.487,0.477,0.503,0.467,5.25,13.04,0.496,27.24,0.487,0.475,0.498,0.464,5.559,13.14
"2021-05-18 07:30:00",37416,"NAN",13.39,0.494,30.45,0.485,0.471,0.489,0.459,5.745,13.27,0.492,32.66,0.484,0.467,0.479,0.455,6.016,13.53
"2021-05-18 07:45:00",37417,"NAN",13.47,0.49,34.59,0.48,0.46,0.468,0.447,6.164,13.62,0.487,36.53,0.477,0.453,0.458,0.441,6.32,13.6
"2021-05-18 08:00:00",37418,"NAN",13.38,0.484,39.03,0.474,0.442,0.442,0.427,6.476,13.64,0.48,41.8,0.469,0.43,0.427,0.414,6.694,13.65
"2021-05-18 08:15:00",37419,"NAN",13.46,0.476,40.25,0.461,0.413,0.411,0.398,6.694,13.8,0.472,38.69,0.451,0.403,0.4,0.386,6.585,13.79
"2021-05-18 08:30:00",37420,"NAN",13.44,0.468,36.67,0.446,0.394,0.395,0.376,6.585,13.57,0.465,35.16,0.439,0.386,0.391,0.369,6.442,13.45
"2021-05-18 08:45:00",37421,"NAN",13.41,0.462,33.89,0.428,0.383,0.389,0.364,6.515,13.57,0.461,35.3,0.42,0.381,0.387,0.361,6.728,13.76
"2021-05-18 09:00:00",37422,"NAN",13.45,0.459,33.75,0.41,0.376,0.383,0.356,6.585,13.48,0.457,32.75,0.402,0.373,0.379,0.352,6.471,13.44
"2021-05-18 09:15:00",37423,"NAN",13.4,0.456,33.1,0.393,0.368,0.378,0.35,6.756,13.47,0.455,32.48,0.386,0.365,0.377,0.35,6.751,13.39
"2021-05-18 09:30:00",37424,"NAN",13.46,0.455,33.79,0.381,0.365,0.377,0.346,6.952,13.83,0.453,35.73,0.374,0.364,0.377,0.343,7.099,13.88
