"TOA5","PNNL_12","CR1000X","9646","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"2021-05-18 09:30:00",9076,"NAN",13.72,0.391,0.439,0.6,-45.17,0.456,0.362,0.573,0.419,0.394,0.44,0.594,-9.5,0.453,0.359,0.581,0.415
"2021-05-18 09:45:00",9077,"NAN",13.72,0.396,0.442,0.593,1.244,0.46,0.359,0.581,0.413,0.397,0.442,0.588,4.553,0.476,0.357,0.581,0.412
"2021-05-18 10:00:00",9078,"NAN",13.72,0.401,0.442,0.584,-1.452,0.478,0.356,0.581,0.414,0.403,0.441,0.579,-0.225,0.478,0.354,0.58,0.412
"2021-05-18 10:15:00",9079,"NAN",13.72,0.406,0.443,0.573,2.674,0.479,0.356,0.58,0.415,0.408,0.445,0.566,7.069,0.479,0.358,0.581,0.417
"2021-05-18 10:30:00",9080,"NAN",13.72,0.409,0.445,0.56,6.066,0.478,0.357,0.581,0.416,0.409,0.446,0.554,5.329,0.478,0.358,0.582,0.415
"2021-05-18 10:45:00",9081,"NAN",13.72,0.411,0.448,0.547,8.86,0.478,0.36,0.582,0.416,0.413,0.452,0.544,14.36,0.48,0.363,0.585,0.417
"2021-05-18 11:00:00",9082,"NAN",13.72,0.413,0.453,0.536,18.65,0.48,0.363,0.584,0.417,0.412,0.453,0.531,11.43,0.478,0.36,0.582,0.416
"2021-05-18 11:15:00",9083,"NAN",13.72,0.412,0.454,0.526,5.351,0.478,0.36,0.582,0.416,0.412,0.455,0.523,4.389,0.476,0.359,0.582,0.416
"2021-05-18 11:30:00",9084,"NAN",13.72,0.412,0.456,0.52,5.123,0.478,0.359,0.581,0.417,0.412,0.456,0.517,5.56,0.479,0.36,0.58,0.417
"2021-05-18 11:45:00",9085,"NAN",13.72,0.412,0.457,0.518,5.875,0.478,0.359,0.58,0.417,0.413,0.459,0.516,6.351,0.478,0.358,0.581,0.417
"2021-05-18 12:00:00",9086,"NAN",13.72,0.412,0.459,0.516,6.75,0.476,0.358,0.58,0.416,0.413,0.459,0.515,7.21,0.475,0.356,0.579,0.416
"2021-05-18 12:15:00",9087,"NAN",13.72,0.413,0.46,0.514,7.744,0.474,0.356,0.579,0.414,0.413,0.462,0.515,8.16,0.474,0.358,0.578,0.416
"2021-05-18 12:30:00",9088,"NAN",13.72,0.415,0.461,0.515,8.58,0.475,0.358,0.58,0.415,0.416,0.463,0.516,9.11,0.476,0.356,0.58,0.415
"2021-05-18 12:45:00",9089,"NAN",13.72,0.417,0.462,0.517,9.06,0.474,0.357,0.58,0.414,0.417,0.462,0.518,8.89,0.475,0.356,0.579,0.415
"2021-05-18 13:00:00",9090,"NAN",13.72,0.417,0.463,0.519,8.69,0.474,0.354,0.579,0.414,0.417,0.463,0.521,8.25,0.474,0.353,0.579,0.413
"2021-05-18 13:15:00",9091,"NAN",13.72,0.418,0.463,0.52,8.23,0.472,0.352,0.579,0.411,0.419,0.463,0.521,8.19,0.469,0.352,0.578,0.41
"2021-05-18 13:30:00",9092,"NAN",13.72,0.419,0.464,0.523,7.495,0.471,0.351,0.579,0.411,0.419,0.464,0.524,7.201,0.469,0.352,0.579,0.41
"2021-05-18 13:45:00",9093,"NAN",13.72,0.421,0.466,0.524,7.189,0.47,0.352,0.579,0.411,0.421,0.467,0.524,7.21,0.469,0.351,0.579,0.409
"2021-05-18 14:00:00",9094,"NAN",13.72,0.422,0.469,0.524,7.463,0.47,0.351,0.579,0.41,0.422,0.47,0.524,7.293,0.469,0.35,0.581,0.41
"2021-05-18 14:15:00",9095,"NAN",13.72,0.423,0.472,0.524,7.72,0.469,0.35,0.581,0.409,0.424,0.473,0.524,8.18,0.469,0.349,0.582,0.409
"2021-05-18 14:30:00",9096,"NAN",13.72,0.425,0.474,0.524,7.899,0.47,0.35,0.581,0.41,0.425,0.475,0.526,7.351,0.47,0.351,0.582,0.412
"2021-05-18 14:45:00",9097,"NAN",13.72,0.427,0.476,0.525,8.3,0.471,0.351,0.582,0.411,0.428,0.478,0.528,8.72,0.47,0.351,0.582,0.411
"2021-05-18 15:00:00",9098,"NAN",13.72,0.429,0.478,0.529,8.96,0.471,0.351,0.582,0.411,0.43,0.479,0.533,9.54,0.473,0.351,0.584,0.412
"2021-05-18 15:15:00",9099,"NAN",13.72,0.431,0.481,0.534,11.57,0.474,0.353,0.583,0.414,0.432,0.483,0.535,12.19,0.475,0.354,0.585,0.415
"2021-05-18 15:30:00",9100,"NAN",13.72,0.434,0.483,0.538,11.81,0.477,0.353,0.584,0.417,0.434,0.484,0.542,11.24,0.478,0.352,0.586,0.417
"2021-05-18 15:45:00",9101,"NAN",13.72,0.436,0.486,0.545,10.41,0.479,0.351,0.586,0.419,0.438,0.488,0.547,9.83,0.481,0.353,0.587,0.42
"2021-05-18 16:00:00",9102,"NAN",13.72,0.441,0.49,0.551,9.52,0.483,0.353,0.589,0.422,0.442,0.492,0.553,9.35,0.485,0.353,0.59,0.424
"2021-05-18 16:15:00",9103,"NAN",13.72,0.444,0.494,0.557,9.18,0.487,0.354,0.592,0.426,0.445,0.495,0.558,9.18,0.489,0.356,0.592,0.427
"2021-05-18 16:30:00",9104,"NAN",13.72,0.448,0.498,0.56,8.73,0.49,0.359,0.594,0.429,0.45,0.501,0.561,10.66,0.492,0.363,0.595,0.43
"2021-05-18 16:45:00",9105,"NAN",13.72,0.452,0.502,0.563,11.69,0.491,0.365,0.597,0.428,0.454,0.504,0.564,11.66,0.492,0.366,0.598,0.428
"2021-05-18 17:00:00",9106,"NAN",13.72,0.457,0.507,0.567,10.31,0.492,0.364,0.6,0.429,0.459,0.51,0.568,10.13,0.493,0.364,0.601,0.429
"2021-05-18 17:15:00",9107,"NAN",13.72,0.462,0.513,0.573,9.92,0.495,0.368,0.605,0.431,0.464,0.516,0.576,9.59,0.499,0.371,0.608,0.433
"2021-05-18 17:30:00",9108,"NAN",13.72,0.469,0.52,0.58,9.61,0.502,0.372,0.611,0.436,0.472,0.522,0.584,9.4,0.505,0.374,0.613,0.438
"2021-05-18 17:45:00",9109,"NAN",13.72,0.474,0.526,0.587,9.46,0.507,0.376,0.617,0.441,0.477,0.53,0.59,9.49,0.511,0.379,0.62,0.444
"2021-05-18 18:00:00",9110,"NAN",13.72,0.478,0.533,0.594,9.14,0.515,0.383,0.624,0.447,0.48,0.537,0.598,9.25,0.519,0.386,0.627,0.451
"2021-05-18 18:15:00",9111,"NAN",13.72,0.482,0.54,0.603,9.38,0.524,0.391,0.631,0.456,0.483,0.543,0.607,9.01,0.528,0.395,0.634,0.46
"2021-05-18 18:30:00",9112,"NAN",13.72,0.484,0.547,0.613,5.89,0.532,0.401,0.639,0.466,0.484,0.552,0.619,1.476,0.537,0.404,0.643,0.471
"2021-05-18 18:45:00",9113,"NAN",13.73,0.485,0.556,0.624,1.113,0.541,0.409,0.648,0.477,0.486,0.561,0.629,3.887,0.544,0.413,0.654,0.481
"2021-05-18 19:00:00",9114,"NAN",13.72,0.486,0.566,0.633,3.496,0.548,0.416,0.659,0.486,0.485,0.572,0.637,1.71,0.551,0.418,0.663,0.491
"2021-05-18 19:15:00",9115,"NAN",13.72,0.473,0.576,0.64,2.296,0.553,0.42,0.67,0.492,0.462,0.58,0.643,3.564,0.553,0.423,0.674,0.495
"2021-05-18 19:30:00",9116,"NAN",13.72,0.457,0.585,0.645,1.542,0.556,0.425,0.679,0.497,0.45,0.589,0.647,-1.174,0.557,0.426,0.682,0.499
"2021-05-18 19:45:00",9117,"NAN",13.72,0.445,0.592,0.648,-2.207,0.558,0.427,0.687,0.501,0.443,0.594,0.65,-2.272,0.559,0.428,0.69,0.502
"2021-05-18 20:00:00",9118,"NAN",13.73,0.443,0.597,0.651,-1.647,0.56,0.429,0.693,0.504,0.445,0.598,0.652,-0.396,0.561,0.429,0.695,0.505
"2021-05-18 20:15:00",9119,"NAN",13.72,0.445,0.6,0.654,0.176,0.561,0.431,0.698,0.506,0.448,0.602,0.655,0.223,0.562,0.431,0.701,0.507
"2021-05-18 20:30:00",9120,"NAN",13.73,0.446,0.602,0.656,-0.816,0.563,0.433,0.702,0.509,0.446,0.604,0.657,-4.839,0.563,0.433,0.704,0.51
"2021-05-18 20:45:00",9121,"NAN",13.73,0.446,0.605,0.658,-12.34,0.563,0.434,0.704,0.511,0.445,0.605,0.659,-14.69,0.565,0.434,0.706,0.513
"2021-05-18 21:00:00",9122,"NAN",13.73,0.445,0.606,0.66,-14.32,0.564,0.434,0.707,0.512,0.445,0.606,0.661,-13.78,0.565,0.435,0.708,0.512
"2021-05-18 21:15:00",9123,"NAN",13.72,0.445,0.607,0.662,-12.79,0.565,0.435,0.709,0.514,0.445,0.608,0.662,-11.64,0.566,0.436,0.71,0.515
"2021-05-18 21:30:00",9124,"NAN",13.72,0.446,0.607,0.662,-5.491,0.565,0.436,0.711,0.515,0.448,0.606,0.662,21.22,0.566,0.436,0.712,0.515
"2021-05-18 21:45:00",9125,"NAN",13.72,0.448,0.606,0.661,31.22,0.566,0.437,0.713,0.516,0.448,0.607,0.661,26.37,0.567,0.437,0.714,0.517
"2021-05-18 22:00:00",9126,"NAN",13.72,0.448,0.607,0.662,3.9,0.567,0.437,0.714,0.517,0.448,0.608,0.662,12.24,0.566,0.437,0.715,0.518
"2021-05-18 22:15:00",9127,"NAN",13.73,0.449,0.607,0.662,-21.84,0.567,0.437,0.715,0.518,0.448,0.607,0.662,-78.2,0.567,0.438,0.716,0.519
"2021-05-18 22:30:00",9128,"NAN",13.72,0.449,0.607,0.662,-106.7,0.568,0.438,0.716,0.519,0.449,0.608,0.662,-117.6,0.567,0.438,0.716,0.519
"2021-05-18 22:45:00",9129,"NAN",13.73,0.449,0.608,0.663,-129.2,0.568,0.438,0.717,0.519,0.448,0.607,0.664,-128.1,0.567,0.438,0.717,0.52
"2021-05-18 23:00:00",9130,"NAN",13.72,0.45,0.607,0.663,-129.2,0.568,0.438,0.717,0.52,0.45,0.607,0.663,-131.6,0.569,0.438,0.717,0.52
"2021-05-18 23:15:00",9131,"NAN",13.72,0.45,0.608,0.663,-139.3,0.568,0.438,0.718,0.521,0.45,0.608,0.663,-143.6,0.569,0.439,0.718,0.52
"2021-05-18 23:30:00",9132,"NAN",13.73,0.45,0.608,0.664,-145.3,0.569,0.439,0.718,0.521,0.45,0.608,0.664,-142.2,0.569,0.438,0.718,0.521
"2021-05-18 23:45:00",9133,"NAN",13.72,0.451,0.608,0.664,-144.9,0.569,0.439,0.719,0.521,0.451,0.609,0.665,-147.1,0.57,0.44,0.72,0.521
"2021-05-19 00:00:00",9134,"NAN",13.73,0.451,0.608,0.664,-148.9,0.569,0.439,0.72,0.521,0.45,0.607,0.664,-151.5,0.57,0.438,0.721,0.521
"2021-05-19 00:15:00",9135,"NAN",13.72,0.451,0.609,0.664,-156.9,0.57,0.439,0.721,0.521,0.451,0.609,0.664,-157.2,0.569,0.438,0.721,0.522
"2021-05-19 00:30:00",9136,"NAN",13.73,0.451,0.609,0.664,-151.1,0.57,0.439,0.721,0.521,0.451,0.608,0.664,-149.7,0.569,0.44,0.722,0.522
"2021-05-19 00:45:00",9137,"NAN",13.72,0.452,0.608,0.664,-142.9,0.57,0.439,0.721,0.522,0.452,0.608,0.663,-141.5,0.57,0.439,0.721,0.521
"2021-05-19 01:00:00",9138,"NAN",13.73,0.452,0.608,0.663,-140,0.57,0.439,0.722,0.522,0.453,0.608,0.663,-139.5,0.57,0.439,0.722,0.521
"2021-05-19 01:15:00",9139,"NAN",13.72,0.452,0.609,0.663,-138.3,0.57,0.439,0.722,0.522,0.452,0.609,0.662,-134.8,0.57,0.439,0.721,0.522
"2021-05-19 01:30:00",9140,"NAN",13.73,0.453,0.609,0.663,-137.3,0.57,0.44,0.722,0.522,0.452,0.607,0.663,-144.6,0.571,0.44,0.722,0.52
"2021-05-19 01:45:00",9141,"NAN",13.72,0.452,0.608,0.663,-143.4,0.57,0.44,0.722,0.522,0.453,0.608,0.662,-147.2,0.571,0.439,0.722,0.521
"2021-05-19 02:00:00",9142,"NAN",13.72,0.452,0.608,0.663,-150.5,0.57,0.439,0.722,0.521,0.453,0.606,0.663,-147.7,0.57,0.44,0.722,0.521
"2021-05-19 02:15:00",9143,"NAN",13.73,0.452,0.608,0.663,-136.8,0.57,0.44,0.722,0.521,0.453,0.608,0.663,-132.1,0.571,0.44,0.721,0.521
"2021-05-19 02:30:00",9144,"NAN",13.72,0.452,0.608,0.662,-135.2,0.57,0.44,0.722,0.521,0.454,0.608,0.663,-138,0.57,0.439,0.721,0.521
"2021-05-19 02:45:00",9145,"NAN",13.73,0.452,0.607,0.663,-138.8,0.57,0.44,0.722,0.521,0.452,0.606,0.663,-141.2,0.571,0.44,0.722,0.52
"2021-05-19 03:00:00",9146,"NAN",13.72,0.453,0.607,0.662,-141.2,0.57,0.439,0.722,0.521,0.453,0.606,0.662,-139.3,0.571,0.44,0.722,0.521
"2021-05-19 03:15:00",9147,"NAN",13.73,0.452,0.606,0.662,-138.8,0.57,0.439,0.722,0.521,0.452,0.607,0.662,-140.3,0.57,0.439,0.721,0.522
"2021-05-19 03:30:00",9148,"NAN",13.72,0.452,0.606,0.662,-140.9,0.571,0.44,0.721,0.521,0.452,0.605,0.662,-137.4,0.57,0.439,0.721,0.522
"2021-05-19 03:45:00",9149,"NAN",13.73,0.452,0.604,0.662,-138.1,0.571,0.44,0.721,0.521,0.452,0.603,0.662,-139.2,0.571,0.439,0.722,0.522
"2021-05-19 04:00:00",9150,"NAN",13.72,0.452,0.604,0.662,-137.2,0.57,0.44,0.72,0.521,0.451,0.603,0.662,-136.2,0.57,0.44,0.72,0.521
"2021-05-19 04:15:00",9151,"NAN",13.72,0.451,0.603,0.662,-137.5,0.57,0.44,0.72,0.521,0.451,0.602,0.663,-133.9,0.57,0.439,0.72,0.521
"2021-05-19 04:30:00",9152,"NAN",13.72,0.451,0.602,0.662,-137.1,0.57,0.439,0.72,0.521,0.451,0.602,0.662,-143.3,0.57,0.439,0.719,0.521
"2021-05-19 04:45:00",9153,"NAN",13.72,0.45,0.602,0.662,-148.1,0.57,0.439,0.719,0.521,0.451,0.602,0.663,-151.1,0.57,0.439,0.719,0.521
"2021-05-19 05:00:00",9154,"NAN",13.73,0.45,0.6,0.662,-149.6,0.57,0.439,0.718,0.521,0.449,0.6,0.662,-147.3,0.571,0.44,0.717,0.522
"2021-05-19 05:15:00",9155,"NAN",13.72,0.447,0.598,0.662,-139.8,0.57,0.44,0.715,0.521,0.446,0.597,0.661,-137.6,0.57,0.44,0.714,0.521
"2021-05-19 05:30:00",9156,"NAN",13.72,0.443,0.594,0.662,-138.7,0.57,0.439,0.71,0.521,0.439,0.591,0.661,-139.4,0.569,0.44,0.707,0.521
"2021-05-19 05:45:00",9157,"NAN",13.73,0.434,0.587,0.662,-141,0.568,0.438,0.703,0.519,0.427,0.583,0.66,-142.5,0.567,0.437,0.699,0.518
"2021-05-19 06:00:00",9158,"NAN",13.73,0.419,0.576,0.661,-146.2,0.566,0.437,0.69,0.516,0.412,0.569,0.661,-149.4,0.564,0.437,0.683,0.514
"2021-05-19 06:15:00",9159,"NAN",13.73,0.402,0.56,0.659,-153.7,0.562,0.436,0.673,0.511,0.396,0.552,0.659,-159.8,0.56,0.435,0.664,0.509
"2021-05-19 06:30:00",9160,"NAN",13.72,0.388,0.542,0.658,-171.8,0.557,0.433,0.655,0.505,0.384,0.534,0.657,-177.7,0.555,0.431,0.648,0.502
"2021-05-19 06:45:00",9161,"NAN",13.72,0.378,0.525,0.656,-161.8,0.551,0.429,0.64,0.499,0.376,0.518,0.655,-153.1,0.549,0.427,0.634,0.496
"2021-05-19 07:00:00",9162,"NAN",13.72,0.372,0.511,0.654,-154.7,0.544,0.425,0.628,0.492,0.369,0.505,0.653,-158.4,0.541,0.422,0.623,0.489
"2021-05-19 07:15:00",9163,"NAN",13.72,0.368,0.499,0.652,-164.6,0.536,0.42,0.619,0.484,0.367,0.495,0.65,-165,0.531,0.417,0.615,0.48
"2021-05-19 07:30:00",9164,"NAN",13.72,0.367,0.492,0.649,-171.3,0.527,0.414,0.612,0.475,0.367,0.488,0.648,-179,0.524,0.411,0.61,0.471
"2021-05-19 07:45:00",9165,"NAN",13.72,0.368,0.487,0.644,-177.1,0.521,0.409,0.608,0.467,0.369,0.486,0.641,-175.5,0.518,0.406,0.606,0.462
"2021-05-19 08:00:00",9166,"NAN",13.72,0.369,0.483,0.639,-179.3,0.516,0.403,0.604,0.458,0.37,0.481,0.636,-182.6,0.513,0.4,0.601,0.454
"2021-05-19 08:15:00",9167,"NAN",13.72,0.371,0.479,0.632,-186.7,0.511,0.393,0.6,0.451,0.373,0.476,0.629,-188,0.508,0.385,0.598,0.447
"2021-05-19 08:30:00",9168,"NAN",13.72,0.375,0.475,0.625,-173.5,0.504,0.381,0.596,0.443,0.377,0.474,0.621,-102.7,0.502,0.378,0.595,0.439
"2021-05-19 08:45:00",9169,"NAN",13.72,0.379,0.471,0.618,-32.77,0.498,0.374,0.592,0.435,0.381,0.468,0.614,-6.271,0.495,0.371,0.589,0.431
"2021-05-19 09:00:00",9170,"NAN",13.72,0.383,0.466,0.61,-2.279,0.491,0.368,0.588,0.428,0.384,0.465,0.607,-3.633,0.487,0.364,0.588,0.424
"2021-05-19 09:15:00",9171,"NAN",13.72,0.389,0.463,0.603,-0.296,0.483,0.363,0.586,0.42,0.391,0.462,0.598,1.148,0.482,0.36,0.585,0.418
"2021-05-19 09:30:00",9172,"NAN",13.72,0.391,0.461,0.595,0.421,0.479,0.359,0.583,0.416,0.393,0.461,0.592,-0.741,0.478,0.359,0.582,0.415
"2021-05-19 09:45:00",9173,"NAN",13.72,0.394,0.461,0.585,-1.557,0.474,0.355,0.581,0.412,0.396,0.461,0.58,-2.074,0.473,0.352,0.581,0.412
"2021-05-19 10:00:00",9174,"NAN",13.72,0.397,0.462,0.573,-0.798,0.474,0.353,0.579,0.412,0.399,0.463,0.566,0.163,0.473,0.352,0.578,0.412
"2021-05-19 10:15:00",9175,"NAN",13.72,0.4,0.462,0.558,0.083,0.473,0.352,0.578,0.411,0.401,0.463,0.549,0.519,0.473,0.352,0.577,0.411
"2021-05-19 10:30:00",9176,"NAN",13.72,0.402,0.463,0.543,0.435,0.471,0.352,0.576,0.41,0.403,0.464,0.536,1.267,0.469,0.351,0.577,0.408
"2021-05-19 10:45:00",9177,"NAN",13.72,0.404,0.465,0.528,1.567,0.468,0.352,0.576,0.408,0.404,0.466,0.522,1.596,0.468,0.353,0.574,0.408
"2021-05-19 11:00:00",9178,"NAN",13.72,0.406,0.467,0.519,1.58,0.469,0.353,0.574,0.41,0.409,0.469,0.517,1.625,0.469,0.355,0.575,0.41
"2021-05-19 11:15:00",9179,"NAN",13.72,0.409,0.47,0.514,1.799,0.471,0.353,0.574,0.411,0.411,0.469,0.511,2.393,0.469,0.353,0.574,0.411
"2021-05-19 11:30:00",9180,"NAN",13.71,0.412,0.472,0.512,3.036,0.472,0.354,0.574,0.411,0.412,0.473,0.511,3.345,0.472,0.354,0.575,0.412
"2021-05-19 11:45:00",9181,"NAN",13.72,0.413,0.475,0.51,3.632,0.471,0.353,0.573,0.412,0.413,0.475,0.508,3.734,0.472,0.352,0.573,0.411
"2021-05-19 12:00:00",9182,"NAN",13.72,0.415,0.477,0.507,4.074,0.473,0.354,0.574,0.414,0.416,0.478,0.507,4.428,0.472,0.354,0.575,0.413
