"TOA5","PNNL_13","CR1000X","9644","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-18 00:00:00",36313,"NAN",13.65,0.66,0.798,0.493,0.472,0.584,0.449,0.084,-141.1,0.659,0.798,0.493,0.471,0.583,0.449,0.084,-105.6
"2021-05-18 00:15:00",36314,"NAN",13.64,0.659,0.798,0.493,0.472,0.584,0.449,0.083,-131.1,0.66,0.797,0.492,0.473,0.585,0.45,0.083,-78.17
"2021-05-18 00:30:00",36315,"NAN",13.64,0.659,0.798,0.492,0.472,0.584,0.449,0.082,-133,0.659,0.798,0.492,0.473,0.584,0.449,0.083,-90.5
"2021-05-18 00:45:00",36316,"NAN",13.65,0.659,0.798,0.491,0.471,0.584,0.449,0.081,-153.1,0.659,0.798,0.491,0.47,0.585,0.449,0.082,-149.5
"2021-05-18 01:00:00",36317,"NAN",13.64,0.658,0.798,0.491,0.471,0.584,0.449,0.081,-131.5,0.658,0.798,0.491,0.47,0.584,0.45,0.08,-14.09
"2021-05-18 01:15:00",36318,"NAN",13.65,0.657,0.798,0.49,0.47,0.584,0.45,0.078,-112.7,0.657,0.798,0.49,0.469,0.584,0.449,0.078,-187.2
"2021-05-18 01:30:00",36319,"NAN",13.65,0.657,0.798,0.49,0.47,0.584,0.449,0.076,-152.6,0.656,0.798,0.49,0.471,0.583,0.451,0.076,-133.5
"2021-05-18 01:45:00",36320,"NAN",13.65,0.655,0.797,0.489,0.469,0.584,0.449,0.075,-149.2,0.655,0.797,0.488,0.47,0.584,0.449,0.076,-154.5
"2021-05-18 02:00:00",36321,"NAN",13.64,0.655,0.797,0.489,0.469,0.584,0.449,0.077,-162.6,0.653,0.798,0.489,0.469,0.583,0.448,0.077,-192.4
"2021-05-18 02:15:00",36322,"NAN",13.64,0.654,0.797,0.489,0.468,0.584,0.449,0.077,-139.7,0.654,0.796,0.488,0.469,0.585,0.449,0.077,-55.3
"2021-05-18 02:30:00",36323,"NAN",13.65,0.653,0.797,0.488,0.468,0.584,0.449,0.077,-125.9,0.653,0.797,0.488,0.468,0.584,0.45,0.076,-191.4
"2021-05-18 02:45:00",36324,"NAN",13.64,0.653,0.796,0.488,0.468,0.584,0.449,0.077,-132.2,0.653,0.795,0.487,0.468,0.584,0.45,0.08,-134.7
"2021-05-18 03:00:00",36325,"NAN",13.65,0.652,0.796,0.487,0.467,0.584,0.449,0.079,-158.3,0.651,0.796,0.487,0.467,0.584,0.448,0.079,-155.6
"2021-05-18 03:15:00",36326,"NAN",13.64,0.651,0.796,0.487,0.466,0.584,0.449,0.076,-148.3,0.651,0.796,0.487,0.466,0.583,0.45,0.077,-152.3
"2021-05-18 03:30:00",36327,"NAN",13.65,0.65,0.796,0.486,0.466,0.584,0.449,0.075,-171.7,0.65,0.796,0.486,0.465,0.583,0.449,0.075,-195.1
"2021-05-18 03:45:00",36328,"NAN",13.65,0.649,0.796,0.486,0.465,0.584,0.449,0.076,-131.4,0.649,0.796,0.486,0.465,0.584,0.447,0.076,-205.2
"2021-05-18 04:00:00",36329,"NAN",13.64,0.649,0.795,0.485,0.465,0.584,0.449,0.075,-172.4,0.648,0.796,0.485,0.465,0.584,0.448,0.073,-177.2
"2021-05-18 04:15:00",36330,"NAN",13.65,0.647,0.795,0.485,0.464,0.583,0.448,0.073,-165.6,0.649,0.794,0.485,0.464,0.584,0.447,0.075,-118.9
"2021-05-18 04:30:00",36331,"NAN",13.64,0.647,0.795,0.484,0.463,0.584,0.448,0.074,-158.9,0.647,0.795,0.483,0.463,0.584,0.447,0.075,-159.8
"2021-05-18 04:45:00",36332,"NAN",13.65,0.646,0.794,0.484,0.463,0.583,0.447,0.075,-158.9,0.646,0.793,0.483,0.462,0.584,0.447,0.074,-136.8
"2021-05-18 05:00:00",36333,"NAN",13.65,0.646,0.794,0.483,0.462,0.583,0.447,0.073,-196.7,0.645,0.794,0.484,0.461,0.583,0.446,0.073,-169.1
"2021-05-18 05:15:00",36334,"NAN",13.64,0.645,0.794,0.482,0.461,0.583,0.446,0.073,-179.2,0.645,0.794,0.481,0.461,0.583,0.445,0.073,-130.9
"2021-05-18 05:30:00",36335,"NAN",13.65,0.644,0.794,0.481,0.46,0.583,0.446,0.073,-171.8,0.642,0.794,0.481,0.46,0.584,0.445,0.073,-192.3
"2021-05-18 05:45:00",36336,"NAN",13.64,0.643,0.793,0.48,0.459,0.583,0.445,0.073,-203.4,0.643,0.792,0.479,0.458,0.583,0.445,0.074,-214.3
"2021-05-18 06:00:00",36337,"NAN",13.65,0.643,0.793,0.479,0.458,0.583,0.444,0.075,-191,0.643,0.793,0.479,0.456,0.583,0.444,0.077,-214.5
"2021-05-18 06:15:00",36338,"NAN",13.65,0.644,0.793,0.478,0.457,0.583,0.444,0.076,-210.1,0.643,0.793,0.477,0.456,0.583,0.444,0.075,-227.2
"2021-05-18 06:30:00",36339,"NAN",13.65,0.646,0.794,0.475,0.456,0.583,0.444,0.077,-207.6,0.647,0.795,0.473,0.456,0.585,0.444,0.079,-257.9
"2021-05-18 06:45:00",36340,"NAN",13.65,0.648,0.795,0.47,0.456,0.584,0.444,0.077,-211.6,0.648,0.794,0.467,0.456,0.584,0.444,0.078,-188.5
"2021-05-18 07:00:00",36341,"NAN",13.64,0.647,0.793,0.46,0.456,0.584,0.443,0.077,-223.2,0.646,0.791,0.454,0.455,0.584,0.441,0.078,-227.3
"2021-05-18 07:15:00",36342,"NAN",13.65,0.643,0.787,0.446,0.456,0.585,0.438,0.076,-209.1,0.637,0.784,0.439,0.457,0.585,0.434,0.076,-222.7
"2021-05-18 07:30:00",36343,"NAN",13.64,0.634,0.778,0.431,0.456,0.585,0.426,0.077,-223.7,0.63,0.772,0.424,0.455,0.585,0.419,0.078,-245.2
"2021-05-18 07:45:00",36344,"NAN",13.65,0.625,0.766,0.419,0.455,0.587,0.412,0.078,-229,0.619,0.76,0.414,0.453,0.587,0.404,0.077,-202.5
"2021-05-18 08:00:00",36345,"NAN",13.64,0.615,0.754,0.408,0.45,0.587,0.395,0.076,-218.5,0.61,0.748,0.403,0.447,0.586,0.385,0.075,-210.6
"2021-05-18 08:15:00",36346,"NAN",13.65,0.605,0.739,0.4,0.443,0.587,0.377,0.075,-238.5,0.598,0.731,0.395,0.438,0.586,0.368,0.073,-238.6
"2021-05-18 08:30:00",36347,"NAN",13.64,0.594,0.723,0.392,0.43,0.585,0.36,0.071,-211.9,0.591,0.717,0.389,0.424,0.584,0.354,0.069,-169.4
"2021-05-18 08:45:00",36348,"NAN",13.64,0.589,0.715,0.389,0.421,0.583,0.349,0.07,-147.3,0.588,0.713,0.388,0.417,0.583,0.345,0.07,-123.5
"2021-05-18 09:00:00",36349,"NAN",13.64,0.588,0.711,0.389,0.416,0.58,0.342,0.069,-140,0.589,0.709,0.388,0.416,0.579,0.338,0.072,-166.7
"2021-05-18 09:15:00",36350,"NAN",13.64,0.587,0.707,0.389,0.414,0.577,0.335,0.071,-138.5,0.587,0.707,0.39,0.413,0.574,0.333,0.07,-74.86
"2021-05-18 09:30:00",36351,"NAN",13.64,0.587,0.706,0.391,0.413,0.571,0.332,0.071,-109.7,0.588,0.705,0.391,0.413,0.569,0.33,0.071,-90.4
