"TOA5","PNNL_33","CR1000X","9647","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-18 00:00:00",36340,"NAN",12.85,0.754,0.483,0.68,0.489,0.618,0.493,1.65,7.298,0.751,0.483,0.68,0.49,0.62,0.493,1.824,7.208
"2021-05-18 00:15:00",36341,"NAN",12.86,0.753,0.482,0.679,0.489,0.618,0.493,1.926,7.389,0.755,0.481,0.68,0.489,0.618,0.494,2.059,7.517
"2021-05-18 00:30:00",36342,"NAN",12.87,0.753,0.482,0.679,0.489,0.619,0.494,1.849,7.859,0.754,0.483,0.681,0.488,0.618,0.494,1.748,8.02
"2021-05-18 00:45:00",36343,"NAN",12.85,0.753,0.483,0.679,0.489,0.619,0.495,1.609,8.05,0.756,0.483,0.678,0.489,0.619,0.495,1.591,8.12
"2021-05-18 01:00:00",36344,"NAN",12.87,0.754,0.483,0.679,0.489,0.619,0.496,1.762,8.22,0.754,0.481,0.68,0.488,0.62,0.496,1.609,8.39
"2021-05-18 01:15:00",36345,"NAN",12.86,0.754,0.483,0.679,0.489,0.619,0.496,1.533,8.45,0.752,0.483,0.677,0.488,0.619,0.496,1.389,8.43
"2021-05-18 01:30:00",36346,"NAN",12.87,0.754,0.483,0.679,0.489,0.619,0.497,1.431,8.47,0.755,0.483,0.68,0.49,0.62,0.497,1.473,8.44
"2021-05-18 01:45:00",36347,"NAN",12.86,0.755,0.483,0.679,0.49,0.619,0.498,1.388,8.34,0.755,0.483,0.679,0.491,0.618,0.498,1.262,8.35
"2021-05-18 02:00:00",36348,"NAN",12.86,0.755,0.483,0.679,0.49,0.619,0.498,1.292,8.31,0.753,0.482,0.679,0.49,0.62,0.499,1.424,8.49
"2021-05-18 02:15:00",36349,"NAN",12.87,0.754,0.483,0.679,0.49,0.62,0.499,1.305,8.6,0.754,0.481,0.681,0.49,0.619,0.498,1.237,8.65
"2021-05-18 02:30:00",36350,"NAN",12.86,0.755,0.483,0.68,0.49,0.62,0.499,1.117,8.66,0.756,0.483,0.681,0.49,0.62,0.499,1.008,8.82
"2021-05-18 02:45:00",36351,"NAN",12.88,0.754,0.483,0.68,0.49,0.62,0.5,1.004,8.64,0.754,0.482,0.678,0.489,0.62,0.5,1.176,8.6
"2021-05-18 03:00:00",36352,"NAN",12.85,0.754,0.482,0.68,0.49,0.619,0.5,1.021,8.67,0.755,0.482,0.681,0.491,0.618,0.5,0.887,8.7
"2021-05-18 03:15:00",36353,"NAN",12.87,0.756,0.483,0.68,0.49,0.619,0.501,0.838,8.58,0.755,0.483,0.68,0.49,0.62,0.5,0.968,8.59
"2021-05-18 03:30:00",36354,"NAN",12.87,0.756,0.483,0.681,0.49,0.619,0.501,0.854,8.53,0.757,0.482,0.682,0.489,0.62,0.501,0.768,8.59
"2021-05-18 03:45:00",36355,"NAN",12.86,0.756,0.482,0.68,0.49,0.619,0.501,0.88,8.7,0.757,0.482,0.68,0.489,0.619,0.502,0.867,8.86
"2021-05-18 04:00:00",36356,"NAN",12.87,0.756,0.482,0.681,0.49,0.619,0.502,0.736,8.83,0.757,0.482,0.682,0.49,0.618,0.502,0.699,8.89
"2021-05-18 04:15:00",36357,"NAN",12.86,0.757,0.482,0.682,0.491,0.617,0.502,0.716,8.83,0.758,0.483,0.683,0.492,0.618,0.503,1.052,8.82
"2021-05-18 04:30:00",36358,"NAN",12.87,0.757,0.483,0.681,0.491,0.618,0.502,0.813,9.02,0.757,0.484,0.682,0.491,0.618,0.502,0.872,9.13
"2021-05-18 04:45:00",36359,"NAN",12.85,0.758,0.483,0.682,0.491,0.618,0.502,0.515,8.9,0.757,0.483,0.682,0.491,0.618,0.502,0.556,8.8
"2021-05-18 05:00:00",36360,"NAN",12.88,0.758,0.483,0.682,0.491,0.618,0.502,0.62,8.84,0.757,0.483,0.681,0.491,0.617,0.501,0.697,8.86
"2021-05-18 05:15:00",36361,"NAN",12.87,0.758,0.483,0.682,0.49,0.618,0.502,0.477,8.76,0.758,0.483,0.682,0.491,0.618,0.503,0.469,8.65
"2021-05-18 05:30:00",36362,"NAN",12.86,0.757,0.483,0.683,0.49,0.618,0.503,0.475,8.38,0.758,0.483,0.681,0.49,0.619,0.502,0.573,8.36
"2021-05-18 05:45:00",36363,"NAN",12.88,0.757,0.482,0.682,0.488,0.619,0.502,0.526,8.61,0.759,0.481,0.683,0.487,0.62,0.502,0.626,8.65
"2021-05-18 06:00:00",36364,"NAN",12.85,0.758,0.481,0.682,0.487,0.619,0.502,0.542,8.65,0.758,0.481,0.682,0.486,0.618,0.502,0.529,8.67
"2021-05-18 06:15:00",36365,"NAN",12.88,0.757,0.481,0.683,0.487,0.618,0.501,0.511,8.7,0.756,0.482,0.683,0.487,0.618,0.5,0.615,8.67
"2021-05-18 06:30:00",36366,"NAN",12.86,0.756,0.48,0.682,0.487,0.617,0.501,0.473,8.39,0.755,0.479,0.682,0.487,0.616,0.5,0.488,8.27
"2021-05-18 06:45:00",36367,"NAN",12.87,0.754,0.479,0.682,0.487,0.616,0.5,0.667,8.5,0.753,0.478,0.682,0.486,0.616,0.501,0.702,8.59
"2021-05-18 07:00:00",36368,"NAN",12.87,0.748,0.478,0.683,0.485,0.616,0.499,0.754,8.64,0.744,0.477,0.682,0.486,0.616,0.499,1.035,8.87
"2021-05-18 07:15:00",36369,"NAN",12.85,0.735,0.476,0.683,0.484,0.615,0.498,0.944,8.85,0.729,0.474,0.684,0.485,0.614,0.498,0.832,8.87
"2021-05-18 07:30:00",36370,"NAN",12.86,0.717,0.472,0.685,0.484,0.615,0.497,0.921,8.89,0.707,0.47,0.686,0.483,0.615,0.496,1.024,8.92
"2021-05-18 07:45:00",36371,"NAN",12.85,0.697,0.466,0.685,0.481,0.614,0.493,0.948,8.75,0.689,0.464,0.686,0.48,0.613,0.491,1.308,8.67
"2021-05-18 08:00:00",36372,"NAN",12.87,0.679,0.459,0.684,0.478,0.611,0.484,1.173,8.7,0.67,0.453,0.683,0.476,0.609,0.477,1.022,8.57
"2021-05-18 08:15:00",36373,"NAN",12.85,0.66,0.448,0.683,0.472,0.604,0.458,0.954,8.02,0.654,0.444,0.684,0.47,0.603,0.443,0.973,7.488
"2021-05-18 08:30:00",36374,"NAN",12.87,0.648,0.44,0.683,0.467,0.598,0.428,1.148,6.706,0.644,0.436,0.683,0.464,0.593,0.415,1.424,6.221
"2021-05-18 08:45:00",36375,"NAN",12.86,0.642,0.434,0.681,0.459,0.585,0.405,1.831,6.187,0.642,0.432,0.679,0.452,0.576,0.397,2.283,6.4
"2021-05-18 09:00:00",36376,"NAN",12.85,0.637,0.43,0.677,0.444,0.566,0.392,2.072,6.241,0.636,0.428,0.677,0.436,0.558,0.388,1.743,6.04
"2021-05-18 09:15:00",36377,"NAN",12.86,0.633,0.427,0.675,0.428,0.551,0.383,1.521,5.056,0.633,0.427,0.672,0.419,0.545,0.381,1.611,4.254
"2021-05-18 09:30:00",36378,"NAN",12.84,0.632,0.426,0.673,0.41,0.541,0.379,1.616,3.853,0.631,0.424,0.671,0.402,0.538,0.377,1.645,3.638
