#Log_File	LOG046
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 11:38:27	19.913		28.05	28.05	1012.4	58.6	1		64	20.884	182.0	-8.3	32.17
2	2019-07-03 11:38:28	19.915		28.09	28.09	1012.5	58.7	2		64	20.878	182.0	-8.7	32.18
3	2019-07-03 11:38:30	19.914		28.15	28.15	1012.5	58.7	4		64	20.872	182.6	-7.6	32.17
4	2019-07-03 11:38:32	19.937		28.22	28.22	1012.4	58.8	6		64	20.852	184.8	-13.7	32.17
5	2019-07-03 11:38:34	19.132		28.28	28.28	1012.4	58.8	8		64	21.310	188.9	-13.7	32.17
6	2019-07-03 11:38:36	18.174		28.42	28.42	1012.5	58.9	10		64	21.879	194.6	-13.6	32.16
7	2019-07-03 11:38:38	17.312		28.48	28.48	1012.5	59.0	12		64	22.430	200.1	-13.7	32.16
8	2019-07-03 11:38:40	16.425		28.57	28.57	1012.5	59.2	14		64	23.029	205.7	-13.8	32.16
9	2019-07-03 11:38:42	15.624		28.62	28.62	1012.4	59.3	16		64	23.608	211.4	-13.8	32.15
10	2019-07-03 11:38:44	14.859		28.67	28.67	1012.4	59.4	18		64	24.191	217.2	-13.6	32.14
11	2019-07-03 11:38:46	14.118		28.78	28.78	1012.4	59.4	20		64	24.784	222.8	-13.7	32.14
12	2019-07-03 11:38:48	13.460		28.82	28.82	1012.4	59.4	22		64	25.347	228.4	-13.4	32.14
13	2019-07-03 11:38:50	12.856		28.74	28.74	1012.4	59.4	24		64	25.905	234.0	-13.7	32.13
14	2019-07-03 11:38:52	12.271		28.66	28.66	1012.4	59.4	26		64	26.471	239.3	-13.7	32.13
15	2019-07-03 11:38:54	11.740		28.58	28.58	1012.5	59.4	28		64	27.011	244.8	-13.7	32.12
16	2019-07-03 11:38:56	11.208		28.51	28.51	1012.4	59.4	30		64	27.578	250.1	-13.5	32.12
17	2019-07-03 11:38:58	10.727		28.47	28.47	1012.5	59.4	32		64	28.110	255.4	-13.6	32.12
18	2019-07-03 11:39:00	10.273		28.43	28.43	1012.4	59.3	34		64	28.635	260.6	-13.9	32.12
19	2019-07-03 11:39:02	9.838		28.40	28.40	1012.5	59.3	36		64	29.159	265.7	-13.7	32.10
20	2019-07-03 11:39:04	9.412		28.41	28.41	1012.4	59.3	38		64	29.692	270.8	-13.7	32.11
21	2019-07-03 11:39:06	9.025		28.38	28.38	1012.5	59.4	40		64	30.197	275.5	-13.5	32.09
22	2019-07-03 11:39:08	8.655		28.35	28.35	1012.5	59.4	42		64	30.702	280.2	-13.4	32.09
23	2019-07-03 11:39:10	8.312		28.34	28.34	1012.4	59.4	44		64	31.185	285.2	-13.6	32.10
24	2019-07-03 11:39:12	7.967		28.37	28.37	1012.4	59.5	46		64	31.684	290.0	-13.8	32.10
25	2019-07-03 11:39:14	7.645		28.35	28.35	1012.4	59.6	48		64	32.173	294.6	-13.7	32.10
26	2019-07-03 11:39:16	7.339		28.34	28.34	1012.4	59.7	50		64	32.654	299.2	-13.6	32.09
27	2019-07-03 11:39:18	7.058		28.29	28.29	1012.4	59.7	52		64	33.114	303.8	-13.6	32.09
28	2019-07-03 11:39:20	6.789		28.26	28.26	1012.4	59.8	54		64	33.568	307.8	-13.7	32.09
29	2019-07-03 11:39:22	6.529		28.20	28.20	1012.4	59.8	56		64	34.023	312.0	-13.7	32.09
30	2019-07-03 11:39:24	6.282		28.15	28.15	1012.4	59.8	58		64	34.468	316.3	-13.8	32.09
31	2019-07-03 11:39:26	6.058		28.11	28.11	1012.4	59.8	60		64	34.881	320.4	-13.8	32.09
32	2019-07-03 11:39:28	5.827		28.07	28.07	1012.4	59.9	62		64	35.320	324.5	-13.6	32.09
33	2019-07-03 11:39:30	5.615		28.03	28.03	1012.4	59.8	64		64	35.737	328.1	-13.8	32.07
34	2019-07-03 11:39:32	5.413		28.03	28.03	1012.4	59.8	66		64	36.138	331.8	-13.7	32.08
35	2019-07-03 11:39:34	5.223		28.00	28.00	1012.4	59.8	68		64	36.528	335.5	-14.0	32.07
36	2019-07-03 11:39:36	5.035		27.99	27.99	1012.4	59.8	70		64	36.922	339.1	-13.8	32.07
37	2019-07-03 11:39:38	4.855		28.10	28.10	1012.4	59.8	72		64	37.296	342.3	-13.7	32.07
38	2019-07-03 11:39:40	4.678		28.15	28.15	1012.4	59.8	74		64	37.679	345.6	-13.8	32.07
39	2019-07-03 11:39:42	4.523		28.19	28.19	1012.4	59.6	76		64	38.021	349.1	-13.7	32.07
40	2019-07-03 11:39:44	4.366		28.21	28.21	1012.5	59.6	78		64	38.380	352.0	-13.6	32.07
41	2019-07-03 11:39:46	4.219		28.22	28.22	1012.4	59.6	80		64	38.723	354.9	-13.6	32.06
42	2019-07-03 11:39:48	4.085		28.19	28.19	1012.5	59.6	82		64	39.046	358.0	-14.0	32.06
43	2019-07-03 11:39:50	3.947		28.20	28.20	1012.4	59.6	84		64	39.380	360.8	-13.8	32.06
44	2019-07-03 11:39:52	3.819		28.24	28.24	1012.4	59.5	86		64	39.695	363.4	-13.7	32.07
45	2019-07-03 11:39:54	3.699		28.25	28.25	1012.4	59.5	88		64	39.998	366.1	-13.6	32.05
46	2019-07-03 11:39:56	3.588		28.26	28.26	1012.5	59.4	90		64	40.281	369.0	-13.5	32.06
47	2019-07-03 11:39:58	3.475		28.29	28.29	1012.4	59.2	92		64	40.574	371.5	-13.7	32.06
48	2019-07-03 11:40:00	3.367		28.34	28.34	1012.4	59.1	94		64	40.857	373.9	-13.7	32.05
49	2019-07-03 11:40:02	3.267		28.40	28.40	1012.4	59.0	96		64	41.123	376.1	-13.8	32.05
50	2019-07-03 11:40:04	3.171		28.42	28.42	1012.4	59.1	98		64	41.384	378.4	-13.6	32.05
51	2019-07-03 11:40:06	3.078		28.47	28.47	1012.4	59.2	100		64	41.636	380.5	-13.6	32.06
52	2019-07-03 11:40:08	2.992		28.50	28.50	1012.4	59.2	102		64	41.877	382.7	-13.7	32.05
53	2019-07-03 11:40:10	2.906		28.52	28.52	1012.4	59.1	104		64	42.122	384.4	-13.5	32.04
54	2019-07-03 11:40:12	2.826		28.56	28.56	1012.5	59.1	106		64	42.349	386.2	-13.6	32.05
55	2019-07-03 11:40:14	2.752		28.63	28.63	1012.4	59.1	108		64	42.559	388.2	-13.5	32.05
56	2019-07-03 11:40:16	2.676		28.71	28.71	1012.3	59.2	110		64	42.779	390.0	-13.6	32.04
57	2019-07-03 11:40:18	2.608		28.68	28.68	1012.5	59.3	112		64	42.985	391.5	-13.7	32.05
58	2019-07-03 11:40:20	2.544		28.64	28.64	1012.5	59.4	114		64	43.182	393.2	-13.8	32.04
59	2019-07-03 11:40:22	2.481		28.57	28.57	1012.4	59.5	116		64	43.381	394.6	-13.9	32.04
60	2019-07-03 11:40:24	2.420		28.50	28.50	1012.4	59.5	118		64	43.574	396.3	-13.6	32.05
61	2019-07-03 11:40:26	2.370		28.43	28.43	1012.5	59.4	120		64	43.736	398.0	-13.5	32.04
62	2019-07-03 11:40:28	2.315		28.38	28.38	1012.5	59.4	122		64	43.915	399.6	-13.7	32.04
63	2019-07-03 11:40:30	2.263		28.33	28.33	1012.4	59.4	124		64	44.081	401.0	-13.6	32.04
64	2019-07-03 11:40:32	2.216		28.30	28.30	1012.4	59.4	126		64	44.236	402.4	-13.7	32.04
65	2019-07-03 11:40:34	2.167		28.26	28.26	1012.4	59.5	128		64	44.397	403.4	-13.8	32.05
66	2019-07-03 11:40:36	2.119		28.22	28.22	1012.4	59.4	130		64	44.556	404.6	-13.9	32.04
67	2019-07-03 11:40:38	2.078		28.19	28.19	1012.5	59.3	132		64	44.692	406.0	-13.6	32.04
68	2019-07-03 11:40:40	2.034		28.18	28.18	1012.4	59.2	134		64	44.836	407.0	-13.5	32.04
69	2019-07-03 11:40:42	1.994		28.20	28.20	1012.4	59.2	136		64	44.967	407.9	-13.6	32.03
70	2019-07-03 11:40:44	1.956		28.28	28.28	1012.4	59.2	138		64	45.088	408.9	-13.5	32.04
71	2019-07-03 11:40:46	1.911		28.36	28.36	1012.4	59.2	140		64	45.233	410.1	-13.8	32.04
72	2019-07-03 11:40:48	1.880		28.32	28.32	1012.4	59.2	142		64	45.340	411.2	-13.6	32.04
73	2019-07-03 11:40:50	1.846		28.28	28.28	1012.5	59.2	144		64	45.461	411.9	-13.8	32.03
