#Log_File	LOG022
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-04-30 11:37:33	20.781		21.13	21.13	1022.0	49.8	0		64	21.045	182.7	-2.0	27.14
2	2019-04-30 11:37:35	20.621		21.22	21.22	1021.9	49.9	2		64	21.124	184.7	-13.9	27.13
3	2019-04-30 11:37:37	19.713		21.32	21.32	1021.9	49.7	4		64	21.624	190.2	-13.9	27.13
4	2019-04-30 11:37:39	18.784		21.42	21.42	1021.9	49.5	6		64	22.167	193.5	-14.0	27.13
5	2019-04-30 11:37:41	17.836		21.51	21.51	1021.9	49.5	8		64	22.757	200.5	-14.0	27.13
6	2019-04-30 11:37:43	16.949		21.59	21.59	1021.8	49.4	10		64	23.344	207.1	-14.1	27.13
7	2019-04-30 11:37:45	16.298		21.65	21.65	1021.8	49.3	12		64	23.798	211.3	-13.7	27.12
8	2019-04-30 11:37:47	15.682		21.67	21.67	1021.9	49.5	14		64	24.249	216.5	-14.0	27.11
9	2019-04-30 11:37:49	15.100		21.70	21.70	1021.9	49.8	16		64	24.695	220.9	-13.9	27.12
10	2019-04-30 11:37:51	14.545		21.72	21.72	1021.9	49.7	18		64	25.139	225.9	-13.8	27.11
11	2019-04-30 11:37:53	13.948		21.76	21.76	1022.0	49.8	20		64	25.635	220.1	-13.8	27.12
12	2019-04-30 11:37:55	13.360		21.68	21.68	1022.1	49.7	22		64	26.160	229.9	-13.8	27.12
13	2019-04-30 11:37:57	12.811		21.62	21.62	1022.0	49.7	24		64	26.675	234.7	-13.9	27.11
14	2019-04-30 11:37:59	12.334		21.56	21.56	1022.0	49.5	26		64	27.139	239.1	-14.0	27.10
15	2019-04-30 11:38:01	11.882		21.52	21.52	1022.0	49.3	28		64	27.596	243.5	-14.0	27.10
16	2019-04-30 11:38:03	11.463		21.47	21.47	1022.0	49.1	30		64	28.037	247.8	-14.1	27.10
17	2019-04-30 11:38:05	11.072		21.41	21.41	1022.0	49.0	32		64	28.464	251.7	-14.0	27.09
18	2019-04-30 11:38:07	10.700		21.34	21.34	1022.0	49.0	34		64	28.886	255.6	-13.9	27.09
19	2019-04-30 11:38:09	10.364		21.30	21.30	1022.0	48.8	36		64	29.276	259.6	-13.9	27.10
20	2019-04-30 11:38:11	10.015		21.24	21.24	1022.0	48.7	38		64	29.697	263.4	-13.7	27.09
21	2019-04-30 11:38:13	9.709		21.23	21.23	1022.0	48.7	40		64	30.072	267.3	-13.6	27.08
22	2019-04-30 11:38:15	9.393		21.20	21.20	1022.0	48.6	42		64	30.475	270.7	-13.9	27.07
23	2019-04-30 11:38:17	9.094		21.16	21.16	1022.0	48.5	44		64	30.868	274.1	-14.0	27.07
24	2019-04-30 11:38:19	8.827		21.12	21.12	1022.0	48.5	46		64	31.228	277.7	-13.8	27.06
25	2019-04-30 11:38:21	8.557		21.07	21.07	1022.0	48.5	48		64	31.605	281.3	-14.0	27.07
