#Log_File	LOG053
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-06 10:40:01	4.043		28.44	28.44	1014.6	67.6	1		64	39.101	359.9	-13.9	30.09
2	2019-07-06 10:40:03	3.820		28.47	28.47	1014.7	67.5	3		64	39.650	364.2	-14.2	30.10
3	2019-07-06 10:40:05	3.611		28.50	28.50	1014.7	67.5	5		64	40.179	369.2	-13.7	30.10
4	2019-07-06 10:40:07	3.416		28.55	28.55	1014.7	67.5	7		64	40.686	373.9	-13.8	30.11
5	2019-07-06 10:40:09	3.238		28.61	28.61	1014.6	67.4	9		64	41.162	377.9	-13.8	30.12
6	2019-07-06 10:40:11	3.076		28.64	28.64	1014.6	67.4	11		64	41.608	381.6	-13.9	30.11
7	2019-07-06 10:40:13	2.931		28.67	28.67	1014.6	67.3	13		64	42.018	385.0	-13.7	30.11
8	2019-07-06 10:40:15	2.795		28.70	28.70	1014.7	67.2	15		64	42.409	388.2	-13.8	30.11
9	2019-07-06 10:40:17	2.671		28.73	28.73	1014.6	67.1	17		64	42.775	391.3	-13.9	30.11
10	2019-07-06 10:40:19	2.551		28.75	28.75	1014.6	66.9	19		64	43.134	394.0	-13.9	30.10
11	2019-07-06 10:40:21	2.446		28.81	28.81	1014.7	66.8	21		64	43.451	397.0	-14.1	30.10
12	2019-07-06 10:40:23	2.349		28.81	28.81	1014.6	66.8	23		64	43.756	399.8	-14.2	30.10
13	2019-07-06 10:40:25	2.258		28.84	28.84	1014.7	66.8	25		64	44.042	402.1	-14.2	30.10
14	2019-07-06 10:40:27	2.175		28.86	28.86	1014.7	66.7	27		64	44.309	402.4	-13.9	30.10
15	2019-07-06 10:40:29	2.097		28.93	28.93	1014.6	66.6	29		64	44.556	404.9	-14.0	30.10
16	2019-07-06 10:40:31	2.024		29.02	29.02	1014.7	66.6	31		64	44.793	406.9	-13.9	30.10
17	2019-07-06 10:40:33	1.958		29.08	29.08	1014.7	66.5	33		64	45.007	408.4	-14.1	30.10
18	2019-07-06 10:40:35	1.896		29.15	29.15	1014.6	66.4	35		64	45.213	410.3	-14.1	30.10
19	2019-07-06 10:40:37	1.838		29.22	29.22	1014.7	66.4	37		64	45.405	411.3	-14.0	30.10
20	2019-07-06 10:40:39	1.785		29.27	29.27	1014.6	66.4	39		64	45.584	412.5	-13.9	30.10
21	2019-07-06 10:40:41	1.740		29.33	29.33	1014.7	66.3	41		64	45.738	413.6	-13.9	30.10
22	2019-07-06 10:40:43	1.693		29.38	29.38	1014.7	66.2	43		64	45.899	415.4	-13.7	30.09
23	2019-07-06 10:40:45	1.649		29.43	29.43	1014.7	66.2	45		64	46.051	416.2	-14.1	30.10
24	2019-07-06 10:40:47	1.608		29.49	29.49	1014.6	66.2	47		64	46.193	417.2	-13.6	30.09
25	2019-07-06 10:40:49	1.570		29.53	29.53	1014.6	66.2	49		64	46.327	418.3	-13.9	30.10
26	2019-07-06 10:40:51	1.537		29.58	29.58	1014.6	66.2	51		64	46.443	419.4	-14.0	30.09
27	2019-07-06 10:40:53	1.505		29.63	29.63	1014.6	66.1	53		64	46.555	420.2	-14.1	30.09
28	2019-07-06 10:40:55	1.476		29.66	29.66	1014.6	66.0	55		64	46.660	420.7	-14.0	30.09
29	2019-07-06 10:40:57	1.453		29.69	29.69	1014.6	66.0	57		64	46.743	421.6	-14.0	30.10
30	2019-07-06 10:40:59	1.425		29.72	29.72	1014.7	66.0	59		64	46.845	422.1	-13.9	30.10
31	2019-07-06 10:41:01	1.398		29.76	29.76	1014.7	66.1	61		64	46.942	422.9	-14.2	30.10
32	2019-07-06 10:41:03	1.377		29.78	29.78	1014.6	66.0	63		64	47.020	423.3	-14.2	30.09
33	2019-07-06 10:41:05	1.356		29.81	29.81	1014.6	66.0	65		64	47.095	424.0	-14.0	30.09
34	2019-07-06 10:41:07	1.336		29.83	29.83	1014.6	66.0	67		64	47.172	424.3	-14.0	30.09
35	2019-07-06 10:41:09	1.318		29.85	29.85	1014.6	66.0	69		64	47.237	425.0	-13.9	30.09
36	2019-07-06 10:41:11	1.300		29.87	29.87	1014.6	66.0	71		64	47.304	425.4	-13.9	30.08
37	2019-07-06 10:41:13	1.283		29.89	29.89	1014.7	65.9	73		64	47.367	426.1	-14.1	30.08
38	2019-07-06 10:41:15	1.271		29.91	29.91	1014.6	65.9	75		64	47.412	426.3	-14.0	30.07
39	2019-07-06 10:41:17	1.253		29.93	29.93	1014.6	65.8	77		64	47.477	427.0	-14.1	30.08
40	2019-07-06 10:41:19	1.241		29.96	29.96	1014.6	65.8	79		64	47.520	427.2	-14.1	30.08
41	2019-07-06 10:41:21	1.228		29.97	29.97	1014.6	65.8	81		64	47.570	427.4	-13.9	30.07
42	2019-07-06 10:41:23	1.214		29.99	29.99	1014.7	65.8	83		64	47.623	427.8	-14.0	30.08
43	2019-07-06 10:41:25	1.203		30.00	30.00	1014.6	65.9	85		64	47.667	428.2	-14.1	30.07
44	2019-07-06 10:41:27	1.190		30.01	30.01	1014.6	65.9	87		64	47.717	428.5	-13.7	30.07
45	2019-07-06 10:41:29	1.179		30.04	30.04	1014.6	65.9	89		64	47.757	428.9	-13.8	30.08
46	2019-07-06 10:41:31	1.169		30.06	30.06	1014.6	65.8	91		64	47.794	429.2	-13.9	30.08
47	2019-07-06 10:41:33	1.158		30.08	30.08	1014.6	65.7	93		64	47.834	429.1	-14.0	30.08
48	2019-07-06 10:41:35	1.149		30.10	30.10	1014.6	65.7	95		64	47.871	429.6	-13.9	30.07
49	2019-07-06 10:41:37	1.141		30.13	30.13	1014.6	65.7	97		64	47.897	429.8	-13.8	30.07
50	2019-07-06 10:41:39	1.131		30.16	30.16	1014.6	65.7	99		64	47.938	430.3	-13.9	30.07
51	2019-07-06 10:41:41	1.122		30.18	30.18	1014.6	65.8	101		64	47.969	430.4	-14.0	30.07
52	2019-07-06 10:41:43	1.115		30.21	30.21	1014.6	65.7	103		64	47.998	430.6	-14.0	30.07
53	2019-07-06 10:41:45	1.106		30.23	30.23	1014.6	65.7	105		64	48.030	430.8	-13.9	30.06
54	2019-07-06 10:41:47	1.096		30.28	30.28	1014.7	65.7	107		64	48.068	430.9	-13.9	30.07
55	2019-07-06 10:41:49	1.092		30.32	30.32	1014.6	65.6	109		64	48.081	431.1	-13.8	30.06
56	2019-07-06 10:41:51	1.084		30.35	30.35	1014.6	65.6	111		64	48.111	431.5	-13.9	30.06
57	2019-07-06 10:41:53	1.075		30.38	30.38	1014.7	65.6	113		64	48.143	431.7	-14.0	30.06
58	2019-07-06 10:41:55	1.065		30.41	30.41	1014.6	65.7	115		64	48.181	431.5	-14.0	30.06
