#Log_File	LOG059
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-06 11:39:21	10.431		27.53	27.53	1014.2	74.0	0		64	28.537	258.3	-14.0	28.30
2	2019-07-06 11:39:23	9.968		27.52	27.52	1014.2	74.1	2		64	29.085	264.3	-13.7	28.30
3	2019-07-06 11:39:25	9.394		27.51	27.51	1014.2	74.1	4		64	29.799	264.8	-13.9	28.32
4	2019-07-06 11:39:27	8.869		27.48	27.48	1014.2	74.1	6		64	30.492	269.4	-13.8	28.32
5	2019-07-06 11:39:29	8.368		27.45	27.45	1014.1	74.1	8		64	31.189	275.7	-14.0	28.33
6	2019-07-06 11:39:31	7.910		27.43	27.43	1014.1	74.1	10		64	31.859	282.1	-13.9	28.33
7	2019-07-06 11:39:33	7.473		27.41	27.41	1014.1	74.1	12		64	32.530	287.9	-14.1	28.34
8	2019-07-06 11:39:35	7.070		27.37	27.37	1014.1	74.1	14		64	33.181	294.1	-13.9	28.34
9	2019-07-06 11:39:37	6.688		27.35	27.35	1014.1	74.1	16		64	33.824	299.7	-14.1	28.34
10	2019-07-06 11:39:39	6.328		27.34	27.34	1014.2	74.1	18		64	34.458	305.5	-13.8	28.34
11	2019-07-06 11:39:41	5.993		27.32	27.32	1014.2	74.1	20		64	35.072	310.9	-13.9	28.35
12	2019-07-06 11:39:43	5.671		27.30	27.30	1014.1	74.1	22		64	35.690	318.7	-14.1	28.35
13	2019-07-06 11:39:45	5.377		27.26	27.26	1014.2	74.2	24		64	36.276	319.6	-13.9	28.35
14	2019-07-06 11:39:47	5.090		27.22	27.22	1014.1	74.3	26		64	36.872	325.9	-14.0	28.35
15	2019-07-06 11:39:49	4.823		27.18	27.18	1014.2	74.3	28		64	37.445	331.5	-13.9	28.36
16	2019-07-06 11:39:51	4.573		27.14	27.14	1014.1	74.3	30		64	38.003	336.1	-14.0	28.35
17	2019-07-06 11:39:53	4.340		27.10	27.10	1014.2	74.3	32		64	38.539	340.6	-14.0	28.37
18	2019-07-06 11:39:55	4.112		27.07	27.07	1014.2	74.3	34		64	39.078	340.8	-13.8	28.36
19	2019-07-06 11:39:57	3.904		27.04	27.04	1014.1	74.3	36		64	39.589	344.7	-13.8	28.37
20	2019-07-06 11:39:59	3.704		27.01	27.01	1014.1	74.2	38		64	40.091	348.6	-14.0	28.37
21	2019-07-06 11:40:01	3.518		26.97	26.97	1014.1	74.2	40		64	40.575	352.6	-13.7	28.37
22	2019-07-06 11:40:03	3.342		26.95	26.95	1014.2	74.2	42		64	41.041	356.5	-13.9	28.38
23	2019-07-06 11:40:05	3.171		26.93	26.93	1014.2	74.2	44		64	41.506	360.2	-13.8	28.38
24	2019-07-06 11:40:07	3.016		26.91	26.91	1014.2	74.1	46		64	41.940	363.6	-13.7	28.39
25	2019-07-06 11:40:09	2.869		26.89	26.89	1014.2	74.1	48		64	42.361	367.3	-13.9	28.40
26	2019-07-06 11:40:11	2.727		26.88	26.88	1014.2	74.1	50		64	42.773	370.5	-14.1	28.39
27	2019-07-06 11:40:13	2.598		26.86	26.86	1014.2	74.0	52		64	43.158	373.6	-13.8	28.40
28	2019-07-06 11:40:15	2.467		26.85	26.85	1014.2	74.0	54		64	43.554	376.8	-13.9	28.40
29	2019-07-06 11:40:17	2.351		26.83	26.83	1014.2	74.0	56		64	43.915	379.5	-13.8	28.39
30	2019-07-06 11:40:19	2.239		26.81	26.81	1014.2	74.0	58		64	44.267	382.0	-13.8	28.40
31	2019-07-06 11:40:21	2.129		26.79	26.79	1014.2	74.0	60		64	44.623	384.7	-13.8	28.40
32	2019-07-06 11:40:23	2.029		26.77	26.77	1014.2	74.0	62		64	44.949	387.4	-13.9	28.40
33	2019-07-06 11:40:25	1.937		26.76	26.76	1014.2	74.0	64		64	45.252	390.0	-13.8	28.39
34	2019-07-06 11:40:27	1.844		26.74	26.74	1014.2	74.0	66		64	45.566	392.1	-13.9	28.41
35	2019-07-06 11:40:29	1.762		26.74	26.74	1014.2	74.0	68		64	45.846	394.7	-13.9	28.40
36	2019-07-06 11:40:31	1.684		26.73	26.73	1014.2	74.0	70		64	46.114	396.7	-14.1	28.40
37	2019-07-06 11:40:33	1.606		26.71	26.71	1014.2	74.0	72		64	46.388	398.6	-14.0	28.41
38	2019-07-06 11:40:35	1.534		26.70	26.70	1014.1	74.0	74		64	46.642	400.3	-13.7	28.40
39	2019-07-06 11:40:37	1.471		26.69	26.69	1014.1	73.9	76		64	46.870	402.1	-13.6	28.41
40	2019-07-06 11:40:39	1.405		26.68	26.68	1014.2	73.9	78		64	47.109	403.9	-13.7	28.41
41	2019-07-06 11:40:41	1.342		26.68	26.68	1014.2	73.9	80		64	47.338	405.3	-13.7	28.40
42	2019-07-06 11:40:43	1.286		26.67	26.67	1014.2	73.9	82		64	47.546	407.1	-14.0	28.41
43	2019-07-06 11:40:45	1.234		26.65	26.65	1014.2	73.9	84		64	47.742	408.4	-13.9	28.41
44	2019-07-06 11:40:47	1.181		26.64	26.64	1014.2	73.9	86		64	47.939	409.7	-13.7	28.41
45	2019-07-06 11:40:49	1.132		26.63	26.63	1014.2	73.9	88		64	48.126	411.1	-13.9	28.41
46	2019-07-06 11:40:51	1.090		26.61	26.61	1014.2	73.9	90		64	48.287	412.4	-14.0	28.41
47	2019-07-06 11:40:53	1.047		26.60	26.60	1014.2	73.9	92		64	48.453	413.4	-13.9	28.41
48	2019-07-06 11:40:55	1.006		26.59	26.59	1014.2	73.9	94		64	48.613	414.6	-14.0	28.41
