#Log_File	LOG023
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-04-30 11:48:15	20.244		22.54	22.54	1022.0	54.9	0		64	21.185	187.9	-7.4	24.32
2	2019-04-30 11:48:17	20.246		22.63	22.63	1021.9	54.8	2		64	21.174	190.4	-7.7	24.33
3	2019-04-30 11:48:19	20.256		22.67	22.67	1021.9	54.8	4		64	21.164	190.1	-13.6	24.34
4	2019-04-30 11:48:21	19.341		22.62	22.62	1021.9	54.8	6		64	21.695	187.1	-13.9	24.35
5	2019-04-30 11:48:23	18.335		22.53	22.53	1021.9	54.6	8		64	22.319	195.4	-14.0	24.37
6	2019-04-30 11:48:25	17.521		22.49	22.49	1021.9	54.6	10		64	22.850	201.8	-13.8	24.38
7	2019-04-30 11:48:27	16.814		22.43	22.43	1022.0	54.6	12		64	23.338	206.0	-13.9	24.40
8	2019-04-30 11:48:29	16.155		22.35	22.35	1022.0	54.5	14		64	23.817	210.0	-13.7	24.40
9	2019-04-30 11:48:31	15.565		22.34	22.34	1022.0	54.3	16		64	24.257	214.4	-13.7	24.42
10	2019-04-30 11:48:33	15.046		22.35	22.35	1022.0	54.3	18		64	24.659	218.4	-13.5	24.42
11	2019-04-30 11:48:35	14.560		22.33	22.33	1022.0	54.3	20		64	25.053	222.3	-13.7	24.44
12	2019-04-30 11:48:37	14.115		22.29	22.29	1022.0	54.3	22		64	25.428	226.1	-13.9	24.45
13	2019-04-30 11:48:39	13.666		22.24	22.24	1022.0	54.3	24		64	25.822	229.5	-13.8	24.46
14	2019-04-30 11:48:41	13.293		22.16	22.16	1022.0	54.3	26		64	26.163	233.0	-13.8	24.47
15	2019-04-30 11:48:43	12.929		22.04	22.04	1022.0	54.3	28		64	26.512	236.2	-13.9	24.49
16	2019-04-30 11:48:45	12.588		21.96	21.96	1022.1	54.3	30		64	26.844	239.6	-13.7	24.49
17	2019-04-30 11:48:47	12.248		21.92	21.92	1022.0	54.4	32		64	27.179	242.8	-13.6	24.51
18	2019-04-30 11:48:49	11.941		21.85	21.85	1022.0	54.4	34		64	27.495	245.9	-13.8	24.51
19	2019-04-30 11:48:51	11.626		21.84	21.84	1022.1	54.3	36		64	27.820	249.1	-13.8	24.52
20	2019-04-30 11:48:53	11.334		21.85	21.85	1022.1	54.1	38		64	28.126	252.1	-13.7	24.52
21	2019-04-30 11:48:55	11.048		21.81	21.81	1022.0	54.0	40		64	28.441	255.1	-13.7	24.53
22	2019-04-30 11:48:57	10.793		21.76	21.76	1022.0	53.8	42		64	28.729	257.9	-13.6	24.53
23	2019-04-30 11:48:59	10.527		21.70	21.70	1022.1	53.8	44		64	29.037	260.6	-13.7	24.55
24	2019-04-30 11:49:01	10.299		21.66	21.66	1022.1	53.8	46		64	29.307	263.2	-13.7	24.55
25	2019-04-30 11:49:03	10.063		21.62	21.62	1022.0	53.8	48		64	29.591	265.9	-13.6	24.56
26	2019-04-30 11:49:05	9.836		21.60	21.60	1022.0	53.8	50		64	29.870	268.6	-13.6	24.56
27	2019-04-30 11:49:07	9.626		21.58	21.58	1022.0	53.7	52		64	30.131	271.0	-13.6	24.56
28	2019-04-30 11:49:09	9.419		21.58	21.58	1022.0	53.7	54		64	30.394	273.6	-13.7	24.56
29	2019-04-30 11:49:11	9.235		21.58	21.58	1022.0	53.7	56		64	30.630	275.9	-13.7	24.56
30	2019-04-30 11:49:13	9.040		21.57	21.57	1022.0	53.7	58		64	30.888	278.5	-13.7	24.56
31	2019-04-30 11:49:15	8.849		21.55	21.55	1022.1	53.6	60		64	31.146	280.8	-13.7	24.56
32	2019-04-30 11:49:17	8.673		21.51	21.51	1022.1	53.6	62		64	31.388	283.0	-13.8	24.56
33	2019-04-30 11:49:19	8.509		21.51	21.51	1022.1	53.6	64		64	31.616	285.2	-13.9	24.56
34	2019-04-30 11:49:21	8.347		21.52	21.52	1022.0	53.6	66		64	31.844	287.5	-13.8	24.57
35	2019-04-30 11:49:23	8.192		21.52	21.52	1022.1	53.6	68		64	32.065	289.7	-13.7	24.57
36	2019-04-30 11:49:25	8.035		21.53	21.53	1022.0	53.6	70		64	32.293	291.7	-13.7	24.55
37	2019-04-30 11:49:27	7.895		21.50	21.50	1022.0	53.6	72		64	32.505	293.7	-13.8	24.55
38	2019-04-30 11:49:29	7.759		21.48	21.48	1022.0	53.6	74		64	32.710	295.5	-13.6	24.55
39	2019-04-30 11:49:31	7.622		21.47	21.47	1022.0	53.6	76		64	32.922	297.5	-13.9	24.55
40	2019-04-30 11:49:33	7.493		21.49	21.49	1022.0	53.6	78		64	33.119	299.4	-13.7	24.55
41	2019-04-30 11:49:35	7.364		21.51	21.51	1022.1	53.6	80		64	33.317	301.2	-13.8	24.54
42	2019-04-30 11:49:37	7.245		21.53	21.53	1022.0	53.6	82		64	33.504	303.1	-14.0	24.54
43	2019-04-30 11:49:39	7.127		21.56	21.56	1021.9	53.6	84		64	33.692	304.9	-13.7	24.54
44	2019-04-30 11:49:41	7.017		21.58	21.58	1022.0	53.6	86		64	33.868	306.6	-13.8	24.53
45	2019-04-30 11:49:43	6.908		21.60	21.60	1022.0	53.6	88		64	34.047	308.2	-13.7	24.53
46	2019-04-30 11:49:45	6.802		21.62	21.62	1022.0	53.5	90		64	34.221	309.7	-13.9	24.53
47	2019-04-30 11:49:47	6.706		21.62	21.62	1022.1	53.5	92		64	34.381	311.2	-14.0	24.53
48	2019-04-30 11:49:49	6.612		21.61	21.61	1022.0	53.4	94		64	34.545	312.6	-14.0	24.54
49	2019-04-30 11:49:51	6.519		21.57	21.57	1022.1	53.4	96		64	34.710	314.4	-13.9	24.52
50	2019-04-30 11:49:53	6.432		21.54	21.54	1022.0	53.5	98		64	34.867	315.7	-13.9	24.51
51	2019-04-30 11:49:55	6.346		21.54	21.54	1022.0	53.5	100		64	35.019	316.8	-13.8	24.52
52	2019-04-30 11:49:57	6.260		21.54	21.54	1022.0	53.5	102		64	35.172	318.3	-14.0	24.51
53	2019-04-30 11:49:59	6.184		21.54	21.54	1022.0	53.6	104		64	35.308	319.6	-14.0	24.51
54	2019-04-30 11:50:01	6.103		21.56	21.56	1022.0	53.6	106		64	35.452	321.0	-14.0	24.51
55	2019-04-30 11:50:03	6.027		21.57	21.57	1022.0	53.7	108		64	35.592	322.1	-13.8	24.49
56	2019-04-30 11:50:05	5.958		21.58	21.58	1022.0	53.7	110		64	35.717	323.4	-13.8	24.50
57	2019-04-30 11:50:07	5.890		21.59	21.59	1022.0	53.7	112		64	35.843	324.7	-14.0	24.49
58	2019-04-30 11:50:09	5.813		21.62	21.62	1022.0	53.8	114		64	35.985	325.9	-13.8	24.49
59	2019-04-30 11:50:11	5.745		21.64	21.64	1022.1	53.9	116		64	36.112	326.9	-13.9	24.48
60	2019-04-30 11:50:13	5.682		21.65	21.65	1022.0	53.8	118		64	36.231	328.0	-13.9	24.47
61	2019-04-30 11:50:15	5.627		21.65	21.65	1022.0	53.8	120		64	36.337	329.1	-13.7	24.47
62	2019-04-30 11:50:17	5.557		21.67	21.67	1022.0	53.7	122		64	36.471	330.0	-13.9	24.46
63	2019-04-30 11:50:19	5.507		21.67	21.67	1022.0	53.7	124		64	36.569	331.2	-13.9	24.47
