#Log_File	LOG043
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 11:04:30	20.521		25.00	25.00	1012.5	62.2	0		64	20.868	165.9	-8.0	30.12
2	2019-07-03 11:04:32	20.548		24.91	24.91	1012.5	62.4	2		64	20.862	166.7	-8.3	30.11
3	2019-07-03 11:04:34	20.584		24.87	24.87	1012.5	62.4	4		64	20.847	167.8	-8.2	30.13
4	2019-07-03 11:04:36	20.574		24.88	24.88	1012.5	62.2	6		64	20.851	166.9	-10.1	30.13
5	2019-07-03 11:04:38	20.031		24.94	24.94	1012.6	62.1	8		64	21.147	169.7	-13.9	30.13
6	2019-07-03 11:04:40	19.094		24.95	24.95	1012.5	62.0	10		64	21.689	175.1	-14.0	30.13
7	2019-07-03 11:04:42	18.220		24.95	24.95	1012.5	61.9	12		64	22.227	187.7	-13.7	30.14
8	2019-07-03 11:04:44	17.384		24.98	24.98	1012.6	61.8	14		64	22.766	193.5	-13.9	30.15
9	2019-07-03 11:04:46	16.619		24.98	24.98	1012.5	61.7	16		64	23.292	199.0	-13.9	30.15
10	2019-07-03 11:04:48	15.917		24.97	24.97	1012.6	61.8	18		64	23.798	210.4	-13.7	30.16
11	2019-07-03 11:04:50	15.265		24.99	24.99	1012.6	61.9	20		64	24.288	217.2	-13.9	30.18
12	2019-07-03 11:04:52	14.630		25.05	25.05	1012.6	62.0	22		64	24.785	221.7	-13.9	30.18
13	2019-07-03 11:04:54	14.037		25.12	25.12	1012.7	62.0	24		64	25.269	226.5	-13.9	30.18
14	2019-07-03 11:04:56	13.495		25.14	25.14	1012.7	62.0	26		64	25.737	231.2	-13.9	30.20
15	2019-07-03 11:04:58	12.951		25.17	25.17	1012.6	62.1	28		64	26.228	236.0	-13.9	30.20
16	2019-07-03 11:05:00	12.462		25.17	25.17	1012.6	62.1	30		64	26.690	240.6	-13.8	30.20
17	2019-07-03 11:05:02	11.972		25.17	25.17	1012.6	62.1	32		64	27.175	245.2	-13.8	30.21
18	2019-07-03 11:05:04	11.523		25.17	25.17	1012.6	62.1	34		64	27.635	249.8	-13.8	30.21
19	2019-07-03 11:05:06	11.105		25.19	25.19	1012.6	62.1	36		64	28.078	254.1	-13.9	30.21
20	2019-07-03 11:05:08	10.698		25.21	25.21	1012.6	61.8	38		64	28.526	258.5	-13.8	30.20
21	2019-07-03 11:05:10	10.309		25.17	25.17	1012.6	61.6	40		64	28.978	262.9	-13.8	30.22
22	2019-07-03 11:05:12	9.932		25.11	25.11	1012.6	61.3	42		64	29.434	267.3	-13.9	30.22
23	2019-07-03 11:05:14	9.584		25.05	25.05	1012.6	61.3	44		64	29.870	271.5	-13.8	30.23
24	2019-07-03 11:05:16	9.237		25.03	25.03	1012.6	61.4	46		64	30.316	275.6	-13.9	30.23
25	2019-07-03 11:05:18	8.920		25.02	25.02	1012.6	61.5	48		64	30.735	279.7	-13.8	30.23
26	2019-07-03 11:05:20	8.611		25.04	25.04	1012.5	61.5	50		64	31.155	283.7	-13.8	30.24
27	2019-07-03 11:05:22	8.304		25.05	25.05	1012.6	61.4	52		64	31.583	287.8	-13.7	30.24
28	2019-07-03 11:05:24	8.020		25.10	25.10	1012.6	61.5	54		64	31.990	291.7	-14.1	30.24
29	2019-07-03 11:05:26	7.738		25.14	25.14	1012.7	61.5	56		64	32.407	295.6	-13.8	30.23
30	2019-07-03 11:05:28	7.484		25.12	25.12	1012.6	61.6	58		64	32.800	299.6	-13.8	30.25
31	2019-07-03 11:05:30	7.240		25.11	25.11	1012.6	61.6	60		64	33.189	303.1	-13.8	30.24
32	2019-07-03 11:05:32	6.994		25.15	25.15	1012.6	61.7	62		64	33.584	306.8	-14.0	30.24
33	2019-07-03 11:05:34	6.766		25.20	25.20	1012.6	61.7	64		64	33.961	310.3	-13.9	30.25
34	2019-07-03 11:05:36	6.540		25.21	25.21	1012.7	61.8	66		64	34.345	313.7	-13.8	30.25
35	2019-07-03 11:05:38	6.339		25.23	25.23	1012.6	62.0	68		64	34.700	317.3	-13.8	30.25
36	2019-07-03 11:05:40	6.136		25.25	25.25	1012.7	62.1	70		64	35.063	320.9	-13.9	30.25
37	2019-07-03 11:05:42	5.942		25.25	25.25	1012.6	62.2	72		64	35.423	324.0	-13.7	30.25
38	2019-07-03 11:05:44	5.757		25.26	25.26	1012.6	62.3	74		64	35.772	327.3	-13.8	30.25
39	2019-07-03 11:05:46	5.586		25.24	25.24	1012.6	62.4	76		64	36.105	330.4	-13.9	30.25
40	2019-07-03 11:05:48	5.410		25.28	25.28	1012.6	62.4	78		64	36.449	333.6	-14.0	30.24
41	2019-07-03 11:05:50	5.246		25.32	25.32	1012.5	62.4	80		64	36.776	336.2	-13.9	30.25
42	2019-07-03 11:05:52	5.087		25.38	25.38	1012.5	62.4	82		64	37.099	339.1	-14.0	30.25
43	2019-07-03 11:05:54	4.941		25.41	25.41	1012.6	62.5	84		64	37.402	341.9	-13.9	30.26
44	2019-07-03 11:05:56	4.800		25.45	25.45	1012.5	62.6	86		64	37.700	344.7	-13.9	30.25
45	2019-07-03 11:05:58	4.658		25.50	25.50	1012.6	62.6	88		64	38.006	347.5	-13.6	30.26
46	2019-07-03 11:06:00	4.528		25.55	25.55	1012.6	62.6	90		64	38.290	350.0	-13.8	30.26
47	2019-07-03 11:06:02	4.392		25.57	25.57	1012.6	62.5	92		64	38.597	352.6	-13.7	30.26
48	2019-07-03 11:06:04	4.276		25.59	25.59	1012.6	62.3	94		64	38.861	354.8	-13.8	30.26
49	2019-07-03 11:06:06	4.161		25.60	25.60	1012.6	62.2	96		64	39.132	357.3	-13.7	30.26
50	2019-07-03 11:06:08	4.050		25.61	25.61	1012.6	62.1	98		64	39.394	359.4	-13.7	30.27
51	2019-07-03 11:06:10	3.944		25.63	25.63	1012.6	62.0	100		64	39.649	361.8	-13.7	30.27
52	2019-07-03 11:06:12	3.839		25.64	25.64	1012.6	62.0	102		64	39.905	364.0	-13.9	30.26
53	2019-07-03 11:06:14	3.741		25.66	25.66	1012.6	62.0	104		64	40.148	366.1	-13.8	30.26
54	2019-07-03 11:06:16	3.647		25.67	25.67	1012.6	62.1	106		64	40.385	368.1	-14.2	30.26
55	2019-07-03 11:06:18	3.554		25.70	25.70	1012.6	62.1	108		64	40.620	370.2	-13.9	30.26
56	2019-07-03 11:06:20	3.471		25.71	25.71	1012.6	62.1	110		64	40.834	372.2	-13.8	30.27
57	2019-07-03 11:06:22	3.387		25.74	25.74	1012.6	62.2	112		64	41.051	373.8	-13.7	30.26
58	2019-07-03 11:06:24	3.303		25.78	25.78	1012.6	62.1	114		64	41.270	375.6	-13.9	30.26
59	2019-07-03 11:06:26	3.226		25.83	25.83	1012.6	62.1	116		64	41.474	377.7	-13.9	30.26
60	2019-07-03 11:06:28	3.148		25.87	25.87	1012.7	62.0	118		64	41.683	379.1	-13.8	30.26
61	2019-07-03 11:06:30	3.077		25.91	25.91	1012.6	62.0	120		64	41.875	380.7	-13.9	30.25
62	2019-07-03 11:06:32	3.005		25.94	25.94	1012.6	62.1	122		64	42.070	382.4	-14.1	30.26
63	2019-07-03 11:06:34	2.940		25.98	25.98	1012.6	62.1	124		64	42.252	383.9	-13.8	30.26
64	2019-07-03 11:06:36	2.875		26.01	26.01	1012.6	62.2	126		64	42.432	385.4	-13.7	30.26
65	2019-07-03 11:06:38	2.813		26.04	26.04	1012.6	62.1	128		64	42.609	386.6	-13.9	30.25
66	2019-07-03 11:06:40	2.755		26.09	26.09	1012.6	61.9	130		64	42.771	387.8	-13.8	30.26
67	2019-07-03 11:06:42	2.699		26.13	26.13	1012.6	61.7	132		64	42.932	389.3	-13.9	30.26
68	2019-07-03 11:06:44	2.644		26.16	26.16	1012.7	61.6	134		64	43.091	390.5	-13.9	30.27
69	2019-07-03 11:06:46	2.588		26.18	26.18	1012.6	61.3	136		64	43.257	391.9	-13.9	30.25
70	2019-07-03 11:06:48	2.538		26.20	26.20	1012.6	61.3	138		64	43.406	393.0	-13.7	30.26
