#Log_File	LOG045
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 11:28:48	20.227		27.61	27.61	1012.4	62.5	0		64	20.754	181.2	-8.1	30.17
2	2019-07-03 11:28:50	20.225		27.57	27.57	1012.5	62.6	2		64	20.758	182.0	-8.0	30.17
3	2019-07-03 11:28:52	20.250		27.53	27.53	1012.5	62.8	4		64	20.749	182.9	-5.8	30.18
4	2019-07-03 11:28:54	20.238		27.51	27.51	1012.5	63.0	6		64	20.758	182.5	-6.8	30.18
5	2019-07-03 11:28:56	20.053		27.52	27.52	1012.5	63.1	8		64	20.860	181.4	-13.8	30.19
6	2019-07-03 11:28:58	19.125		27.49	27.49	1012.4	63.2	10		64	21.398	189.6	-13.9	30.18
7	2019-07-03 11:29:00	18.195		27.49	27.49	1012.5	63.3	12		64	21.966	194.5	-13.9	30.20
8	2019-07-03 11:29:02	17.326		27.49	27.49	1012.5	63.3	14		64	22.528	200.6	-13.8	30.20
9	2019-07-03 11:29:04	16.505		27.50	27.50	1012.4	63.4	16		64	23.090	206.0	-14.0	30.20
10	2019-07-03 11:29:06	15.759		27.51	27.51	1012.5	63.5	18		64	23.630	211.4	-13.8	30.19
11	2019-07-03 11:29:08	15.036		27.52	27.52	1012.5	63.6	20		64	24.179	216.7	-14.1	30.18
12	2019-07-03 11:29:10	14.388		27.53	27.53	1012.5	63.6	22		64	24.700	222.0	-13.8	30.20
13	2019-07-03 11:29:12	13.759		27.56	27.56	1012.5	63.7	24		64	25.227	227.0	-14.0	30.20
14	2019-07-03 11:29:14	13.184		27.56	27.56	1012.5	63.7	26		64	25.738	232.1	-14.0	30.20
15	2019-07-03 11:29:16	12.620		27.56	27.56	1012.4	63.7	28		64	26.261	237.3	-14.0	30.19
16	2019-07-03 11:29:18	12.101		27.57	27.57	1012.5	63.7	30		64	26.765	242.1	-13.9	30.20
17	2019-07-03 11:29:20	11.612		27.58	27.58	1012.5	63.7	32		64	27.258	246.7	-13.7	30.20
18	2019-07-03 11:29:22	11.166		27.59	27.59	1012.5	63.7	34		64	27.729	251.5	-13.9	30.20
19	2019-07-03 11:29:24	10.730		27.61	27.61	1012.4	63.7	36		64	28.207	256.3	-13.9	30.20
20	2019-07-03 11:29:26	10.329		27.63	27.63	1012.5	63.7	38		64	28.664	260.8	-13.7	30.20
21	2019-07-03 11:29:28	9.968		27.65	27.65	1012.4	63.6	40		64	29.090	264.9	-13.7	30.20
22	2019-07-03 11:29:30	9.621		27.70	27.70	1012.4	63.7	42		64	29.510	269.1	-13.8	30.22
23	2019-07-03 11:29:32	9.302		27.73	27.73	1012.5	63.7	44		64	29.912	273.0	-13.8	30.22
24	2019-07-03 11:29:34	9.018		27.75	27.75	1012.4	63.7	46		64	30.280	276.7	-13.8	30.22
