#Log_File	LOG047
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 11:52:59	2.749		27.56	27.56	1012.3	53.4	1		64	42.663	370.4	-14.0	34.07
2	2019-07-03 11:53:00	2.745		27.53	27.53	1012.4	53.3	2		64	42.676	370.7	-13.8	34.06
3	2019-07-03 11:53:02	2.735		27.46	27.46	1012.3	53.2	4		64	42.711	371.2	-13.9	34.06
4	2019-07-03 11:53:04	2.725		27.41	27.41	1012.4	53.4	6		64	42.745	378.9	-13.9	34.07
5	2019-07-03 11:53:06	2.703		27.48	27.48	1012.5	53.7	8		64	42.803	376.0	-13.7	34.07
6	2019-07-03 11:53:08	2.691		27.58	27.58	1012.5	54.1	10		64	42.830	375.2	-13.9	34.07
7	2019-07-03 11:53:10	2.674		27.69	27.69	1012.5	54.6	12		64	42.872	375.4	-13.8	34.07
8	2019-07-03 11:53:12	2.658		27.78	27.78	1012.5	55.2	14		64	42.910	375.7	-13.7	34.07
9	2019-07-03 11:53:14	2.643		27.85	27.85	1012.5	55.6	16		64	42.949	376.1	-14.0	34.06
10	2019-07-03 11:53:16	2.627		27.93	27.93	1012.4	55.8	18		64	42.992	376.2	-13.9	34.06
11	2019-07-03 11:53:18	2.612		28.00	28.00	1012.5	55.9	20		64	43.029	376.6	-13.8	34.05
12	2019-07-03 11:53:20	2.598		28.05	28.05	1012.5	55.7	22		64	43.066	377.0	-13.9	34.05
13	2019-07-03 11:53:22	2.591		28.10	28.10	1012.4	55.4	24		64	43.084	377.3	-13.8	34.04
14	2019-07-03 11:53:24	2.573		28.14	28.14	1012.5	55.4	26		64	43.135	377.6	-13.9	34.03
15	2019-07-03 11:53:26	2.558		28.17	28.17	1012.4	55.4	28		64	43.180	378.1	-14.1	34.04
16	2019-07-03 11:53:28	2.549		28.19	28.19	1012.4	55.4	30		64	43.206	378.1	-14.0	34.02
17	2019-07-03 11:53:30	2.538		28.22	28.22	1012.5	55.3	32		64	43.236	378.3	-14.0	34.01
18	2019-07-03 11:53:32	2.520		28.26	28.26	1012.4	55.1	34		64	43.286	378.5	-13.9	34.01
19	2019-07-03 11:53:34	2.509		28.30	28.30	1012.5	54.9	36		64	43.318	378.8	-14.0	34.01
20	2019-07-03 11:53:36	2.496		28.34	28.34	1012.4	55.0	38		64	43.353	379.4	-13.9	33.99
21	2019-07-03 11:53:38	2.483		28.39	28.39	1012.4	55.0	40		64	43.389	381.3	-14.0	33.99
22	2019-07-03 11:53:40	2.474		28.42	28.42	1012.5	55.1	42		64	43.416	379.1	-13.9	33.99
23	2019-07-03 11:53:42	2.457		28.49	28.49	1012.4	55.3	44		64	43.461	379.4	-14.0	33.99
24	2019-07-03 11:53:44	2.445		28.51	28.51	1012.5	55.5	46		64	43.496	379.6	-13.8	33.99
25	2019-07-03 11:53:46	2.435		28.53	28.53	1012.4	55.6	48		64	43.527	380.0	-13.9	33.99
26	2019-07-03 11:53:48	2.425		28.56	28.56	1012.4	55.5	50		64	43.556	380.2	-14.1	33.98
27	2019-07-03 11:53:50	2.412		28.60	28.60	1012.4	55.4	52		64	43.593	380.4	-14.0	33.98
28	2019-07-03 11:53:52	2.396		28.64	28.64	1012.5	55.4	54		64	43.638	380.7	-14.0	33.98
29	2019-07-03 11:53:54	2.389		28.67	28.67	1012.4	55.4	56		64	43.658	381.0	-13.8	33.99
30	2019-07-03 11:53:56	2.377		28.68	28.68	1012.5	55.5	58		64	43.693	381.0	-13.9	33.98
31	2019-07-03 11:53:58	2.364		28.71	28.71	1012.5	55.4	60		64	43.733	381.5	-13.9	33.98
32	2019-07-03 11:54:00	2.355		28.74	28.74	1012.4	55.4	62		64	43.759	381.6	-13.9	33.98
33	2019-07-03 11:54:02	2.346		28.76	28.76	1012.5	55.3	64		64	43.785	382.0	-13.8	33.98
34	2019-07-03 11:54:04	2.337		28.78	28.78	1012.4	55.0	66		64	43.812	381.9	-14.0	33.98
35	2019-07-03 11:54:06	2.327		28.78	28.78	1012.5	54.8	68		64	43.844	382.2	-13.9	33.98
36	2019-07-03 11:54:08	2.315		28.80	28.80	1012.5	54.8	70		64	43.881	382.5	-13.9	33.98
37	2019-07-03 11:54:10	2.303		28.82	28.82	1012.5	54.9	72		64	43.914	383.0	-14.0	33.98
38	2019-07-03 11:54:12	2.297		28.85	28.85	1012.5	55.1	74		64	43.932	383.1	-13.9	33.99
39	2019-07-03 11:54:14	2.285		28.87	28.87	1012.4	55.0	76		64	43.969	383.4	-14.0	33.97
40	2019-07-03 11:54:16	2.272		28.90	28.90	1012.4	55.0	78		64	44.007	383.7	-13.9	33.97
41	2019-07-03 11:54:18	2.264		28.92	28.92	1012.4	54.9	80		64	44.032	383.7	-13.8	33.98
42	2019-07-03 11:54:20	2.254		28.94	28.94	1012.5	54.9	82		64	44.063	384.2	-14.0	33.98
43	2019-07-03 11:54:22	2.244		28.96	28.96	1012.4	55.0	84		64	44.094	384.2	-14.0	33.99
44	2019-07-03 11:54:24	2.236		28.98	28.98	1012.5	54.9	86		64	44.116	384.5	-14.0	33.99
45	2019-07-03 11:54:26	2.225		29.01	29.01	1012.4	54.7	88		64	44.148	384.8	-13.7	33.99
46	2019-07-03 11:54:28	2.217		29.03	29.03	1012.4	54.6	90		64	44.175	385.1	-13.7	33.99
47	2019-07-03 11:54:30	2.210		29.03	29.03	1012.5	54.6	92		64	44.196	385.3	-14.2	33.99
48	2019-07-03 11:54:32	2.197		29.05	29.05	1012.4	54.8	94		64	44.237	385.5	-13.9	33.98
49	2019-07-03 11:54:34	2.189		29.06	29.06	1012.4	55.0	96		64	44.261	385.7	-13.8	33.98
50	2019-07-03 11:54:36	2.182		29.07	29.07	1012.4	55.2	98		64	44.284	386.1	-14.1	33.99
51	2019-07-03 11:54:38	2.173		29.08	29.08	1012.4	55.4	100		64	44.313	386.1	-14.0	33.99
