#Log_File	LOG064
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-09 10:08:22	15.983		24.03	24.03	1018.1	61.8	1		64	23.793	196.4	-6.5	29.89
2	2019-07-09 10:08:23	16.076		23.99	23.99	1018.1	61.8	2		64	23.729	198.5	-10.2	29.90
3	2019-07-09 10:08:25	16.068		23.93	23.93	1018.0	61.7	4		64	23.743	199.4	-13.8	29.91
4	2019-07-09 10:08:27	15.169		23.91	23.91	1018.1	61.6	6		64	24.423	206.7	-14.0	29.94
5	2019-07-09 10:08:29	14.992		23.90	23.90	1018.1	61.3	8		64	24.565	207.2	-8.3	29.93
6	2019-07-09 10:08:31	15.033		23.92	23.92	1018.1	61.1	10		64	24.531	207.9	-14.0	29.95
7	2019-07-09 10:08:33	14.164		23.94	23.94	1018.1	60.6	12		64	25.237	215.0	-14.1	29.97
8	2019-07-09 10:08:35	13.491		23.93	23.93	1018.1	60.5	14		64	25.820	220.9	-14.1	29.97
9	2019-07-09 10:08:37	12.595		23.92	23.92	1018.0	60.5	16		64	26.647	225.6	-14.3	29.98
10	2019-07-09 10:08:39	12.945		23.92	23.92	1018.1	60.6	18		64	26.317	224.7	-8.0	29.99
11	2019-07-09 10:08:41	13.581		23.91	23.91	1018.1	60.4	20		64	25.742	219.6	-9.5	30.00
12	2019-07-09 10:08:43	14.088		23.91	23.91	1018.1	60.3	22		64	25.305	215.4	-9.0	30.00
13	2019-07-09 10:08:45	14.485		23.89	23.89	1018.1	60.4	24		64	24.974	212.0	-10.2	30.01
14	2019-07-09 10:08:47	14.870		23.95	23.95	1018.1	60.5	26		64	24.656	208.1	-9.6	30.01
15	2019-07-09 10:08:49	15.179		24.05	24.05	1018.1	60.5	28		64	24.400	205.9	-9.9	30.02
16	2019-07-09 10:08:51	15.487		24.06	24.06	1018.1	60.7	30		64	24.162	202.9	-9.7	30.03
17	2019-07-09 10:08:53	15.765		24.08	24.08	1018.1	60.9	32		64	23.949	200.9	-9.1	30.04
18	2019-07-09 10:08:55	16.015		24.17	24.17	1018.1	61.0	34		64	23.754	199.1	-9.1	30.04
19	2019-07-09 10:08:57	16.243		24.26	24.26	1018.1	60.8	36		64	23.576	197.1	-8.8	30.05
20	2019-07-09 10:08:59	16.497		24.34	24.34	1018.0	60.7	38		64	23.386	196.3	-8.8	30.05
21	2019-07-09 10:09:01	16.683		24.37	24.37	1018.0	60.7	40		64	23.252	195.4	-10.4	30.05
22	2019-07-09 10:09:03	16.893		24.36	24.36	1018.1	60.7	42		64	23.106	194.1	-10.1	30.06
23	2019-07-09 10:09:05	17.089		24.38	24.38	1018.1	60.8	44		64	22.969	192.5	-9.6	30.06
24	2019-07-09 10:09:07	17.280		24.40	24.40	1018.1	60.7	46		64	22.837	191.2	-8.7	30.07
25	2019-07-09 10:09:09	17.456		24.39	24.39	1018.1	60.7	48		64	22.721	188.4	-5.8	30.08
26	2019-07-09 10:09:11	17.619		24.33	24.33	1018.1	60.3	50		64	22.620	180.8	-10.4	30.09
27	2019-07-09 10:09:13	17.104		24.34	24.34	1018.1	60.2	52		64	22.964	176.9	-14.0	30.09
28	2019-07-09 10:09:15	16.590		24.33	24.33	1018.1	60.1	54		64	23.320	190.6	-13.9	30.10
29	2019-07-09 10:09:17	15.941		24.28	24.28	1018.1	59.9	56		64	23.796	200.0	-14.0	30.11
30	2019-07-09 10:09:19	15.088		24.24	24.24	1018.1	59.9	58		64	24.449	204.7	-13.8	30.11
31	2019-07-09 10:09:21	14.427		24.22	24.22	1018.0	59.8	60		64	24.984	208.1	-14.1	30.11
32	2019-07-09 10:09:23	14.053		24.19	24.19	1018.1	59.6	62		64	25.300	204.8	-14.0	30.12
33	2019-07-09 10:09:25	13.621		24.20	24.20	1018.1	59.5	64		64	25.673	215.0	-14.1	30.13
34	2019-07-09 10:09:27	13.592		24.21	24.21	1018.1	59.5	66		64	25.697	219.6	-14.1	30.12
35	2019-07-09 10:09:29	13.393		24.19	24.19	1018.1	59.5	68		64	25.875	217.6	-13.9	30.12
36	2019-07-09 10:09:31	13.002		24.18	24.18	1018.1	59.3	70		64	26.233	221.6	-13.8	30.14
37	2019-07-09 10:09:33	12.651		24.18	24.18	1018.1	59.1	72		64	26.562	223.9	-14.0	30.14
38	2019-07-09 10:09:35	12.335		24.16	24.16	1018.1	59.4	74		64	26.870	229.4	-14.0	30.13
39	2019-07-09 10:09:37	12.061		24.11	24.11	1018.1	59.2	76		64	27.146	229.4	-14.2	30.15
40	2019-07-09 10:09:39	11.812		24.10	24.10	1018.2	59.0	78		64	27.398	235.5	-14.0	30.14
41	2019-07-09 10:09:41	11.589		24.09	24.09	1018.2	58.8	80		64	27.630	236.3	-13.9	30.15
42	2019-07-09 10:09:43	11.386		24.10	24.10	1018.1	58.8	82		64	27.841	241.3	-14.1	30.14
43	2019-07-09 10:09:45	11.189		24.12	24.12	1018.2	58.6	84		64	28.049	244.0	-14.0	30.15
44	2019-07-09 10:09:47	11.013		24.13	24.13	1018.1	58.7	86		64	28.241	243.8	-14.2	30.15
45	2019-07-09 10:09:49	10.854		24.09	24.09	1018.2	58.6	88		64	28.420	245.4	-13.9	30.16
46	2019-07-09 10:09:51	10.701		24.11	24.11	1018.2	58.7	90		64	28.589	247.6	-13.7	30.16
47	2019-07-09 10:09:53	10.556		24.15	24.15	1018.1	58.6	92		64	28.750	246.3	-14.0	30.16
48	2019-07-09 10:09:55	10.427		24.16	24.16	1018.1	58.6	94		64	28.897	250.9	-14.1	30.16
49	2019-07-09 10:09:57	10.321		24.17	24.17	1018.1	58.6	96		64	29.019	250.3	-14.4	30.16
50	2019-07-09 10:09:59	10.207		24.18	24.18	1018.2	58.6	98		64	29.152	251.7	-14.2	30.17
51	2019-07-09 10:10:01	10.113		24.16	24.16	1018.1	58.5	100		64	29.265	254.9	-14.3	30.16
52	2019-07-09 10:10:03	10.006		24.16	24.16	1018.1	58.4	102		64	29.393	256.4	-14.2	30.16
53	2019-07-09 10:10:05	9.915		24.18	24.18	1018.1	58.3	104		64	29.501	257.5	-14.1	30.17
54	2019-07-09 10:10:07	9.846		24.20	24.20	1018.1	58.2	106		64	29.584	257.9	-14.3	30.16
55	2019-07-09 10:10:09	9.763		24.20	24.20	1018.1	58.2	108		64	29.685	258.8	-14.2	30.17
56	2019-07-09 10:10:11	9.712		24.18	24.18	1018.1	58.2	110		64	29.750	259.8	-14.2	30.16
57	2019-07-09 10:10:13	9.655		24.17	24.17	1018.1	58.3	112		64	29.824	259.5	-14.2	30.17
58	2019-07-09 10:10:15	9.590		24.16	24.16	1018.2	58.6	114		64	29.905	260.3	-14.3	30.17
59	2019-07-09 10:10:17	9.542		24.14	24.14	1018.1	58.6	116		64	29.968	260.3	-14.1	30.17
60	2019-07-09 10:10:19	9.498		24.12	24.12	1018.0	58.6	118		64	30.028	261.6	-14.2	30.16
61	2019-07-09 10:10:21	9.465		24.10	24.10	1018.1	58.7	120		64	30.072	262.5	-13.9	30.17
62	2019-07-09 10:10:23	9.420		24.07	24.07	1018.1	58.9	122		64	30.131	262.5	-14.1	30.17
63	2019-07-09 10:10:25	9.393		24.08	24.08	1018.1	59.0	124		64	30.166	262.5	-14.0	30.16
64	2019-07-09 10:10:27	9.357		24.08	24.08	1018.1	59.2	126		64	30.210	264.8	-14.1	30.17
65	2019-07-09 10:10:29	9.342		24.04	24.04	1018.1	59.3	128		64	30.235	264.2	-14.1	30.17
66	2019-07-09 10:10:31	9.318		24.02	24.02	1018.2	59.1	130		64	30.268	265.3	-13.9	30.17
67	2019-07-09 10:10:33	9.301		24.01	24.01	1018.1	59.0	132		64	30.292	265.7	-14.2	30.17
68	2019-07-09 10:10:35	9.286		24.00	24.00	1018.1	58.9	134		64	30.312	266.1	-13.9	30.17
69	2019-07-09 10:10:37	9.265		24.01	24.01	1018.1	58.8	136		64	30.339	266.6	-14.0	30.17
70	2019-07-09 10:10:39	9.247		24.03	24.03	1018.1	58.9	138		64	30.359	266.4	-13.9	30.18
71	2019-07-09 10:10:41	9.250		24.03	24.03	1018.1	59.0	140		64	30.354	266.6	-14.0	30.17
72	2019-07-09 10:10:43	9.239		24.02	24.02	1018.9	59.0	142		64	30.362	264.3	-14.0	30.17
73	2019-07-09 10:10:45	9.235		23.97	23.97	1018.1	59.2	144		64	30.382	264.1	-13.7	30.17
