#Log_File	LOG039
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 10:21:40	20.243		26.71	26.71	1012.5	67.0	0		64	20.840	137.2	0.8	28.16
2	2019-07-03 10:21:42	20.195		26.64	26.64	1012.4	67.1	2		64	20.874	133.2	-5.4	28.17
3	2019-07-03 10:21:44	20.215		26.59	26.59	1012.5	67.3	4		64	20.867	132.8	-7.7	28.19
4	2019-07-03 10:21:46	19.840		26.57	26.57	1012.5	67.4	6		64	21.081	133.9	-14.1	28.19
5	2019-07-03 10:21:48	18.894		26.55	26.55	1012.6	67.4	8		64	21.635	137.9	-14.1	28.20
6	2019-07-03 10:21:50	17.989		26.53	26.53	1012.4	67.5	10		64	22.201	142.0	-13.9	28.22
7	2019-07-03 10:21:52	17.147		26.52	26.52	1012.5	67.5	12		64	22.755	146.0	-14.0	28.22
8	2019-07-03 10:21:54	16.342		26.47	26.47	1012.5	67.5	14		64	23.320	149.0	-14.0	28.22
9	2019-07-03 10:21:56	15.627		26.45	26.45	1012.5	67.5	16		64	23.847	152.3	-14.0	28.24
10	2019-07-03 10:21:58	14.906		26.45	26.45	1012.5	67.4	18		64	24.404	156.1	-13.8	28.25
11	2019-07-03 10:22:00	14.279		26.42	26.42	1012.5	67.3	20		64	24.917	159.4	-14.0	28.25
12	2019-07-03 10:22:02	13.661		26.39	26.39	1012.5	67.1	22		64	25.447	163.0	-14.1	28.27
13	2019-07-03 10:22:04	13.090		26.34	26.34	1012.5	67.0	24		64	25.963	166.4	-14.3	28.27
14	2019-07-03 10:22:06	12.544		26.33	26.33	1012.5	66.8	26		64	26.477	169.9	-14.2	28.28
15	2019-07-03 10:22:08	12.025		26.33	26.33	1012.5	66.7	28		64	26.984	173.2	-13.9	28.30
16	2019-07-03 10:22:10	11.545		26.33	26.33	1012.5	66.7	30		64	27.475	176.6	-14.1	28.31
17	2019-07-03 10:22:12	11.090		26.36	26.36	1012.5	66.9	32		64	27.957	180.1	-14.2	28.31
18	2019-07-03 10:22:14	10.645		26.38	26.38	1012.5	67.0	34		64	28.448	183.4	-14.0	28.32
19	2019-07-03 10:22:16	10.227		26.40	26.40	1012.4	67.0	36		64	28.928	186.7	-14.0	28.33
20	2019-07-03 10:22:18	9.852		26.41	26.41	1012.4	66.8	38		64	29.377	190.1	-14.1	28.33
21	2019-07-03 10:22:20	9.460		26.45	26.45	1012.4	66.6	40		64	29.861	192.8	-13.9	28.34
22	2019-07-03 10:22:22	9.113		26.46	26.46	1012.4	66.5	42		64	30.307	195.9	-13.9	28.34
23	2019-07-03 10:22:24	8.767		26.48	26.48	1012.5	66.5	44		64	30.768	199.1	-13.7	28.36
24	2019-07-03 10:22:26	8.445		26.50	26.50	1012.5	66.5	46		64	31.212	202.1	-14.0	28.37
25	2019-07-03 10:22:28	8.141		26.51	26.51	1012.5	66.6	48		64	31.647	205.0	-13.9	28.37
26	2019-07-03 10:22:30	7.849		26.50	26.50	1012.4	66.7	50		64	32.080	208.0	-14.0	28.39
27	2019-07-03 10:22:32	7.568		26.50	26.50	1012.4	66.7	52		64	32.508	211.0	-14.1	28.39
28	2019-07-03 10:22:34	7.305		26.50	26.50	1012.4	66.7	54		64	32.923	213.6	-13.9	28.39
29	2019-07-03 10:22:36	7.046		26.52	26.52	1012.4	66.8	56		64	33.339	216.5	-14.1	28.41
30	2019-07-03 10:22:38	6.804		26.53	26.53	1012.5	66.8	58		64	33.741	218.9	-14.1	28.42
31	2019-07-03 10:22:40	6.565		26.55	26.55	1012.5	66.8	60		64	34.150	221.7	-13.9	28.42
32	2019-07-03 10:22:42	6.345		26.55	26.55	1012.5	66.7	62		64	34.537	224.2	-14.1	28.43
33	2019-07-03 10:22:44	6.136		26.54	26.54	1012.5	66.7	64		64	34.916	226.9	-14.0	28.44
34	2019-07-03 10:22:46	5.937		26.51	26.51	1012.4	66.7	66		64	35.288	229.3	-14.3	28.44
35	2019-07-03 10:22:48	5.739		26.48	26.48	1012.4	66.8	68		64	35.669	231.7	-13.9	28.44
36	2019-07-03 10:22:50	5.550		26.47	26.47	1012.5	66.8	70		64	36.038	233.9	-14.1	28.47
37	2019-07-03 10:22:52	5.377		26.48	26.48	1012.5	66.8	72		64	36.380	236.1	-13.8	28.46
38	2019-07-03 10:22:54	5.209		26.51	26.51	1012.5	66.8	74		64	36.720	238.1	-14.0	28.49
39	2019-07-03 10:22:56	5.046		26.52	26.52	1012.4	66.6	76		64	37.060	239.7	-14.2	28.49
40	2019-07-03 10:22:58	4.882		26.53	26.53	1012.5	66.5	78		64	37.405	241.7	-14.1	28.49
41	2019-07-03 10:23:00	4.732		26.53	26.53	1012.5	66.4	80		64	37.733	244.0	-14.0	28.51
42	2019-07-03 10:23:02	4.592		26.51	26.51	1012.5	66.4	82		64	38.045	246.1	-14.2	28.51
43	2019-07-03 10:23:04	4.453		26.51	26.51	1012.5	66.3	84		64	38.359	247.7	-14.0	28.52
44	2019-07-03 10:23:06	4.321		26.51	26.51	1012.4	66.2	86		64	38.662	249.5	-14.1	28.53
45	2019-07-03 10:23:08	4.194		26.52	26.52	1012.5	66.1	88		64	38.959	251.4	-14.1	28.54
