#Log_File	LOG049
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-06 09:44:46	14.797		27.25	27.25	1014.8	68.4	0		64	24.372	231.8	-14.1	27.81
2	2019-07-06 09:44:48	14.508		27.23	27.23	1014.8	68.5	2		64	24.609	234.1	-13.9	27.81
3	2019-07-06 09:44:50	14.030		27.23	27.23	1014.7	68.6	4		64	25.007	238.0	-14.1	27.83
4	2019-07-06 09:44:52	13.584		27.22	27.22	1014.8	68.6	6		64	25.392	240.9	-14.5	27.84
5	2019-07-06 09:44:54	13.148		27.22	27.22	1014.8	68.5	8		64	25.782	244.6	-14.0	27.86
6	2019-07-06 09:44:56	12.714		27.23	27.23	1014.8	68.4	10		64	26.183	248.7	-14.1	27.88
7	2019-07-06 09:44:58	12.331		27.27	27.27	1014.8	68.4	12		64	26.544	254.1	-14.2	27.88
8	2019-07-06 09:45:00	11.944		27.27	27.27	1014.7	68.3	14		64	26.929	257.5	-14.3	27.90
9	2019-07-06 09:45:02	11.565		27.26	27.26	1014.7	68.3	16		64	27.317	260.3	-14.1	27.91
10	2019-07-06 09:45:04	11.215		27.27	27.27	1014.7	68.1	18		64	27.687	265.4	-14.1	27.93
11	2019-07-06 09:45:06	10.860		27.31	27.31	1014.7	68.0	20		64	28.071	269.8	-14.1	27.93
12	2019-07-06 09:45:08	10.532		27.32	27.32	1014.7	67.9	22		64	28.438	274.0	-14.1	27.96
13	2019-07-06 09:45:10	10.203		27.32	27.32	1014.7	67.8	24		64	28.821	278.5	-13.9	27.97
14	2019-07-06 09:45:12	9.903		27.32	27.32	1014.8	67.7	26		64	29.180	282.0	-14.0	27.98
15	2019-07-06 09:45:14	9.600		27.33	27.33	1014.8	67.7	28		64	29.553	286.7	-13.8	28.00
16	2019-07-06 09:45:16	9.318		27.33	27.33	1014.8	67.8	30		64	29.909	290.0	-14.2	28.01
17	2019-07-06 09:45:18	9.043		27.33	27.33	1014.7	67.7	32		64	30.270	293.8	-14.0	28.01
18	2019-07-06 09:45:20	8.772		27.33	27.33	1014.8	67.7	34		64	30.634	297.3	-14.1	28.03
19	2019-07-06 09:45:22	8.519		27.36	27.36	1014.7	67.8	36		64	30.980	300.8	-14.1	28.04
20	2019-07-06 09:45:24	8.269		27.39	27.39	1014.8	67.9	38		64	31.330	304.7	-14.1	28.06
21	2019-07-06 09:45:26	8.023		27.40	27.40	1014.7	68.0	40		64	31.687	306.4	-13.8	28.07
22	2019-07-06 09:45:28	7.790		27.45	27.45	1014.7	68.0	42		64	32.030	311.5	-14.1	28.07
23	2019-07-06 09:45:30	7.570		27.51	27.51	1014.8	68.0	44		64	32.359	315.6	-14.0	28.09
24	2019-07-06 09:45:32	7.341		27.56	27.56	1014.7	68.0	46		64	32.713	319.3	-13.9	28.10
25	2019-07-06 09:45:34	7.140		27.60	27.60	1014.8	68.1	48		64	33.032	322.4	-13.8	28.12
26	2019-07-06 09:45:36	6.935		27.63	27.63	1014.7	68.2	50		64	33.369	324.8	-13.8	28.13
27	2019-07-06 09:45:38	6.741		27.64	27.64	1014.8	68.3	52		64	33.693	328.4	-14.1	28.15
28	2019-07-06 09:45:40	6.556		27.65	27.65	1014.8	68.3	54		64	34.011	330.8	-14.1	28.16
29	2019-07-06 09:45:42	6.381		27.63	27.63	1014.9	68.3	56		64	34.322	335.4	-13.8	28.17
30	2019-07-06 09:45:44	6.220		27.52	27.52	1014.8	68.2	58		64	34.626	341.2	-13.9	28.18
31	2019-07-06 09:45:46	6.055		27.44	27.44	1014.9	68.1	60		64	34.936	344.0	-14.1	28.20
32	2019-07-06 09:45:48	5.904		27.37	27.37	1014.8	68.0	62		64	35.227	347.0	-13.8	28.20
33	2019-07-06 09:45:50	5.748		27.31	27.31	1014.8	67.9	64		64	35.532	349.8	-14.0	28.21
34	2019-07-06 09:45:52	5.603		27.26	27.26	1014.8	67.8	66		64	35.819	352.6	-14.2	28.21
35	2019-07-06 09:45:54	5.464		27.24	27.24	1014.9	67.7	68		64	36.097	355.3	-14.0	28.23
36	2019-07-06 09:45:56	5.326		27.21	27.21	1014.9	67.6	70		64	36.378	358.1	-13.9	28.25
37	2019-07-06 09:45:58	5.191		27.18	27.18	1014.9	67.5	72		64	36.657	360.8	-13.6	28.25
38	2019-07-06 09:46:00	5.066		27.16	27.16	1014.9	67.5	74		64	36.921	363.4	-13.9	28.25
39	2019-07-06 09:46:02	4.941		27.14	27.14	1014.8	67.4	76		64	37.189	365.8	-13.9	28.26
40	2019-07-06 09:46:04	4.820		27.11	27.11	1014.8	67.4	78		64	37.455	368.4	-14.0	28.28
41	2019-07-06 09:46:06	4.707		27.07	27.07	1014.9	67.3	80		64	37.704	370.7	-13.8	28.29
42	2019-07-06 09:46:08	4.598		27.03	27.03	1014.9	67.3	82		64	37.951	373.2	-14.0	28.29
