#Log_File	LOG037
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-07-03 10:00:56	21.278		24.91	24.91	1012.5	68.2	0		64	20.472	150.8	-4.7	26.80
2	2019-07-03 10:00:58	21.212		24.93	24.93	1012.4	68.4	2		64	20.504	151.0	-5.1	26.79
3	2019-07-03 10:01:00	21.166		24.93	24.93	1012.6	68.7	4		64	20.527	151.0	-5.4	26.80
4	2019-07-03 10:01:02	21.087		24.93	24.93	1012.4	68.9	6		64	20.571	152.6	-10.9	26.81
5	2019-07-03 10:01:04	20.682		24.94	24.94	1012.5	69.0	8		64	20.787	154.7	-14.3	26.81
6	2019-07-03 10:01:06	19.810		24.96	24.96	1012.4	69.1	10		64	21.271	158.1	-14.1	26.81
7	2019-07-03 10:01:08	18.895		24.97	24.97	1012.4	69.1	12		64	21.809	163.0	-14.4	26.81
8	2019-07-03 10:01:10	18.069		24.99	24.99	1012.4	69.1	14		64	22.319	166.9	-14.1	26.82
9	2019-07-03 10:01:12	17.360		25.04	25.04	1012.4	69.2	16		64	22.777	170.2	-14.3	26.82
10	2019-07-03 10:01:14	16.674		25.09	25.09	1012.4	69.3	18		64	23.241	172.2	-14.3	26.82
11	2019-07-03 10:01:16	16.052		25.16	25.16	1012.5	69.5	20		64	23.678	177.5	-14.5	26.84
12	2019-07-03 10:01:18	15.472		25.22	25.22	1012.2	69.6	22		64	24.107	181.0	-14.2	26.84
13	2019-07-03 10:01:20	14.931		25.30	25.30	1012.4	69.7	24		64	24.516	181.6	-14.2	26.84
14	2019-07-03 10:01:22	14.435		25.34	25.34	1012.5	69.8	26		64	24.912	186.0	-14.0	26.84
15	2019-07-03 10:01:24	13.933		25.38	25.38	1012.4	70.0	28		64	25.329	189.4	-14.3	26.85
16	2019-07-03 10:01:26	13.489		25.43	25.43	1012.6	70.1	30		64	25.710	180.1	-14.3	26.86
17	2019-07-03 10:01:28	13.019		25.57	25.57	1012.4	70.2	32		64	26.121	187.8	-14.2	26.86
18	2019-07-03 10:01:30	12.583		25.62	25.62	1012.7	70.2	34		64	26.520	186.3	-14.2	26.87
19	2019-07-03 10:01:32	12.237		25.64	25.64	1012.4	70.3	36		64	26.856	201.7	-14.1	26.88
20	2019-07-03 10:01:34	11.831		25.66	25.66	1012.4	70.5	38		64	27.260	185.6	-14.3	26.88
21	2019-07-03 10:01:36	11.504		25.61	25.61	1012.4	70.6	40		64	27.603	198.5	-14.2	26.89
22	2019-07-03 10:01:38	11.164		25.60	25.60	1012.4	70.8	42		64	27.966	210.6	-14.2	26.90
23	2019-07-03 10:01:40	10.811		25.65	25.65	1012.5	70.8	44		64	28.349	210.2	-14.2	26.91
24	2019-07-03 10:01:42	10.486		25.69	25.69	1012.4	70.9	46		64	28.712	212.4	-14.1	26.92
25	2019-07-03 10:01:44	10.177		25.72	25.72	1012.5	70.8	48		64	29.068	210.3	-14.1	26.92
26	2019-07-03 10:01:46	9.894		25.76	25.76	1012.4	70.7	50		64	29.404	219.9	-14.1	26.93
27	2019-07-03 10:01:48	9.611		25.81	25.81	1012.4	70.6	52		64	29.748	219.6	-13.9	26.94
28	2019-07-03 10:01:50	9.352		25.80	25.80	1012.4	70.5	54		64	30.076	223.0	-14.1	26.94
29	2019-07-03 10:01:52	9.094		25.78	25.78	1012.4	70.6	56		64	30.416	226.6	-14.1	26.94
30	2019-07-03 10:01:54	8.846		25.76	25.76	1012.4	70.5	58		64	30.748	228.5	-14.4	26.95
31	2019-07-03 10:01:56	8.611		25.75	25.75	1012.4	70.6	60		64	31.070	231.0	-14.1	26.95
32	2019-07-03 10:01:58	8.385		25.75	25.75	1012.4	70.7	62		64	31.387	234.0	-14.1	26.96
33	2019-07-03 10:02:00	8.166		25.71	25.71	1012.5	70.9	64		64	31.705	238.0	-14.4	26.97
34	2019-07-03 10:02:02	7.960		25.72	25.72	1012.5	71.1	66		64	32.005	241.1	-14.4	26.99
35	2019-07-03 10:02:04	7.749		25.77	25.77	1012.5	71.3	68		64	32.316	243.8	-14.3	26.98
36	2019-07-03 10:02:06	7.547		25.80	25.80	1012.5	71.4	70		64	32.624	246.4	-14.2	26.99
37	2019-07-03 10:02:08	7.362		25.75	25.75	1012.5	71.6	72		64	32.920	248.9	-14.1	26.99
38	2019-07-03 10:02:10	7.180		25.70	25.70	1012.5	71.7	74		64	33.216	252.0	-14.1	26.99
39	2019-07-03 10:02:12	7.007		25.67	25.67	1012.4	71.7	76		64	33.504	255.0	-14.2	27.00
40	2019-07-03 10:02:14	6.841		25.64	25.64	1012.5	71.5	78		64	33.783	256.7	-14.2	27.01
41	2019-07-03 10:02:16	6.669		25.63	25.63	1012.5	71.4	80		64	34.077	258.9	-14.2	27.02
42	2019-07-03 10:02:18	6.516		25.62	25.62	1012.4	71.2	82		64	34.344	260.4	-14.0	27.02
43	2019-07-03 10:02:20	6.360		25.61	25.61	1012.4	71.0	84		64	34.619	262.6	-14.1	27.03
44	2019-07-03 10:02:22	6.213		25.59	25.59	1012.4	70.9	86		64	34.885	265.1	-14.3	27.04
45	2019-07-03 10:02:24	6.068		25.58	25.58	1012.4	70.8	88		64	35.153	266.7	-14.2	27.04
46	2019-07-03 10:02:26	5.926		25.66	25.66	1012.5	70.7	90		64	35.407	269.8	-14.0	27.06
47	2019-07-03 10:02:28	5.779		25.73	25.73	1012.4	70.6	92		64	35.678	270.6	-14.0	27.05
48	2019-07-03 10:02:30	5.660		25.71	25.71	1012.4	70.5	94		64	35.910	272.8	-14.1	27.05
49	2019-07-03 10:02:32	5.531		25.71	25.71	1012.4	70.4	96		64	36.162	274.6	-14.0	27.06
50	2019-07-03 10:02:34	5.401		25.76	25.76	1012.4	70.4	98		64	36.415	276.4	-14.1	27.07
51	2019-07-03 10:02:36	5.281		25.79	25.79	1012.4	70.4	100		64	36.654	278.2	-14.1	27.07
52	2019-07-03 10:02:38	5.172		25.79	25.79	1012.5	70.4	102		64	36.878	280.3	-14.1	27.08
53	2019-07-03 10:02:40	5.060		25.77	25.77	1012.4	70.4	104		64	37.112	282.3	-14.2	27.08
54	2019-07-03 10:02:42	4.951		25.82	25.82	1012.4	70.4	106		64	37.337	281.8	-14.2	27.09
55	2019-07-03 10:02:44	4.831		25.95	25.95	1012.5	70.5	108		64	37.579	283.7	-14.2	27.09
56	2019-07-03 10:02:46	4.719		26.03	26.03	1012.4	70.5	110		64	37.816	284.9	-14.0	27.10
57	2019-07-03 10:02:48	4.630		26.09	26.09	1012.4	70.5	112		64	38.005	288.0	-14.1	27.10
58	2019-07-03 10:02:50	4.527		26.16	26.16	1012.4	70.6	114		64	38.229	288.9	-14.2	27.10
59	2019-07-03 10:02:52	4.431		26.20	26.20	1012.5	70.7	116		64	38.442	290.8	-14.3	27.11
60	2019-07-03 10:02:54	4.341		26.23	26.23	1012.5	70.8	118		64	38.646	291.3	-14.2	27.12
61	2019-07-03 10:02:56	4.243		26.27	26.27	1012.4	71.0	120		64	38.870	294.2	-14.1	27.12
62	2019-07-03 10:02:58	4.167		26.30	26.30	1012.4	71.1	122		64	39.045	293.2	-14.1	27.12
63	2019-07-03 10:03:00	4.086		26.33	26.33	1012.4	71.2	124		64	39.235	296.4	-14.1	27.13
64	2019-07-03 10:03:02	4.007		26.38	26.38	1012.4	71.3	126		64	39.422	298.5	-14.1	27.14
65	2019-07-03 10:03:04	3.926		26.39	26.39	1012.4	71.2	128		64	39.616	298.6	-14.0	27.14
66	2019-07-03 10:03:06	3.855		26.40	26.40	1012.4	71.1	130		64	39.792	300.3	-14.1	27.14
67	2019-07-03 10:03:08	3.787		26.35	26.35	1012.4	71.0	132		64	39.965	301.5	-14.2	27.15
68	2019-07-03 10:03:10	3.716		26.33	26.33	1012.4	71.0	134		64	40.144	302.7	-14.2	27.15
69	2019-07-03 10:03:12	3.645		26.39	26.39	1012.4	70.9	136		64	40.320	303.8	-14.0	27.16
70	2019-07-03 10:03:14	3.581		26.50	26.50	1012.4	70.9	138		64	40.473	305.3	-14.2	27.16
71	2019-07-03 10:03:16	3.512		26.49	26.49	1012.5	70.8	140		64	40.653	306.7	-14.1	27.17
72	2019-07-03 10:03:18	3.449		26.53	26.53	1012.4	70.7	142		64	40.814	307.8	-14.1	27.18
73	2019-07-03 10:03:20	3.392		26.55	26.55	1012.3	70.5	144		64	40.963	308.8	-13.9	27.17
74	2019-07-03 10:03:22	3.330		26.67	26.67	1012.4	70.4	146		64	41.115	310.9	-14.0	27.18
75	2019-07-03 10:03:24	3.273		26.65	26.65	1012.4	70.2	148		64	41.269	311.4	-14.1	27.18
76	2019-07-03 10:03:26	3.217		26.65	26.65	1012.5	70.1	150		64	41.421	312.8	-14.0	27.19
77	2019-07-03 10:03:28	3.161		26.69	26.69	1012.5	70.1	152		64	41.571	313.8	-13.9	27.19
78	2019-07-03 10:03:30	3.118		26.58	26.58	1012.4	70.1	154		64	41.700	317.1	-14.1	27.20
79	2019-07-03 10:03:32	3.065		26.61	26.61	1012.4	69.9	156		64	41.845	317.3	-14.0	27.19
80	2019-07-03 10:03:34	3.012		26.69	26.69	1012.4	69.9	158		64	41.984	318.5	-14.1	27.20
81	2019-07-03 10:03:36	2.965		26.68	26.68	1012.4	69.8	160		64	42.118	323.1	-14.0	27.20
82	2019-07-03 10:03:38	2.924		26.65	26.65	1012.4	69.8	162		64	42.239	324.4	-14.0	27.20
83	2019-07-03 10:03:40	2.882		26.67	26.67	1012.4	69.8	164		64	42.357	325.8	-14.1	27.22
84	2019-07-03 10:03:42	2.835		26.66	26.66	1012.4	69.8	166		64	42.493	326.6	-13.9	27.22
85	2019-07-03 10:03:44	2.792		26.63	26.63	1012.4	69.7	168		64	42.619	327.0	-14.0	27.22
86	2019-07-03 10:03:46	2.748		26.61	26.61	1012.4	69.7	170		64	42.748	327.2	-14.0	27.23
87	2019-07-03 10:03:48	2.711		26.63	26.63	1012.4	69.7	172		64	42.856	325.8	-14.0	27.24
88	2019-07-03 10:03:50	2.671		26.62	26.62	1012.4	69.6	174		64	42.974	325.2	-14.1	27.24
89	2019-07-03 10:03:52	2.639		26.58	26.58	1012.4	69.6	176		64	43.073	324.9	-14.1	27.24
90	2019-07-03 10:03:54	2.597		26.53	26.53	1012.3	69.6	178		64	43.203	325.8	-13.9	27.25
91	2019-07-03 10:03:56	2.564		26.47	26.47	1012.4	69.6	180		64	43.307	325.7	-14.2	27.25
92	2019-07-03 10:03:58	2.529		26.43	26.43	1012.4	69.6	182		64	43.414	324.1	-14.1	27.26
93	2019-07-03 10:04:00	2.496		26.44	26.44	1012.4	69.6	184		64	43.514	324.5	-14.1	27.25
94	2019-07-03 10:04:02	2.463		26.41	26.41	1012.3	69.6	186		64	43.617	327.7	-14.5	27.25
95	2019-07-03 10:04:04	2.434		26.34	26.34	1012.4	69.7	188		64	43.712	328.5	-14.2	27.26
96	2019-07-03 10:04:06	2.399		26.27	26.27	1012.4	69.7	190		64	43.823	328.9	-14.0	27.27
97	2019-07-03 10:04:08	2.370		26.25	26.25	1012.4	69.8	192		64	43.916	330.1	-14.2	27.27
98	2019-07-03 10:04:10	2.340		26.22	26.22	1012.4	70.1	194		64	44.012	330.5	-13.9	27.27
99	2019-07-03 10:04:12	2.310		26.19	26.19	1012.4	70.2	196		64	44.107	330.2	-14.1	27.27
