#Log_File	LOG007
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-04-29 13:38:20	20.195		15.00	15.00	1028.8	40.8	0		64	22.012	202.5	32.0	20.29
2	2019-04-29 13:38:25	20.139		15.03	15.03	1028.9	40.7	5		64	22.041	187.6	-14.0	20.32
3	2019-04-29 13:38:30	19.626		15.16	15.16	1028.9	40.7	10		64	22.323	185.0	-13.9	20.37
4	2019-04-29 13:38:35	19.366		15.30	15.30	1028.9	40.8	15		64	22.461	197.1	-13.8	20.40
5	2019-04-29 13:38:40	19.269		15.45	15.45	1028.9	40.9	20		64	22.502	187.9	-13.7	20.42
6	2019-04-29 13:38:45	19.149		15.42	15.42	1028.8	41.0	25		64	22.578	179.0	-14.0	20.45
7	2019-04-29 13:38:50	19.062		15.28	15.28	1028.9	40.9	30		64	22.648	144.0	-14.3	20.46
8	2019-04-29 13:38:55	19.031		15.22	15.22	1029.0	41.0	35		64	22.672	150.6	-14.1	20.50
9	2019-04-29 13:39:00	18.928		15.36	15.36	1029.0	41.1	40		64	22.719	157.2	-13.9	20.52
10	2019-04-29 13:39:05	18.736		15.95	15.95	1029.0	41.1	45		64	22.766	161.7	-13.9	20.53
11	2019-04-29 13:39:10	18.681		16.01	16.01	1029.0	41.5	50		64	22.792	161.4	-14.0	20.56
12	2019-04-29 13:39:15	18.665		15.80	15.80	1028.9	41.7	55		64	22.829	161.5	-14.0	20.57
13	2019-04-29 13:39:20	18.674		15.55	15.55	1028.9	41.7	60		64	22.854	161.6	-14.0	20.59
14	2019-04-29 13:39:25	18.671		15.21	15.21	1029.0	41.7	65		64	22.897	161.4	-13.8	20.60
15	2019-04-29 13:39:30	18.664		15.06	15.06	1029.0	41.4	70		64	22.920	161.6	-13.8	20.60
16	2019-04-29 13:39:35	18.623		14.96	14.96	1029.0	41.8	75		64	22.958	162.1	-14.0	20.62
17	2019-04-29 13:39:40	18.613		14.89	14.89	1029.0	42.4	80		64	22.973	162.5	-14.1	20.62
18	2019-04-29 13:39:45	18.591		14.82	14.82	1028.9	42.3	85		64	22.996	162.6	-13.9	20.61
19	2019-04-29 13:39:50	18.604		14.61	14.61	1029.0	42.0	90		64	23.014	162.2	-14.1	20.62
20	2019-04-29 13:39:55	18.571		14.55	14.55	1029.0	41.8	95		64	23.042	162.7	-14.1	20.60
21	2019-04-29 13:40:00	18.515		14.57	14.57	1029.0	41.7	100		64	23.075	162.7	-14.1	20.60
22	2019-04-29 13:40:05	18.505		14.50	14.50	1028.9	41.9	105		64	23.090	162.6	-14.2	20.59
23	2019-04-29 13:40:10	18.503		14.37	14.37	1029.0	41.9	110		64	23.109	162.5	-13.9	20.58
24	2019-04-29 13:40:15	18.485		14.34	14.34	1029.0	41.6	115		64	23.122	162.9	-14.0	20.57
25	2019-04-29 13:40:20	18.440		14.32	14.32	1028.9	41.6	120		64	23.155	163.4	-14.2	20.56
26	2019-04-29 13:40:25	18.413		14.35	14.35	1029.0	41.7	125		64	23.169	163.0	-14.0	20.56
27	2019-04-29 13:40:30	18.412		14.29	14.29	1029.0	41.6	130		64	23.175	163.3	-14.0	20.55
28	2019-04-29 13:40:35	18.401		14.24	14.24	1028.9	41.6	135		64	23.191	163.1	-14.0	20.54
29	2019-04-29 13:40:40	18.389		14.01	14.01	1029.0	41.8	140		64	23.226	163.5	-14.0	20.51
30	2019-04-29 13:40:45	18.365		13.91	13.91	1029.0	42.3	145		64	23.254	163.8	-14.0	20.51
31	2019-04-29 13:40:50	18.365		13.94	13.94	1029.0	42.3	150		64	23.250	163.9	-14.0	20.49
32	2019-04-29 13:40:55	18.323		13.97	13.97	1029.0	42.1	155		64	23.273	164.2	-14.1	20.48
33	2019-04-29 13:41:00	18.292		14.05	14.05	1029.0	42.1	160		64	23.283	164.1	-14.0	20.47
34	2019-04-29 13:41:05	18.229		14.14	14.14	1029.0	42.1	165		64	23.312	164.3	-14.2	20.46
35	2019-04-29 13:41:10	18.216		14.23	14.23	1029.0	42.1	170		64	23.310	164.2	-14.1	20.45
36	2019-04-29 13:41:15	18.169		14.25	14.25	1029.0	42.1	175		64	23.337	164.5	-14.3	20.43
37	2019-04-29 13:41:20	18.174		14.12	14.12	1028.9	42.1	180		64	23.351	164.4	-13.8	20.42
38	2019-04-29 13:41:25	18.177		13.98	13.98	1028.9	42.2	185		64	23.367	164.8	-14.1	20.41
39	2019-04-29 13:41:30	18.166		13.94	13.94	1028.9	42.0	190		64	23.378	164.6	-14.1	20.40
40	2019-04-29 13:41:35	18.178		13.99	13.99	1028.9	41.8	195		64	23.365	164.4	-14.0	20.39
41	2019-04-29 13:41:40	18.148		13.82	13.82	1028.9	41.6	200		64	23.405	164.5	-14.1	20.36
42	2019-04-29 13:41:45	18.129		13.91	13.91	1029.0	41.4	205		64	23.406	164.9	-13.9	20.36
43	2019-04-29 13:41:50	18.077		14.05	14.05	1028.9	41.4	210		64	23.423	164.8	-14.1	20.35
44	2019-04-29 13:41:55	18.029		14.12	14.12	1028.9	41.4	215		64	23.445	165.5	-14.1	20.32
45	2019-04-29 13:42:00	17.970		14.23	14.23	1028.9	41.3	220		64	23.470	165.9	-14.0	20.30
46	2019-04-29 13:42:05	17.953		14.35	14.35	1028.9	41.5	225		64	23.466	165.6	-14.2	20.28
47	2019-04-29 13:42:10	17.900		14.43	14.43	1028.9	41.9	230		64	23.491	165.8	-14.1	20.26
48	2019-04-29 13:42:15	17.854		14.57	14.57	1028.9	41.9	235		64	23.503	165.9	-14.1	20.25
49	2019-04-29 13:42:20	17.814		14.70	14.70	1028.9	42.0	240		64	23.514	166.0	-14.2	20.22
50	2019-04-29 13:42:25	17.790		14.80	14.80	1028.9	42.2	245		64	23.517	165.9	-14.0	20.21
51	2019-04-29 13:42:30	17.741		14.89	14.89	1029.0	42.4	250		64	23.538	166.0	-14.0	20.19
52	2019-04-29 13:42:35	17.725		15.01	15.01	1029.0	42.7	255		64	23.533	166.1	-14.0	20.18
53	2019-04-29 13:42:40	17.710		15.12	15.12	1029.1	43.1	260		64	23.528	166.2	-13.8	20.18
54	2019-04-29 13:42:45	17.651		15.21	15.21	1029.0	43.3	265		64	23.558	166.2	-13.9	20.16
55	2019-04-29 13:42:50	17.643		15.28	15.28	1028.9	43.5	270		64	23.555	166.3	-14.0	20.14
56	2019-04-29 13:42:55	17.588		15.36	15.36	1029.0	43.8	275		64	23.581	166.3	-14.2	20.13
57	2019-04-29 13:43:00	17.551		15.43	15.43	1029.0	44.2	280		64	23.597	166.4	-14.0	20.13
58	2019-04-29 13:43:05	17.608		15.24	15.24	1029.0	44.2	285		64	23.583	166.4	-13.9	20.11
59	2019-04-29 13:43:10	17.644		14.80	14.80	1029.0	44.1	290		64	23.614	166.6	-14.1	20.11
60	2019-04-29 13:43:15	17.719		14.41	14.41	1029.0	44.0	295		64	23.613	166.7	-14.0	20.09
61	2019-04-29 13:43:20	17.746		14.26	14.26	1029.0	43.5	300		64	23.613	166.6	-13.9	20.09
62	2019-04-29 13:43:25	17.752		14.11	14.11	1028.9	43.4	305		64	23.629	166.5	-14.0	20.08
63	2019-04-29 13:43:30	17.743		14.06	14.06	1029.0	43.3	310		64	23.641	166.4	-14.2	20.07
64	2019-04-29 13:43:35	17.748		13.98	13.98	1029.0	43.1	315		64	23.648	166.5	-13.8	20.07
65	2019-04-29 13:43:40	17.726		14.00	14.00	1029.0	42.9	320		64	23.661	166.6	-13.7	20.06
66	2019-04-29 13:43:45	17.725		14.00	14.00	1029.0	42.8	325		64	23.661	167.0	-14.0	20.04
67	2019-04-29 13:43:50	17.705		14.12	14.12	1029.0	42.9	330		64	23.659	166.5	-13.9	20.04
68	2019-04-29 13:43:55	17.677		14.14	14.14	1029.0	42.7	335		64	23.676	167.0	-14.0	20.03
69	2019-04-29 13:44:00	17.633		14.17	14.17	1029.0	42.7	340		64	23.701	167.0	-14.0	20.02
70	2019-04-29 13:44:05	17.632		14.20	14.20	1029.0	42.7	345		64	23.698	167.0	-13.9	20.00
71	2019-04-29 13:44:10	17.622		14.19	14.19	1029.0	42.8	350		64	23.706	167.0	-13.9	19.99
72	2019-04-29 13:44:15	17.605		14.26	14.26	1028.9	42.9	355		64	23.709	167.1	-14.1	19.98
73	2019-04-29 13:44:20	17.577		14.30	14.30	1028.9	43.4	360		64	23.722	167.0	-14.0	19.98
74	2019-04-29 13:44:25	17.538		14.36	14.36	1028.9	43.9	365		64	23.741	167.2	-13.9	19.96
75	2019-04-29 13:44:30	17.581		14.38	14.38	1029.0	43.5	370		64	23.710	167.4	-14.0	19.96
76	2019-04-29 13:44:35	17.514		14.42	14.42	1028.9	43.5	375		64	23.750	167.3	-13.9	19.95
77	2019-04-29 13:44:40	17.495		14.54	14.54	1029.0	43.3	380		64	23.746	167.4	-14.1	19.95
78	2019-04-29 13:44:45	17.451		14.66	14.66	1029.0	42.9	385		64	23.761	167.5	-14.2	19.94
79	2019-04-29 13:44:50	17.431		14.68	14.68	1028.9	42.6	390		64	23.774	167.6	-14.1	19.93
80	2019-04-29 13:44:55	17.450		14.68	14.68	1028.9	42.7	395		64	23.760	167.6	-14.0	19.92
81	2019-04-29 13:45:00	17.423		14.69	14.69	1028.9	43.1	400		64	23.777	167.6	-13.9	19.90
82	2019-04-29 13:45:05	17.442		14.51	14.51	1029.0	42.9	405		64	23.787	167.5	-14.0	19.91
83	2019-04-29 13:45:10	17.476		14.32	14.32	1029.0	43.1	410		64	23.787	167.5	-13.9	19.90
84	2019-04-29 13:45:15	17.479		14.18	14.18	1028.9	42.9	415		64	23.804	165.2	-13.9	19.89
85	2019-04-29 13:45:20	17.480		14.15	14.15	1029.0	42.9	420		64	23.807	165.2	-13.8	19.88
86	2019-04-29 13:45:25	17.476		14.13	14.13	1029.0	43.2	425		64	23.812	165.3	-14.2	19.86
87	2019-04-29 13:45:30	17.445		14.13	14.13	1029.0	43.2	430		64	23.833	165.5	-13.6	19.86
88	2019-04-29 13:45:35	17.446		14.15	14.15	1029.0	42.8	435		64	23.829	165.5	-13.9	19.84
89	2019-04-29 13:45:40	17.468		14.10	14.10	1029.0	42.6	440		64	23.821	165.7	-14.1	19.84
90	2019-04-29 13:45:45	17.434		14.04	14.04	1029.0	42.7	445		64	23.852	165.7	-13.9	19.82
91	2019-04-29 13:45:50	17.466		13.90	13.90	1028.9	42.9	450		64	23.849	165.7	-14.0	19.81
92	2019-04-29 13:45:55	17.473		13.91	13.91	1029.0	42.9	455		64	23.842	165.6	-14.0	19.80
93	2019-04-29 13:46:00	17.441		13.94	13.94	1029.0	42.9	460		64	23.861	167.7	-14.1	19.79
