#Log_File	LOG005
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-04-29 13:10:03	19.879		13.59	13.59	1029.5	44.0	0		64	22.362	207.4	-14.1	17.66
2	2019-04-29 13:10:05	19.784		13.62	13.62	1029.4	44.0	2		64	22.415	206.8	-14.2	17.69
3	2019-04-29 13:10:07	19.641		13.70	13.70	1029.5	44.1	4		64	22.488	206.2	-14.3	17.70
4	2019-04-29 13:10:09	19.503		13.74	13.74	1029.5	44.2	6		64	22.565	206.4	-14.0	17.72
5	2019-04-29 13:10:11	19.397		13.75	13.75	1029.5	44.2	8		64	22.627	208.7	-14.1	17.76
6	2019-04-29 13:10:13	19.289		13.82	13.82	1029.5	44.2	10		64	22.684	212.9	-14.0	17.78
7	2019-04-29 13:10:15	19.209		13.82	13.82	1029.5	44.0	12		64	22.733	216.0	-14.4	17.79
8	2019-04-29 13:10:17	19.139		13.76	13.76	1029.5	43.8	14		64	22.783	214.6	-14.2	17.81
9	2019-04-29 13:10:19	19.028		13.72	13.72	1029.5	43.5	16		64	22.856	213.5	-14.2	17.83
10	2019-04-29 13:10:21	19.004		13.68	13.68	1029.5	43.3	18		64	22.875	214.0	-14.1	17.85
11	2019-04-29 13:10:23	18.901		13.70	13.70	1029.5	43.1	20		64	22.937	214.4	-14.0	17.86
12	2019-04-29 13:10:25	18.837		13.62	13.62	1029.5	42.9	22		64	22.986	214.2	-14.4	17.88
13	2019-04-29 13:10:27	18.769		13.56	13.56	1029.5	42.6	24		64	23.036	214.4	-14.4	17.88
14	2019-04-29 13:10:29	18.710		13.51	13.51	1029.5	42.5	26		64	23.081	214.8	-14.2	17.90
15	2019-04-29 13:10:31	18.648		13.46	13.46	1029.5	42.4	28		64	23.125	215.0	-14.3	17.91
16	2019-04-29 13:10:33	18.608		13.44	13.44	1029.5	42.2	30		64	23.153	215.3	-14.2	17.91
17	2019-04-29 13:10:35	18.556		13.41	13.41	1029.5	42.1	32		64	23.190	215.8	-14.4	17.93
18	2019-04-29 13:10:37	18.513		13.37	13.37	1029.5	42.0	34		64	23.223	216.1	-14.3	17.92
19	2019-04-29 13:10:39	18.449		13.34	13.34	1029.5	41.9	36		64	23.267	216.6	-14.0	17.93
20	2019-04-29 13:10:41	18.386		13.32	13.32	1029.6	41.8	38		64	23.309	216.8	-14.0	17.94
21	2019-04-29 13:10:43	18.326		13.30	13.30	1029.5	41.7	40		64	23.351	217.0	-14.2	17.93
22	2019-04-29 13:10:45	18.269		13.30	13.30	1029.5	41.6	42		64	23.387	217.3	-14.1	17.94
23	2019-04-29 13:10:47	18.215		13.30	13.30	1029.4	41.5	44		64	23.423	217.6	-14.4	17.94
24	2019-04-29 13:10:49	18.155		13.28	13.28	1029.4	41.4	46		64	23.464	217.7	-14.0	17.94
25	2019-04-29 13:10:51	18.126		13.29	13.29	1029.5	41.4	48		64	23.481	217.9	-14.2	17.94
26	2019-04-29 13:10:53	18.056		13.26	13.26	1029.5	41.3	50		64	23.531	218.2	-14.0	17.94
27	2019-04-29 13:10:55	18.022		13.27	13.27	1029.5	41.3	52		64	23.551	218.6	-14.4	17.93
28	2019-04-29 13:10:57	17.995		13.23	13.23	1029.4	41.3	54		64	23.574	218.8	-13.8	17.93
29	2019-04-29 13:10:59	17.922		13.19	13.19	1029.5	41.2	56		64	23.627	219.1	-14.1	17.93
30	2019-04-29 13:11:01	17.904		13.14	13.14	1029.5	41.2	58		64	23.646	219.5	-14.2	17.92
31	2019-04-29 13:11:03	17.859		13.10	13.10	1029.5	41.2	60		64	23.681	219.7	-14.3	17.91
32	2019-04-29 13:11:05	17.829		13.07	13.07	1029.5	41.3	62		64	23.704	220.0	-13.9	17.91
33	2019-04-29 13:11:07	17.774		13.07	13.07	1029.5	41.3	64		64	23.740	220.3	-14.3	17.90
34	2019-04-29 13:11:09	17.733		13.07	13.07	1029.4	41.3	66		64	23.769	220.6	-14.2	17.88
35	2019-04-29 13:11:11	17.710		13.07	13.07	1029.5	41.3	68		64	23.784	220.8	-14.2	17.88
36	2019-04-29 13:11:13	17.655		13.08	13.08	1029.5	41.3	70		64	23.819	221.1	-14.3	17.89
37	2019-04-29 13:11:15	17.594		13.09	13.09	1029.5	41.3	72		64	23.859	221.4	-14.3	17.87
38	2019-04-29 13:11:17	17.574		13.10	13.10	1029.5	41.3	74		64	23.871	221.6	-14.2	17.86
39	2019-04-29 13:11:19	17.532		13.13	13.13	1029.5	41.3	76		64	23.895	221.8	-14.1	17.85
40	2019-04-29 13:11:21	17.480		13.17	13.17	1029.4	41.3	78		64	23.927	221.9	-14.2	17.84
41	2019-04-29 13:11:23	17.450		13.22	13.22	1029.5	41.2	80		64	23.941	222.2	-14.0	17.84
42	2019-04-29 13:11:25	17.400		13.27	13.27	1029.4	41.2	82		64	23.969	222.4	-14.4	17.83
43	2019-04-29 13:11:27	17.380		13.28	13.28	1029.4	41.2	84		64	23.981	222.7	-14.3	17.83
44	2019-04-29 13:11:29	17.327		13.28	13.28	1029.5	41.2	86		64	24.017	223.0	-14.3	17.81
45	2019-04-29 13:11:31	17.292		13.29	13.29	1029.4	41.1	88		64	24.040	223.1	-14.2	17.81
46	2019-04-29 13:11:33	17.264		13.27	13.27	1029.5	41.1	90		64	24.061	223.5	-14.4	17.80
47	2019-04-29 13:11:35	17.231		13.26	13.26	1029.5	41.1	92		64	24.085	223.6	-14.2	17.79
48	2019-04-29 13:11:37	17.168		13.27	13.27	1029.5	41.1	94		64	24.127	223.8	-14.2	17.78
49	2019-04-29 13:11:39	17.188		13.27	13.27	1029.5	41.1	96		64	24.114	224.0	-14.1	17.76
50	2019-04-29 13:11:41	17.141		13.27	13.27	1029.5	41.1	98		64	24.146	224.4	-14.3	17.75
51	2019-04-29 13:11:43	17.087		13.31	13.31	1029.5	41.1	100		64	24.179	224.7	-14.3	17.74
52	2019-04-29 13:11:45	17.065		13.35	13.35	1029.4	41.2	102		64	24.189	224.7	-14.2	17.73
53	2019-04-29 13:11:47	17.021		13.40	13.40	1029.5	41.2	104		64	24.214	224.8	-14.2	17.72
54	2019-04-29 13:11:49	16.990		13.43	13.43	1029.4	41.3	106		64	24.231	225.2	-14.1	17.70
55	2019-04-29 13:11:51	16.949		13.47	13.47	1029.4	41.4	108		64	24.255	225.3	-14.3	17.69
56	2019-04-29 13:11:53	16.930		13.51	13.51	1029.4	41.5	110		64	24.264	225.6	-14.2	17.68
57	2019-04-29 13:11:55	16.892		13.53	13.53	1029.4	41.6	112		64	24.288	225.8	-14.2	17.66
58	2019-04-29 13:11:57	16.856		13.53	13.53	1029.4	41.6	114		64	24.312	226.0	-14.0	17.66
59	2019-04-29 13:11:59	16.832		13.53	13.53	1029.5	41.7	116		64	24.329	226.1	-14.6	17.65
60	2019-04-29 13:12:01	16.804		13.54	13.54	1029.5	41.8	118		64	24.349	226.4	-14.3	17.63
61	2019-04-29 13:12:03	16.757		13.56	13.56	1029.4	41.8	120		64	24.380	226.5	-14.2	17.62
62	2019-04-29 13:12:05	16.733		13.59	13.59	1029.4	41.9	122		64	24.393	226.7	-13.9	17.61
63	2019-04-29 13:12:07	16.712		13.62	13.62	1029.5	41.9	124		64	24.404	226.9	-14.2	17.60
64	2019-04-29 13:12:09	16.671		13.64	13.64	1029.4	41.9	126		64	24.431	227.1	-14.3	17.59
65	2019-04-29 13:12:11	16.661		13.65	13.65	1029.4	41.9	128		64	24.437	227.3	-14.3	17.58
66	2019-04-29 13:12:13	16.645		13.67	13.67	1029.4	41.9	130		64	24.446	227.5	-14.3	17.59
67	2019-04-29 13:12:15	16.619		13.69	13.69	1029.5	41.8	132		64	24.461	227.6	-14.1	17.57
68	2019-04-29 13:12:17	16.594		13.66	13.66	1029.5	41.8	134		64	24.483	227.6	-14.5	17.57
69	2019-04-29 13:12:19	16.571		13.63	13.63	1029.5	41.7	136		64	24.503	227.8	-14.4	17.55
70	2019-04-29 13:12:21	16.558		13.62	13.62	1029.5	41.7	138		64	24.514	228.0	-14.0	17.55
71	2019-04-29 13:12:23	16.511		13.62	13.62	1029.4	41.6	140		64	24.548	228.1	-14.3	17.54
72	2019-04-29 13:12:25	16.504		13.63	13.63	1029.5	41.6	142		64	24.552	228.3	-14.1	17.53
73	2019-04-29 13:12:27	16.493		13.62	13.62	1029.4	41.6	144		64	24.561	228.6	-14.3	17.52
74	2019-04-29 13:12:29	16.457		13.60	13.60	1029.5	41.5	146		64	24.589	228.8	-14.1	17.50
75	2019-04-29 13:12:31	16.451		13.58	13.58	1029.5	41.6	148		64	24.597	229.0	-14.2	17.49
76	2019-04-29 13:12:33	16.422		13.57	13.57	1029.4	41.6	150		64	24.620	229.1	-14.2	17.49
77	2019-04-29 13:12:35	16.406		13.56	13.56	1029.5	41.7	152		64	24.632	229.2	-14.1	17.48
78	2019-04-29 13:12:37	16.400		13.55	13.55	1029.4	41.8	154		64	24.638	229.3	-14.5	17.47
79	2019-04-29 13:12:39	16.375		13.55	13.55	1029.4	41.8	156		64	24.657	229.6	-14.2	17.46
80	2019-04-29 13:12:41	16.372		13.53	13.53	1029.4	41.9	158		64	24.661	229.7	-14.2	17.46
81	2019-04-29 13:12:43	16.362		13.49	13.49	1029.5	42.0	160		64	24.673	229.8	-14.1	17.45
82	2019-04-29 13:12:45	16.354		13.46	13.46	1029.4	42.0	162		64	24.683	229.9	-14.0	17.44
83	2019-04-29 13:12:47	16.337		13.45	13.45	1029.4	42.1	164		64	24.697	230.0	-14.0	17.43
84	2019-04-29 13:12:49	16.307		13.44	13.44	1029.4	42.1	166		64	24.720	230.1	-13.9	17.42
85	2019-04-29 13:12:51	16.314		13.41	13.41	1029.5	42.1	168		64	24.718	230.2	-13.8	17.41
86	2019-04-29 13:12:53	16.285		13.39	13.39	1029.4	42.1	170		64	24.743	230.4	-14.0	17.41
87	2019-04-29 13:12:55	16.264		13.36	13.36	1029.4	42.1	172		64	24.762	230.4	-13.9	17.39
88	2019-04-29 13:12:57	16.250		13.36	13.36	1029.5	42.1	174		64	24.772	230.7	-14.1	17.39
89	2019-04-29 13:12:59	16.231		13.34	13.34	1029.5	42.1	176		64	24.789	230.8	-14.0	17.38
90	2019-04-29 13:13:01	16.240		13.32	13.32	1029.4	42.1	178		64	24.785	230.9	-13.9	17.38
91	2019-04-29 13:13:03	16.217		13.30	13.30	1029.5	42.2	180		64	24.803	231.1	-14.1	17.36
92	2019-04-29 13:13:05	16.202		13.29	13.29	1029.4	42.2	182		64	24.817	231.2	-14.0	17.37
93	2019-04-29 13:13:07	16.176		13.32	13.32	1029.5	42.2	184		64	24.832	231.4	-14.0	17.36
94	2019-04-29 13:13:09	16.168		13.33	13.33	1029.4	42.2	186		64	24.836	231.4	-14.0	17.34
95	2019-04-29 13:13:11	16.145		13.32	13.32	1029.4	42.1	188		64	24.855	231.6	-13.9	17.34
96	2019-04-29 13:13:13	16.129		13.30	13.30	1029.4	42.2	190		64	24.869	231.6	-14.0	17.34
97	2019-04-29 13:13:15	16.126		13.29	13.29	1029.5	42.2	192		64	24.872	231.7	-14.1	17.33
98	2019-04-29 13:13:17	16.109		13.30	13.30	1029.4	42.2	194		64	24.885	231.9	-14.1	17.33
99	2019-04-29 13:13:19	16.105		13.29	13.29	1029.4	42.3	196		64	24.888	232.1	-14.0	17.31
100	2019-04-29 13:13:21	16.067		13.30	13.30	1029.5	42.3	198		64	24.915	232.2	-14.1	17.31
101	2019-04-29 13:13:23	16.067		13.29	13.29	1029.4	42.2	200		64	24.917	232.3	-14.1	17.30
102	2019-04-29 13:13:25	16.058		13.27	13.27	1029.4	42.2	202		64	24.925	232.3	-14.1	17.29
103	2019-04-29 13:13:27	16.025		13.27	13.27	1029.4	42.2	204		64	24.951	232.3	-14.1	17.28
104	2019-04-29 13:13:29	16.018		13.26	13.26	1029.4	42.2	206		64	24.957	232.5	-14.0	17.28
105	2019-04-29 13:13:31	16.028		13.28	13.28	1029.4	42.3	208		64	24.947	232.8	-14.0	17.28
106	2019-04-29 13:13:33	15.982		13.32	13.32	1029.4	42.3	210		64	24.977	232.9	-14.2	17.27
107	2019-04-29 13:13:35	15.978		13.31	13.31	1029.4	42.4	212		64	24.980	232.8	-14.0	17.26
108	2019-04-29 13:13:37	15.969		13.32	13.32	1029.4	42.4	214		64	24.986	232.9	-14.0	17.24
109	2019-04-29 13:13:39	15.940		13.35	13.35	1029.4	42.6	216		64	25.005	233.1	-14.2	17.24
110	2019-04-29 13:13:41	15.933		13.38	13.38	1029.4	42.7	218		64	25.005	233.2	-14.0	17.24
111	2019-04-29 13:13:43	15.895		13.40	13.40	1029.4	42.8	220		64	25.032	233.3	-14.1	17.23
112	2019-04-29 13:13:45	15.888		13.44	13.44	1029.4	43.0	222		64	25.031	233.4	-14.1	17.22
113	2019-04-29 13:13:47	15.861		13.51	13.51	1029.4	43.0	224		64	25.043	233.5	-14.0	17.21
114	2019-04-29 13:13:49	15.843		13.56	13.56	1029.5	43.0	226		64	25.049	233.8	-14.1	17.21
115	2019-04-29 13:13:51	15.820		13.60	13.60	1029.4	43.1	228		64	25.063	233.9	-14.0	17.19
116	2019-04-29 13:13:53	15.816		13.61	13.61	1029.4	43.1	230		64	25.063	233.7	-14.0	17.19
117	2019-04-29 13:13:55	15.786		13.64	13.64	1029.3	43.1	232		64	25.084	234.1	-14.2	17.18
118	2019-04-29 13:13:57	15.777		13.68	13.68	1029.4	43.0	234		64	25.084	234.0	-14.2	17.16
119	2019-04-29 13:13:59	15.775		13.66	13.66	1029.4	43.0	236		64	25.088	234.2	-14.1	17.17
120	2019-04-29 13:14:01	15.759		13.66	13.66	1029.4	43.1	238		64	25.102	234.3	-14.1	17.16
121	2019-04-29 13:14:03	15.737		13.68	13.68	1029.4	43.2	240		64	25.115	234.3	-14.1	17.13
122	2019-04-29 13:14:05	15.730		13.70	13.70	1029.4	43.3	242		64	25.118	234.4	-14.0	17.12
123	2019-04-29 13:14:07	15.700		13.72	13.72	1029.4	43.3	244		64	25.138	234.5	-14.1	17.11
124	2019-04-29 13:14:09	15.723		13.70	13.70	1029.4	43.2	246		64	25.124	234.5	-14.0	17.10
125	2019-04-29 13:14:11	15.685		13.69	13.69	1029.4	43.1	248		64	25.154	234.6	-14.2	17.10
126	2019-04-29 13:14:13	15.687		13.66	13.66	1029.4	43.1	250		64	25.156	234.6	-14.0	17.08
127	2019-04-29 13:14:15	15.686		13.69	13.69	1029.4	43.1	252		64	25.154	234.8	-14.3	17.08
128	2019-04-29 13:14:17	15.675		13.66	13.66	1029.4	43.1	254		64	25.165	234.9	-14.0	17.06
129	2019-04-29 13:14:19	15.671		13.65	13.65	1029.4	43.0	256		64	25.170	234.9	-14.2	17.06
130	2019-04-29 13:14:21	15.659		13.63	13.63	1029.4	43.0	258		64	25.181	234.9	-14.2	17.05
131	2019-04-29 13:14:23	15.664		13.58	13.58	1029.3	42.9	260		64	25.185	235.1	-14.1	17.03
132	2019-04-29 13:14:25	15.677		13.50	13.50	1029.4	42.8	262		64	25.185	235.3	-14.2	17.03
133	2019-04-29 13:14:27	15.675		13.44	13.44	1029.3	42.7	264		64	25.195	235.2	-14.0	17.01
134	2019-04-29 13:14:29	15.660		13.42	13.42	1029.4	42.7	266		64	25.208	235.5	-14.1	17.00
135	2019-04-29 13:14:31	15.653		13.39	13.39	1029.4	42.7	268		64	25.218	235.6	-14.0	16.99
136	2019-04-29 13:14:33	15.634		13.37	13.37	1029.4	42.7	270		64	25.235	235.6	-14.0	16.99
