#Log_File	LOG021
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.37
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-537-209	Gas	%O2	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-537-209	29 Apr 2019	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	22.117°	20.00°C	11.22°C	1030 mbar	47%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.30 mV	0.000°	0	0.017000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%O2)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
1	2019-04-30 11:17:14	20.624		21.67	21.67	1022.1	47.6	0		64	21.070	195.9	8.5	27.18
2	2019-04-30 11:17:16	20.638		21.82	21.82	1022.2	47.7	2		64	21.045	190.7	6.3	27.18
3	2019-04-30 11:17:18	20.521		22.63	22.63	1022.2	48.0	4		64	21.018	179.4	3.6	27.21
4	2019-04-30 11:17:20	20.328		23.70	23.70	1022.2	48.1	6		64	21.008	189.3	6.0	27.22
5	2019-04-30 11:17:22	20.111		24.59	24.59	1022.2	48.3	8		64	21.032	190.1	5.3	27.23
6	2019-04-30 11:17:24	19.952		25.40	25.40	1022.2	48.4	10		64	21.034	190.0	3.5	27.23
7	2019-04-30 11:17:26	19.809		26.14	26.14	1022.2	48.5	12		64	21.036	190.2	3.0	27.25
8	2019-04-30 11:17:28	19.645		26.78	26.78	1022.2	48.5	14		64	21.062	190.3	2.9	27.26
9	2019-04-30 11:17:30	19.542		27.33	27.33	1022.2	48.5	16		64	21.063	190.1	1.1	27.27
10	2019-04-30 11:17:32	19.407		27.80	27.80	1022.2	48.5	18		64	21.091	189.7	1.0	27.28
11	2019-04-30 11:17:34	19.313		28.19	28.19	1022.1	48.5	20		64	21.105	189.8	0.5	27.28
12	2019-04-30 11:17:36	19.217		28.58	28.58	1022.2	48.5	22		64	21.121	190.2	0.3	27.30
13	2019-04-30 11:17:38	19.171		28.76	28.76	1022.2	48.6	24		64	21.129	190.4	3.0	27.31
14	2019-04-30 11:17:40	19.142		28.83	28.83	1022.3	48.5	26		64	21.138	189.3	2.9	27.32
15	2019-04-30 11:17:42	19.106		28.93	28.93	1022.2	48.6	28		64	21.149	189.0	3.3	27.33
16	2019-04-30 11:17:44	19.096		29.06	29.06	1022.2	48.6	30		64	21.141	188.9	3.8	27.34
17	2019-04-30 11:17:46	19.030		29.30	29.30	1022.2	48.5	32		64	21.156	190.1	5.3	27.35
18	2019-04-30 11:17:48	18.998		29.52	29.52	1022.2	48.4	34		64	21.151	191.4	9.1	27.38
19	2019-04-30 11:17:50	19.000		29.77	29.77	1022.2	48.4	36		64	21.124	192.2	17.7	27.38
20	2019-04-30 11:17:52	19.054		30.14	30.14	1022.2	48.3	38		64	21.054	191.3	48.8	27.38
21	2019-04-30 11:17:54	19.075		30.29	30.29	1022.2	48.2	40		64	21.027	190.7	20.6	27.40
22	2019-04-30 11:17:56	19.138		30.30	30.30	1022.2	48.2	42		64	20.990	190.6	70.1	27.41
