Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	V1_IV	V2_IV	
278	2020-05-02 07:11:33	278	2	2.010000	TEMPESTX_20200501_SALT		2.8	-0.534	
279	2020-05-02 07:15:03	279	3	0.380000	TEMPESTX_20200501_SALT		2.8	-0.534	
280	2020-05-02 07:18:34	280	4	1.200000	TEMPESTX_20200501_SALT		2.6	-0.534	
281	2020-05-02 07:22:06	281	1	3.810000	TEMPESTX_20200501_SALT		2.5	-0.534	
282	2020-05-02 07:25:38	282	2	1.860000	TEMPESTX_20200501_SALT		2.8	-0.534	
283	2020-05-02 07:29:08	283	3	0.700000	TEMPESTX_20200501_SALT		2.8	-0.534	
284	2020-05-02 07:32:43	284	4	1.200000	TEMPESTX_20200501_SALT		2.6	-0.534	
285	2020-05-02 07:36:19	285	1	3.330000	TEMPESTX_20200501_SALT		2.5	-0.534	
286	2020-05-02 07:39:51	286	2	2.010000	TEMPESTX_20200501_SALT		2.8	-0.534	
287	2020-05-02 07:43:23	287	3	0.520000	TEMPESTX_20200501_SALT		2.8	-0.534	
288	2020-05-02 07:46:54	288	4	1.330000	TEMPESTX_20200501_SALT		2.6	-0.534	
289	2020-05-02 07:50:30	289	1	3.570000	TEMPESTX_20200501_SALT		2.5	-0.534	
290	2020-05-02 07:53:59	290	2	1.740000	TEMPESTX_20200501_SALT		2.8	-0.534	
291	2020-05-02 07:57:29	291	3	1.090000	TEMPESTX_20200501_SALT		2.8	-0.534	
292	2020-05-02 08:01:00	292	4	1.230000	TEMPESTX_20200501_SALT		2.6	-0.535	
293	2020-05-02 08:04:36	293	1	3.420000	TEMPESTX_20200501_SALT		2.5	-0.534	
294	2020-05-02 08:08:06	294	2	1.920000	TEMPESTX_20200501_SALT		2.8	-0.535	
295	2020-05-02 08:11:37	295	3	0.620000	TEMPESTX_20200501_SALT		2.8	-0.534	
296	2020-05-02 08:15:08	296	4	1.210000	TEMPESTX_20200501_SALT		2.6	-0.534	
297	2020-05-02 08:18:44	297	1	4.020000	TEMPESTX_20200501_SALT		2.5	-0.534	
298	2020-05-02 08:22:14	298	2	2.010000	TEMPESTX_20200501_SALT		2.8	-0.534	
299	2020-05-02 08:25:45	299	3	0.900000	TEMPESTX_20200501_SALT		2.8	-0.534	
300	2020-05-02 08:29:20	300	4	1.200000	TEMPESTX_20200501_SALT		2.6	-0.534	
301	2020-05-02 08:32:56	301	1	2.990000	TEMPESTX_20200501_SALT		2.5	-0.534	
302	2020-05-02 08:36:27	302	2	2.150000	TEMPESTX_20200501_SALT		2.765	-0.535	
303	2020-05-02 08:40:00	303	3	0.910000	TEMPESTX_20200501_SALT		2.8	-0.535	
304	2020-05-02 08:43:32	304	4	1.280000	TEMPESTX_20200501_SALT		2.6	-0.534	
305	2020-05-02 08:47:04	305	1	3.000000	TEMPESTX_20200501_SALT		2.5	-0.534	
306	2020-05-02 08:50:34	306	2	2.090000	TEMPESTX_20200501_SALT		2.8	-0.535	
307	2020-05-02 08:54:06	307	3	1.540000	TEMPESTX_20200501_SALT		2.8	-0.535	
308	2020-05-02 08:57:40	308	4	1.410000	TEMPESTX_20200501_SALT		2.6	-0.535	
309	2020-05-02 09:01:16	309	1	3.080000	TEMPESTX_20200501_SALT		2.5	-0.535	
310	2020-05-02 09:04:47	310	2	1.840000	TEMPESTX_20200501_SALT		2.8	-0.535	
311	2020-05-02 09:08:17	311	3	1.240000	TEMPESTX_20200501_SALT		2.8	-0.534	
312	2020-05-02 09:11:48	312	4	1.250000	TEMPESTX_20200501_SALT		2.6	-0.535	
313	2020-05-02 09:15:24	313	1	3.010000	TEMPESTX_20200501_SALT		2.5	-0.535	
314	2020-05-02 09:18:55	314	2	2.070000	TEMPESTX_20200501_SALT		2.765	-0.535	
315	2020-05-02 09:22:26	315	3	1.100000	TEMPESTX_20200501_SALT		2.8	-0.535	
316	2020-05-02 09:25:59	316	4	1.260000	TEMPESTX_20200501_SALT		2.6	-0.535	
317	2020-05-02 09:29:31	317	1	3.170000	TEMPESTX_20200501_SALT		2.5	-0.535	
318	2020-05-02 09:33:01	318	2	2.150000	TEMPESTX_20200501_SALT		2.8	-0.535	
319	2020-05-02 09:36:34	319	3	1.340000	TEMPESTX_20200501_SALT		2.8	-0.535	
320	2020-05-02 09:40:05	320	4	1.300000	TEMPESTX_20200501_SALT		2.6	-0.535	
321	2020-05-02 09:43:41	321	1	3.750000	TEMPESTX_20200501_SALT		2.5	-0.505	
322	2020-05-02 09:47:11	322	2	1.970000	TEMPESTX_20200501_SALT		2.8	-0.535	
323	2020-05-02 09:50:41	323	3	1.210000	TEMPESTX_20200501_SALT		2.8	-0.535	
324	2020-05-02 09:54:13	324	4	1.710000	TEMPESTX_20200501_SALT		2.6	-0.535	
325	2020-05-02 09:57:47	325	1	2.720000	TEMPESTX_20200501_SALT		2.5	-0.535	
326	2020-05-02 10:01:16	326	2	1.620000	TEMPESTX_20200501_SALT		2.74	-0.535	
327	2020-05-02 10:04:46	327	3	1.580000	TEMPESTX_20200501_SALT		2.8	-0.535	
328	2020-05-02 10:08:18	328	4	1.330000	TEMPESTX_20200501_SALT		2.6	-0.535	
329	2020-05-02 10:11:54	329	1	3.520000	TEMPESTX_20200501_SALT		2.5	-0.535	
330	2020-05-02 10:15:25	330	2	2.250000	TEMPESTX_20200501_SALT		2.691	-0.535	
331	2020-05-02 10:18:58	331	3	1.040000	TEMPESTX_20200501_SALT		2.8	-0.535	
332	2020-05-02 10:22:33	332	4	1.360000	TEMPESTX_20200501_SALT		2.6	-0.535	
333	2020-05-02 10:26:09	333	1	3.520000	TEMPESTX_20200501_SALT		2.5	-0.535	
334	2020-05-02 10:29:38	334	2	2.150000	TEMPESTX_20200501_SALT		2.731	-0.535	
335	2020-05-02 10:33:08	335	3	0.670000	TEMPESTX_20200501_SALT		2.8	-0.535	
336	2020-05-02 10:36:39	336	4	1.490000	TEMPESTX_20200501_SALT		2.6	-0.536	
337	2020-05-02 10:40:15	337	1	3.250000	TEMPESTX_20200501_SALT		2.5	-0.536	
338	2020-05-02 10:43:47	338	2	1.920000	TEMPESTX_20200501_SALT		2.7	-0.536	
339	2020-05-02 10:47:17	339	3	0.750000	TEMPESTX_20200501_SALT		2.8	-0.535	
340	2020-05-02 10:50:48	340	4	1.490000	TEMPESTX_20200501_SALT		2.6	-0.535	
341	2020-05-02 10:54:24	341	1	3.200000	TEMPESTX_20200501_SALT		2.5	-0.536	
342	2020-05-02 10:57:54	342	2	2.260000	TEMPESTX_20200501_SALT		2.7	-0.536	
343	2020-05-02 11:01:27	343	3	1.230000	TEMPESTX_20200501_SALT		2.8	-0.536	
344	2020-05-02 11:05:01	344	4	1.660000	TEMPESTX_20200501_SALT		2.6	-0.536	
345	2020-05-02 11:08:37	345	1	3.460000	TEMPESTX_20200501_SALT		2.5	-118917	
346	2020-05-02 11:12:08	346	2	2.200000	TEMPESTX_20200501_SALT		2.7	380628	
347	2020-05-02 11:15:40	347	3	1.750000	TEMPESTX_20200501_SALT		2.818	-0.536	
348	2020-05-02 11:19:14	348	4	1.610000	TEMPESTX_20200501_SALT		2.6	-0.536	
349	2020-05-02 11:22:50	349	1	3.520000	TEMPESTX_20200501_SALT		2.5	-0.536	
350	2020-05-02 11:26:20	350	2	2.360000	TEMPESTX_20200501_SALT		2.7	-0.536	
351	2020-05-02 11:29:50	351	3	0.890000	TEMPESTX_20200501_SALT		2.8	-0.536	
352	2020-05-02 11:33:23	352	4	1.820000	TEMPESTX_20200501_SALT		2.6	-0.536	
353	2020-05-02 11:36:54	353	1	3.880000	TEMPESTX_20200501_SALT		2.5	-0.536	
354	2020-05-02 11:40:24	354	2	2.340000	TEMPESTX_20200501_SALT		2.7	-0.536	
355	2020-05-02 11:43:56	355	3	0.980000	TEMPESTX_20200501_SALT		2.778	-0.536	
356	2020-05-02 11:47:29	356	4	1.410000	TEMPESTX_20200501_SALT		2.6	-0.536	
357	2020-05-02 11:51:05	357	1	3.470000	TEMPESTX_20200501_SALT		2.5	-0.536	
358	2020-05-02 11:54:36	358	2	1.900000	TEMPESTX_20200501_SALT		2.7	-0.536	
359	2020-05-02 11:58:06	359	3	1.050000	TEMPESTX_20200501_SALT		2.731	-0.536	
360	2020-05-02 12:01:41	360	4	1.840000	TEMPESTX_20200501_SALT		2.6	-0.536	
361	2020-05-02 12:05:17	361	1	3.950000	TEMPESTX_20200501_SALT		2.5	-0.502	
362	2020-05-02 12:08:49	362	2	2.490000	TEMPESTX_20200501_SALT		2.7	-0.536	
363	2020-05-02 12:12:22	363	3	1.260000	TEMPESTX_20200501_SALT		2.749	-0.536	
364	2020-05-02 12:15:57	364	4	2.530000	TEMPESTX_20200501_SALT		2.6	-0.536	
365	2020-05-02 12:19:30	365	1	3.490000	TEMPESTX_20200501_SALT		2.5	-0.536	
366	2020-05-02 12:23:01	366	2	2.120000	TEMPESTX_20200501_SALT		2.7	237832	
367	2020-05-02 12:26:32	367	3	1.330000	TEMPESTX_20200501_SALT		2.704	-0.536	
368	2020-05-02 12:30:03	368	4	1.530000	TEMPESTX_20200501_SALT		2.6	-0.536	
369	2020-05-02 12:33:39	369	1	3.540000	TEMPESTX_20200501_SALT		2.5	-0.535	
370	2020-05-02 12:37:12	370	2	2.270000	TEMPESTX_20200501_SALT		2.7	-0.536	
371	2020-05-02 12:40:43	371	3	1.520000	TEMPESTX_20200501_SALT		2.7	-0.536	
372	2020-05-02 12:44:17	372	4	1.630000	TEMPESTX_20200501_SALT		2.6	-0.536	
373	2020-05-02 12:47:49	373	1	3.130000	TEMPESTX_20200501_SALT		2.5	-0.499	
374	2020-05-02 12:51:19	374	2	2.260000	TEMPESTX_20200501_SALT		2.7	-0.537	
375	2020-05-02 12:54:49	375	3	1.190000	TEMPESTX_20200501_SALT		2.7	-0.537	
376	2020-05-02 12:58:22	376	4	1.830000	TEMPESTX_20200501_SALT		2.6	-0.537	
377	2020-05-02 13:01:54	377	1	3.450000	TEMPESTX_20200501_SALT		2.5	-0.537	
378	2020-05-02 13:05:23	378	2	2.430000	TEMPESTX_20200501_SALT		2.7	-0.537	
379	2020-05-02 13:08:56	379	3	0.900000	TEMPESTX_20200501_SALT		2.7	-0.537	
380	2020-05-02 13:12:27	380	4	1.840000	TEMPESTX_20200501_SALT		2.6	-0.537	
381	2020-05-02 13:16:03	381	1	3.720000	TEMPESTX_20200501_SALT		2.5	-0.537	
382	2020-05-02 13:19:35	382	2	2.310000	TEMPESTX_20200501_SALT		2.7	-0.537	
383	2020-05-02 13:23:06	383	3	1.280000	TEMPESTX_20200501_SALT		2.7	-0.537	
384	2020-05-02 13:26:39	384	4	2.130000	TEMPESTX_20200501_SALT		2.6	-0.537	
385	2020-05-02 13:30:12	385	1	3.490000	TEMPESTX_20200501_SALT		2.5	-0.537	
386	2020-05-02 13:33:41	386	2	2.310000	TEMPESTX_20200501_SALT		2.7	-0.537	
387	2020-05-02 13:37:11	387	3	2.190000	TEMPESTX_20200501_SALT		2.7	-0.537	
388	2020-05-02 13:40:46	388	4	1.730000	TEMPESTX_20200501_SALT		2.6	-0.537	
389	2020-05-02 13:44:22	389	1	4.030000	TEMPESTX_20200501_SALT		2.5	-0.537	
390	2020-05-02 13:47:55	390	2	1.780000	TEMPESTX_20200501_SALT		2.7	-0.537	
391	2020-05-02 13:51:25	391	3	2.420000	TEMPESTX_20200501_SALT		2.7	-0.537	
392	2020-05-02 13:55:00	392	4	1.810000	TEMPESTX_20200501_SALT		2.6	-0.537	
393	2020-05-02 13:58:32	393	1	4.300000	TEMPESTX_20200501_SALT		2.5	-0.537	
394	2020-05-02 14:02:02	394	2	2.230000	TEMPESTX_20200501_SALT		2.7	-0.537	
395	2020-05-02 14:05:36	395	3	2.950000	TEMPESTX_20200501_SALT		2.7	-0.537	
396	2020-05-02 14:09:11	396	4	1.660000	TEMPESTX_20200501_SALT		2.6	-0.537	
397	2020-05-02 14:12:47	397	1	4.150000	TEMPESTX_20200501_SALT		2.5	-0.537	
398	2020-05-02 14:16:19	398	2	2.480000	TEMPESTX_20200501_SALT		2.7	-0.537	
399	2020-05-02 14:19:52	399	3	3.000000	TEMPESTX_20200501_SALT		2.7	-0.537	
400	2020-05-02 14:23:27	400	4	1.630000	TEMPESTX_20200501_SALT		2.6	-0.537	
401	2020-05-02 14:27:03	401	1	3.690000	TEMPESTX_20200501_SALT		2.5	-0.537	
402	2020-05-02 14:30:35	402	2	2.330000	TEMPESTX_20200501_SALT		2.7	-0.537	
403	2020-05-02 14:34:05	403	3	3.400000	TEMPESTX_20200501_SALT		2.7	-0.537	
404	2020-05-02 14:37:40	404	4	1.650000	TEMPESTX_20200501_SALT		2.6	-0.537	
405	2020-05-02 14:41:16	405	1	4.610000	TEMPESTX_20200501_SALT		2.5	-0.537	
406	2020-05-02 14:44:48	406	2	2.340000	TEMPESTX_20200501_SALT		2.7	-0.537	
407	2020-05-02 14:48:18	407	3	5.030000	TEMPESTX_20200501_SALT		2.7	-0.537	
408	2020-05-02 14:51:53	408	4	1.710000	TEMPESTX_20200501_SALT		2.6	-0.537	
409	2020-05-02 14:55:25	409	1	3.790000	TEMPESTX_20200501_SALT		2.5	380532	
410	2020-05-02 14:58:58	410	2	2.460000	TEMPESTX_20200501_SALT		2.7	-0.537	
411	2020-05-02 15:02:30	411	3	5.670000	TEMPESTX_20200501_SALT		2.7	-0.537	
412	2020-05-02 15:06:05	412	4	1.600000	TEMPESTX_20200501_SALT		2.6	-0.537	
413	2020-05-02 15:09:41	413	1	4.690000	TEMPESTX_20200501_SALT		2.5	-0.537	
414	2020-05-02 15:13:11	414	2	2.770000	TEMPESTX_20200501_SALT		2.7	-0.537	
415	2020-05-02 15:16:45	415	3	6.940000	TEMPESTX_20200501_SALT		2.7	-0.537	
416	2020-05-02 15:20:20	416	4	1.550000	TEMPESTX_20200501_SALT		2.6	-0.537	
417	2020-05-02 15:23:56	417	1	4.060000	TEMPESTX_20200501_SALT		2.5	-0.537	
418	2020-05-02 15:27:29	418	2	2.880000	TEMPESTX_20200501_SALT		2.7	-0.538	
419	2020-05-02 15:31:02	419	3	6.390000	TEMPESTX_20200501_SALT		2.7	-0.537	
420	2020-05-02 15:34:37	420	4	1.710000	TEMPESTX_20200501_SALT		2.6	-0.537	
421	2020-05-02 15:38:09	421	1	3.040000	TEMPESTX_20200501_SALT		2.5	-0.537	
422	2020-05-02 15:41:38	422	2	2.630000	TEMPESTX_20200501_SALT		2.7	-0.537	
423	2020-05-02 15:45:11	423	3	7.740000	TEMPESTX_20200501_SALT		2.7	-0.537	
424	2020-05-02 15:48:46	424	4	1.580000	TEMPESTX_20200501_SALT		2.6	-0.538	
425	2020-05-02 15:52:22	425	1	3.680000	TEMPESTX_20200501_SALT		2.5	-0.537	
426	2020-05-02 15:55:53	426	2	2.710000	TEMPESTX_20200501_SALT		2.7	-0.537	
427	2020-05-02 15:59:24	427	3	9.050000	TEMPESTX_20200501_SALT		2.7	-0.537	
428	2020-05-02 16:02:59	428	4	1.540000	TEMPESTX_20200501_SALT		2.6	-0.537	
429	2020-05-02 16:06:35	429	1	4.060000	TEMPESTX_20200501_SALT		2.5	-0.537	
430	2020-05-02 16:10:06	430	2	2.880000	TEMPESTX_20200501_SALT		2.7	-0.537	
431	2020-05-02 16:13:40	431	3	9.550000	TEMPESTX_20200501_SALT		2.7	-0.537	
432	2020-05-02 16:17:15	432	4	1.640000	TEMPESTX_20200501_SALT		2.6	-0.537	
433	2020-05-02 16:20:51	433	1	3.800000	TEMPESTX_20200501_SALT		2.5	-0.537	
434	2020-05-02 16:24:22	434	2	2.710000	TEMPESTX_20200501_SALT		2.7	-0.537	
435	2020-05-02 16:27:55	435	3	10.660000	TEMPESTX_20200501_SALT		2.7	-0.537	
436	2020-05-02 16:31:30	436	4	1.700000	TEMPESTX_20200501_SALT		2.6	-0.537	
437	2020-05-02 16:35:02	437	1	3.720000	TEMPESTX_20200501_SALT		2.5	-0.537	
438	2020-05-02 16:38:32	438	2	2.760000	TEMPESTX_20200501_SALT		2.7	-0.537	
439	2020-05-02 16:42:05	439	3	11.640000	TEMPESTX_20200501_SALT		2.7	-0.537	
440	2020-05-02 16:45:40	440	4	1.700000	TEMPESTX_20200501_SALT		2.6	-0.537	
441	2020-05-02 16:49:12	441	1	3.760000	TEMPESTX_20200501_SALT		2.5	-0.537	
442	2020-05-02 16:52:43	442	2	2.500000	TEMPESTX_20200501_SALT		2.7	-0.537	
443	2020-05-02 16:56:13	443	3	13.740000	TEMPESTX_20200501_SALT		2.7	23782.7	
444	2020-05-02 16:59:48	444	4	1.600000	TEMPESTX_20200501_SALT		2.6	-0.537	
445	2020-05-02 17:03:20	445	1	3.800000	TEMPESTX_20200501_SALT		2.5	-0.537	
446	2020-05-02 17:06:50	446	2	2.760000	TEMPESTX_20200501_SALT		2.7	-0.537	
447	2020-05-02 17:10:23	447	3	14.610000	TEMPESTX_20200501_SALT		2.7	-0.537	
448	2020-05-02 17:13:58	448	4	1.620000	TEMPESTX_20200501_SALT		2.6	-0.537	
449	2020-05-02 17:17:34	449	1	3.790000	TEMPESTX_20200501_SALT		2.5	380532	
450	2020-05-02 17:21:04	450	2	2.670000	TEMPESTX_20200501_SALT		2.7	-0.537	
451	2020-05-02 17:24:34	451	3	16.379999	TEMPESTX_20200501_SALT		2.7	-0.537	
452	2020-05-02 17:28:09	452	4	1.640000	TEMPESTX_20200501_SALT		2.6	-0.537	
453	2020-05-02 17:31:41	453	1	4.340000	TEMPESTX_20200501_SALT		2.5	-0.537	
454	2020-05-02 17:35:12	454	2	2.840000	TEMPESTX_20200501_SALT		2.7	-0.537	
455	2020-05-02 17:38:43	455	3	17.760000	TEMPESTX_20200501_SALT		2.7	-0.536	
456	2020-05-02 17:42:18	456	4	1.620000	TEMPESTX_20200501_SALT		2.6	-0.537	
457	2020-05-02 17:45:50	457	1	4.380000	TEMPESTX_20200501_SALT		2.5	-0.536	
458	2020-05-02 17:49:21	458	2	2.780000	TEMPESTX_20200501_SALT		2.7	-0.537	
459	2020-05-02 17:52:54	459	3	19.639999	TEMPESTX_20200501_SALT		2.7	-0.536	
460	2020-05-02 17:56:29	460	4	1.570000	TEMPESTX_20200501_SALT		2.6	-0.537	
461	2020-05-02 18:00:05	461	1	4.380000	TEMPESTX_20200501_SALT		2.5	-118917	
462	2020-05-02 18:03:36	462	2	2.710000	TEMPESTX_20200501_SALT		2.7	-0.536	
463	2020-05-02 18:07:06	463	3	19.690001	TEMPESTX_20200501_SALT		2.7	-0.536	
464	2020-05-02 18:10:41	464	4	1.670000	TEMPESTX_20200501_SALT		2.6	-0.536	
465	2020-05-02 18:14:13	465	1	4.460000	TEMPESTX_20200501_SALT		2.5	-0.504	
466	2020-05-02 18:17:43	466	2	2.730000	TEMPESTX_20200501_SALT		2.7	-0.536	
467	2020-05-02 18:21:14	467	3	21.340000	TEMPESTX_20200501_SALT		2.7	-0.536	
468	2020-05-02 18:24:49	468	4	1.640000	TEMPESTX_20200501_SALT		2.6	-0.536	
469	2020-05-02 18:28:25	469	1	4.270000	TEMPESTX_20200501_SALT		2.5	-0.536	
470	2020-05-02 18:31:55	470	2	2.940000	TEMPESTX_20200501_SALT		2.7	-0.536	
471	2020-05-02 18:35:28	471	3	21.680000	TEMPESTX_20200501_SALT		2.7	-0.536	
472	2020-05-02 18:39:03	472	4	1.720000	TEMPESTX_20200501_SALT		2.6	-0.536	
473	2020-05-02 18:42:35	473	1	4.250000	TEMPESTX_20200501_SALT		2.5	-0.536	
474	2020-05-02 18:46:05	474	2	3.060000	TEMPESTX_20200501_SALT		2.7	-0.536	
475	2020-05-02 18:49:36	475	3	23.260000	TEMPESTX_20200501_SALT		2.7	309182	
476	2020-05-02 18:53:11	476	4	1.670000	TEMPESTX_20200501_SALT		2.6	-0.536	
477	2020-05-02 18:56:47	477	1	4.240000	TEMPESTX_20200501_SALT		2.5	-0.536	
478	2020-05-02 19:00:18	478	2	2.860000	TEMPESTX_20200501_SALT		2.7	-0.536	
479	2020-05-02 19:03:51	479	3	26.440001	TEMPESTX_20200501_SALT		2.7	-0.536	
480	2020-05-02 19:07:26	480	4	1.680000	TEMPESTX_20200501_SALT		2.6	-0.536	
481	2020-05-02 19:11:02	481	1	3.970000	TEMPESTX_20200501_SALT		2.5	-0.536	
482	2020-05-02 19:14:34	482	2	2.970000	TEMPESTX_20200501_SALT		2.7	-0.536	
483	2020-05-02 19:18:07	483	3	24.320000	TEMPESTX_20200501_SALT		2.7	-0.536	
484	2020-05-02 19:21:38	484	4	1.730000	TEMPESTX_20200501_SALT		2.6	-0.536	
485	2020-05-02 19:25:10	485	1	3.890000	TEMPESTX_20200501_SALT		2.5	-0.536	
486	2020-05-02 19:28:40	486	2	2.940000	TEMPESTX_20200501_SALT		2.7	-0.536	
487	2020-05-02 19:32:12	487	3	26.530001	TEMPESTX_20200501_SALT		2.7	-0.536	
488	2020-05-02 19:35:43	488	4	1.890000	TEMPESTX_20200501_SALT		2.6	-0.536	
489	2020-05-02 19:39:15	489	1	3.560000	TEMPESTX_20200501_SALT		2.5	-0.505	
490	2020-05-02 19:42:45	490	2	2.900000	TEMPESTX_20200501_SALT		2.7	-0.536	
491	2020-05-02 19:46:17	491	3	26.219999	TEMPESTX_20200501_SALT		2.7	-0.536	
492	2020-05-02 19:49:52	492	4	1.790000	TEMPESTX_20200501_SALT		2.6	-0.536	
493	2020-05-02 19:53:24	493	1	3.880000	TEMPESTX_20200501_SALT		2.5	-0.536	
494	2020-05-02 19:56:55	494	2	2.930000	TEMPESTX_20200501_SALT		2.7	-0.536	
495	2020-05-02 20:00:28	495	3	27.889999	TEMPESTX_20200501_SALT		2.7	-0.536	
496	2020-05-02 20:04:03	496	4	1.640000	TEMPESTX_20200501_SALT		2.6	-0.536	
497	2020-05-02 20:07:39	497	1	4.270000	TEMPESTX_20200501_SALT		2.5	-0.535	
498	2020-05-02 20:11:10	498	2	2.780000	TEMPESTX_20200501_SALT		2.7	-0.536	
499	2020-05-02 20:14:41	499	3	28.209999	TEMPESTX_20200501_SALT		2.7	-0.535	
500	2020-05-02 20:18:16	500	4	1.810000	TEMPESTX_20200501_SALT		2.6	-0.535	
501	2020-05-02 20:21:48	501	1	4.100000	TEMPESTX_20200501_SALT		2.5	-0.476	
502	2020-05-02 20:25:20	502	2	2.990000	TEMPESTX_20200501_SALT		2.7	-0.535	
503	2020-05-02 20:28:53	503	3	31.540001	TEMPESTX_20200501_SALT		2.7	-0.535	
504	2020-05-02 20:32:28	504	4	1.670000	TEMPESTX_20200501_SALT		2.6	-0.535	
505	2020-05-02 20:36:04	505	1	4.390000	TEMPESTX_20200501_SALT		2.5	-0.531	
506	2020-05-02 20:39:35	506	2	3.120000	TEMPESTX_20200501_SALT		2.7	-0.535	
507	2020-05-02 20:43:09	507	3	28.920000	TEMPESTX_20200501_SALT		2.7	-0.535	
508	2020-05-02 20:46:44	508	4	1.660000	TEMPESTX_20200501_SALT		2.6	-0.535	
509	2020-05-02 20:50:20	509	1	4.180000	TEMPESTX_20200501_SALT		2.5	-0.489	
510	2020-05-02 20:53:52	510	2	2.860000	TEMPESTX_20200501_SALT		2.7	-0.535	
511	2020-05-02 20:57:22	511	3	31.520000	TEMPESTX_20200501_SALT		2.7	-0.535	
512	2020-05-02 21:00:57	512	4	1.650000	TEMPESTX_20200501_SALT		2.6	-0.535	
513	2020-05-02 21:04:33	513	1	3.820000	TEMPESTX_20200501_SALT		2.5	-0.478	
514	2020-05-02 21:08:04	514	2	3.130000	TEMPESTX_20200501_SALT		2.7	-0.535	
515	2020-05-02 21:11:38	515	3	31.360001	TEMPESTX_20200501_SALT		2.7	-0.535	
516	2020-05-02 21:15:13	516	4	1.790000	TEMPESTX_20200501_SALT		2.6	-0.535	
517	2020-05-02 21:18:45	517	1	3.920000	TEMPESTX_20200501_SALT		2.5	-0.504	
518	2020-05-02 21:22:17	518	2	2.780000	TEMPESTX_20200501_SALT		2.7	-0.535	
519	2020-05-02 21:25:48	519	3	36.160000	TEMPESTX_20200501_SALT		2.724	-0.535	
520	2020-05-02 21:29:19	520	4	1.680000	TEMPESTX_20200501_SALT		2.6	-0.535	
521	2020-05-02 21:32:51	521	1	3.390000	TEMPESTX_20200501_SALT		2.5	-0.479	
522	2020-05-02 21:36:21	522	2	2.830000	TEMPESTX_20200501_SALT		2.7	-0.535	
523	2020-05-02 21:39:52	523	3	32.860001	TEMPESTX_20200501_SALT		2.7	-0.535	
524	2020-05-02 21:43:23	524	4	1.600000	TEMPESTX_20200501_SALT		2.6	-0.535	
525	2020-05-02 21:46:59	525	1	3.570000	TEMPESTX_20200501_SALT		2.5	-0.529	
526	2020-05-02 21:50:29	526	2	2.790000	TEMPESTX_20200501_SALT		2.7	-0.535	
527	2020-05-02 21:53:59	527	3	31.760000	TEMPESTX_20200501_SALT		2.685	-0.535	
528	2020-05-02 21:57:34	528	4	1.660000	TEMPESTX_20200501_SALT		2.6	-0.535	
529	2020-05-02 22:01:06	529	1	3.850000	TEMPESTX_20200501_SALT		2.5	-0.482	
530	2020-05-02 22:04:37	530	2	2.980000	TEMPESTX_20200501_SALT		2.7	-0.535	
531	2020-05-02 22:08:10	531	3	31.190001	TEMPESTX_20200501_SALT		2.724	-0.535	
532	2020-05-02 22:11:45	532	4	1.670000	TEMPESTX_20200501_SALT		2.6	-0.535	
533	2020-05-02 22:15:17	533	1	3.930000	TEMPESTX_20200501_SALT		2.5	-0.528	
534	2020-05-02 22:18:48	534	2	2.750000	TEMPESTX_20200501_SALT		2.7	-0.535	
535	2020-05-02 22:22:20	535	3	35.549999	TEMPESTX_20200501_SALT		2.696	-0.535	
536	2020-05-02 22:25:51	536	4	1.690000	TEMPESTX_20200501_SALT		2.6	-0.535	
537	2020-05-02 22:29:23	537	1	4.160000	TEMPESTX_20200501_SALT		2.5	-0.49	
538	2020-05-02 22:32:55	538	2	2.940000	TEMPESTX_20200501_SALT		2.7	-0.535	
539	2020-05-02 22:36:27	539	3	34.560001	TEMPESTX_20200501_SALT		2.7	-0.535	
540	2020-05-02 22:39:58	540	4	1.700000	TEMPESTX_20200501_SALT		2.6	-0.535	
541	2020-05-02 22:43:30	541	1	4.420000	TEMPESTX_20200501_SALT		2.5	-0.531	
542	2020-05-02 22:47:01	542	2	2.970000	TEMPESTX_20200501_SALT		2.7	-0.535	
543	2020-05-02 22:50:34	543	3	32.220001	TEMPESTX_20200501_SALT		2.7	-0.535	
544	2020-05-02 22:54:09	544	4	1.690000	TEMPESTX_20200501_SALT		2.6	-0.535	
545	2020-05-02 22:57:41	545	1	4.550000	TEMPESTX_20200501_SALT		2.5	-0.491	
546	2020-05-02 23:01:12	546	2	2.980000	TEMPESTX_20200501_SALT		2.7	-0.535	
547	2020-05-02 23:04:45	547	3	31.760000	TEMPESTX_20200501_SALT		2.7	-0.535	
548	2020-05-02 23:08:20	548	4	1.690000	TEMPESTX_20200501_SALT		2.6	-0.535	
549	2020-05-02 23:11:52	549	1	3.830000	TEMPESTX_20200501_SALT		2.5	-0.528	
550	2020-05-02 23:15:24	550	2	2.940000	TEMPESTX_20200501_SALT		2.7	-0.534	
551	2020-05-02 23:18:58	551	3	31.150000	TEMPESTX_20200501_SALT		2.7	-0.535	
552	2020-05-02 23:22:33	552	4	1.610000	TEMPESTX_20200501_SALT		2.6	-0.534	
553	2020-05-02 23:26:09	553	1	3.910000	TEMPESTX_20200501_SALT		2.5	-0.503	
554	2020-05-02 23:29:41	554	2	3.040000	TEMPESTX_20200501_SALT		2.7	-0.535	
555	2020-05-02 23:33:14	555	3	32.070000	TEMPESTX_20200501_SALT		2.7	-0.535	
556	2020-05-02 23:36:49	556	4	1.640000	TEMPESTX_20200501_SALT		2.6	-0.535	
