Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	V1_IV	V2_IV	
53	2020-05-01 17:57:46	53	1	2.700000	TEMPESTX_20200501_SALT		2.564	-0.536	
54	2020-05-01 18:01:17	54	2	1.730000	TEMPESTX_20200501_SALT		2.8	-0.536	
55	2020-05-01 18:04:47	55	3	-0.190000	TEMPESTX_20200501_SALT		2.8	-0.536	
56	2020-05-01 18:08:20	56	4	1.180000	TEMPESTX_20200501_SALT		2.6	-0.536	
57	2020-05-01 18:11:52	57	1	2.580000	TEMPESTX_20200501_SALT		2.527	-0.536	
58	2020-05-01 18:15:22	58	2	1.560000	TEMPESTX_20200501_SALT		2.8	-0.536	
59	2020-05-01 18:18:51	59	3	0.540000	TEMPESTX_20200501_SALT		2.8	-0.536	
60	2020-05-01 18:22:21	60	4	1.130000	TEMPESTX_20200501_SALT		2.6	-0.536	
61	2020-05-01 18:25:57	61	1	2.620000	TEMPESTX_20200501_SALT		2.545	-0.536	
62	2020-05-01 18:29:27	62	2	1.770000	TEMPESTX_20200501_SALT		2.8	-0.536	
63	2020-05-01 18:32:59	63	3	1.610000	TEMPESTX_20200501_SALT		2.8	-0.536	
64	2020-05-01 18:36:32	64	4	1.100000	TEMPESTX_20200501_SALT		2.6	-0.536	
65	2020-05-01 18:40:08	65	1	2.880000	TEMPESTX_20200501_SALT		2.509	-0.536	
66	2020-05-01 18:43:39	66	2	1.770000	TEMPESTX_20200501_SALT		2.8	-0.536	
67	2020-05-01 18:47:11	67	3	0.820000	TEMPESTX_20200501_SALT		2.8	-0.536	
68	2020-05-01 18:50:42	68	4	1.250000	TEMPESTX_20200501_SALT		2.6	-0.536	
69	2020-05-01 18:54:14	69	1	2.610000	TEMPESTX_20200501_SALT		2.54	-0.536	
70	2020-05-01 18:57:44	70	2	1.320000	TEMPESTX_20200501_SALT		2.8	-0.536	
71	2020-05-01 19:01:13	71	3	0.880000	TEMPESTX_20200501_SALT		2.8	-0.536	
72	2020-05-01 19:04:46	72	4	1.140000	TEMPESTX_20200501_SALT		2.607	-0.535	
73	2020-05-01 19:08:18	73	1	3.060000	TEMPESTX_20200501_SALT		2.549	-0.536	
74	2020-05-01 19:11:48	74	2	1.790000	TEMPESTX_20200501_SALT		2.8	-0.536	
75	2020-05-01 19:15:21	75	3	1.080000	TEMPESTX_20200501_SALT		2.8	-0.536	
76	2020-05-01 19:18:55	76	4	1.110000	TEMPESTX_20200501_SALT		2.6	-0.535	
77	2020-05-01 19:22:31	77	1	3.380000	TEMPESTX_20200501_SALT		2.58	-0.536	
78	2020-05-01 19:26:00	78	2	1.740000	TEMPESTX_20200501_SALT		2.8	-0.536	
79	2020-05-01 19:29:30	79	3	0.540000	TEMPESTX_20200501_SALT		2.8	-0.536	
80	2020-05-01 19:33:02	80	4	1.080000	TEMPESTX_20200501_SALT		2.607	-0.535	
81	2020-05-01 19:36:34	81	1	3.110000	TEMPESTX_20200501_SALT		2.509	-0.536	
82	2020-05-01 19:40:04	82	2	1.590000	TEMPESTX_20200501_SALT		2.8	-0.535	
83	2020-05-01 19:43:35	83	3	0.600000	TEMPESTX_20200501_SALT		2.8	-0.536	
84	2020-05-01 19:47:06	84	4	1.350000	TEMPESTX_20200501_SALT		2.625	-0.535	
85	2020-05-01 19:50:38	85	1	3.370000	TEMPESTX_20200501_SALT		2.576	-0.535	
86	2020-05-01 19:54:08	86	2	1.580000	TEMPESTX_20200501_SALT		2.8	-0.536	
87	2020-05-01 19:57:38	87	3	0.770000	TEMPESTX_20200501_SALT		2.8	-0.535	
88	2020-05-01 20:01:08	88	4	1.100000	TEMPESTX_20200501_SALT		2.6	-0.535	
89	2020-05-01 20:04:44	89	1	3.010000	TEMPESTX_20200501_SALT		2.538	-0.535	
90	2020-05-01 20:08:14	90	2	1.720000	TEMPESTX_20200501_SALT		2.8	-0.535	
91	2020-05-01 20:11:45	91	3	0.350000	TEMPESTX_20200501_SALT		2.8	-0.535	
92	2020-05-01 20:15:15	92	4	1.210000	TEMPESTX_20200501_SALT		2.662	-0.535	
93	2020-05-01 20:18:51	93	1	3.470000	TEMPESTX_20200501_SALT		2.551	-0.536	
94	2020-05-01 20:22:21	94	2	1.630000	TEMPESTX_20200501_SALT		2.8	-0.535	
95	2020-05-01 20:25:51	95	3	0.970000	TEMPESTX_20200501_SALT		2.8	-0.535	
96	2020-05-01 20:29:24	96	4	1.180000	TEMPESTX_20200501_SALT		2.645	-0.535	
97	2020-05-01 20:33:00	97	1	3.260000	TEMPESTX_20200501_SALT		2.567	-0.535	
98	2020-05-01 20:36:30	98	2	1.640000	TEMPESTX_20200501_SALT		2.8	-0.535	
99	2020-05-01 20:40:00	99	3	0.800000	TEMPESTX_20200501_SALT		2.8	-0.535	
100	2020-05-01 20:43:31	100	4	1.190000	TEMPESTX_20200501_SALT		2.631	-0.535	
101	2020-05-01 20:47:07	101	1	2.950000	TEMPESTX_20200501_SALT		2.6	-0.535	
102	2020-05-01 20:50:37	102	2	1.550000	TEMPESTX_20200501_SALT		2.8	-0.535	
103	2020-05-01 20:54:07	103	3	0.430000	TEMPESTX_20200501_SALT		2.8	-0.535	
104	2020-05-01 20:57:41	104	4	1.180000	TEMPESTX_20200501_SALT		2.624	-0.535	
105	2020-05-01 21:01:13	105	1	3.160000	TEMPESTX_20200501_SALT		2.6	-0.535	
106	2020-05-01 21:04:43	106	2	1.640000	TEMPESTX_20200501_SALT		2.8	-0.535	
107	2020-05-01 21:08:13	107	3	1.120000	TEMPESTX_20200501_SALT		2.8	-0.535	
108	2020-05-01 21:11:45	108	4	1.150000	TEMPESTX_20200501_SALT		2.647	-0.535	
109	2020-05-01 21:15:20	109	1	3.090000	TEMPESTX_20200501_SALT		2.558	-0.535	
110	2020-05-01 21:18:50	110	2	1.690000	TEMPESTX_20200501_SALT		2.8	-0.535	
111	2020-05-01 21:22:21	111	3	0.550000	TEMPESTX_20200501_SALT		2.8	-0.535	
112	2020-05-01 21:25:51	112	4	1.510000	TEMPESTX_20200501_SALT		2.718	-0.535	
113	2020-05-01 21:29:23	113	1	2.710000	TEMPESTX_20200501_SALT		2.585	-0.535	
114	2020-05-01 21:32:52	114	2	1.570000	TEMPESTX_20200501_SALT		2.8	-0.535	
115	2020-05-01 21:36:21	115	3	0.900000	TEMPESTX_20200501_SALT		2.8	-0.535	
116	2020-05-01 21:39:51	116	4	1.170000	TEMPESTX_20200501_SALT		2.624	-0.535	
117	2020-05-01 21:43:23	117	1	3.010000	TEMPESTX_20200501_SALT		2.6	-0.535	
118	2020-05-01 21:46:54	118	2	1.610000	TEMPESTX_20200501_SALT		2.8	-0.535	
119	2020-05-01 21:50:24	119	3	1.220000	TEMPESTX_20200501_SALT		2.8	-0.535	
120	2020-05-01 21:53:57	120	4	1.070000	TEMPESTX_20200501_SALT		2.644	-0.535	
121	2020-05-01 21:57:29	121	1	3.070000	TEMPESTX_20200501_SALT		2.6	-0.535	
122	2020-05-01 22:01:01	122	2	1.590000	TEMPESTX_20200501_SALT		2.8	-0.535	
123	2020-05-01 22:04:31	123	3	0.700000	TEMPESTX_20200501_SALT		2.8	-0.535	
124	2020-05-01 22:08:05	124	4	1.240000	TEMPESTX_20200501_SALT		2.616	-0.535	
125	2020-05-01 22:11:37	125	1	2.660000	TEMPESTX_20200501_SALT		2.6	-0.535	
126	2020-05-01 22:15:07	126	2	1.690000	TEMPESTX_20200501_SALT		2.8	-0.535	
127	2020-05-01 22:18:37	127	3	0.560000	TEMPESTX_20200501_SALT		2.8	-0.535	
128	2020-05-01 22:22:07	128	4	1.200000	TEMPESTX_20200501_SALT		2.636	-0.535	
129	2020-05-01 22:25:39	129	1	2.970000	TEMPESTX_20200501_SALT		2.6	-0.535	
130	2020-05-01 22:29:10	130	2	1.610000	TEMPESTX_20200501_SALT		2.8	-0.535	
131	2020-05-01 22:32:40	131	3	0.940000	TEMPESTX_20200501_SALT		2.8	-0.535	
132	2020-05-01 22:36:10	132	4	1.220000	TEMPESTX_20200501_SALT		2.676	-0.535	
133	2020-05-01 22:39:42	133	1	2.650000	TEMPESTX_20200501_SALT		2.6	-0.535	
134	2020-05-01 22:43:11	134	2	1.710000	TEMPESTX_20200501_SALT		2.8	-0.535	
135	2020-05-01 22:46:41	135	3	0.620000	TEMPESTX_20200501_SALT		2.8	-0.535	
136	2020-05-01 22:50:12	136	4	1.080000	TEMPESTX_20200501_SALT		2.618	-0.535	
137	2020-05-01 22:53:48	137	1	2.880000	TEMPESTX_20200501_SALT		2.6	-0.535	
138	2020-05-01 22:57:18	138	2	1.700000	TEMPESTX_20200501_SALT		2.8	-0.535	
139	2020-05-01 23:00:48	139	3	0.380000	TEMPESTX_20200501_SALT		2.8	-0.535	
140	2020-05-01 23:04:19	140	4	1.110000	TEMPESTX_20200501_SALT		2.702	-0.535	
141	2020-05-01 23:07:51	141	1	2.930000	TEMPESTX_20200501_SALT		2.6	-0.535	
142	2020-05-01 23:11:22	142	2	1.550000	TEMPESTX_20200501_SALT		2.8	-0.535	
143	2020-05-01 23:14:52	143	3	0.310000	TEMPESTX_20200501_SALT		2.8	-0.535	
144	2020-05-01 23:18:23	144	4	1.290000	TEMPESTX_20200501_SALT		2.665	-0.535	
145	2020-05-01 23:21:55	145	1	2.880000	TEMPESTX_20200501_SALT		2.609	-0.535	
146	2020-05-01 23:25:26	146	2	1.770000	TEMPESTX_20200501_SALT		2.8	-0.535	
147	2020-05-01 23:28:58	147	3	0.630000	TEMPESTX_20200501_SALT		2.8	-0.535	
148	2020-05-01 23:32:28	148	4	1.310000	TEMPESTX_20200501_SALT		2.671	-0.535	
149	2020-05-01 23:36:04	149	1	3.260000	TEMPESTX_20200501_SALT		2.6	-0.535	
150	2020-05-01 23:39:34	150	2	1.570000	TEMPESTX_20200501_SALT		2.8	-0.535	
151	2020-05-01 23:43:04	151	3	0.540000	TEMPESTX_20200501_SALT		2.8	-0.535	
152	2020-05-01 23:46:38	152	4	1.110000	TEMPESTX_20200501_SALT		2.667	-0.535	
153	2020-05-01 23:50:14	153	1	2.590000	TEMPESTX_20200501_SALT		2.6	-0.535	
154	2020-05-01 23:53:43	154	2	1.640000	TEMPESTX_20200501_SALT		2.8	-0.535	
155	2020-05-01 23:57:14	155	3	1.350000	TEMPESTX_20200501_SALT		2.8	-0.535	
156	2020-05-02 00:00:46	156	4	1.160000	TEMPESTX_20200501_SALT		2.7	-0.535	
157	2020-05-02 00:04:22	157	1	2.840000	TEMPESTX_20200501_SALT		2.6	-0.535	
158	2020-05-02 00:07:52	158	2	1.730000	TEMPESTX_20200501_SALT		2.8	-0.535	
159	2020-05-02 00:11:23	159	3	1.520000	TEMPESTX_20200501_SALT		2.8	-0.535	
160	2020-05-02 00:14:55	160	4	1.150000	TEMPESTX_20200501_SALT		2.669	-0.535	
161	2020-05-02 00:18:31	161	1	3.760000	TEMPESTX_20200501_SALT		2.582	-0.535	
162	2020-05-02 00:22:03	162	2	1.790000	TEMPESTX_20200501_SALT		2.8	-0.535	
163	2020-05-02 00:25:33	163	3	0.590000	TEMPESTX_20200501_SALT		2.8	-0.535	
164	2020-05-02 00:29:07	164	4	1.160000	TEMPESTX_20200501_SALT		2.633	-0.535	
165	2020-05-02 00:32:39	165	1	3.310000	TEMPESTX_20200501_SALT		2.516	-0.535	
166	2020-05-02 00:36:09	166	2	1.640000	TEMPESTX_20200501_SALT		2.8	-0.535	
167	2020-05-02 00:39:40	167	3	0.720000	TEMPESTX_20200501_SALT		2.8	-0.535	
168	2020-05-02 00:43:10	168	4	1.160000	TEMPESTX_20200501_SALT		2.647	-0.535	
169	2020-05-02 00:46:46	169	1	2.960000	TEMPESTX_20200501_SALT		2.538	-0.535	
170	2020-05-02 00:50:16	170	2	1.870000	TEMPESTX_20200501_SALT		2.8	-0.535	
171	2020-05-02 00:53:47	171	3	0.430000	TEMPESTX_20200501_SALT		2.8	-0.535	
172	2020-05-02 00:57:19	172	4	1.140000	TEMPESTX_20200501_SALT		2.649	-0.535	
173	2020-05-02 01:00:55	173	1	3.200000	TEMPESTX_20200501_SALT		2.6	-0.535	
174	2020-05-02 01:04:25	174	2	1.740000	TEMPESTX_20200501_SALT		2.8	-0.535	
175	2020-05-02 01:07:56	175	3	0.390000	TEMPESTX_20200501_SALT		2.8	-0.535	
176	2020-05-02 01:11:26	176	4	1.120000	TEMPESTX_20200501_SALT		2.618	-0.535	
177	2020-05-02 01:14:58	177	1	3.800000	TEMPESTX_20200501_SALT		2.527	-0.535	
178	2020-05-02 01:18:28	178	2	1.910000	TEMPESTX_20200501_SALT		2.8	-0.535	
179	2020-05-02 01:22:00	179	3	0.350000	TEMPESTX_20200501_SALT		2.8	-0.535	
180	2020-05-02 01:25:31	180	4	1.120000	TEMPESTX_20200501_SALT		2.644	-0.535	
181	2020-05-02 01:29:07	181	1	3.740000	TEMPESTX_20200501_SALT		2.584	-0.535	
182	2020-05-02 01:32:37	182	2	2.110000	TEMPESTX_20200501_SALT		2.8	-0.535	
183	2020-05-02 01:36:10	183	3	0.770000	TEMPESTX_20200501_SALT		2.8	-0.535	
184	2020-05-02 01:39:41	184	4	1.150000	TEMPESTX_20200501_SALT		2.664	-0.535	
185	2020-05-02 01:43:17	185	1	3.700000	TEMPESTX_20200501_SALT		2.589	-0.535	
186	2020-05-02 01:46:49	186	2	1.850000	TEMPESTX_20200501_SALT		2.8	-0.535	
187	2020-05-02 01:50:20	187	3	1.010000	TEMPESTX_20200501_SALT		2.8	-0.535	
188	2020-05-02 01:53:53	188	4	1.150000	TEMPESTX_20200501_SALT		2.664	-0.535	
189	2020-05-02 01:57:29	189	1	3.350000	TEMPESTX_20200501_SALT		2.535	-0.535	
190	2020-05-02 02:01:01	190	2	1.730000	TEMPESTX_20200501_SALT		2.8	-0.535	
191	2020-05-02 02:04:31	191	3		TEMPESTX_20200501_SALT		2.8	-0.535	
192	2020-05-02 02:08:05	192	4	1.180000	TEMPESTX_20200501_SALT		2.66	-0.535	
193	2020-05-02 02:11:37	193	1	3.480000	TEMPESTX_20200501_SALT		2.5	-0.535	
194	2020-05-02 02:15:07	194	2	1.750000	TEMPESTX_20200501_SALT		2.8	-0.535	
195	2020-05-02 02:18:37	195	3	0.800000	TEMPESTX_20200501_SALT		2.8	-0.535	
196	2020-05-02 02:22:08	196	4	1.220000	TEMPESTX_20200501_SALT		2.598	-0.535	
197	2020-05-02 02:25:40	197	1	3.240000	TEMPESTX_20200501_SALT		2.485	-0.535	
198	2020-05-02 02:29:10	198	2	1.810000	TEMPESTX_20200501_SALT		2.8	-0.535	
199	2020-05-02 02:32:41	199	3	0.380000	TEMPESTX_20200501_SALT		2.8	-0.535	
200	2020-05-02 02:36:16	200	4	1.160000	TEMPESTX_20200501_SALT		2.645	-0.535	
201	2020-05-02 02:39:52	201	1	3.210000	TEMPESTX_20200501_SALT		2.524	-0.535	
202	2020-05-02 02:43:24	202	2	1.700000	TEMPESTX_20200501_SALT		2.8	-0.535	
203	2020-05-02 02:46:55	203	3	1.680000	TEMPESTX_20200501_SALT		2.8	-0.535	
204	2020-05-02 02:50:28	204	4	1.160000	TEMPESTX_20200501_SALT		2.662	-0.535	
205	2020-05-02 02:54:04	205	1	3.860000	TEMPESTX_20200501_SALT		2.551	-0.535	
206	2020-05-02 02:57:34	206	2	1.940000	TEMPESTX_20200501_SALT		2.8	-0.535	
207	2020-05-02 03:01:07	207	3	0.580000	TEMPESTX_20200501_SALT		2.8	-0.535	
208	2020-05-02 03:04:37	208	4	1.250000	TEMPESTX_20200501_SALT		2.664	-0.535	
209	2020-05-02 03:08:09	209	1	3.460000	TEMPESTX_20200501_SALT		2.518	-0.535	
210	2020-05-02 03:11:39	210	2	1.840000	TEMPESTX_20200501_SALT		2.8	-0.535	
211	2020-05-02 03:15:09	211	3	0.650000	TEMPESTX_20200501_SALT		2.8	-0.535	
212	2020-05-02 03:18:39	212	4	1.140000	TEMPESTX_20200501_SALT		2.613	-0.535	
213	2020-05-02 03:22:15	213	1	3.830000	TEMPESTX_20200501_SALT		2.513	-0.535	
214	2020-05-02 03:25:44	214	2	1.800000	TEMPESTX_20200501_SALT		2.8	-0.535	
215	2020-05-02 03:29:14	215	3	0.390000	TEMPESTX_20200501_SALT		2.8	-0.535	
216	2020-05-02 03:32:45	216	4	1.180000	TEMPESTX_20200501_SALT		2.607	-0.535	
217	2020-05-02 03:36:17	217	1	4.410000	TEMPESTX_20200501_SALT		2.535	-0.535	
218	2020-05-02 03:39:46	218	2	1.710000	TEMPESTX_20200501_SALT		2.8	-0.535	
219	2020-05-02 03:43:17	219	3	0.720000	TEMPESTX_20200501_SALT		2.8	-0.535	
220	2020-05-02 03:46:47	220	4	1.180000	TEMPESTX_20200501_SALT		2.6	-0.535	
221	2020-05-02 03:50:23	221	1	4.140000	TEMPESTX_20200501_SALT		2.5	-0.535	
222	2020-05-02 03:53:52	222	2	1.930000	TEMPESTX_20200501_SALT		2.8	-0.535	
223	2020-05-02 03:57:23	223	3	-0.060000	TEMPESTX_20200501_SALT		2.8	-0.535	
224	2020-05-02 04:00:57	224	4	1.270000	TEMPESTX_20200501_SALT		2.62	-0.535	
225	2020-05-02 04:04:29	225	1	3.950000	TEMPESTX_20200501_SALT		2.5	-0.535	
226	2020-05-02 04:08:02	226	2	1.790000	TEMPESTX_20200501_SALT		2.8	-0.535	
227	2020-05-02 04:11:33	227	3	0.840000	TEMPESTX_20200501_SALT		2.8	-0.535	
228	2020-05-02 04:15:04	228	4	1.190000	TEMPESTX_20200501_SALT		2.6	-0.535	
229	2020-05-02 04:18:40	229	1	3.340000	TEMPESTX_20200501_SALT		2.5	-0.535	
230	2020-05-02 04:22:13	230	2	1.820000	TEMPESTX_20200501_SALT		2.8	-0.534	
231	2020-05-02 04:25:43	231	3	0.940000	TEMPESTX_20200501_SALT		2.8	-0.535	
232	2020-05-02 04:29:14	232	4	1.360000	TEMPESTX_20200501_SALT		2.636	-0.534	
233	2020-05-02 04:32:46	233	1	3.450000	TEMPESTX_20200501_SALT		2.5	-0.535	
234	2020-05-02 04:36:18	234	2	2.160000	TEMPESTX_20200501_SALT		2.8	-0.535	
235	2020-05-02 04:39:51	235	3	0.540000	TEMPESTX_20200501_SALT		2.8	-0.535	
236	2020-05-02 04:43:24	236	4	1.250000	TEMPESTX_20200501_SALT		2.6	-0.535	
237	2020-05-02 04:46:56	237	1	3.710000	TEMPESTX_20200501_SALT		2.5	-0.535	
238	2020-05-02 04:50:28	238	2	1.710000	TEMPESTX_20200501_SALT		2.8	-0.534	
239	2020-05-02 04:53:58	239	3	1.090000	TEMPESTX_20200501_SALT		2.8	-0.535	
240	2020-05-02 04:57:28	240	4	1.260000	TEMPESTX_20200501_SALT		2.62	-0.535	
241	2020-05-02 05:01:00	241	1	3.120000	TEMPESTX_20200501_SALT		2.5	-0.535	
242	2020-05-02 05:04:30	242	2	1.880000	TEMPESTX_20200501_SALT		2.8	-0.535	
243	2020-05-02 05:08:00	243	3	0.730000	TEMPESTX_20200501_SALT		2.8	-0.535	
244	2020-05-02 05:11:35	244	4	1.140000	TEMPESTX_20200501_SALT		2.624	-0.534	
245	2020-05-02 05:15:11	245	1	3.290000	TEMPESTX_20200501_SALT		2.5	-0.535	
246	2020-05-02 05:18:42	246	2	1.850000	TEMPESTX_20200501_SALT		2.8	-0.534	
247	2020-05-02 05:22:13	247	3	0.220000	TEMPESTX_20200501_SALT		2.8	-0.535	
248	2020-05-02 05:25:45	248	4	1.190000	TEMPESTX_20200501_SALT		2.642	-0.535	
249	2020-05-02 05:29:17	249	1	3.270000	TEMPESTX_20200501_SALT		2.5	-0.534	
250	2020-05-02 05:32:47	250	2	1.940000	TEMPESTX_20200501_SALT		2.8	-0.534	
251	2020-05-02 05:36:17	251	3	1.770000	TEMPESTX_20200501_SALT		2.8	-0.535	
252	2020-05-02 05:39:48	252	4	1.210000	TEMPESTX_20200501_SALT		2.633	-0.534	
253	2020-05-02 05:43:20	253	1	3.470000	TEMPESTX_20200501_SALT		2.5	-0.534	
254	2020-05-02 05:46:50	254	2	1.840000	TEMPESTX_20200501_SALT		2.8	-0.534	
255	2020-05-02 05:50:21	255	3	0.410000	TEMPESTX_20200501_SALT		2.8	-0.535	
256	2020-05-02 05:53:56	256	4	1.140000	TEMPESTX_20200501_SALT		2.593	-0.534	
257	2020-05-02 05:57:32	257	1	2.900000	TEMPESTX_20200501_SALT		2.5	-0.535	
258	2020-05-02 06:01:02	258	2	1.870000	TEMPESTX_20200501_SALT		2.8	-0.534	
259	2020-05-02 06:04:32	259	3	0.810000	TEMPESTX_20200501_SALT		2.8	-0.534	
260	2020-05-02 06:08:03	260	4	1.220000	TEMPESTX_20200501_SALT		2.6	-0.534	
261	2020-05-02 06:11:35	261	1	3.530000	TEMPESTX_20200501_SALT		2.5	-0.534	
262	2020-05-02 06:15:05	262	2	1.840000	TEMPESTX_20200501_SALT		2.8	-0.534	
263	2020-05-02 06:18:35	263	3	0.480000	TEMPESTX_20200501_SALT		2.8	-0.534	
264	2020-05-02 06:22:07	264	4	1.180000	TEMPESTX_20200501_SALT		2.6	-0.534	
265	2020-05-02 06:25:39	265	1	2.880000	TEMPESTX_20200501_SALT		2.5	-0.534	
266	2020-05-02 06:29:09	266	2	1.950000	TEMPESTX_20200501_SALT		2.8	-0.534	
267	2020-05-02 06:32:39	267	3	-0.090000	TEMPESTX_20200501_SALT		2.8	-0.534	
268	2020-05-02 06:36:14	268	4	1.180000	TEMPESTX_20200501_SALT		2.6	-0.534	
269	2020-05-02 06:39:50	269	1	3.400000	TEMPESTX_20200501_SALT		2.5	-0.535	
270	2020-05-02 06:43:20	270	2	1.900000	TEMPESTX_20200501_SALT		2.8	-0.534	
271	2020-05-02 06:46:51	271	3	0.890000	TEMPESTX_20200501_SALT		2.8	-0.534	
272	2020-05-02 06:50:23	272	4	1.170000	TEMPESTX_20200501_SALT		2.6	-0.534	
273	2020-05-02 06:53:55	273	1	3.810000	TEMPESTX_20200501_SALT		2.5	-0.534	
274	2020-05-02 06:57:25	274	2	1.950000	TEMPESTX_20200501_SALT		2.8	-0.534	
275	2020-05-02 07:00:55	275	3	0.750000	TEMPESTX_20200501_SALT		2.8	-0.534	
276	2020-05-02 07:04:27	276	4	1.160000	TEMPESTX_20200501_SALT		2.6	-0.534	
277	2020-05-02 07:08:03	277	1	3.670000	TEMPESTX_20200501_SALT		2.5	-0.534	
