Item#	Date_IV	Obs#	Port#	Exp_Flux	File Name	Exp_Flux[2]	V1_IV	V2_IV	
582	2020-05-04 14:33:59	582	2	3.630000	CONTROL_20200501_TEMPESTX		3.513	0.363	
125	2020-05-02 05:30:38	125	1	3.910000	CONTROL_20200501_TEMPESTX		3.509	0.377	
136	2020-05-02 06:41:18	136	4	2.000000	CONTROL_20200501_TEMPESTX		3.504	0.474	
532	2020-05-04 08:11:10	532	4	2.820000	CONTROL_20200501_TEMPESTX		3.504	0.487	
629	2020-05-04 20:30:38	629	1	1.310000	CONTROL_20200501_TEMPESTX		3.5	0.37	
559	2020-05-04 11:37:36	559	3	1.650000	CONTROL_20200501_TEMPESTX		3.5	0.442	
617	2020-05-04 19:00:38	617	1	1.810000	CONTROL_20200501_TEMPESTX		3.5	0.373	
649	2020-05-04 23:00:37	649	1	1.970000	CONTROL_20200501_TEMPESTX		3.5	0.368	
484	2020-05-04 02:11:10	484	4	2.000000	CONTROL_20200501_TEMPESTX		3.5	0.482	
613	2020-05-04 18:30:37	613	1	2.030000	CONTROL_20200501_TEMPESTX		3.5	0.374	
140	2020-05-02 07:11:10	140	4	2.060000	CONTROL_20200501_TEMPESTX		3.5	0.474	
132	2020-05-02 06:11:11	132	4	2.060000	CONTROL_20200501_TEMPESTX		3.5	0.474	
720	2020-05-05 07:41:11	720	4	2.130000	CONTROL_20200501_TEMPESTX		3.5	0.474	
712	2020-05-05 06:41:08	712	4	2.130000	CONTROL_20200501_TEMPESTX		3.5	0.474	
716	2020-05-05 07:11:10	716	4	2.140000	CONTROL_20200501_TEMPESTX		3.5	0.473	
692	2020-05-05 04:11:07	692	4	2.160000	CONTROL_20200501_TEMPESTX		3.5	0.475	
732	2020-05-05 09:11:09	732	4	2.170000	CONTROL_20200501_TEMPESTX		3.5	0.475	
708	2020-05-05 06:11:08	708	4	2.180000	CONTROL_20200501_TEMPESTX		3.5	0.474	
677	2020-05-05 02:30:38	677	1	2.200000	CONTROL_20200501_TEMPESTX		3.5	0.366	
724	2020-05-05 08:11:14	724	4	2.210000	CONTROL_20200501_TEMPESTX		3.5	0.474	
688	2020-05-05 03:41:08	688	4	2.210000	CONTROL_20200501_TEMPESTX		3.5	0.475	
579	2020-05-04 14:07:36	579	3	2.220000	CONTROL_20200501_TEMPESTX		3.5	0.447	
704	2020-05-05 05:41:10	704	4	2.240000	CONTROL_20200501_TEMPESTX		3.5	0.474	
728	2020-05-05 08:41:13	728	4	2.260000	CONTROL_20200501_TEMPESTX		3.5	0.474	
696	2020-05-05 04:41:10	696	4	2.280000	CONTROL_20200501_TEMPESTX		3.5	0.474	
733	2020-05-05 09:30:38	733	1	2.290000	CONTROL_20200501_TEMPESTX		3.5	0.363	
684	2020-05-05 03:11:10	684	4	2.290000	CONTROL_20200501_TEMPESTX		3.5	0.475	
472	2020-05-04 00:41:12	472	4	2.300000	CONTROL_20200501_TEMPESTX		3.5	0.478	
680	2020-05-05 02:41:13	680	4	2.310000	CONTROL_20200501_TEMPESTX		3.5	0.475	
736	2020-05-05 09:41:09	736	4	2.320000	CONTROL_20200501_TEMPESTX		3.5	0.475	
661	2020-05-05 00:30:38	661	1	2.360000	CONTROL_20200501_TEMPESTX		3.5	0.367	
480	2020-05-04 01:41:11	480	4	2.370000	CONTROL_20200501_TEMPESTX		3.5	0.483	
492	2020-05-04 03:11:11	492	4	2.390000	CONTROL_20200501_TEMPESTX		3.5	0.479	
676	2020-05-05 02:11:11	676	4	2.400000	CONTROL_20200501_TEMPESTX		3.5	0.475	
705	2020-05-05 06:00:38	705	1	2.410000	CONTROL_20200501_TEMPESTX		3.5	0.363	
660	2020-05-05 00:11:09	660	4	2.430000	CONTROL_20200501_TEMPESTX		3.5	0.476	
637	2020-05-04 21:30:37	637	1	2.430000	CONTROL_20200501_TEMPESTX		3.5	0.369	
656	2020-05-04 23:41:11	656	4	2.460000	CONTROL_20200501_TEMPESTX		3.5	0.476	
668	2020-05-05 01:11:05	668	4	2.470000	CONTROL_20200501_TEMPESTX		3.5	0.475	
517	2020-05-04 06:30:37	517	1	2.470000	CONTROL_20200501_TEMPESTX		3.5	0.405	
137	2020-05-02 07:00:38	137	1	2.480000	CONTROL_20200501_TEMPESTX		3.5	0.376	
717	2020-05-05 07:30:38	717	1	2.490000	CONTROL_20200501_TEMPESTX		3.5	0.364	
476	2020-05-04 01:11:13	476	4	2.490000	CONTROL_20200501_TEMPESTX		3.5	0.476	
709	2020-05-05 06:30:38	709	1	2.500000	CONTROL_20200501_TEMPESTX		3.5	0.364	
700	2020-05-05 05:11:14	700	4	2.510000	CONTROL_20200501_TEMPESTX		3.5	0.474	
488	2020-05-04 02:41:12	488	4	2.540000	CONTROL_20200501_TEMPESTX		3.5	0.475	
509	2020-05-04 05:30:37	509	1	2.550000	CONTROL_20200501_TEMPESTX		3.5	0.408	
672	2020-05-05 01:41:10	672	4	2.590000	CONTROL_20200501_TEMPESTX		3.5	0.476	
664	2020-05-05 00:41:11	664	4	2.600000	CONTROL_20200501_TEMPESTX		3.5	0.476	
571	2020-05-04 13:07:43	571	3	2.610000	CONTROL_20200501_TEMPESTX		3.5	0.446	
513	2020-05-04 06:00:37	513	1	2.620000	CONTROL_20200501_TEMPESTX		3.5	0.407	
520	2020-05-04 06:41:12	520	4	2.650000	CONTROL_20200501_TEMPESTX		3.5	0.486	
632	2020-05-04 20:41:13	632	4	2.660000	CONTROL_20200501_TEMPESTX		3.5	0.477	
528	2020-05-04 07:41:08	528	4	2.660000	CONTROL_20200501_TEMPESTX		3.5	0.487	
636	2020-05-04 21:11:08	636	4	2.670000	CONTROL_20200501_TEMPESTX		3.5	0.477	
640	2020-05-04 21:41:09	640	4	2.690000	CONTROL_20200501_TEMPESTX		3.5	0.477	
512	2020-05-04 05:41:12	512	4	2.690000	CONTROL_20200501_TEMPESTX		3.5	0.485	
652	2020-05-04 23:11:14	652	4	2.700000	CONTROL_20200501_TEMPESTX		3.5	0.476	
685	2020-05-05 03:30:38	685	1	2.710000	CONTROL_20200501_TEMPESTX		3.5	0.365	
729	2020-05-05 09:00:38	729	1	2.750000	CONTROL_20200501_TEMPESTX		3.5	0.363	
624	2020-05-04 19:41:10	624	4	2.760000	CONTROL_20200501_TEMPESTX		3.5	0.478	
620	2020-05-04 19:11:05	620	4	2.770000	CONTROL_20200501_TEMPESTX		3.5	0.478	
616	2020-05-04 18:41:12	616	4	2.770000	CONTROL_20200501_TEMPESTX		3.5	0.479	
567	2020-05-04 12:37:40	567	3	2.780000	CONTROL_20200501_TEMPESTX		3.5	0.445	
669	2020-05-05 01:30:38	669	1	2.790000	CONTROL_20200501_TEMPESTX		3.5	0.366	
681	2020-05-05 03:00:38	681	1	2.800000	CONTROL_20200501_TEMPESTX		3.5	0.365	
504	2020-05-04 04:41:13	504	4	2.800000	CONTROL_20200501_TEMPESTX		3.5	0.483	
524	2020-05-04 07:11:09	524	4	2.810000	CONTROL_20200501_TEMPESTX		3.5	0.486	
543	2020-05-04 09:37:39	543	3	2.830000	CONTROL_20200501_TEMPESTX		3.5	0.437	
725	2020-05-05 08:30:38	725	1	2.850000	CONTROL_20200501_TEMPESTX		3.5	0.363	
628	2020-05-04 20:11:13	628	4	2.850000	CONTROL_20200501_TEMPESTX		3.5	0.478	
516	2020-05-04 06:11:10	516	4	2.850000	CONTROL_20200501_TEMPESTX		3.5	0.486	
485	2020-05-04 02:30:37	485	1	2.860000	CONTROL_20200501_TEMPESTX		3.5	0.443	
555	2020-05-04 11:07:38	555	3	2.890000	CONTROL_20200501_TEMPESTX		3.5	0.443	
508	2020-05-04 05:11:08	508	4	2.920000	CONTROL_20200501_TEMPESTX		3.5	0.484	
531	2020-05-04 08:07:41	531	3	2.940000	CONTROL_20200501_TEMPESTX		3.5	0.438	
721	2020-05-05 08:00:38	721	1	2.950000	CONTROL_20200501_TEMPESTX		3.5	0.363	
519	2020-05-04 06:37:42	519	3	2.960000	CONTROL_20200501_TEMPESTX		3.5	0.439	
515	2020-05-04 06:07:40	515	3	2.970000	CONTROL_20200501_TEMPESTX		3.5	0.439	
489	2020-05-04 03:00:37	489	1	2.980000	CONTROL_20200501_TEMPESTX		3.5	0.429	
575	2020-05-04 13:37:34	575	3	3.020000	CONTROL_20200501_TEMPESTX		3.5	0.448	
500	2020-05-04 04:11:13	500	4	3.020000	CONTROL_20200501_TEMPESTX		3.5	0.482	
523	2020-05-04 07:07:40	523	3	3.060000	CONTROL_20200501_TEMPESTX		3.5	0.438	
527	2020-05-04 07:37:38	527	3	3.070000	CONTROL_20200501_TEMPESTX		3.5	0.438	
511	2020-05-04 05:37:40	511	3	3.120000	CONTROL_20200501_TEMPESTX		3.5	0.441	
618	2020-05-04 19:04:06	618	2	3.170000	CONTROL_20200501_TEMPESTX		3.5	0.482	
665	2020-05-05 01:00:37	665	1	3.180000	CONTROL_20200501_TEMPESTX		3.5	0.366	
653	2020-05-04 23:30:38	653	1	3.190000	CONTROL_20200501_TEMPESTX		3.5	0.368	
539	2020-05-04 09:07:35	539	3	3.190000	CONTROL_20200501_TEMPESTX		3.5	0.437	
614	2020-05-04 18:34:06	614	2	3.220000	CONTROL_20200501_TEMPESTX		3.5	0.483	
535	2020-05-04 08:37:39	535	3	3.310000	CONTROL_20200501_TEMPESTX		3.5	0.437	
547	2020-05-04 10:07:35	547	3	3.350000	CONTROL_20200501_TEMPESTX		3.5	0.438	
496	2020-05-04 03:41:11	496	4	3.350000	CONTROL_20200501_TEMPESTX		3.5	0.482	
710	2020-05-05 06:34:08	710	2	3.360000	CONTROL_20200501_TEMPESTX		3.5	0.474	
702	2020-05-05 05:34:09	702	2	3.360000	CONTROL_20200501_TEMPESTX		3.5	0.474	
686	2020-05-05 03:34:09	686	2	3.370000	CONTROL_20200501_TEMPESTX		3.5	0.475	
701	2020-05-05 05:30:38	701	1	3.480000	CONTROL_20200501_TEMPESTX		3.5	0.363	
621	2020-05-04 19:30:37	621	1	3.500000	CONTROL_20200501_TEMPESTX		3.5	0.372	
693	2020-05-05 04:30:38	693	1	3.530000	CONTROL_20200501_TEMPESTX		3.5	0.364	
689	2020-05-05 04:00:38	689	1	3.580000	CONTROL_20200501_TEMPESTX		3.5	0.364	
706	2020-05-05 06:04:08	706	2	3.610000	CONTROL_20200501_TEMPESTX		3.5	0.474	
673	2020-05-05 02:00:38	673	1	3.630000	CONTROL_20200501_TEMPESTX		3.5	0.365	
666	2020-05-05 01:04:07	666	2	3.630000	CONTROL_20200501_TEMPESTX		3.5	0.476	
714	2020-05-05 07:04:09	714	2	3.640000	CONTROL_20200501_TEMPESTX		3.5	0.473	
622	2020-05-04 19:34:08	622	2	3.670000	CONTROL_20200501_TEMPESTX		3.5	0.481	
722	2020-05-05 08:04:10	722	2	3.770000	CONTROL_20200501_TEMPESTX		3.5	0.474	
726	2020-05-05 08:34:11	726	2	3.780000	CONTROL_20200501_TEMPESTX		3.5	0.474	
694	2020-05-05 04:34:09	694	2	3.870000	CONTROL_20200501_TEMPESTX		3.5	0.474	
682	2020-05-05 03:04:10	682	2	3.880000	CONTROL_20200501_TEMPESTX		3.5	0.475	
630	2020-05-04 20:34:12	630	2	3.890000	CONTROL_20200501_TEMPESTX		3.5	0.48	
551	2020-05-04 10:37:39	551	3	3.890000	CONTROL_20200501_TEMPESTX		3.5	0.441	
634	2020-05-04 21:04:08	634	2	3.920000	CONTROL_20200501_TEMPESTX		3.5	0.479	
587	2020-05-04 15:07:35	587	3	3.920000	CONTROL_20200501_TEMPESTX		3.5	0.448	
690	2020-05-05 04:04:09	690	2	3.950000	CONTROL_20200501_TEMPESTX		3.5	0.475	
698	2020-05-05 05:04:11	698	2	3.960000	CONTROL_20200501_TEMPESTX		3.5	0.474	
662	2020-05-05 00:34:08	662	2	3.980000	CONTROL_20200501_TEMPESTX		3.5	0.476	
678	2020-05-05 02:34:12	678	2	4.050000	CONTROL_20200501_TEMPESTX		3.5	0.475	
718	2020-05-05 07:34:08	718	2	4.100000	CONTROL_20200501_TEMPESTX		3.5	0.473	
713	2020-05-05 07:00:38	713	1	4.120000	CONTROL_20200501_TEMPESTX		3.5	0.363	
507	2020-05-04 05:07:39	507	3	4.150000	CONTROL_20200501_TEMPESTX		3.5	0.442	
638	2020-05-04 21:34:09	638	2	4.160000	CONTROL_20200501_TEMPESTX		3.5	0.479	
674	2020-05-05 02:04:09	674	2	4.180000	CONTROL_20200501_TEMPESTX		3.5	0.476	
670	2020-05-05 01:34:08	670	2	4.210000	CONTROL_20200501_TEMPESTX		3.5	0.476	
141	2020-05-02 07:30:38	141	1	4.220000	CONTROL_20200501_TEMPESTX		3.5	0.376	
497	2020-05-04 04:00:37	497	1	4.250000	CONTROL_20200501_TEMPESTX		3.5	0.415	
650	2020-05-04 23:04:11	650	2	4.290000	CONTROL_20200501_TEMPESTX		3.5	0.478	
654	2020-05-04 23:34:12	654	2	4.300000	CONTROL_20200501_TEMPESTX		3.5	0.476	
563	2020-05-04 12:07:41	563	3	4.330000	CONTROL_20200501_TEMPESTX		3.5	0.443	
646	2020-05-04 22:34:08	646	2	4.350000	CONTROL_20200501_TEMPESTX		3.5	0.478	
505	2020-05-04 05:00:37	505	1	4.350000	CONTROL_20200501_TEMPESTX		3.5	0.41	
129	2020-05-02 06:00:38	129	1	4.470000	CONTROL_20200501_TEMPESTX		3.5	0.376	
538	2020-05-04 09:04:06	538	2	4.520000	CONTROL_20200501_TEMPESTX		3.5	0.498	
642	2020-05-04 22:04:08	642	2	4.680000	CONTROL_20200501_TEMPESTX		3.5	0.479	
477	2020-05-04 01:30:37	477	1	4.680000	CONTROL_20200501_TEMPESTX		3.5	0.445	
697	2020-05-05 05:00:38	697	1	4.720000	CONTROL_20200501_TEMPESTX		3.5	0.364	
542	2020-05-04 09:34:07	542	2	4.900000	CONTROL_20200501_TEMPESTX		3.5	0.497	
526	2020-05-04 07:34:07	526	2	4.980000	CONTROL_20200501_TEMPESTX		3.5	0.499	
657	2020-05-05 00:00:38	657	1	5.000000	CONTROL_20200501_TEMPESTX		3.5	0.367	
534	2020-05-04 08:34:09	534	2	5.000000	CONTROL_20200501_TEMPESTX		3.5	0.498	
518	2020-05-04 06:34:09	518	2	5.010000	CONTROL_20200501_TEMPESTX		3.5	0.5	
522	2020-05-04 07:04:10	522	2	5.130000	CONTROL_20200501_TEMPESTX		3.5	0.499	
530	2020-05-04 08:04:08	530	2	5.200000	CONTROL_20200501_TEMPESTX		3.5	0.499	
514	2020-05-04 06:04:08	514	2	5.330000	CONTROL_20200501_TEMPESTX		3.5	0.5	
510	2020-05-04 05:34:07	510	2	5.360000	CONTROL_20200501_TEMPESTX		3.5	0.5	
583	2020-05-04 14:37:27	583	3	5.430000	CONTROL_20200501_TEMPESTX		3.5	0.447	
490	2020-05-04 03:04:09	490	2	5.740000	CONTROL_20200501_TEMPESTX		3.5	0.506	
482	2020-05-04 02:04:08	482	2	6.090000	CONTROL_20200501_TEMPESTX		3.5	0.512	
473	2020-05-04 01:00:37	473	1	6.130000	CONTROL_20200501_TEMPESTX		3.5	0.436	
486	2020-05-04 02:34:10	486	2	6.260000	CONTROL_20200501_TEMPESTX		3.5	0.509	
502	2020-05-04 04:34:10	502	2	6.310000	CONTROL_20200501_TEMPESTX		3.5	0.502	
506	2020-05-04 05:04:07	506	2	6.390000	CONTROL_20200501_TEMPESTX		3.5	0.501	
494	2020-05-04 03:34:06	494	2	6.450000	CONTROL_20200501_TEMPESTX		3.5	0.504	
498	2020-05-04 04:04:10	498	2	6.900000	CONTROL_20200501_TEMPESTX		3.5	0.503	
133	2020-05-02 06:30:38	133	1	7.040000	CONTROL_20200501_TEMPESTX		3.5	0.376	
645	2020-05-04 22:30:37	645	1	7.200000	CONTROL_20200501_TEMPESTX		3.5	0.369	
641	2020-05-04 22:00:37	641	1	9.050000	CONTROL_20200501_TEMPESTX		3.5	0.369	
501	2020-05-04 04:30:37	501	1	10.930000	CONTROL_20200501_TEMPESTX		3.5	0.412	
481	2020-05-04 02:00:37	481	1	11.490000	CONTROL_20200501_TEMPESTX		3.5	0.45	
493	2020-05-04 03:30:37	493	1	16.139999	CONTROL_20200501_TEMPESTX		3.5	0.423	
625	2020-05-04 20:00:37	625	1	18.160000	CONTROL_20200501_TEMPESTX		3.5	0.371	
737	2020-05-05 10:00:38	737	1	2.140000	CONTROL_20200501_TEMPESTX		3.495	0.365	
529	2020-05-04 08:00:37	529	1	4.730000	CONTROL_20200501_TEMPESTX		3.495	0.401	
468	2020-05-04 00:11:10	468	4	2.370000	CONTROL_20200501_TEMPESTX		3.491	0.474	
81	2020-05-02 00:00:38	81	1	9.490000	CONTROL_20200501_TEMPESTX		3.491	0.381	
144	2020-05-02 07:41:09	144	4	1.930000	CONTROL_20200501_TEMPESTX		3.487	0.474	
93	2020-05-02 01:30:38	93	1	2.590000	CONTROL_20200501_TEMPESTX		3.487	0.38	
734	2020-05-05 09:34:10	734	2	3.310000	CONTROL_20200501_TEMPESTX		3.482	0.474	
740	2020-05-05 10:11:11	740	4	2.330000	CONTROL_20200501_TEMPESTX		3.48	0.475	
92	2020-05-02 01:11:09	92	4	2.150000	CONTROL_20200501_TEMPESTX		3.478	0.475	
84	2020-05-02 00:11:13	84	4	2.250000	CONTROL_20200501_TEMPESTX		3.478	0.475	
521	2020-05-04 07:00:37	521	1	1.790000	CONTROL_20200501_TEMPESTX		3.476	0.404	
73	2020-05-01 23:00:38	73	1	2.120000	CONTROL_20200501_TEMPESTX		3.476	0.383	
138	2020-05-02 07:04:08	138	2	3.760000	CONTROL_20200501_TEMPESTX		3.475	0.472	
730	2020-05-05 09:04:09	730	2	3.600000	CONTROL_20200501_TEMPESTX		3.471	0.473	
648	2020-05-04 22:41:07	648	4	2.650000	CONTROL_20200501_TEMPESTX		3.465	0.476	
644	2020-05-04 22:11:10	644	4	2.680000	CONTROL_20200501_TEMPESTX		3.465	0.477	
626	2020-05-04 20:04:10	626	2	4.040000	CONTROL_20200501_TEMPESTX		3.465	0.481	
658	2020-05-05 00:04:11	658	2	4.200000	CONTROL_20200501_TEMPESTX		3.465	0.477	
633	2020-05-04 21:00:37	633	1	4.420000	CONTROL_20200501_TEMPESTX		3.465	0.37	
469	2020-05-04 00:30:37	469	1	4.510000	CONTROL_20200501_TEMPESTX		3.465	0.448	
478	2020-05-04 01:34:09	478	2	6.280000	CONTROL_20200501_TEMPESTX		3.465	0.511	
465	2020-05-04 00:00:37	465	1	21.180000	CONTROL_20200501_TEMPESTX		3.465	0.444	
128	2020-05-02 05:41:11	128	4	1.900000	CONTROL_20200501_TEMPESTX		3.458	0.473	
145	2020-05-02 08:00:38	145	1	2.500000	CONTROL_20200501_TEMPESTX		3.458	0.376	
89	2020-05-02 01:00:38	89	1	3.690000	CONTROL_20200501_TEMPESTX		3.458	0.38	
80	2020-05-01 23:41:10	80	4	2.160000	CONTROL_20200501_TEMPESTX		3.456	0.475	
130	2020-05-02 06:04:09	130	2	3.930000	CONTROL_20200501_TEMPESTX		3.453	0.473	
101	2020-05-02 02:30:38	101	1	2.300000	CONTROL_20200501_TEMPESTX		3.449	0.379	
100	2020-05-02 02:11:09	100	4	2.120000	CONTROL_20200501_TEMPESTX		3.447	0.475	
104	2020-05-02 02:41:12	104	4	2.250000	CONTROL_20200501_TEMPESTX		3.447	0.475	
77	2020-05-01 23:30:38	77	1	5.820000	CONTROL_20200501_TEMPESTX		3.447	0.382	
474	2020-05-04 01:04:10	474	2	6.690000	CONTROL_20200501_TEMPESTX		3.447	0.507	
113	2020-05-02 04:00:38	113	1	7.890000	CONTROL_20200501_TEMPESTX		3.444	0.377	
503	2020-05-04 04:37:42	503	3	3.500000	CONTROL_20200501_TEMPESTX		3.44	0.443	
105	2020-05-02 03:00:38	105	1	8.120000	CONTROL_20200501_TEMPESTX		3.438	0.378	
76	2020-05-01 23:11:07	76	4	2.220000	CONTROL_20200501_TEMPESTX		3.436	0.476	
109	2020-05-02 03:30:38	109	1	4.660000	CONTROL_20200501_TEMPESTX		3.436	0.378	
88	2020-05-02 00:41:11	88	4	2.220000	CONTROL_20200501_TEMPESTX		3.435	0.475	
68	2020-05-01 22:11:11	68	4	2.210000	CONTROL_20200501_TEMPESTX		3.431	0.477	
741	2020-05-05 10:30:38	741	1	3.420000	CONTROL_20200501_TEMPESTX		3.429	0.365	
461	2020-05-03 23:30:37	461	1	5.720000	CONTROL_20200501_TEMPESTX		3.429	0.437	
85	2020-05-02 00:30:38	85	1	5.850000	CONTROL_20200501_TEMPESTX		3.427	0.38	
112	2020-05-02 03:41:08	112	4	2.160000	CONTROL_20200501_TEMPESTX		3.42	0.475	
69	2020-05-01 22:30:38	69	1	2.440000	CONTROL_20200501_TEMPESTX		3.42	0.384	
121	2020-05-02 05:00:38	121	1	3.430000	CONTROL_20200501_TEMPESTX		3.42	0.377	
64	2020-05-01 21:41:12	64	4	2.170000	CONTROL_20200501_TEMPESTX		3.415	0.477	
60	2020-05-01 21:11:14	60	4	2.210000	CONTROL_20200501_TEMPESTX		3.415	0.477	
72	2020-05-01 22:41:10	72	4	2.130000	CONTROL_20200501_TEMPESTX		3.409	0.476	
