"Plot Title: HSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","High Range, μS/cm (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Temp, °C (LGR S/N: 20370966_duplicate_duplicate_duplicate_duplicate_duplicate_duplicate, SEN S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Coupler Detached (LGR S/N: 20370966)","Coupler Attached (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)","Stopped (LGR S/N: 20370966)","End Of File (LGR S/N: 20370966)"
930,07/28/18 04:23:28 PM,2963.6,3146.4,19.76,,,,,,,,,,
931,07/28/18 04:53:28 PM,2963.6,3146.4,19.76,,,,,,,,,,
932,07/28/18 05:23:28 PM,2963.6,3147.0,19.76,,,,,,,,,,
933,07/28/18 05:53:28 PM,2963.6,3147.0,19.76,,,,,,,,,,
934,07/28/18 06:23:28 PM,2965.2,3147.0,19.76,,,,,,,,,,
935,07/28/18 06:53:28 PM,2963.6,3147.0,19.76,,,,,,,,,,
936,07/28/18 07:23:28 PM,2964.6,3147.6,19.76,,,,,,,,,,
937,07/28/18 07:53:28 PM,2964.6,3147.6,19.78,,,,,,,,,,
938,07/28/18 08:23:28 PM,2964.1,3147.6,19.76,,,,,,,,,,
939,07/28/18 08:53:28 PM,2965.2,3148.2,19.75,,,,,,,,,,
940,07/28/18 09:23:28 PM,2965.2,3147.6,19.76,,,,,,,,,,
941,07/28/18 09:53:28 PM,2965.2,3147.6,19.76,,,,,,,,,,
942,07/28/18 10:23:28 PM,2965.2,3148.2,19.76,,,,,,,,,,
943,07/28/18 10:53:28 PM,2964.1,3148.2,19.76,,,,,,,,,,
944,07/28/18 11:23:28 PM,2965.2,3148.8,19.76,,,,,,,,,,
945,07/28/18 11:53:28 PM,2965.2,3148.8,19.76,,,,,,,,,,
946,07/29/18 12:23:28 AM,2966.8,3148.8,19.76,,,,,,,,,,
947,07/29/18 12:53:28 AM,2966.2,3150.0,19.76,,,,,,,,,,
948,07/29/18 01:23:28 AM,2967.8,3149.4,19.78,,,,,,,,,,
949,07/29/18 01:53:28 AM,2966.8,3150.6,19.78,,,,,,,,,,
950,07/29/18 02:23:28 AM,2966.8,3150.6,19.78,,,,,,,,,,
951,07/29/18 02:53:28 AM,2967.3,3151.7,19.78,,,,,,,,,,
952,07/29/18 03:23:28 AM,2969.4,3151.7,19.78,,,,,,,,,,
953,07/29/18 03:53:28 AM,2969.9,3151.7,19.78,,,,,,,,,,
954,07/29/18 04:23:28 AM,2969.9,3152.3,19.79,,,,,,,,,,
955,07/29/18 04:53:28 AM,2969.9,3153.5,19.78,,,,,,,,,,
956,07/29/18 05:23:28 AM,2971.0,3153.5,19.79,,,,,,,,,,
957,07/29/18 05:53:28 AM,2971.0,3154.1,19.78,,,,,,,,,,
958,07/29/18 06:23:28 AM,2972.1,3154.7,19.79,,,,,,,,,,
959,07/29/18 06:53:28 AM,2972.1,3155.9,19.79,,,,,,,,,,
960,07/29/18 07:23:28 AM,2974.2,3156.5,19.79,,,,,,,,,,
961,07/29/18 07:53:28 AM,2974.2,3156.5,19.80,,,,,,,,,,
962,07/29/18 08:23:28 AM,2974.7,3157.7,19.80,,,,,,,,,,
963,07/29/18 08:53:28 AM,2974.7,3158.3,19.79,,,,,,,,,,
964,07/29/18 09:23:28 AM,2976.3,3158.3,19.80,,,,,,,,,,
965,07/29/18 09:53:28 AM,2975.8,3159.5,19.80,,,,,,,,,,
966,07/29/18 10:23:28 AM,2977.4,3159.5,19.80,,,,,,,,,,
967,07/29/18 10:53:28 AM,2977.4,3160.1,19.79,,,,,,,,,,
968,07/29/18 11:23:28 AM,2977.4,3160.6,19.80,,,,,,,,,,
969,07/29/18 11:53:28 AM,2977.4,3161.2,19.80,,,,,,,,,,
970,07/29/18 12:23:28 PM,2977.4,3161.8,19.80,,,,,,,,,,
971,07/29/18 12:53:28 PM,2979.0,3161.2,19.80,,,,,,,,,,
972,07/29/18 01:23:28 PM,2980.1,3161.8,19.80,,,,,,,,,,
973,07/29/18 01:53:28 PM,2980.1,3161.8,19.80,,,,,,,,,,
974,07/29/18 02:23:28 PM,2979.0,3163.0,19.80,,,,,,,,,,
975,07/29/18 02:53:28 PM,2980.1,3163.0,19.80,,,,,,,,,,
976,07/29/18 03:23:28 PM,2980.1,3162.4,19.80,,,,,,,,,,
977,07/29/18 03:53:28 PM,2980.1,3163.0,19.80,,,,,,,,,,
978,07/29/18 04:23:28 PM,2980.1,3163.0,19.80,,,,,,,,,,
979,07/29/18 04:53:28 PM,2979.0,3163.0,19.80,,,,,,,,,,
980,07/29/18 05:23:28 PM,2980.6,3163.0,19.79,,,,,,,,,,
981,07/29/18 05:53:28 PM,2980.1,3162.4,19.79,,,,,,,,,,
982,07/29/18 06:23:28 PM,2980.1,3163.0,19.79,,,,,,,,,,
983,07/29/18 06:53:28 PM,2980.1,3162.4,19.79,,,,,,,,,,
984,07/29/18 07:23:28 PM,2980.1,3163.0,19.79,,,,,,,,,,
985,07/29/18 07:53:28 PM,2980.6,3163.0,19.79,,,,,,,,,,
986,07/29/18 08:23:28 PM,2980.1,3163.0,19.78,,,,,,,,,,
987,07/29/18 08:53:28 PM,2980.6,3163.6,19.78,,,,,,,,,,
988,07/29/18 09:23:28 PM,2980.6,3163.0,19.78,,,,,,,,,,
989,07/29/18 09:53:28 PM,2980.6,3163.6,19.78,,,,,,,,,,
990,07/29/18 10:23:28 PM,2980.6,3163.6,19.76,,,,,,,,,,
991,07/29/18 10:53:28 PM,2980.1,3163.0,19.76,,,,,,,,,,
992,07/29/18 11:23:28 PM,2980.6,3163.6,19.76,,,,,,,,,,
993,07/29/18 11:53:28 PM,2980.1,3163.6,19.76,,,,,,,,,,
994,07/30/18 12:23:28 AM,2981.7,3164.2,19.76,,,,,,,,,,
995,07/30/18 12:53:28 AM,2982.2,3164.2,19.76,,,,,,,,,,
996,07/30/18 01:23:28 AM,2982.2,3164.2,19.76,,,,,,,,,,
997,07/30/18 01:53:28 AM,2982.2,3165.4,19.76,,,,,,,,,,
998,07/30/18 02:23:28 AM,2982.2,3166.0,19.76,,,,,,,,,,
999,07/30/18 02:53:28 AM,2982.2,3166.0,19.76,,,,,,,,,,
1000,07/30/18 03:23:28 AM,2983.3,3165.4,19.76,,,,,,,,,,
1001,07/30/18 03:53:28 AM,2983.3,3166.0,19.75,,,,,,,,,,
1002,07/30/18 04:23:28 AM,2983.3,3166.0,19.76,,,,,,,,,,
1003,07/30/18 04:53:28 AM,2984.9,3166.6,19.75,,,,,,,,,,
1004,07/30/18 05:23:28 AM,2984.9,3167.2,19.75,,,,,,,,,,
1005,07/30/18 05:53:28 AM,2983.8,3167.2,19.75,,,,,,,,,,
1006,07/30/18 06:23:28 AM,2984.3,3167.2,19.75,,,,,,,,,,
1007,07/30/18 06:53:28 AM,2984.9,3167.2,19.75,,,,,,,,,,
1008,07/30/18 07:23:28 AM,2984.9,3167.8,19.75,,,,,,,,,,
1009,07/30/18 07:53:28 AM,2985.4,3167.8,19.75,,,,,,,,,,
1010,07/30/18 08:23:28 AM,2984.9,3169.0,19.75,,,,,,,,,,
1011,07/30/18 08:53:28 AM,2986.5,3169.0,19.75,,,,,,,,,,
1012,07/30/18 09:23:28 AM,2985.4,3169.0,19.75,,,,,,,,,,
1013,07/30/18 09:53:28 AM,2987.5,3169.5,19.75,,,,,,,,,,
1014,07/30/18 10:23:28 AM,2988.1,3170.1,19.75,,,,,,,,,,
1015,07/30/18 10:53:28 AM,2986.5,3169.5,19.75,,,,,,,,,,
1016,07/30/18 11:23:28 AM,2986.5,3169.5,19.75,,,,,,,,,,
1017,07/30/18 11:53:28 AM,2987.5,3169.5,19.74,,,,,,,,,,
1018,07/30/18 12:23:28 PM,2986.5,3169.0,19.74,,,,,,,,,,
1019,07/30/18 12:53:28 PM,2988.1,3169.5,19.74,,,,,,,,,,
1020,07/30/18 01:23:28 PM,2987.5,3169.5,19.74,,,,,,,,,,
1021,07/30/18 01:53:28 PM,2988.1,3170.1,19.73,,,,,,,,,,
1022,07/30/18 02:23:28 PM,2987.5,3170.7,19.73,,,,,,,,,,
1023,07/30/18 02:53:28 PM,2988.1,3169.5,19.73,,,,,,,,,,
1024,07/30/18 03:23:28 PM,2988.1,3170.1,19.73,,,,,,,,,,
1025,07/30/18 03:53:28 PM,2988.1,3170.7,19.73,,,,,,,,,,
1026,07/30/18 04:23:28 PM,2988.1,3170.1,19.73,,,,,,,,,,
1027,07/30/18 04:53:28 PM,2988.1,3170.7,19.72,,,,,,,,,,
1028,07/30/18 05:23:28 PM,2988.1,3171.3,19.72,,,,,,,,,,
1029,07/30/18 05:53:28 PM,2988.1,3170.7,19.72,,,,,,,,,,
1030,07/30/18 06:23:28 PM,2988.1,3170.7,19.70,,,,,,,,,,
1031,07/30/18 06:53:28 PM,2988.1,3170.7,19.70,,,,,,,,,,
1032,07/30/18 07:23:28 PM,2988.1,3170.7,19.70,,,,,,,,,,
1033,07/30/18 07:53:28 PM,2987.0,3169.5,19.70,,,,,,,,,,
1034,07/30/18 08:23:28 PM,2988.1,3170.7,19.69,,,,,,,,,,
1035,07/30/18 08:53:28 PM,2988.1,3169.5,19.69,,,,,,,,,,
1036,07/30/18 09:23:28 PM,2988.1,3170.7,19.69,,,,,,,,,,
1037,07/30/18 09:53:28 PM,2988.1,3171.9,19.69,,,,,,,,,,
1038,07/30/18 10:23:28 PM,2989.1,3173.1,19.69,,,,,,,,,,
1039,07/30/18 10:53:28 PM,2989.7,3173.1,19.69,,,,,,,,,,
1040,07/30/18 11:23:28 PM,2989.7,3173.1,19.68,,,,,,,,,,
1041,07/30/18 11:53:28 PM,2990.7,3172.5,19.68,,,,,,,,,,
1042,07/31/18 12:23:28 AM,2991.3,3173.1,19.68,,,,,,,,,,
1043,07/31/18 12:53:28 AM,2991.3,3172.5,19.68,,,,,,,,,,
1044,07/31/18 01:23:28 AM,2991.3,3173.1,19.67,,,,,,,,,,
1045,07/31/18 01:53:28 AM,2991.3,3172.5,19.67,,,,,,,,,,
1046,07/31/18 02:23:28 AM,2989.7,3171.9,19.67,,,,,,,,,,
1047,07/31/18 02:53:28 AM,2989.7,3172.5,19.67,,,,,,,,,,
1048,07/31/18 03:23:28 AM,2990.7,3172.5,19.67,,,,,,,,,,
1049,07/31/18 03:53:28 AM,2990.2,3172.5,19.67,,,,,,,,,,
1050,07/31/18 04:23:28 AM,2990.2,3172.5,19.66,,,,,,,,,,
1051,07/31/18 04:53:28 AM,2989.7,3172.5,19.66,,,,,,,,,,
1052,07/31/18 05:23:28 AM,2991.3,3172.5,19.66,,,,,,,,,,
1053,07/31/18 05:53:28 AM,2991.3,3173.1,19.65,,,,,,,,,,
1054,07/31/18 06:23:28 AM,2991.3,3173.1,19.66,,,,,,,,,,
1055,07/31/18 06:53:28 AM,2991.3,3173.7,19.65,,,,,,,,,,
1056,07/31/18 07:23:28 AM,2991.3,3174.3,19.65,,,,,,,,,,
1057,07/31/18 07:53:28 AM,2991.8,3174.3,19.65,,,,,,,,,,
1058,07/31/18 08:23:28 AM,2991.3,3174.3,19.65,,,,,,,,,,
1059,07/31/18 08:53:28 AM,2991.8,3174.3,19.65,,,,,,,,,,
1060,07/31/18 09:23:28 AM,2992.9,3174.9,19.65,,,,,,,,,,
1061,07/31/18 09:53:28 AM,2992.9,3174.3,19.65,,,,,,,,,,
1062,07/31/18 10:23:28 AM,2991.8,3175.5,19.65,,,,,,,,,,
1063,07/31/18 10:53:28 AM,2992.9,3175.5,19.65,,,,,,,,,,
1064,07/31/18 11:23:28 AM,2992.9,3175.5,19.63,,,,,,,,,,
1065,07/31/18 11:53:28 AM,2992.9,3174.9,19.65,,,,,,,,,,
1066,07/31/18 12:23:28 PM,2993.9,3176.1,19.63,,,,,,,,,,
1067,07/31/18 12:53:28 PM,2992.9,3176.1,19.63,,,,,,,,,,
1068,07/31/18 01:23:28 PM,2993.9,3175.5,19.63,,,,,,,,,,
1069,07/31/18 01:53:28 PM,2993.4,3176.1,19.63,,,,,,,,,,
1070,07/31/18 02:23:28 PM,2993.9,3175.5,19.62,,,,,,,,,,
1071,07/31/18 02:53:28 PM,2994.4,3176.1,19.62,,,,,,,,,,
1072,07/31/18 03:23:28 PM,2994.4,3176.7,19.62,,,,,,,,,,
1073,07/31/18 03:53:28 PM,2993.9,3176.1,19.61,,,,,,,,,,
1074,07/31/18 04:23:28 PM,2993.9,3177.3,19.62,,,,,,,,,,
1075,07/31/18 04:53:28 PM,2993.9,3176.7,19.61,,,,,,,,,,
1076,07/31/18 05:23:28 PM,2994.4,3177.3,19.62,,,,,,,,,,
1077,07/31/18 05:53:28 PM,2993.9,3176.1,19.61,,,,,,,,,,
1078,07/31/18 06:23:28 PM,2994.4,3177.3,19.61,,,,,,,,,,
1079,07/31/18 06:53:28 PM,2995.0,3176.1,19.61,,,,,,,,,,
1080,07/31/18 07:23:28 PM,2994.4,3177.3,19.60,,,,,,,,,,
1081,07/31/18 07:53:28 PM,2995.5,3177.3,19.60,,,,,,,,,,
1082,07/31/18 08:23:28 PM,2994.4,3177.3,19.60,,,,,,,,,,
1083,07/31/18 08:53:28 PM,2994.4,3177.3,19.60,,,,,,,,,,
1084,07/31/18 09:23:28 PM,2995.5,3177.3,19.60,,,,,,,,,,
1085,07/31/18 09:53:28 PM,2995.0,3177.3,19.60,,,,,,,,,,
1086,07/31/18 10:23:28 PM,2996.0,3177.3,19.60,,,,,,,,,,
1087,07/31/18 10:53:28 PM,2995.0,3177.3,19.60,,,,,,,,,,
1088,07/31/18 11:23:28 PM,2996.0,3177.3,19.60,,,,,,,,,,
1089,07/31/18 11:53:28 PM,2997.6,3179.0,19.59,,,,,,,,,,
1090,08/01/18 12:23:28 AM,2997.1,3179.6,19.60,,,,,,,,,,
1091,08/01/18 12:53:28 AM,2998.7,3180.2,19.60,,,,,,,,,,
1092,08/01/18 01:23:28 AM,2998.7,3180.2,19.60,,,,,,,,,,
1093,08/01/18 01:53:28 AM,2998.7,3182.0,19.60,,,,,,,,,,
1094,08/01/18 02:23:28 AM,2999.8,3181.4,19.59,,,,,,,,,,
1095,08/01/18 02:53:28 AM,2999.8,3181.4,19.59,,,,,,,,,,
1096,08/01/18 03:23:28 AM,2999.8,3182.0,19.59,,,,,,,,,,
1097,08/01/18 03:53:28 AM,3000.8,3183.2,19.60,,,,,,,,,,
1098,08/01/18 04:23:28 AM,3002.4,3185.0,19.60,,,,,,,,,,
1099,08/01/18 04:53:28 AM,3004.6,3186.7,19.60,,,,,,,,,,
1100,08/01/18 05:23:28 AM,3004.6,3187.3,19.61,,,,,,,,,,
1101,08/01/18 05:53:28 AM,3005.6,3187.3,19.61,,,,,,,,,,
1102,08/01/18 06:23:28 AM,3005.1,3188.5,19.61,,,,,,,,,,
1103,08/01/18 06:53:28 AM,3006.2,3188.5,19.61,,,,,,,,,,
1104,08/01/18 07:23:28 AM,3007.2,3189.1,19.61,,,,,,,,,,
1105,08/01/18 07:53:28 AM,3006.7,3187.9,19.61,,,,,,,,,,
1106,08/01/18 08:23:28 AM,3006.7,3188.5,19.61,,,,,,,,,,
1107,08/01/18 08:53:28 AM,3007.8,3189.7,19.62,,,,,,,,,,
1108,08/01/18 09:23:28 AM,3006.7,3189.7,19.62,,,,,,,,,,
1109,08/01/18 09:53:28 AM,3007.8,3190.3,19.62,,,,,,,,,,
1110,08/01/18 10:23:28 AM,3007.8,3190.3,19.62,,,,,,,,,,
1111,08/01/18 10:53:28 AM,3008.8,3189.7,19.62,,,,,,,,,,
1112,08/01/18 11:23:28 AM,3007.8,3190.3,19.62,,,,,,,,,,
1113,08/01/18 11:53:28 AM,3007.8,3190.9,19.63,,,,,,,,,,
1114,08/01/18 12:23:28 PM,3008.8,3191.5,19.63,,,,,,,,,,
1115,08/01/18 12:53:28 PM,3008.8,3190.9,19.62,,,,,,,,,,
1116,08/01/18 01:23:28 PM,0.0,0.0,27.99,,,,,,,,,,
1117,08/01/18 01:53:28 PM,0.0,0.0,30.28,,,,,,,,,,
1118,08/01/18 02:23:28 PM,2949.7,3156.5,19.51,,,,,,,,,,
1119,08/01/18 02:53:28 PM,2940.2,3142.8,19.30,,,,,,,,,,
1120,08/01/18 03:23:28 PM,2934.3,3137.5,19.22,,,,,,,,,,
1121,08/01/18 03:53:28 PM,2929.0,3130.9,19.18,,,,,,,,,,
1122,08/01/18 04:23:28 PM,2924.8,3125.6,19.17,,,,,,,,,,
1123,08/01/18 04:53:28 PM,2922.1,3123.2,19.16,,,,,,,,,,
1124,08/01/18 05:23:28 PM,2921.1,3121.4,19.15,,,,,,,,,,
1125,08/01/18 05:53:28 PM,2921.1,3120.8,19.15,,,,,,,,,,
1126,08/01/18 06:23:28 PM,2921.1,3120.8,19.14,,,,,,,,,,
1127,08/01/18 06:53:28 PM,2920.0,3120.8,19.14,,,,,,,,,,
1128,08/01/18 07:23:28 PM,2920.0,3120.8,19.14,,,,,,,,,,
1129,08/01/18 07:53:28 PM,2920.0,3120.8,19.14,,,,,,,,,,
1130,08/01/18 08:23:28 PM,2920.0,3120.8,19.14,,,,,,,,,,
1131,08/01/18 08:53:28 PM,2921.1,3120.8,19.14,,,,,,,,,,
1132,08/01/18 09:23:28 PM,2920.0,3120.8,19.14,,,,,,,,,,
1133,08/01/18 09:53:28 PM,2920.0,3119.6,19.14,,,,,,,,,,
1134,08/01/18 10:23:28 PM,2919.5,3120.2,19.14,,,,,,,,,,
1135,08/01/18 10:53:28 PM,2920.0,3119.6,19.14,,,,,,,,,,
1136,08/01/18 11:23:28 PM,2918.4,3119.6,19.14,,,,,,,,,,
1137,08/01/18 11:53:28 PM,2918.9,3119.0,19.14,,,,,,,,,,
1138,08/02/18 12:23:28 AM,2918.9,3119.0,19.14,,,,,,,,,,
1139,08/02/18 12:53:28 AM,2918.4,3119.0,19.14,,,,,,,,,,
1140,08/02/18 01:23:28 AM,2918.4,3117.8,19.14,,,,,,,,,,
1141,08/02/18 01:53:28 AM,2917.9,3117.8,19.15,,,,,,,,,,
1142,08/02/18 02:23:28 AM,2916.8,3117.8,19.14,,,,,,,,,,
1143,08/02/18 02:53:28 AM,2916.8,3117.2,19.14,,,,,,,,,,
1144,08/02/18 03:23:28 AM,2916.8,3117.2,19.14,,,,,,,,,,
1145,08/02/18 03:53:28 AM,2916.8,3117.2,19.14,,,,,,,,,,
1146,08/02/18 04:23:28 AM,2916.8,3116.6,19.14,,,,,,,,,,
1147,08/02/18 04:53:28 AM,2916.8,3117.2,19.15,,,,,,,,,,
1148,08/02/18 05:23:28 AM,2916.8,3116.6,19.15,,,,,,,,,,
1149,08/02/18 05:53:28 AM,2917.3,3116.6,19.15,,,,,,,,,,
1150,08/02/18 06:23:28 AM,2916.8,3116.6,19.15,,,,,,,,,,
1151,08/02/18 06:53:28 AM,2916.8,3116.0,19.15,,,,,,,,,,
1152,08/02/18 07:23:28 AM,2915.8,3116.6,19.15,,,,,,,,,,
1153,08/02/18 07:53:28 AM,2916.8,3116.6,19.15,,,,,,,,,,
1154,08/02/18 08:23:28 AM,2916.8,3116.6,19.15,,,,,,,,,,
1155,08/02/18 08:53:28 AM,2916.3,3116.6,19.16,,,,,,,,,,
1156,08/02/18 09:23:28 AM,2917.9,3116.6,19.15,,,,,,,,,,
1157,08/02/18 09:53:28 AM,2917.3,3116.6,19.16,,,,,,,,,,
1158,08/02/18 10:23:28 AM,2916.8,3117.2,19.16,,,,,,,,,,
1159,08/02/18 10:53:28 AM,2916.8,3116.6,19.16,,,,,,,,,,
1160,08/02/18 11:23:28 AM,2917.9,3117.2,19.16,,,,,,,,,,
1161,08/02/18 11:53:28 AM,2917.9,3117.2,19.16,,,,,,,,,,
1162,08/02/18 12:23:28 PM,2917.9,3117.2,19.17,,,,,,,,,,
1163,08/02/18 12:53:28 PM,2917.9,3117.8,19.17,,,,,,,,,,
1164,08/02/18 01:23:28 PM,2917.9,3117.8,19.17,,,,,,,,,,
1165,08/02/18 01:53:28 PM,2918.9,3118.4,19.17,,,,,,,,,,
1166,08/02/18 02:23:28 PM,2918.9,3118.4,19.18,,,,,,,,,,
1167,08/02/18 02:53:28 PM,2919.5,3119.0,19.17,,,,,,,,,,
1168,08/02/18 03:23:28 PM,2920.5,3119.0,19.17,,,,,,,,,,
1169,08/02/18 03:53:28 PM,2920.5,3120.2,19.18,,,,,,,,,,
1170,08/02/18 04:23:28 PM,2920.5,3119.6,19.17,,,,,,,,,,
1171,08/02/18 04:53:28 PM,2921.6,3120.2,19.18,,,,,,,,,,
1172,08/02/18 05:23:28 PM,2923.2,3122.0,19.17,,,,,,,,,,
1173,08/02/18 05:53:28 PM,2924.2,3123.8,19.18,,,,,,,,,,
1174,08/02/18 06:23:28 PM,2925.3,3125.6,19.18,,,,,,,,,,
1175,08/02/18 06:53:28 PM,2926.4,3126.2,19.18,,,,,,,,,,
1176,08/02/18 07:23:28 PM,2927.4,3127.4,19.19,,,,,,,,,,
1177,08/02/18 07:53:28 PM,2928.5,3128.6,19.19,,,,,,,,,,
1178,08/02/18 08:23:28 PM,2928.5,3128.6,19.19,,,,,,,,,,
1179,08/02/18 08:53:28 PM,2929.0,3128.6,19.19,,,,,,,,,,
1180,08/02/18 09:23:28 PM,2930.1,3129.7,19.19,,,,,,,,,,
1181,08/02/18 09:53:28 PM,2931.1,3130.3,19.19,,,,,,,,,,
1182,08/02/18 10:23:28 PM,2929.6,3130.3,19.19,,,,,,,,,,
1183,08/02/18 10:53:28 PM,2930.6,3130.9,19.21,,,,,,,,,,
1184,08/02/18 11:23:28 PM,2931.1,3130.9,19.21,,,,,,,,,,
1185,08/02/18 11:53:28 PM,2930.1,3130.9,19.21,,,,,,,,,,
1186,08/03/18 12:23:28 AM,2930.6,3130.9,19.21,,,,,,,,,,
1187,08/03/18 12:53:28 AM,2931.7,3131.5,19.21,,,,,,,,,,
1188,08/03/18 01:23:28 AM,2931.7,3131.5,19.21,,,,,,,,,,
1189,08/03/18 01:53:28 AM,2932.2,3132.1,19.21,,,,,,,,,,
1190,08/03/18 02:23:28 AM,2931.1,3132.1,19.22,,,,,,,,,,
1191,08/03/18 02:53:28 AM,2932.7,3132.7,19.22,,,,,,,,,,
1192,08/03/18 03:23:28 AM,2933.3,3132.7,19.22,,,,,,,,,,
1193,08/03/18 03:53:28 AM,2932.7,3133.3,19.22,,,,,,,,,,
1194,08/03/18 04:23:28 AM,2933.8,3133.3,19.22,,,,,,,,,,
1195,08/03/18 04:53:28 AM,2933.8,3133.9,19.22,,,,,,,,,,
1196,08/03/18 05:23:28 AM,2934.9,3133.9,19.22,,,,,,,,,,
1197,08/03/18 05:53:28 AM,2934.3,3134.5,19.23,,,,,,,,,,
1198,08/03/18 06:23:28 AM,2934.9,3134.5,19.23,,,,,,,,,,
1199,08/03/18 06:53:28 AM,2934.3,3134.5,19.23,,,,,,,,,,
1200,08/03/18 07:23:28 AM,2934.3,3134.5,19.23,,,,,,,,,,
1201,08/03/18 07:53:28 AM,2934.9,3135.1,19.23,,,,,,,,,,
1202,08/03/18 08:23:28 AM,2935.4,3135.1,19.23,,,,,,,,,,
1203,08/03/18 08:53:28 AM,2935.4,3135.7,19.24,,,,,,,,,,
1204,08/03/18 09:23:28 AM,2935.9,3135.7,19.24,,,,,,,,,,
1205,08/03/18 09:53:28 AM,2937.0,3136.3,19.24,,,,,,,,,,
1206,08/03/18 10:23:28 AM,2937.0,3136.9,19.24,,,,,,,,,,
1207,08/03/18 10:53:28 AM,2937.5,3136.9,19.24,,,,,,,,,,
1208,08/03/18 11:23:28 AM,2938.0,3137.5,19.24,,,,,,,,,,
1209,08/03/18 11:53:28 AM,2938.0,3138.1,19.25,,,,,,,,,,
1210,08/03/18 12:23:28 PM,2938.0,3138.1,19.25,,,,,,,,,,
1211,08/03/18 12:53:28 PM,2938.0,3138.1,19.25,,,,,,,,,,
1212,08/03/18 01:23:28 PM,2938.0,3138.1,19.25,,,,,,,,,,
1213,08/03/18 01:53:28 PM,2938.0,3138.1,19.25,,,,,,,,,,
1214,08/03/18 02:23:28 PM,2938.0,3138.1,19.27,,,,,,,,,,
1215,08/03/18 02:53:28 PM,2938.0,3138.1,19.27,,,,,,,,,,
1216,08/03/18 03:23:28 PM,2938.0,3138.1,19.27,,,,,,,,,,
1217,08/03/18 03:53:28 PM,2939.1,3138.7,19.27,,,,,,,,,,
1218,08/03/18 04:23:28 PM,2939.1,3139.3,19.27,,,,,,,,,,
1219,08/03/18 04:53:28 PM,2939.1,3139.9,19.27,,,,,,,,,,
1220,08/03/18 05:23:28 PM,2939.1,3139.9,19.27,,,,,,,,,,
1221,08/03/18 05:53:28 PM,2940.2,3139.3,19.27,,,,,,,,,,
1222,08/03/18 06:23:28 PM,2939.1,3139.3,19.28,,,,,,,,,,
1223,08/03/18 06:53:28 PM,2939.1,3139.9,19.27,,,,,,,,,,
1224,08/03/18 07:23:28 PM,2940.2,3139.9,19.28,,,,,,,,,,
1225,08/03/18 07:53:28 PM,2941.2,3140.4,19.27,,,,,,,,,,
1226,08/03/18 08:23:28 PM,2940.2,3140.4,19.28,,,,,,,,,,
1227,08/03/18 08:53:28 PM,2941.2,3141.6,19.28,,,,,,,,,,
1228,08/03/18 09:23:28 PM,2942.3,3141.6,19.28,,,,,,,,,,
1229,08/03/18 09:53:28 PM,2941.2,3141.6,19.28,,,,,,,,,,
1230,08/03/18 10:23:28 PM,2942.3,3142.2,19.28,,,,,,,,,,
1231,08/03/18 10:53:28 PM,2942.8,3142.2,19.28,,,,,,,,,,
1232,08/03/18 11:23:28 PM,2942.3,3142.8,19.28,,,,,,,,,,
1233,08/03/18 11:53:28 PM,2942.3,3142.2,19.28,,,,,,,,,,
1234,08/04/18 12:23:28 AM,2943.9,3142.8,19.28,,,,,,,,,,
1235,08/04/18 12:53:28 AM,2942.8,3142.8,19.28,,,,,,,,,,
1236,08/04/18 01:23:28 AM,2943.9,3144.0,19.29,,,,,,,,,,
1237,08/04/18 01:53:28 AM,2945.0,3144.0,19.29,,,,,,,,,,
1238,08/04/18 02:23:28 AM,2945.0,3144.6,19.29,,,,,,,,,,
1239,08/04/18 02:53:28 AM,2946.0,3144.6,19.29,,,,,,,,,,
1240,08/04/18 03:23:28 AM,2946.0,3145.2,19.29,,,,,,,,,,
1241,08/04/18 03:53:28 AM,2946.0,3145.2,19.29,,,,,,,,,,
1242,08/04/18 04:23:28 AM,2946.0,3145.8,19.29,,,,,,,,,,
1243,08/04/18 04:53:28 AM,2946.0,3145.2,19.29,,,,,,,,,,
1244,08/04/18 05:23:28 AM,2946.0,3145.8,19.29,,,,,,,,,,
1245,08/04/18 05:53:28 AM,2946.0,3145.8,19.29,,,,,,,,,,
1246,08/04/18 06:23:28 AM,2946.0,3146.4,19.30,,,,,,,,,,
1247,08/04/18 06:53:28 AM,2947.6,3147.0,19.30,,,,,,,,,,
1248,08/04/18 07:23:28 AM,2947.6,3147.0,19.30,,,,,,,,,,
1249,08/04/18 07:53:28 AM,2947.6,3147.6,19.30,,,,,,,,,,
1250,08/04/18 08:23:28 AM,2947.1,3148.2,19.30,,,,,,,,,,
1251,08/04/18 08:53:28 AM,2948.7,3148.2,19.30,,,,,,,,,,
1252,08/04/18 09:23:28 AM,2948.7,3148.8,19.30,,,,,,,,,,
1253,08/04/18 09:53:28 AM,2949.2,3149.4,19.30,,,,,,,,,,
1254,08/04/18 10:23:28 AM,2950.3,3150.0,19.30,,,,,,,,,,
