"TOA5","PNNL_32","CR1000X","29516","CR1000X.Std.05.01","CPU:Tempest_v5_8_1_21.CR1X","40249","sapflow"
"TIMESTAMP","RECORD","Statname","BattV_Avg","DiffVolt_Avg(1)","DiffVolt_Avg(2)","DiffVolt_Avg(3)","DiffVolt_Avg(4)","DiffVolt_Avg(5)","DiffVolt_Avg(6)","DiffVolt_Avg(7)","DiffVolt_Avg(8)","DiffVolt_Avg(9)","DiffVolt_Avg(10)","DiffVolt_Avg(11)","DiffVolt_Avg(12)","DiffVolt_Avg(13)","DiffVolt_Avg(14)","DiffVolt(1)","DiffVolt(2)","DiffVolt(3)","DiffVolt(4)","DiffVolt(5)","DiffVolt(6)","DiffVolt(7)","DiffVolt(8)","DiffVolt(9)","DiffVolt(10)","DiffVolt(11)","DiffVolt(12)","DiffVolt(13)","DiffVolt(14)"
"2022-05-13 08:00:00",20799,"NAN",13.71,1.089,0.681,0.57,0.568,0.552,0.43,0.419,0.443,0,0,0,0,0,0,1.088,0.681,0.567,0.568,0.552,0.43,0.419,0.443,0,0,0,0,0,0
"2022-05-13 08:15:00",20800,"NAN",13.71,1.089,0.681,0.564,0.567,0.55,0.43,0.419,0.442,0,0,0,0,0,0,1.09,0.681,0.56,0.567,0.55,0.43,0.419,0.443,0,0,0,0,0,0
"2022-05-13 08:30:00",20801,"NAN",13.72,1.092,0.681,0.555,0.567,0.551,0.429,0.419,0.442,0,0,0,0,0,0,1.093,0.681,0.553,0.566,0.551,0.429,0.419,0.442,0,0,0,0,0,0
"2022-05-13 08:45:00",20802,"NAN",13.72,1.093,0.681,0.553,0.566,0.551,0.429,0.419,0.442,0,0,0,0,0,0,1.094,0.681,0.553,0.565,0.551,0.429,0.419,0.442,0,0,0,0,0,0
"2022-05-13 09:00:00",20803,"NAN",13.72,1.097,0.681,0.555,0.565,0.553,0.43,0.419,0.443,0,0,0,0,0,0,1.097,0.681,0.557,0.565,0.553,0.43,0.419,0.443,0,0,0,0,0,0
"2022-05-13 09:15:00",20804,"NAN",13.71,1.098,0.682,0.558,0.564,0.553,0.43,0.418,0.443,0,0,0,0,0,0,1.096,0.682,0.559,0.564,0.554,0.43,0.418,0.443,0,0,0,0,0,0
"2022-05-13 09:30:00",20805,"NAN",13.72,1.097,0.682,0.56,0.563,0.554,0.43,0.418,0.443,0,0,0,0,0,0,1.095,0.682,0.56,0.563,0.554,0.43,0.418,0.443,0,0,0,0,0,0
"2022-05-13 09:45:00",20806,"NAN",13.72,1.094,0.682,0.561,0.563,0.553,0.43,0.418,0.443,0,0,0,0,0,0,1.095,0.683,0.561,0.563,0.553,0.43,0.418,0.443,0,0,0,0,0,0
"2022-05-13 10:00:00",20807,"NAN",13.71,1.096,0.683,0.562,0.563,0.553,0.43,0.418,0.443,0,0,0,0,0,0,1.098,0.683,0.562,0.562,0.553,0.43,0.418,0.443,0,0,0,0,0,0
"2022-05-13 10:15:00",20808,"NAN",13.71,1.097,0.684,0.562,0.562,0.553,0.431,0.418,0.443,0,0,0,0,0,0,1.095,0.684,0.562,0.562,0.552,0.431,0.418,0.444,0,0,0,0,0,0
"2022-05-13 10:30:00",20809,"NAN",13.72,1.094,0.684,0.562,0.561,0.552,0.431,0.419,0.444,0,0,0,0,0,0,1.095,0.684,0.562,0.561,0.552,0.432,0.419,0.444,0,0,0,0,0,0
"2022-05-13 10:45:00",20810,"NAN",13.71,1.094,0.685,0.562,0.561,0.552,0.432,0.419,0.444,0,0,0,0,0,0,1.093,0.685,0.562,0.561,0.551,0.433,0.419,0.445,0,0,0,0,0,0
"2022-05-13 11:00:00",20811,"NAN",13.71,1.095,0.685,0.562,0.561,0.552,0.433,0.42,0.445,0,0,0,0,0,0,1.096,0.686,0.562,0.561,0.553,0.434,0.42,0.445,0,0,0,0,0,0
"2022-05-13 11:15:00",20812,"NAN",13.72,1.096,0.686,0.562,0.56,0.553,0.434,0.421,0.444,0,0,0,0,0,0,1.097,0.686,0.562,0.56,0.553,0.434,0.421,0.444,0,0,0,0,0,0
"2022-05-13 11:30:00",20813,"NAN",13.72,1.098,0.686,0.562,0.56,0.553,0.434,0.422,0.443,0,0,0,0,0,0,1.101,0.685,0.562,0.56,0.554,0.433,0.423,0.442,0,0,0,0,0,0
"2022-05-13 11:45:00",20814,"NAN",13.72,1.103,0.684,0.562,0.56,0.555,0.432,0.423,0.441,0,0,0,0,0,0,1.104,0.684,0.562,0.56,0.555,0.431,0.424,0.441,0,0,0,0,0,0
"2022-05-13 12:00:00",20815,"NAN",13.71,1.104,0.682,0.561,0.56,0.555,0.428,0.424,0.438,0,0,0,0,0,0,1.103,0.681,0.561,0.56,0.554,0.425,0.424,0.436,0,0,0,0,0,0
"2022-05-13 12:15:00",20816,"NAN",13.71,1.102,0.679,0.56,0.56,0.555,0.424,0.425,0.434,0,0,0,0,0,0,1.1,0.678,0.56,0.559,0.555,0.423,0.425,0.432,0,0,0,0,0,0
"2022-05-13 12:30:00",20817,"NAN",13.71,1.096,0.675,0.559,0.559,0.555,0.42,0.425,0.428,0,0,0,0,0,0,1.093,0.672,0.558,0.558,0.555,0.416,0.424,0.423,0,0,0,0,0,0
"2022-05-13 12:45:00",20818,"NAN",13.71,1.087,0.666,0.556,0.557,0.552,0.411,0.424,0.417,0,0,0,0,0,0,1.084,0.663,0.554,0.556,0.551,0.409,0.423,0.413,0,0,0,0,0,0
"2022-05-13 13:00:00",20819,"NAN",13.71,1.079,0.66,0.552,0.555,0.549,0.406,0.423,0.409,0,0,0,0,0,0,1.076,0.659,0.55,0.553,0.548,0.404,0.422,0.406,0,0,0,0,0,0
"2022-05-13 13:15:00",20820,"NAN",13.71,1.071,0.654,0.546,0.551,0.545,0.394,0.419,0.4,0,0,0,0,0,0,1.066,0.651,0.543,0.549,0.542,0.386,0.417,0.396,0,0,0,0,0,0
"2022-05-13 13:30:00",20821,"NAN",13.72,1.062,0.652,0.54,0.548,0.54,0.38,0.413,0.395,0,0,0,0,0,0,1.061,0.654,0.538,0.546,0.54,0.376,0.411,0.395,0,0,0,0,0,0
"2022-05-13 13:45:00",20822,"NAN",13.71,1.065,0.657,0.537,0.546,0.542,0.377,0.41,0.398,0,0,0,0,0,0,1.066,0.658,0.537,0.546,0.543,0.378,0.41,0.399,0,0,0,0,0,0
"2022-05-13 14:00:00",20823,"NAN",13.72,1.066,0.657,0.535,0.546,0.543,0.378,0.41,0.398,0,0,0,0,0,0,1.063,0.655,0.532,0.544,0.542,0.375,0.409,0.395,0,0,0,0,0,0
"2022-05-13 14:15:00",20824,"NAN",13.71,1.061,0.652,0.527,0.541,0.537,0.371,0.406,0.393,0,0,0,0,0,0,1.058,0.652,0.523,0.539,0.533,0.367,0.404,0.392,0,0,0,0,0,0
"2022-05-13 14:30:00",20825,"NAN",13.72,1.058,0.653,0.519,0.536,0.531,0.365,0.402,0.391,0,0,0,0,0,0,1.055,0.652,0.515,0.533,0.527,0.362,0.401,0.389,0,0,0,0,0,0
"2022-05-13 14:45:00",20826,"NAN",13.71,1.05,0.65,0.508,0.528,0.517,0.357,0.398,0.384,0,0,0,0,0,0,1.046,0.649,0.502,0.524,0.512,0.354,0.396,0.382,0,0,0,0,0,0
"2022-05-13 15:00:00",20827,"NAN",13.71,1.047,0.65,0.499,0.52,0.509,0.356,0.395,0.38,0,0,0,0,0,0,1.046,0.65,0.496,0.517,0.506,0.357,0.395,0.379,0,0,0,0,0,0
"2022-05-13 15:15:00",20828,"NAN",13.71,1.045,0.651,0.492,0.514,0.5,0.356,0.394,0.378,0,0,0,0,0,0,1.046,0.652,0.489,0.512,0.497,0.356,0.394,0.379,0,0,0,0,0,0
"2022-05-13 15:30:00",20829,"NAN",13.71,1.046,0.654,0.487,0.509,0.493,0.357,0.394,0.379,0,0,0,0,0,0,1.047,0.655,0.485,0.508,0.491,0.357,0.393,0.379,0,0,0,0,0,0
"2022-05-13 15:45:00",20830,"NAN",13.71,1.049,0.656,0.484,0.507,0.49,0.359,0.394,0.38,0,0,0,0,0,0,1.049,0.657,0.484,0.506,0.49,0.361,0.394,0.381,0,0,0,0,0,0
"2022-05-13 16:00:00",20831,"NAN",13.71,1.052,0.659,0.485,0.506,0.491,0.365,0.396,0.384,0,0,0,0,0,0,1.054,0.661,0.486,0.507,0.492,0.368,0.397,0.386,0,0,0,0,0,0
"2022-05-13 16:15:00",20832,"NAN",13.72,1.057,0.664,0.488,0.508,0.494,0.372,0.399,0.389,0,0,0,0,0,0,1.059,0.667,0.49,0.509,0.496,0.375,0.4,0.391,0,0,0,0,0,0
"2022-05-13 16:30:00",20833,"NAN",13.72,1.061,0.67,0.493,0.511,0.499,0.38,0.402,0.394,0,0,0,0,0,0,1.063,0.673,0.495,0.513,0.502,0.383,0.404,0.397,0,0,0,0,0,0
"2022-05-13 16:45:00",20834,"NAN",13.72,1.062,0.675,0.496,0.514,0.501,0.383,0.405,0.398,0,0,0,0,0,0,1.063,0.677,0.496,0.514,0.502,0.384,0.406,0.398,0,0,0,0,0,0
"2022-05-13 17:00:00",20835,"NAN",13.71,1.067,0.678,0.498,0.516,0.504,0.388,0.407,0.401,0,0,0,0,0,0,1.069,0.68,0.501,0.518,0.507,0.392,0.409,0.403,0,0,0,0,0,0
"2022-05-13 17:15:00",20836,"NAN",13.71,1.072,0.682,0.504,0.519,0.509,0.395,0.41,0.405,0,0,0,0,0,0,1.074,0.684,0.506,0.521,0.512,0.397,0.411,0.407,0,0,0,0,0,0
"2022-05-13 17:30:00",20837,"NAN",13.71,1.076,0.685,0.509,0.523,0.514,0.4,0.413,0.409,0,0,0,0,0,0,1.078,0.686,0.511,0.524,0.517,0.403,0.414,0.411,0,0,0,0,0,0
"2022-05-13 17:45:00",20838,"NAN",13.71,1.08,0.687,0.515,0.527,0.521,0.407,0.415,0.414,0,0,0,0,0,0,1.083,0.688,0.519,0.529,0.524,0.41,0.417,0.417,0,0,0,0,0,0
"2022-05-13 18:00:00",20839,"NAN",13.71,1.086,0.689,0.523,0.532,0.528,0.414,0.418,0.42,0,0,0,0,0,0,1.088,0.689,0.526,0.534,0.531,0.417,0.419,0.422,0,0,0,0,0,0
"2022-05-13 18:15:00",20840,"NAN",13.71,1.089,0.69,0.53,0.537,0.534,0.42,0.42,0.426,0,0,0,0,0,0,1.092,0.69,0.534,0.539,0.537,0.423,0.421,0.429,0,0,0,0,0,0
"2022-05-13 18:30:00",20841,"NAN",13.71,1.096,0.691,0.538,0.542,0.541,0.426,0.422,0.432,0,0,0,0,0,0,1.099,0.691,0.542,0.544,0.543,0.428,0.422,0.434,0,0,0,0,0,0
"2022-05-13 18:45:00",20842,"NAN",13.71,1.101,0.691,0.545,0.546,0.546,0.43,0.423,0.436,0,0,0,0,0,0,1.102,0.691,0.548,0.547,0.548,0.432,0.423,0.437,0,0,0,0,0,0
"2022-05-13 19:00:00",20843,"NAN",13.71,1.103,0.692,0.551,0.549,0.55,0.433,0.423,0.438,0,0,0,0,0,0,1.104,0.692,0.553,0.55,0.551,0.434,0.423,0.44,0,0,0,0,0,0
"2022-05-13 19:15:00",20844,"NAN",13.71,1.105,0.692,0.556,0.551,0.553,0.435,0.424,0.441,0,0,0,0,0,0,1.105,0.692,0.558,0.552,0.554,0.435,0.424,0.441,0,0,0,0,0,0
"2022-05-13 19:30:00",20845,"NAN",13.72,1.106,0.692,0.559,0.553,0.555,0.436,0.424,0.442,0,0,0,0,0,0,1.108,0.692,0.561,0.554,0.556,0.436,0.424,0.443,0,0,0,0,0,0
"2022-05-13 19:45:00",20846,"NAN",13.71,1.109,0.692,0.563,0.554,0.557,0.437,0.424,0.443,0,0,0,0,0,0,1.11,0.692,0.564,0.555,0.557,0.437,0.424,0.443,0,0,0,0,0,0
"2022-05-13 20:00:00",20847,"NAN",13.71,1.11,0.692,0.565,0.555,0.557,0.437,0.423,0.444,0,0,0,0,0,0,1.109,0.692,0.566,0.556,0.558,0.437,0.423,0.444,0,0,0,0,0,0
"2022-05-13 20:15:00",20848,"NAN",13.71,1.108,0.692,0.567,0.556,0.558,0.438,0.423,0.444,0,0,0,0,0,0,1.104,0.692,0.568,0.556,0.556,0.438,0.423,0.444,0,0,0,0,0,0
"2022-05-13 20:30:00",20849,"NAN",13.72,1.106,0.692,0.567,0.556,0.558,0.438,0.423,0.444,0,0,0,0,0,0,1.107,0.692,0.565,0.556,0.558,0.438,0.423,0.444,0,0,0,0,0,0
"2022-05-13 20:45:00",20850,"NAN",13.71,1.105,0.692,0.562,0.556,0.558,0.438,0.423,0.445,0,0,0,0,0,0,1.102,0.692,0.552,0.557,0.557,0.437,0.423,0.445,0,0,0,0,0,0
"2022-05-13 21:00:00",20851,"NAN",13.71,1.105,0.691,0.54,0.556,0.557,0.437,0.423,0.445,0,0,0,0,0,0,1.106,0.692,0.535,0.556,0.554,0.437,0.423,0.445,0,0,0,0,0,0
"2022-05-13 21:15:00",20852,"NAN",13.72,1.104,0.692,0.54,0.556,0.534,0.437,0.423,0.445,0,0,0,0,0,0,1.101,0.692,0.543,0.556,0.52,0.437,0.423,0.445,0,0,0,0,0,0
"2022-05-13 21:30:00",20853,"NAN",13.72,1.097,0.692,0.546,0.556,0.513,0.437,0.422,0.445,0,0,0,0,0,0,1.097,0.692,0.548,0.556,0.509,0.436,0.422,0.444,0,0,0,0,0,0
"2022-05-13 21:45:00",20854,"NAN",13.72,1.096,0.692,0.55,0.556,0.508,0.436,0.422,0.444,0,0,0,0,0,0,1.096,0.692,0.551,0.556,0.507,0.436,0.422,0.444,0,0,0,0,0,0
"2022-05-13 22:00:00",20855,"NAN",13.71,1.096,0.692,0.553,0.556,0.508,0.436,0.422,0.444,0,0,0,0,0,0,1.096,0.692,0.554,0.556,0.508,0.436,0.422,0.444,0,0,0,0,0,0
"2022-05-13 22:15:00",20856,"NAN",13.72,1.098,0.692,0.555,0.556,0.51,0.436,0.423,0.444,0,0,0,0,0,0,1.099,0.692,0.555,0.556,0.512,0.436,0.423,0.444,0,0,0,0,0,0
"2022-05-13 22:30:00",20857,"NAN",13.71,1.099,0.692,0.556,0.556,0.514,0.436,0.423,0.444,0,0,0,0,0,0,1.099,0.692,0.556,0.556,0.516,0.436,0.423,0.445,0,0,0,0,0,0
"2022-05-13 22:45:00",20858,"NAN",13.72,1.099,0.692,0.556,0.556,0.518,0.436,0.423,0.444,0,0,0,0,0,0,1.1,0.692,0.557,0.557,0.52,0.437,0.423,0.444,0,0,0,0,0,0
"2022-05-13 23:00:00",20859,"NAN",13.71,1.1,0.692,0.557,0.557,0.521,0.437,0.423,0.445,0,0,0,0,0,0,1.101,0.692,0.557,0.557,0.522,0.437,0.423,0.445,0,0,0,0,0,0
"2022-05-13 23:15:00",20860,"NAN",13.71,1.101,0.692,0.557,0.557,0.523,0.437,0.422,0.445,0,0,0,0,0,0,1.102,0.692,0.557,0.557,0.525,0.437,0.422,0.445,0,0,0,0,0,0
"2022-05-13 23:30:00",20861,"NAN",13.72,1.104,0.692,0.557,0.557,0.526,0.437,0.422,0.445,0,0,0,0,0,0,1.104,0.692,0.557,0.557,0.527,0.437,0.422,0.445,0,0,0,0,0,0
"2022-05-13 23:45:00",20862,"NAN",13.72,1.105,0.692,0.557,0.556,0.527,0.437,0.422,0.445,0,0,0,0,0,0,1.104,0.692,0.557,0.556,0.527,0.437,0.422,0.445,0,0,0,0,0,0
"2022-05-14 00:00:00",20863,"NAN",13.71,1.104,0.692,0.557,0.556,0.527,0.436,0.422,0.445,0,0,0,0,0,0,1.104,0.691,0.557,0.556,0.527,0.436,0.422,0.444,0,0,0,0,0,0
"2022-05-14 00:15:00",20864,"NAN",13.71,1.104,0.692,0.557,0.555,0.528,0.436,0.421,0.445,0,0,0,0,0,0,1.103,0.692,0.557,0.555,0.529,0.436,0.421,0.445,0,0,0,0,0,0
"2022-05-14 00:30:00",20865,"NAN",13.72,1.104,0.692,0.557,0.555,0.529,0.436,0.421,0.445,0,0,0,0,0,0,1.104,0.692,0.557,0.555,0.53,0.436,0.421,0.445,0,0,0,0,0,0
"2022-05-14 00:45:00",20866,"NAN",13.71,1.106,0.692,0.557,0.554,0.53,0.436,0.421,0.445,0,0,0,0,0,0,1.105,0.692,0.557,0.554,0.53,0.436,0.421,0.445,0,0,0,0,0,0
"2022-05-14 01:00:00",20867,"NAN",13.71,1.104,0.692,0.557,0.554,0.53,0.435,0.421,0.445,0,0,0,0,0,0,1.105,0.692,0.557,0.554,0.531,0.435,0.421,0.445,0,0,0,0,0,0
"2022-05-14 01:15:00",20868,"NAN",13.71,1.105,0.692,0.557,0.553,0.532,0.435,0.42,0.444,0,0,0,0,0,0,1.105,0.692,0.556,0.553,0.532,0.435,0.42,0.444,0,0,0,0,0,0
"2022-05-14 01:30:00",20869,"NAN",13.72,1.105,0.692,0.557,0.553,0.531,0.435,0.42,0.444,0,0,0,0,0,0,1.106,0.692,0.557,0.553,0.531,0.435,0.42,0.444,0,0,0,0,0,0
"2022-05-14 01:45:00",20870,"NAN",13.72,1.106,0.692,0.557,0.553,0.532,0.435,0.42,0.444,0,0,0,0,0,0,1.106,0.692,0.557,0.553,0.533,0.435,0.42,0.444,0,0,0,0,0,0
"2022-05-14 02:00:00",20871,"NAN",13.71,1.103,0.692,0.556,0.552,0.532,0.435,0.42,0.444,0,0,0,0,0,0,1.102,0.692,0.556,0.552,0.532,0.435,0.42,0.444,0,0,0,0,0,0
"2022-05-14 02:15:00",20872,"NAN",13.71,1.102,0.692,0.556,0.552,0.531,0.434,0.42,0.444,0,0,0,0,0,0,1.102,0.691,0.556,0.552,0.53,0.435,0.42,0.444,0,0,0,0,0,0
"2022-05-14 02:30:00",20873,"NAN",13.72,1.104,0.692,0.556,0.552,0.53,0.434,0.42,0.444,0,0,0,0,0,0,1.106,0.691,0.556,0.552,0.53,0.434,0.42,0.444,0,0,0,0,0,0
"2022-05-14 02:45:00",20874,"NAN",13.72,1.105,0.691,0.556,0.552,0.53,0.434,0.419,0.444,0,0,0,0,0,0,1.105,0.691,0.555,0.552,0.529,0.434,0.419,0.444,0,0,0,0,0,0
"2022-05-14 03:00:00",20875,"NAN",13.71,1.107,0.692,0.555,0.552,0.529,0.434,0.419,0.444,0,0,0,0,0,0,1.105,0.691,0.555,0.552,0.528,0.434,0.419,0.444,0,0,0,0,0,0
"2022-05-14 03:15:00",20876,"NAN",13.71,1.106,0.692,0.555,0.551,0.528,0.434,0.419,0.444,0,0,0,0,0,0,1.107,0.692,0.555,0.551,0.529,0.434,0.419,0.444,0,0,0,0,0,0
"2022-05-14 03:30:00",20877,"NAN",13.72,1.105,0.692,0.555,0.551,0.529,0.434,0.419,0.444,0,0,0,0,0,0,1.105,0.692,0.555,0.551,0.529,0.434,0.419,0.444,0,0,0,0,0,0
"2022-05-14 03:45:00",20878,"NAN",13.72,1.105,0.693,0.555,0.551,0.529,0.434,0.419,0.444,0,0,0,0,0,0,1.104,0.693,0.555,0.55,0.529,0.434,0.419,0.444,0,0,0,0,0,0
"2022-05-14 04:00:00",20879,"NAN",13.71,1.105,0.692,0.555,0.55,0.529,0.434,0.419,0.444,0,0,0,0,0,0,1.105,0.692,0.554,0.55,0.529,0.434,0.419,0.444,0,0,0,0,0,0
